,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.1222205601250274,0.0554713772592997,1.0069539896352,0.1728263759638362,3.4965022370214447,6.04154200368997,36,38,74,103.30005509511676,0.2777387914092784,0.1784644635184778,0.6389221128387566,1.7962678108808348,0.0,22.1636840523906,52,0,52,0.5973133352459222,0.5514049536131788,102973.3304130242,pr,26,5,2,0.34,0.19,0.11,"buy,sell",0,0,True
