,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.1442615096127303,0.0489590395650802,1.0780612356240311,0.2462505423374966,6.378381344493474,16.657422639506265,89,67,156,117618.05281288637,0.2329972654551068,0.1233490030004931,0.6226079750520636,1.039258451472195,2.6392493760991624,37.14519272008089,120,5,125,0.5469128630171765,0.3735863010659358,317191.12522931054,pr,31,6,6,0.35,0.16,0.365,"buy,sell",0,0,True
