,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.1617682026280218,0.0425585009771708,0.3351719911131526,0.107839898268952,0.8220751648076698,2.296067872878372,12.0,10.0,22.0,524.1646393119651,0.5501806724583852,0.1139410640630811,1.322282556921029,0.5871975963546503,0.9708336384027876,7.671852912567867,12.0,3.0,15.0,1.321745069274164,1.3211056185062005,126886.68360823124,pr,117.0,109.0,0.0,0.37,0.22,0.022,"buy,sell",0.0,0.0,False
