score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_tp,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,signal,score_buy,score_sell
0,205469.51774797088,0.17253703190670733,0.44219596713720855,0.3944076675666782,5.250602030022928,5.541567695962218,28.813684328420127,110,1,111,0.6805113122636429,0.2575486696731142,-136.26880259655258,pr,1146.0,844.0,4.0,85.0,"buy,sell",102734.75887398544,0.0
