,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,distance,ramp_candle_lower,ramp_candle_upper,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,alpha,signal,score_buy,score_sell,permit
0,0,2050397.8380068196,0.3416218853306897,0.2979603036647208,0.6377707596335098,0.7985812328163382,77.30250824257959,110.78604469183853,252,168,420,0.7880539190265796,0.1507053820806583,0.6062803248239703,11.632417193989912,0.096660818163227,0.5720026272383067,-60.003604862813546,pr,550,5,40,36,0.35,"buy,sell",2050397.8380068196,0,False
