,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,alpha,signal,score_buy,score_sell,permit
0,0,0,27492.60818,0.183249868,0.135630556,0.3108239,0.39305821,6.348507437,13.89106112,67,22,89,0.39305821,0.149623013,0.283041344,-77.43192465,pr,989,578,4,11,0.03,"buy,sell",27492.60818,0,FALSE
