,Unnamed: 0,Unnamed: 0.1,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0,0,0.0834345854279036,0.0327934211943947,0.4952808148771012,0.1092076889617107,1.9590246893183323,6.438619240010812,64,27,91,21261.001736258306,0.1551379329643462,0.0926283065095674,0.4414136294521356,0.6127654854987997,1.073264140458276,13.603435389904728,64,13,77,0.3669110988600475,0.2948079822174147,29120.68687807525,pr,35,17,6,0.33,0.11,0.179,"buy,sell",0,0,True
