score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,methode,high_period,low_period,distance_lines,cross_line,signal,score_buy,score_sell
0,51422.57457439127,0.10537412822621163,0.12566756370044377,0.598222976291479,0.8166703613389439,0.0,12.85564364359782,40,0,40,pr,253,241,10,80,"buy,sell",25711.287287195635,0
