,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
177,OHLC/4,143,950,22,macds,214,233,6,34,0.45,2595,375,182,144,685,117,98,753,250,172,532,4,129,396,441,434,334,32,203,726,409,130,924,690,552,383,592,132,416,245,198,997,1855,15,109,44,59,84,26,851,7,23,0.96,0.26,26,26,0.94,0.82,0.83,0.94,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,False,True,-1,True,False
178,low,187,567,47,macd,67,237,6,48,0.45,941,861,142,28,443,163,140,580,172,176,154,237,8,869,886,501,339,90,557,285,330,274,528,220,837,730,238,662,899,67,311,454,247,48,335,17,1229,40,11,919,5,42,0.05,0.93,7,47,0.88,0.96,0.8,0.99,False,False,True,True,False,False,True,True,False,True,False,True,False,True,True,True,True,-1,True,False
179,HLCC/4,201,1212,48,macds,208,170,6,46,0.78,2156,366,2,242,599,149,116,454,151,54,208,14,27,968,992,682,339,307,824,403,197,138,26,80,826,916,273,480,103,49,114,1369,2481,14,933,249,642,48,43,959,26,40,0.3,0.07,48,8,0.93,0.89,0.86,0.99,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,-1,True,False
180,OHLC/4,123,216,14,macd,218,97,6,15,0.2,50,31,248,133,563,193,194,415,60,126,286,29,112,557,431,971,200,173,689,167,116,34,198,180,434,493,620,210,276,893,150,375,1487,43,708,150,459,149,43,204,14,32,0.69,0.81,14,16,0.98,0.89,0.87,0.85,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,True,False,-1,True,False
181,close,479,1038,45,macds,49,159,6,32,0.57,2524,981,203,114,494,230,6,283,53,227,32,3,118,467,987,737,370,175,852,644,221,56,599,161,701,167,850,137,963,543,256,1222,1979,14,770,26,50,123,40,600,26,23,0.57,0.04,27,33,0.92,0.97,0.85,0.98,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,-1,True,False
182,HL/2,290,1132,32,macd,13,122,6,14,0.44,2564,344,166,153,294,60,186,260,162,216,962,69,243,936,958,349,456,444,828,640,385,119,226,185,17,289,634,884,344,130,248,631,198,15,598,31,58,198,4,288,23,43,0.26,0.9,42,17,0.86,0.88,0.87,0.92,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,True,-1,True,False
183,high,429,1348,48,macd,8,159,6,4,0.58,831,677,86,173,454,240,18,922,186,82,349,80,220,723,497,510,400,27,525,166,260,66,45,668,87,720,675,634,170,204,211,994,2128,12,805,475,746,107,21,651,12,48,0.25,0.06,34,2,0.83,0.95,0.91,0.91,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,-1,True,False
184,HLCC/4,416,486,15,macdh,205,51,6,17,0.22,744,748,68,219,354,217,135,351,170,214,151,216,227,371,509,241,468,73,162,106,216,34,400,620,988,598,795,534,253,641,474,806,2233,31,527,171,583,83,10,533,28,14,0.11,0.56,32,35,0.97,0.97,0.83,0.8,False,True,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,-1,True,False
185,open,661,1133,48,macd,156,48,6,24,0.8,738,791,86,172,226,201,179,105,200,214,133,166,122,103,785,537,237,106,760,611,419,102,744,592,736,625,392,603,182,541,288,1094,358,25,343,256,812,104,2,604,6,44,0.12,0.84,7,27,0.97,0.86,0.82,0.86,True,True,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,-1,True,False
186,close,123,246,30,macd,245,225,6,16,0.24,666,103,101,45,306,6,142,85,89,248,480,103,13,135,672,571,467,145,212,794,417,191,90,504,107,604,574,737,102,346,193,450,620,16,466,39,45,92,13,551,23,39,0.76,0.06,49,16,0.85,0.91,0.99,0.92,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,-1,True,False
187,open,278,1017,13,macdh,180,114,6,24,0.1,1687,548,249,177,433,35,124,313,65,21,84,187,30,343,435,514,323,89,244,672,68,32,5,26,122,765,779,894,638,751,365,1052,1336,36,511,32,75,13,1,737,35,18,0.11,0.22,7,32,0.93,0.87,0.91,0.91,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,True,False,-1,True,False
188,HLC/3,212,314,43,macdh,220,208,6,50,0.1,2207,69,141,232,724,120,94,599,14,31,962,99,67,269,889,452,330,103,918,160,277,21,779,145,476,352,233,753,636,981,124,1308,417,38,662,49,53,122,8,409,43,28,0.82,0.46,16,4,0.88,0.86,0.95,0.83,False,False,True,True,False,False,False,False,True,True,True,True,True,True,False,True,False,-1,True,False
189,low,518,1285,7,macd,193,102,1,47,0.79,2645,919,4,176,665,39,24,893,72,92,775,39,234,310,721,502,319,254,632,474,244,105,400,923,381,68,614,802,174,987,64,874,1801,1,753,10,35,169,40,72,20,3,0.39,0.97,49,40,0.0,0.0,0.0,0.0,False,False,False,True,True,False,True,True,False,False,True,False,True,False,False,True,True,-1,True,False
190,high,451,652,25,macdh,21,93,6,13,0.6,527,863,31,232,492,110,233,790,78,65,335,85,81,837,415,328,131,47,100,809,481,170,747,518,543,380,580,483,914,663,474,1291,339,30,215,36,39,139,48,76,49,12,0.07,0.74,38,38,0.92,0.95,0.91,0.93,True,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,-1,True,False
191,open,269,839,36,macds,210,109,6,18,0.96,2958,335,111,55,132,124,72,371,153,205,66,157,191,295,814,417,404,107,168,531,395,47,434,117,56,239,67,343,646,223,153,354,1515,47,861,9,40,29,48,416,4,29,0.36,0.21,1,31,0.87,0.81,0.84,0.8,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,False,-1,True,False
192,close,178,1072,25,macds,108,120,6,42,0.94,2565,272,78,150,752,246,187,515,209,95,958,72,212,807,995,361,460,85,158,916,300,140,257,382,61,422,891,190,691,457,45,898,357,7,921,19,93,159,44,726,28,28,0.88,0.26,44,35,0.86,0.94,0.86,0.89,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False,-1,True,False
193,high,294,856,7,macdh,171,119,6,21,0.01,410,433,72,182,796,134,183,651,14,182,130,46,26,177,454,380,267,232,561,284,207,8,757,795,578,262,310,565,499,903,317,1039,1634,21,629,8,105,173,3,16,10,32,0.92,0.61,45,12,0.83,0.89,0.8,0.85,False,True,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,-1,True,False
194,high,401,775,47,macd,158,172,6,47,0.15,915,591,74,231,352,155,212,675,151,2,805,145,182,338,372,218,193,121,71,465,262,138,177,119,464,243,654,712,619,479,410,829,1342,44,390,14,80,184,7,221,34,45,0.73,0.66,16,31,0.99,0.81,0.88,0.93,True,False,True,True,True,False,True,True,True,False,False,True,True,False,True,False,True,-1,True,False
195,HL/2,455,1139,47,macds,56,46,6,46,0.46,1720,602,145,221,306,117,242,851,6,133,173,155,105,17,240,443,144,74,148,77,389,365,947,434,909,998,478,133,460,898,341,1207,2373,4,247,55,1259,151,39,546,37,43,0.5,0.76,27,10,0.89,0.92,0.87,0.9,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,-1,True,False
196,OHLC/4,153,606,27,macd,117,156,6,9,0.1,1488,517,62,141,98,217,150,764,222,25,633,202,46,913,914,524,475,10,172,127,102,51,479,378,273,424,41,227,160,459,70,412,1262,8,774,15,18,137,12,742,31,32,0.36,0.05,8,23,0.95,0.97,0.98,0.92,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,-1,True,False
197,HLCC/4,365,860,44,macd,238,106,6,4,0.24,647,270,200,204,595,61,155,630,246,42,966,28,15,124,512,464,422,287,188,111,387,60,949,602,858,116,943,978,548,106,58,1196,1539,34,429,341,1113,176,23,433,40,14,0.87,0.06,24,8,0.92,0.92,0.9,0.9,True,False,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,-1,True,False
198,HLC/3,533,1270,15,macdh,207,84,6,2,0.25,1958,352,45,224,266,208,169,147,40,157,78,249,25,564,462,183,40,29,233,946,239,82,533,162,224,103,798,882,771,916,243,1326,1037,50,744,49,79,99,27,917,46,6,0.7,0.85,15,4,0.94,0.83,0.92,0.82,True,True,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,-1,True,False
199,open,61,634,50,macd,75,97,6,22,0.9,2598,765,138,149,88,193,154,872,145,100,978,163,131,852,942,644,332,263,655,476,382,126,338,887,162,790,858,286,794,903,353,942,1342,43,575,8,32,76,18,235,1,11,0.01,0.71,7,23,0.91,0.84,0.81,0.83,False,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False,True,-1,True,False
200,open,386,1056,49,macds,78,162,6,20,0.84,2331,634,24,46,409,216,225,909,138,2,940,218,66,987,785,550,227,79,436,255,108,67,917,418,682,178,498,39,886,454,113,698,1535,17,671,45,54,58,14,760,35,10,0.87,0.9,49,18,0.83,0.84,0.81,0.82,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,-1,True,False
201,OHLC/4,56,1158,45,macd,38,164,6,22,0.43,2532,103,101,30,543,223,71,376,192,174,489,118,140,218,895,883,237,160,199,188,384,108,840,22,27,295,50,518,381,320,376,1154,117,37,788,491,793,173,4,579,27,16,0.46,0.62,31,28,0.81,0.85,0.9,0.81,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,-1,True,False
202,HL/2,771,1170,49,macd,121,220,6,33,0.26,1654,71,72,190,760,56,151,586,231,141,597,131,182,604,848,567,474,411,537,124,94,60,196,491,1000,705,537,562,94,980,460,475,553,39,209,7,41,51,29,233,17,21,0.69,0.44,34,12,0.92,0.83,0.93,0.93,False,True,False,False,False,True,True,True,True,True,False,True,True,False,True,False,False,-1,True,False
203,close,541,711,5,macd,127,196,6,24,0.79,2718,70,232,43,895,178,143,998,76,237,463,13,51,482,503,188,378,312,313,287,195,58,101,251,126,735,917,198,162,558,197,810,1136,50,274,19,102,28,50,6,21,31,0.77,0.04,36,41,0.91,0.96,0.92,0.95,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,True,True,-1,True,False
204,HLCC/4,588,1410,29,macds,47,198,6,44,0.82,1184,669,75,90,477,162,187,575,112,114,380,157,38,341,287,156,422,88,65,831,272,90,928,482,881,674,465,596,411,116,435,570,2075,30,745,15,18,169,33,883,19,6,0.59,0.05,49,37,0.88,0.81,0.85,0.96,True,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,-1,True,False
205,open,251,1306,5,macds,71,232,6,40,0.23,1285,38,10,209,197,57,232,570,164,101,463,248,181,287,685,369,360,210,874,303,108,27,605,830,542,938,75,96,53,999,4,633,975,39,817,48,81,193,15,778,31,21,0.71,0.31,33,45,0.87,0.92,0.92,0.92,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,True,False
206,open,349,1226,41,macds,168,156,6,5,0.88,1501,622,45,118,936,82,206,516,21,116,933,186,178,153,386,194,171,107,71,37,297,223,287,932,810,260,661,707,871,522,101,267,400,42,220,29,37,92,5,858,14,36,0.26,0.5,36,45,0.91,0.99,0.93,0.97,False,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,-1,True,False
207,HLCC/4,219,1496,39,macdh,159,226,6,21,0.82,2181,820,149,227,312,159,18,344,39,197,600,239,74,482,805,255,407,355,634,319,107,81,701,840,164,694,815,752,204,344,282,785,1547,39,931,34,44,69,27,18,42,18,0.61,0.75,11,47,0.86,0.95,0.88,0.9,True,False,False,False,False,False,True,True,False,True,True,True,False,True,True,False,True,-1,True,False
208,high,530,542,25,macd,246,194,4,36,0.39,2532,648,79,112,899,88,116,654,81,82,618,8,14,624,918,668,287,61,122,349,192,49,370,670,371,183,868,25,207,760,403,523,547,47,548,34,67,145,46,558,15,6,0.01,0.46,38,5,0.0,0.0,0.0,0.0,True,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,-1,True,False
209,OHLC/4,597,1443,48,macds,23,47,6,41,0.61,719,227,178,130,239,189,156,261,33,30,806,8,165,261,565,523,314,235,768,35,112,15,706,233,414,903,600,22,386,269,473,1395,2195,17,528,32,81,170,36,983,22,35,0.28,0.82,7,28,0.94,0.94,0.83,0.84,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,-1,True,False
210,high,206,585,47,macds,74,172,6,3,0.28,533,520,202,35,335,249,168,451,73,107,935,131,88,662,818,518,430,113,110,672,204,177,534,381,355,435,297,95,12,305,185,621,2016,44,463,5,84,196,19,102,1,9,0.55,0.71,30,36,0.89,0.82,0.8,0.96,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,-1,True,False
211,HLCC/4,282,582,4,macdh,134,240,6,28,0.57,687,332,35,28,277,198,151,102,83,98,305,183,190,166,830,851,351,326,174,169,492,321,171,243,359,34,662,288,870,152,360,1192,830,21,873,17,76,98,13,667,44,29,0.66,0.46,47,19,0.88,0.88,0.94,0.94,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,True,-1,True,False
212,OHLC/4,444,938,14,macd,145,64,6,11,0.48,592,596,214,148,885,63,159,135,120,97,618,15,208,219,962,387,194,130,129,763,364,141,25,105,613,353,96,899,317,245,129,1275,561,45,68,397,525,36,22,108,47,28,0.37,0.95,26,40,0.95,0.94,0.91,0.94,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,-1,True,False
213,HLCC/4,360,550,10,macdh,224,129,6,41,0.09,177,525,179,199,505,234,50,460,61,42,878,220,118,780,693,374,73,28,814,624,232,103,333,540,320,352,244,240,474,678,247,1177,208,43,271,29,35,46,14,293,46,14,0.78,0.37,7,32,0.83,0.88,0.98,0.99,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,True,False,-1,True,False
214,close,124,1282,41,macd,153,217,6,36,0.27,48,927,30,107,896,70,89,460,62,238,916,186,223,944,851,720,337,283,152,400,386,86,572,891,320,411,822,752,81,405,343,489,2198,1,379,45,73,140,24,396,35,47,0.87,0.69,11,6,0.84,0.81,0.9,0.82,True,False,True,True,False,False,True,False,True,True,False,False,True,False,True,True,True,-1,True,False
215,HLC/3,257,283,41,macd,9,117,6,27,0.19,2106,109,160,115,710,86,73,722,4,62,339,156,18,74,905,631,418,389,727,354,196,95,373,88,446,144,549,434,475,52,327,745,1572,26,861,38,80,5,23,644,2,2,0.85,0.44,18,22,0.89,0.97,0.85,0.86,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,-1,True,False
216,HLCC/4,330,581,38,macds,138,176,6,26,0.81,2179,339,184,75,317,229,237,253,184,229,90,101,196,745,497,359,428,362,79,816,233,116,438,275,1000,920,415,579,726,557,220,1287,1481,42,466,9,62,139,16,649,41,15,0.95,0.76,18,34,0.88,0.86,0.99,0.83,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,-1,True,False
217,OHLC/4,251,700,40,macdh,234,157,6,35,0.8,2874,50,146,56,478,50,8,277,187,213,708,60,160,126,920,779,332,49,199,133,112,87,332,476,276,349,643,339,999,511,440,1151,1528,27,289,9,20,57,47,167,45,11,0.42,0.21,30,9,0.84,0.97,0.99,0.88,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,True,True,-1,True,False
218,OHLC/4,129,182,20,macds,15,194,6,17,0.98,2621,897,141,160,148,213,57,486,73,66,140,129,168,442,886,691,441,320,163,836,434,33,740,776,442,206,554,821,552,220,289,774,884,48,904,50,90,204,39,232,2,39,0.64,0.7,6,15,0.98,0.97,0.84,0.8,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,False,True,-1,True,False
219,open,291,1048,37,macd,198,133,6,47,0.72,1580,892,9,98,178,174,53,282,155,87,361,191,199,963,459,634,170,115,74,831,259,105,428,886,899,240,809,287,110,700,37,814,2461,27,807,36,1295,60,35,803,34,22,0.39,0.84,5,31,0.96,0.87,0.85,0.91,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,False,-1,True,False
220,HLC/3,315,1408,42,macd,16,82,6,43,0.2,2167,714,211,243,686,22,155,159,133,92,427,95,91,981,592,379,149,134,820,373,204,108,189,781,869,183,50,103,433,869,338,1238,587,16,896,22,101,175,23,242,16,46,0.32,0.07,2,28,0.94,0.83,0.89,0.91,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,-1,True,False
221,close,576,1290,42,macdh,215,210,6,37,0.3,104,536,222,204,688,183,170,50,214,151,901,102,36,206,782,631,199,114,133,58,465,250,57,690,425,128,639,346,986,564,12,881,6,45,817,40,76,55,3,959,22,19,0.56,0.5,19,37,0.88,0.99,0.95,0.82,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,-1,True,False
222,HL/2,734,1333,30,macds,236,64,6,25,0.26,1767,913,69,123,273,85,185,552,250,133,238,110,187,338,860,528,194,40,400,159,92,58,755,171,152,168,71,130,81,984,405,1180,717,12,337,79,1379,178,10,545,6,37,0.03,0.58,40,26,0.81,0.8,0.99,0.92,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,-1,True,False
223,HLCC/4,686,1228,49,macd,50,196,6,24,0.07,1952,995,189,123,204,46,245,904,189,156,814,35,132,349,298,200,161,17,248,506,259,171,81,702,686,602,315,188,730,973,57,1082,2374,14,68,73,901,132,5,889,48,18,0.34,0.06,31,41,0.8,0.84,0.83,0.9,True,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False,False,-1,True,False
224,open,172,666,29,macds,191,59,6,28,0.64,1526,263,59,230,224,246,242,648,34,14,744,130,36,735,522,517,402,229,420,371,328,153,532,511,302,163,830,424,566,940,72,310,184,38,549,7,47,192,36,115,39,16,0.05,0.87,50,22,0.87,0.81,0.82,0.95,True,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,-1,True,False
225,OHLC/4,139,547,18,macdh,184,164,6,6,0.5,1418,700,97,106,713,221,123,364,94,87,900,45,210,763,770,492,417,45,248,158,242,64,353,296,130,803,421,65,622,581,381,593,1734,42,649,35,54,137,22,641,20,49,0.66,0.02,44,18,0.92,0.94,0.97,0.86,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,-1,True,False
226,open,146,339,11,macd,32,13,6,34,0.48,1420,363,69,231,202,153,228,980,63,71,264,190,155,740,989,347,187,170,172,819,494,208,375,202,388,741,530,469,927,621,346,393,1518,17,226,25,42,67,9,120,19,34,0.86,0.05,30,1,0.82,0.92,0.99,0.85,False,False,True,False,True,False,True,True,True,False,True,True,False,True,False,True,True,-1,True,False
227,OHLC/4,476,707,29,macdh,167,152,6,44,0.74,1326,183,55,96,655,150,148,606,13,107,652,242,210,786,882,871,428,410,898,633,217,38,964,598,708,113,318,999,350,657,173,609,11,26,28,21,61,161,34,59,10,12,0.12,0.9,16,44,0.88,0.98,0.91,0.85,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,-1,True,False
228,HL/2,609,960,32,macd,135,181,6,35,0.73,857,716,94,54,480,132,122,95,49,6,639,178,215,445,607,478,232,141,510,128,101,81,669,558,229,93,567,354,784,590,226,1138,1606,17,470,24,27,138,15,475,16,7,0.1,0.03,30,17,0.99,0.98,0.9,0.94,True,True,False,True,False,False,True,True,False,True,True,True,False,False,False,True,True,-1,True,False
229,open,785,1140,22,macds,20,113,6,13,0.7,2509,960,214,88,691,197,220,915,184,34,168,77,123,893,897,448,280,128,231,323,307,244,160,703,30,753,411,98,857,58,462,469,2037,2,329,33,83,58,29,640,48,33,0.67,0.7,29,8,0.98,0.96,0.89,0.84,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,-1,True,False
230,OHLC/4,373,1153,20,macds,204,42,6,32,0.77,63,815,178,78,487,35,56,151,153,227,184,167,227,898,986,519,208,148,900,184,402,354,24,550,128,21,605,103,806,843,423,810,590,22,181,7,76,65,27,951,2,38,0.9,0.15,18,3,0.95,0.92,0.81,0.85,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,True,-1,True,False
231,open,623,848,47,macd,214,249,6,41,0.88,1360,62,240,219,685,213,150,31,197,102,826,181,83,484,898,393,339,47,124,992,348,143,291,39,867,446,291,274,544,782,465,894,1097,19,239,30,77,113,26,299,24,11,0.04,0.56,41,39,0.92,0.97,0.81,0.93,True,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,-1,True,False
232,open,333,529,37,macdh,201,104,6,35,0.83,1524,977,67,30,875,237,131,816,11,139,845,208,244,458,847,896,327,111,761,150,141,139,50,106,640,319,522,736,251,9,216,1108,942,20,779,192,1163,55,1,698,30,43,0.74,0.99,33,3,0.9,0.96,0.94,0.8,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,False,-1,True,False
233,open,157,473,13,macd,66,83,1,32,0.7,2693,427,102,231,153,59,99,420,67,23,723,127,65,952,977,369,196,94,585,472,67,32,719,777,408,522,320,463,942,304,438,1217,1920,45,562,23,31,99,35,978,5,48,0.73,0.11,37,2,0.0,0.0,0.0,0.0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,True,-1,True,False
234,open,169,626,15,macdh,162,44,6,50,0.07,2372,572,55,217,507,104,198,515,82,74,397,223,116,921,902,740,216,161,236,132,476,5,650,600,819,508,391,355,990,559,9,1046,1339,22,42,9,73,179,16,74,44,20,0.81,0.31,5,14,0.98,0.86,0.91,0.99,False,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,-1,True,False
235,close,161,539,24,macd,22,182,6,3,0.2,2065,958,163,120,283,218,191,876,133,188,778,3,217,646,997,944,372,286,97,839,234,35,763,181,880,151,665,396,557,23,217,1245,1192,10,811,21,93,15,36,538,4,37,0.12,0.7,39,47,0.98,0.82,0.87,0.96,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,False,-1,True,False
236,high,237,1413,15,macds,158,120,6,1,0.83,2213,829,229,95,302,159,103,340,76,218,518,197,148,469,523,438,326,262,131,810,397,209,52,668,390,430,462,831,841,943,170,924,896,26,582,53,725,60,37,389,15,8,0.61,0.99,11,5,0.85,0.88,0.97,0.87,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,-1,True,False
237,HLC/3,281,546,36,macd,207,136,6,33,0.63,1088,356,72,15,902,209,150,767,124,53,828,199,112,951,242,624,465,250,603,417,102,75,152,37,154,161,812,525,540,506,358,456,2413,3,693,18,54,23,18,102,4,47,0.86,0.91,35,18,0.98,0.93,0.96,0.87,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,-1,True,False
238,HLC/3,530,576,12,macdh,217,207,6,42,0.09,2759,332,217,179,325,227,171,672,88,62,167,71,108,681,977,346,204,137,56,33,471,265,13,488,919,108,807,194,268,611,456,715,1909,42,297,23,73,149,9,459,22,14,0.69,0.98,43,14,0.84,0.96,0.91,0.95,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,-1,True,False
239,open,64,375,12,macd,225,166,6,10,0.18,596,498,220,63,309,28,35,973,5,231,23,217,150,277,816,238,139,28,766,552,448,63,460,745,8,456,756,862,449,459,409,1251,626,40,156,17,42,185,28,604,7,14,0.48,0.8,15,29,0.9,0.94,0.8,0.88,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True,False,True,-1,True,False
240,low,131,1331,4,macd,37,54,6,35,0.23,317,86,89,226,890,141,67,748,228,215,728,9,200,246,533,381,463,111,237,797,473,369,204,916,37,266,231,815,196,932,90,167,2388,43,441,38,41,153,10,71,9,2,0.06,0.78,16,47,0.84,0.81,0.91,0.93,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,-1,True,False
241,open,639,1109,8,macdh,29,21,6,25,0.84,397,92,218,182,866,215,148,51,73,7,242,219,161,563,880,755,197,127,923,294,400,247,903,335,81,300,263,57,209,665,138,658,2176,25,836,28,33,149,22,673,10,4,0.08,0.31,13,40,0.97,0.8,0.93,0.84,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,-1,True,False
242,open,753,1198,8,macdh,93,162,6,34,0.44,103,74,94,230,662,47,211,858,180,115,611,136,60,789,251,247,240,190,52,777,223,117,519,333,135,199,970,518,699,670,201,1069,474,36,21,24,100,88,2,344,7,19,0.54,0.81,43,38,0.91,0.98,0.95,0.85,False,True,True,False,False,True,True,True,True,True,False,True,True,False,False,True,True,-1,True,False
243,HLC/3,313,1353,17,macdh,231,48,6,1,0.56,1961,786,59,96,403,86,243,765,145,71,551,210,223,593,478,425,353,91,71,25,120,73,841,924,535,605,270,179,679,787,318,795,841,32,24,39,106,42,9,848,32,13,0.09,0.99,3,24,0.97,0.88,0.96,0.96,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,-1,True,False
244,HLC/3,313,418,39,macd,232,237,6,41,0.26,2669,560,249,39,183,33,246,495,75,201,383,129,46,128,863,676,359,133,130,891,267,259,517,840,44,932,200,982,403,145,134,727,613,18,688,44,84,38,2,517,16,3,0.57,0.7,26,23,0.9,0.81,0.84,0.81,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,-1,True,False
245,OHLC/4,250,1487,17,macdh,160,10,6,8,0.49,2593,989,172,72,301,204,182,686,27,30,216,196,239,849,816,358,260,67,519,124,482,293,650,143,366,213,157,525,110,93,243,1339,960,45,876,237,862,4,43,607,47,23,0.01,0.8,22,10,0.8,0.96,0.99,0.87,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True,True,-1,True,False
246,low,277,285,38,macds,75,56,6,45,0.44,2986,884,16,7,747,176,98,207,87,189,715,122,111,541,756,719,156,70,158,26,169,131,768,190,390,198,639,607,524,120,439,1189,1170,39,860,39,68,38,29,108,42,12,0.92,0.91,9,31,0.84,0.96,0.9,0.87,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,False,-1,True,False
