,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,n_clusters_best_low,n_clusters_best_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
106,open,327,596,21,macd,12,72,6,39,0.05,1754,303,106,170,521,243,142,238,165,185,404,173,6,839,324,134,410,97,838,466,463,200,802,482,70,210,103,707,474,894,117,228,853,3,306,35,65,100,40,240,14,16,0.17,0.93,25,37,0.84,0.84,0.87,0.81,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,-1,True,False
107,HLC/3,799,817,45,macdh,145,21,6,9,0.73,2851,771,167,112,507,132,178,416,237,5,209,242,106,309,784,323,307,262,200,939,166,49,707,304,894,929,902,107,822,626,324,838,2336,18,290,259,714,17,5,87,45,1,0.11,0.71,23,11,0.89,0.95,0.99,0.83,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,-1,True,False
108,close,223,1385,26,macd,46,68,6,36,0.13,2929,600,47,196,945,242,122,507,200,171,101,21,209,639,948,798,342,174,556,396,78,58,596,838,522,483,785,85,339,717,498,930,187,24,857,18,58,50,30,926,38,3,0.48,0.94,12,20,0.91,0.8,0.88,0.8,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,-1,True,False
109,low,131,862,41,macdh,67,212,6,42,0.01,942,135,126,131,312,89,113,5,193,237,368,10,176,661,910,700,495,54,193,837,382,202,601,120,116,323,290,184,994,168,149,732,2349,18,817,63,774,169,5,101,31,12,0.92,0.72,34,36,0.89,0.97,0.91,0.94,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,True,False,-1,True,False
110,close,128,726,9,macd,156,9,6,21,0.42,1080,957,15,187,598,197,210,413,235,59,469,74,42,964,808,794,178,28,637,301,166,43,4,504,568,947,358,744,577,135,320,882,1370,46,247,17,72,84,6,660,27,48,0.47,0.24,19,10,0.87,0.86,0.81,0.87,True,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,-1,True,False
111,OHLC/4,687,1200,31,macds,92,205,6,13,0.05,197,214,42,185,526,48,109,788,91,60,21,56,90,427,864,835,490,385,89,619,259,89,101,600,61,391,305,163,250,930,172,892,2324,15,659,12,44,187,11,305,23,15,0.34,0.33,34,46,0.94,0.98,0.85,0.92,False,False,True,False,True,True,True,True,False,True,False,True,False,True,False,True,True,-1,True,False
112,HLC/3,182,1381,41,macd,8,197,2,15,0.14,2577,991,60,77,863,48,50,663,119,107,720,223,135,213,208,635,405,6,352,275,230,65,290,772,986,529,950,183,424,571,231,688,105,18,265,16,20,40,15,611,7,37,0.91,0.74,37,49,0.0,0.0,0.0,0.0,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,True,True,-1,True,False
113,close,633,1033,16,macdh,176,211,6,1,0.62,655,747,11,149,768,165,82,724,157,26,698,72,214,215,749,846,376,91,686,632,500,330,697,562,203,311,748,795,936,882,278,1321,2485,9,102,29,60,99,2,141,15,1,0.06,0.4,24,37,0.84,0.88,0.9,0.82,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,-1,True,False
114,open,677,1005,11,macd,54,162,6,43,0.16,1608,975,93,27,803,235,143,147,188,104,642,56,29,477,929,461,268,70,472,399,452,261,267,742,385,884,649,373,361,524,354,688,2114,3,304,24,69,22,7,994,15,26,0.16,0.69,6,5,0.81,0.92,0.98,0.93,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,-1,True,False
115,HL/2,316,1177,12,macd,82,100,6,20,0.93,2949,760,124,176,23,231,164,335,151,67,551,57,238,263,265,29,274,24,721,519,153,53,735,697,171,404,904,577,573,820,155,1157,1191,29,291,23,82,145,29,706,13,18,0.91,0.61,23,16,0.88,0.83,0.93,0.85,True,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,False,-1,True,False
116,low,392,1495,47,macd,72,102,6,19,0.25,1793,232,211,148,606,100,225,902,240,103,2,132,245,103,859,521,473,288,587,217,146,50,676,104,181,119,533,526,610,456,477,1276,152,47,168,25,100,132,5,752,41,34,0.34,0.33,12,8,0.96,0.84,0.82,0.89,False,True,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,-1,True,False
117,low,6,224,46,macds,5,210,6,30,0.29,108,482,201,242,816,229,58,575,172,222,661,184,164,335,851,715,293,275,236,711,117,45,600,948,792,777,629,104,510,129,26,140,1699,33,133,321,978,206,5,818,12,5,0.99,0.51,49,1,0.82,0.84,0.98,0.83,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,False,-1,True,False
118,HLCC/4,15,1427,17,macds,70,189,6,36,0.83,1276,434,106,15,849,175,82,697,140,219,187,4,122,249,917,622,483,93,618,593,492,253,212,449,433,864,289,320,373,733,210,455,805,31,474,12,21,68,32,788,11,19,0.68,0.99,46,37,0.86,0.83,0.97,0.86,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,-1,True,False
119,high,767,1421,9,macds,173,51,6,27,0.22,1330,568,244,249,111,163,105,358,51,173,967,21,42,497,240,404,91,33,122,403,234,222,256,738,319,151,203,899,152,515,27,861,1585,3,676,459,812,63,7,32,48,28,0.6,0.45,40,8,0.95,0.87,0.84,0.85,True,True,False,True,True,True,True,False,True,True,False,False,False,False,True,False,True,-1,True,False
120,HLC/3,244,636,35,macdh,50,143,6,46,0.68,587,79,129,194,18,50,220,625,21,34,19,87,15,601,821,812,374,224,114,576,361,40,159,60,860,267,723,524,6,270,65,1100,310,40,949,20,88,4,5,564,44,25,0.82,0.78,39,37,0.93,0.99,0.96,0.83,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,-1,True,False
121,close,461,1272,9,macds,188,142,6,5,0.05,1858,725,249,88,457,38,10,726,232,166,356,5,92,772,972,778,272,65,194,146,132,26,61,275,188,637,796,561,724,205,99,478,1862,32,248,19,28,72,11,955,26,27,0.31,0.91,31,39,0.99,0.89,0.87,0.85,False,True,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,-1,True,False
122,open,358,1438,25,macdh,162,195,6,17,0.22,398,670,233,14,525,89,24,887,136,35,250,137,180,59,878,711,325,297,949,909,182,146,496,273,807,212,533,577,245,434,222,1158,1273,50,589,20,28,48,24,20,18,2,0.4,0.43,29,19,0.92,0.85,0.92,0.82,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,-1,True,False
123,close,58,962,7,macds,229,9,6,23,0.09,2889,44,155,152,799,174,193,380,226,55,543,243,212,18,833,816,138,82,869,273,154,123,22,976,748,687,895,370,614,473,52,362,1566,28,27,80,883,9,16,435,23,35,0.56,0.32,17,11,0.81,0.83,0.81,0.89,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,-1,True,False
124,high,199,1108,17,macds,178,13,6,1,0.35,218,550,223,25,333,144,58,28,216,96,448,155,36,566,634,544,233,214,755,610,336,282,105,237,466,652,555,601,144,423,231,800,1538,16,465,23,46,188,22,281,30,29,0.36,0.28,45,38,0.93,0.89,0.8,0.82,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,True,-1,True,False
125,OHLC/4,87,643,16,macdh,231,128,6,23,0.29,2636,89,153,241,346,208,48,396,157,198,274,130,214,409,942,624,492,292,949,815,396,191,800,605,650,11,901,114,334,914,206,743,743,36,722,35,59,182,49,950,39,26,0.08,0.67,45,26,0.91,0.83,0.86,0.86,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,True,True,-1,True,False
126,open,453,1147,13,macdh,153,63,6,49,0.32,1783,686,231,66,216,204,64,266,143,61,541,211,23,135,390,986,252,82,808,433,61,6,549,929,345,651,148,566,860,938,13,194,1121,13,538,14,26,143,34,518,12,40,0.91,0.2,4,33,0.87,0.86,0.99,0.97,True,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,-1,True,False
127,open,183,493,5,macdh,101,219,6,4,0.54,30,466,58,25,134,44,96,479,10,223,412,209,158,460,777,528,135,97,795,172,330,34,585,127,436,586,294,304,292,774,45,226,66,11,411,195,477,40,5,347,13,6,0.08,0.24,13,23,0.97,0.88,0.8,0.89,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,False,False,-1,True,False
128,low,537,1417,32,macdh,106,202,6,49,0.21,175,47,227,52,883,232,241,24,13,221,367,201,220,927,473,427,293,269,798,223,313,166,744,5,10,721,603,845,483,42,364,975,595,49,649,40,59,30,50,227,11,28,0.74,0.18,23,3,0.99,0.85,0.83,0.96,True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,-1,True,False
129,HLC/3,133,272,28,macds,144,37,6,10,0.58,2217,798,86,220,210,140,116,929,180,234,53,145,196,293,959,687,370,14,187,173,374,232,296,756,106,568,364,323,505,956,84,860,1383,47,453,28,52,76,16,871,39,21,0.93,0.42,22,46,0.87,0.96,0.97,0.91,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,-1,True,False
130,high,385,1137,31,macds,92,8,6,7,0.06,265,746,143,8,386,238,104,457,102,155,538,101,194,782,661,469,223,114,961,523,175,89,767,745,46,470,411,377,652,445,24,354,1377,8,394,37,48,132,44,953,3,8,0.63,0.85,23,17,0.92,0.81,0.87,0.99,True,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,False,-1,True,False
131,HL/2,332,1190,43,macds,79,140,6,8,0.4,2068,900,92,106,260,217,247,178,184,148,583,228,209,291,961,929,383,184,663,489,272,269,890,547,479,160,334,668,679,275,265,747,1015,39,151,8,73,97,4,880,36,22,0.11,0.82,14,34,0.97,0.9,0.9,0.98,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,-1,True,False
132,high,111,1485,41,macd,38,134,6,31,0.23,1251,161,119,20,843,32,98,868,138,84,699,217,224,469,852,574,458,75,666,581,162,136,622,758,756,422,427,933,850,356,103,795,624,34,810,13,45,180,45,886,7,1,0.49,0.03,45,33,0.88,0.89,0.92,0.88,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,-1,True,False
133,HLC/3,72,1134,23,macds,42,195,6,19,0.38,1340,145,104,104,574,189,175,69,53,49,114,28,147,954,493,423,412,148,591,233,144,81,386,982,294,340,728,413,217,598,195,759,1826,50,732,3,29,74,46,262,35,16,0.97,0.9,10,40,0.92,0.97,0.82,0.88,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,True,False,-1,True,False
134,close,7,176,14,macds,78,65,6,34,0.01,1261,270,11,236,819,243,145,626,93,26,978,232,218,77,765,668,265,89,944,302,347,150,764,59,594,409,829,759,105,547,309,1209,2170,18,767,11,66,131,13,592,32,50,0.21,0.35,4,48,0.86,0.88,0.99,0.88,True,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,-1,True,False
135,high,693,1222,21,macd,82,188,6,1,0.75,1181,466,77,249,510,205,61,857,102,99,783,248,138,107,420,675,275,261,171,834,346,239,515,915,818,527,723,307,99,833,475,1289,296,18,364,7,37,143,23,893,27,48,0.44,0.61,49,9,0.88,0.86,0.98,0.87,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,True,-1,True,False
136,low,332,1176,15,macd,44,90,6,38,0.04,2476,55,152,214,435,32,155,470,143,46,410,36,121,272,918,308,397,176,612,564,257,217,135,72,987,548,184,840,715,112,278,551,1421,33,482,25,55,141,41,684,40,16,0.38,0.52,41,47,0.87,0.92,0.99,0.85,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,-1,True,False
137,OHLC/4,404,547,5,macdh,168,227,6,19,0.49,1388,555,13,125,105,172,232,486,46,54,20,32,116,339,669,595,276,255,357,250,260,134,397,724,735,94,721,702,99,353,146,934,1745,2,192,29,38,68,1,888,11,28,0.94,0.71,33,3,0.94,0.96,0.94,0.88,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,-1,True,False
138,HL/2,47,863,6,macds,173,181,6,6,0.11,1744,644,129,13,422,128,40,836,22,8,476,29,76,664,844,691,180,156,462,222,127,71,586,111,375,700,267,255,600,815,344,1385,785,18,419,10,102,193,4,130,31,48,0.69,0.7,46,11,0.93,0.8,0.8,0.89,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,False,False,-1,True,False
139,HLC/3,526,1040,20,macd,130,78,6,49,0.9,679,549,110,127,662,77,197,507,140,207,203,35,136,469,300,784,395,241,227,200,186,172,822,185,774,195,952,689,507,683,399,910,1709,3,842,41,64,145,43,97,26,33,0.03,0.48,3,13,0.96,0.96,0.99,0.82,True,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,-1,True,False
140,OHLC/4,222,669,18,macdh,58,89,6,4,0.3,1512,28,216,143,475,97,27,329,186,31,571,204,237,477,670,180,117,84,28,936,493,154,495,400,136,979,989,126,800,482,368,692,1707,35,899,86,159,138,42,732,7,7,0.98,0.1,35,48,0.96,0.94,0.96,0.92,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,-1,True,False
141,HLCC/4,135,1192,42,macds,64,226,6,36,0.84,80,511,59,53,460,140,156,965,111,122,401,35,106,100,601,583,144,117,690,212,293,177,124,266,869,547,350,562,636,277,332,1342,2162,48,719,31,85,153,33,717,12,36,0.78,0.95,26,17,0.93,0.83,0.95,0.89,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,-1,True,False
142,low,300,1010,37,macds,85,33,6,21,0.17,1591,193,227,159,933,150,173,331,21,85,925,151,97,30,573,507,476,185,131,67,298,231,698,60,706,157,925,527,910,922,341,945,2130,43,59,494,921,29,50,144,50,6,0.4,0.76,47,45,0.99,0.91,0.98,0.82,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,-1,True,False
143,HLC/3,341,955,28,macdh,178,47,6,30,0.71,1832,256,149,117,931,125,128,281,198,46,921,135,133,304,920,849,198,65,749,160,27,22,422,483,300,667,865,204,667,618,231,1221,124,42,492,48,61,13,22,620,49,5,0.72,0.83,41,47,0.84,0.99,0.85,0.91,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,False,True,-1,True,False
144,open,13,1063,37,macds,204,11,6,25,0.76,1392,499,174,6,342,82,204,641,213,131,179,184,113,341,834,265,247,127,111,881,469,232,963,328,143,178,447,88,694,462,16,578,1666,37,778,24,38,93,10,285,36,43,0.27,0.33,11,27,0.88,0.86,0.94,0.99,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,True,True,-1,True,False
145,HLCC/4,69,699,25,macd,138,94,6,27,0.96,659,947,17,11,452,202,148,980,149,208,156,49,199,786,835,620,357,74,123,772,347,64,194,82,115,820,555,107,677,420,66,167,1983,12,508,26,63,56,9,167,9,4,0.68,0.64,23,9,0.8,0.94,0.85,0.92,False,True,True,False,False,False,True,False,True,True,True,True,True,False,True,True,True,-1,True,False
146,HLCC/4,647,1319,24,macdh,74,92,6,36,0.54,778,134,247,69,175,107,42,786,31,148,550,23,194,981,871,330,472,283,873,590,441,408,16,142,518,140,688,881,601,397,181,450,1459,44,236,47,70,169,13,161,24,19,0.56,0.09,40,10,0.97,0.91,0.8,0.98,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,-1,True,False
147,HLC/3,177,428,38,macds,86,184,6,41,0.4,2437,640,32,218,462,70,29,376,107,195,913,13,103,495,782,507,194,135,675,484,230,154,406,427,92,91,995,997,185,506,8,97,1530,37,722,19,78,133,3,525,1,43,0.64,0.1,33,10,0.97,0.93,0.81,0.82,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,-1,True,False
148,low,113,331,49,macdh,43,107,6,33,0.58,2458,481,85,206,138,137,52,905,87,230,343,137,101,643,464,372,307,21,568,328,113,57,380,951,349,456,315,794,253,885,127,283,819,28,429,243,930,159,33,283,30,36,0.99,0.96,41,21,0.98,0.99,0.86,0.98,False,True,True,True,False,True,True,False,True,False,False,False,True,True,True,True,True,-1,True,False
149,close,558,824,31,macdh,104,64,6,38,0.64,416,853,194,239,701,98,162,728,216,214,400,158,222,643,843,133,110,80,114,752,475,147,771,644,124,541,76,661,522,272,459,1322,481,5,627,418,429,171,4,132,1,18,0.38,0.4,44,32,0.86,0.91,0.8,0.99,False,True,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False,-1,True,False
150,HL/2,205,316,37,macdh,195,68,6,8,0.68,2888,276,175,135,558,155,55,300,42,14,430,41,13,636,915,751,285,22,450,195,314,75,428,232,626,804,570,526,281,664,439,666,2155,39,269,13,48,107,31,137,15,30,0.6,0.26,31,46,0.97,0.88,0.81,0.95,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,-1,True,False
151,close,212,692,8,macdh,65,66,6,41,0.65,2023,842,63,121,758,127,139,266,115,113,995,199,81,831,388,309,104,80,942,929,451,71,91,303,892,168,305,636,394,336,412,990,620,17,943,34,101,172,1,514,22,4,0.79,0.28,6,28,0.88,0.91,0.87,0.91,True,False,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,-1,True,False
152,OHLC/4,393,1251,39,macd,166,186,6,23,0.46,2129,458,145,151,453,155,78,347,26,80,626,51,48,764,979,500,151,101,487,367,160,137,748,984,993,85,652,664,70,429,308,393,609,27,832,18,54,178,45,13,28,39,0.75,0.22,31,42,0.86,0.95,0.9,0.92,False,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,-1,True,False
153,low,73,90,44,macds,119,220,6,18,0.83,671,475,12,152,122,87,45,268,26,81,140,62,95,135,603,470,326,125,774,79,159,151,964,716,670,560,352,883,686,887,282,296,381,40,77,9,16,110,15,828,33,42,0.8,0.88,36,24,0.82,0.86,0.87,0.92,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,-1,True,False
154,HL/2,325,1484,23,macds,92,138,6,1,0.18,2042,305,169,65,692,211,91,798,190,138,791,4,128,219,930,852,74,45,951,897,422,15,255,652,739,642,449,521,230,103,379,1371,2375,29,394,16,96,77,46,949,4,21,0.73,0.11,19,11,0.92,0.93,0.93,0.82,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,True,False,-1,True,False
155,high,730,811,14,macds,226,88,6,4,0.47,1807,906,10,5,211,112,126,895,191,215,68,8,113,13,902,259,486,174,205,849,347,98,316,799,481,620,55,400,615,252,317,1205,997,49,407,9,104,136,34,40,32,33,0.05,0.71,11,40,0.9,0.99,0.8,0.87,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,-1,True,False
156,close,754,1340,30,macdh,21,12,6,24,0.18,139,576,61,82,534,148,44,714,48,136,116,3,189,794,716,342,312,244,916,406,483,215,920,758,764,596,281,518,77,251,178,878,1963,16,964,46,83,15,2,186,2,16,0.93,0.85,30,1,0.98,0.99,0.96,0.87,True,False,True,False,False,False,False,True,True,True,True,True,False,False,True,True,False,-1,True,False
157,HL/2,19,1083,18,macd,188,44,6,43,0.18,2563,891,183,247,446,159,111,77,228,211,960,191,38,532,540,500,408,395,557,382,221,12,476,330,996,880,937,240,109,57,94,890,2429,33,348,27,108,85,23,132,33,11,0.05,0.51,9,4,0.95,0.81,0.93,0.97,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,-1,True,False
158,OHLC/4,381,1444,47,macdh,224,130,6,7,0.05,1986,378,143,202,811,73,86,517,98,75,556,232,240,491,759,698,310,5,236,701,321,162,816,434,862,610,472,617,368,25,35,1211,2365,19,37,371,804,88,19,500,43,44,0.26,0.9,9,50,0.82,0.98,0.8,0.85,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,-1,True,False
159,close,440,1210,11,macdh,221,235,6,1,0.08,591,369,82,11,296,207,81,60,88,136,442,174,55,588,270,963,495,216,714,253,461,232,270,728,171,969,345,319,936,804,204,1149,1039,27,912,161,429,169,10,506,14,20,0.56,0.19,16,30,0.9,0.82,0.82,0.89,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,-1,True,False
160,open,375,1066,27,macds,76,115,6,47,0.96,1576,164,130,219,585,243,190,417,169,95,296,240,249,122,841,557,224,59,150,644,421,226,727,51,382,567,334,865,288,921,251,1172,448,31,203,208,1124,42,14,872,28,47,0.67,0.06,6,31,0.86,0.9,0.82,0.82,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,-1,True,False
161,HLCC/4,59,897,24,macd,59,188,6,33,0.1,2368,906,102,227,625,95,235,626,217,229,693,39,98,189,343,517,442,397,269,188,338,145,94,755,38,94,448,34,729,382,383,943,1261,29,776,25,29,138,16,577,10,33,0.58,0.15,21,32,0.95,0.81,0.87,0.98,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,-1,True,False
162,HL/2,337,1417,16,macdh,105,219,5,50,0.34,2050,428,70,128,84,248,28,368,185,139,858,41,130,167,746,605,453,126,126,975,142,63,51,268,152,906,487,278,142,610,39,328,1614,29,780,35,93,42,39,736,18,15,0.27,0.79,40,1,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,-1,True,False
163,close,507,816,45,macdh,114,227,3,46,0.37,2121,575,157,248,698,3,124,147,10,147,667,211,86,870,730,205,72,38,901,295,420,49,763,437,526,476,211,542,993,226,288,1015,613,36,851,3,55,204,30,173,32,15,0.9,0.43,8,8,0.0,0.0,0.0,0.0,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,-1,True,False
164,low,278,718,46,macds,63,16,6,4,0.73,2053,112,174,175,320,115,104,929,243,149,377,144,135,937,944,828,161,24,978,830,377,38,847,647,940,175,467,611,155,838,22,146,1393,16,483,40,90,154,36,186,17,44,0.51,0.59,6,46,0.85,0.95,0.96,0.97,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,-1,True,False
165,high,444,581,28,macds,169,184,6,9,0.58,701,795,158,50,209,180,242,545,138,119,497,164,132,22,708,643,224,63,764,343,246,84,441,709,841,985,193,49,309,580,144,357,1440,27,480,48,62,208,5,886,7,41,0.6,0.59,8,14,0.97,0.8,0.82,0.98,False,False,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,-1,True,False
166,low,337,561,36,macd,203,240,6,5,0.52,1231,476,226,107,322,155,109,431,85,116,914,143,127,86,936,869,399,326,823,576,99,98,842,386,147,982,240,651,553,666,431,1163,1537,33,230,4,74,85,50,118,47,2,0.37,0.95,40,44,0.99,0.96,0.86,0.84,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-1,True,False
167,low,546,1299,21,macdh,109,10,6,10,0.24,240,791,2,223,489,137,106,601,231,78,237,19,59,639,816,232,199,185,850,716,407,210,887,575,779,262,505,333,349,631,484,944,1625,25,126,36,89,178,35,975,27,26,0.76,0.08,3,1,0.83,0.9,0.95,0.9,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,True,-1,True,False
168,HLCC/4,21,1090,41,macd,104,36,6,26,0.71,767,666,69,213,741,128,195,575,7,88,992,176,184,967,546,445,265,21,107,642,499,229,53,474,580,381,95,868,990,154,30,802,1298,2,315,4,68,78,46,638,21,16,0.06,0.92,48,22,0.88,0.82,0.86,0.97,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,-1,True,False
169,high,42,1352,36,macds,209,11,6,33,0.12,1903,46,12,222,237,37,185,759,247,190,593,78,76,413,976,784,439,328,371,140,90,24,234,370,159,376,153,383,914,460,268,774,2235,25,577,40,52,46,38,215,48,3,0.87,0.72,4,3,0.93,0.95,0.92,0.96,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,True,True,-1,True,False
170,open,322,484,50,macds,239,6,6,20,0.05,2593,176,182,96,316,208,181,396,25,217,263,93,6,336,821,519,417,300,576,412,420,218,6,404,402,833,320,253,771,705,241,606,1481,24,252,2,21,154,39,749,17,32,0.41,0.73,48,38,0.98,0.89,0.84,0.87,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,-1,True,False
171,high,118,625,49,macdh,224,78,6,29,0.55,590,956,34,182,165,46,148,105,177,131,804,223,96,796,656,960,407,54,167,153,474,237,509,8,44,837,564,583,41,701,22,989,790,22,729,464,678,56,7,772,35,29,0.52,0.04,7,17,0.81,0.97,0.99,0.93,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,-1,True,False
172,close,121,918,34,macds,83,3,6,46,0.02,1326,930,164,50,498,223,237,751,193,119,331,26,104,646,564,355,317,18,235,74,28,22,193,646,2,653,994,537,679,604,279,898,1199,6,662,25,71,78,10,306,45,10,0.27,0.86,33,16,0.82,0.86,0.88,0.91,False,True,True,True,False,True,False,False,True,False,False,True,True,False,True,True,True,-1,True,False
173,open,406,628,42,macd,70,223,6,31,0.19,1140,283,144,179,443,55,225,772,226,50,479,73,231,313,771,748,392,82,742,351,359,352,322,195,106,378,28,511,64,853,151,948,709,1,61,54,1266,204,11,281,32,16,0.54,0.84,33,49,0.89,0.8,0.9,0.8,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,-1,True,False
174,HL/2,239,311,26,macds,203,175,6,27,0.35,327,308,29,107,268,243,33,769,12,144,293,163,36,707,530,383,133,42,188,464,91,25,335,427,483,340,358,588,433,108,106,179,712,41,675,3,89,206,48,35,37,39,0.73,0.98,15,13,0.93,0.85,0.87,0.82,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,False,True,-1,True,False
175,OHLC/4,421,575,8,macd,57,249,6,19,0.48,1673,81,222,201,575,29,42,114,91,207,372,128,36,22,880,270,200,127,585,420,282,60,41,412,236,983,6,506,234,907,444,761,2321,2,115,7,25,26,18,581,3,35,0.05,0.68,19,2,0.86,0.86,0.89,0.99,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,-1,True,False
176,HLC/3,799,1274,9,macdh,208,150,6,7,0.65,1375,573,184,91,519,152,204,869,34,162,923,53,223,389,882,258,189,113,606,291,213,53,870,372,217,108,905,410,881,812,97,1377,1136,19,709,159,256,24,46,300,10,36,0.13,0.8,39,32,0.99,0.97,0.88,0.81,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,False,False,-1,True,False
