,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
30,HLC/3,100,520,6,macdh,80,60,6,20,0.61,1881,935,94,141,662,17,98,717,160,98,173,80,12,283,705,306,427,313,969,532,223,221,137,233,895,246,900,161,863,714,491,1034,2354,37,782,192,944,14,7,341,29,6,0.13,0.74,18.34,15.72,18.17,19.81,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,-1.0,True,False
31,high,390,670,48,macd,120,111,6,32,0.41,795,395,219,198,975,236,225,400,19,47,211,111,58,850,684,288,447,110,244,958,258,26,635,387,233,525,970,578,28,511,126,361,432,8,332,22,40,3,32,772,46,13,0.75,0.2,15.11,15.16,16.78,15.97,False,False,False,True,True,True,False,False,True,True,True,False,True,True,False,False,False,-1.0,True,False
32,HLC/3,515,1436,27,macdh,194,41,6,29,0.23,897,683,138,158,921,12,150,41,88,13,303,80,121,292,725,230,139,41,596,545,392,283,912,390,713,945,706,70,599,2,468,713,805,7,79,24,106,64,45,443,29,17,0.53,0.11,15.39,18.03,19.24,17.46,True,False,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,-1.0,True,False
33,low,719,1123,40,macd,235,211,6,10,0.57,2584,66,225,100,405,116,86,231,115,207,346,140,98,606,450,262,107,60,450,192,165,52,720,267,391,236,319,20,185,934,136,270,1003,46,52,38,780,134,19,271,40,10,0.32,0.18,17.98,17.57,19.16,16.88,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,-1.0,True,False
34,HLCC/4,130,1069,43,macds,132,180,6,32,0.16,2542,684,13,214,310,62,212,213,242,182,214,104,157,667,574,474,473,180,482,393,375,230,484,423,350,802,893,905,978,435,331,1039,63,5,880,389,1250,4,38,580,50,28,0.57,0.91,18.13,17.3,19.47,19.23,True,False,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,-1.0,True,False
35,HLCC/4,122,521,23,macdh,51,96,6,14,0.75,2184,435,11,27,72,10,53,695,22,61,396,166,74,56,336,546,243,140,509,376,336,158,53,982,982,923,770,942,925,928,94,1124,1973,43,450,48,77,54,24,252,2,31,0.96,0.1,15.09,19.59,16.17,17.67,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,True,-1.0,True,False
36,HLC/3,350,1400,13,macds,127,164,6,13,0.23,665,460,16,122,661,236,5,795,131,173,62,151,8,107,997,513,377,238,202,755,391,31,471,317,475,202,417,234,647,874,491,624,1500,36,112,50,51,94,20,365,29,31,0.17,0.41,17.13,15.46,15.44,17.07,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True,True,-1.0,True,False
37,open,583,1233,16,macds,192,217,6,6,0.3,910,817,122,104,729,167,181,164,59,3,34,55,28,467,849,82,65,17,89,377,282,6,811,395,427,994,271,731,467,718,155,530,789,22,515,6,98,157,12,616,12,4,0.51,0.34,15.82,15.59,15.91,17.14,True,False,True,True,False,True,True,False,False,True,True,False,True,False,False,True,True,-1.0,True,False
38,high,169,573,20,macdh,124,156,6,13,0.44,945,87,65,146,814,17,172,531,114,243,349,166,71,162,817,407,406,113,187,773,494,85,925,138,286,447,418,979,794,804,59,1324,769,26,428,56,366,125,46,805,16,35,0.59,0.28,1.556703319629715,1.556703319629715,3.0010656562454003,3.0010656562454003,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,True,-1.0,True,False
39,low,84,871,15,macdh,198,174,6,38,0.65,1216,224,182,188,94,214,186,527,112,209,831,159,227,95,703,492,474,91,228,370,132,14,319,884,307,291,819,516,472,801,365,898,1084,21,862,39,66,162,1,514,14,21,0.7,0.34,18.8,16.1,17.45,15.8,False,True,False,False,True,False,False,True,False,True,False,True,True,True,True,False,True,-1.0,True,False
