,CADCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
20,CADCHF_i,0.68987,0.68996,0.68938,0.69016,0.68977,0.6898333333333334,0.6898650000000001,0.6898425,1726,2020-12-21 19:00:00
21,CADCHF_i,0.68995,0.68957,0.68928,0.69002,0.68965,0.6896233333333334,0.6896100000000001,0.689705,1405,2020-12-21 20:00:00
22,CADCHF_i,0.68955,0.68933,0.68933,0.69003,0.6896800000000001,0.6895633333333334,0.689505,0.6895600000000001,1793,2020-12-21 21:00:00
23,CADCHF_i,0.68933,0.68863,0.68857,0.68944,0.6890050000000001,0.68888,0.6888175,0.6889925,1659,2020-12-21 22:00:00
24,CADCHF_i,0.68867,0.68846,0.68837,0.68898,0.688675,0.6886033333333333,0.6885675,0.68862,916,2020-12-21 23:00:00
25,CADCHF_i,0.68846,0.68898,0.68846,0.68911,0.688785,0.68885,0.6888825,0.6887525,297,2020-12-22 00:00:00
26,CADCHF_i,0.68897,0.68878,0.68815,0.68909,0.68862,0.6886733333333334,0.6887,0.6887475,814,2020-12-22 01:00:00
27,CADCHF_i,0.68878,0.68857,0.68843,0.68901,0.68872,0.68867,0.688645,0.6886975,948,2020-12-22 02:00:00
28,CADCHF_i,0.68858,0.68899,0.68844,0.68916,0.6888000000000001,0.6888633333333334,0.688895,0.6887925,1039,2020-12-22 03:00:00
29,CADCHF_i,0.68901,0.68914,0.68893,0.68931,0.68912,0.6891266666666667,0.68913,0.6890975,706,2020-12-22 04:00:00
30,CADCHF_i,0.68914,0.68864,0.68842,0.6892,0.68881,0.6887533333333334,0.688725,0.6888500000000001,493,2020-12-22 05:00:00
31,CADCHF_i,0.68866,0.68838,0.68836,0.68884,0.6886,0.6885266666666666,0.6884899999999999,0.68856,502,2020-12-22 06:00:00
32,CADCHF_i,0.68839,0.68838,0.6881,0.68853,0.688315,0.6883366666666667,0.6883475,0.68835,735,2020-12-22 07:00:00
33,CADCHF_i,0.68839,0.68824,0.68803,0.68856,0.688295,0.6882766666666665,0.6882674999999999,0.688305,775,2020-12-22 08:00:00
34,CADCHF_i,0.68824,0.68853,0.68806,0.68873,0.688395,0.6884399999999999,0.6884625,0.68839,1814,2020-12-22 09:00:00
35,CADCHF_i,0.68856,0.6888,0.68839,0.68977,0.6890799999999999,0.6889866666666666,0.68894,0.6888799999999999,2054,2020-12-22 10:00:00
36,CADCHF_i,0.6888,0.68801,0.68788,0.68904,0.6884600000000001,0.6883100000000001,0.6882350000000002,0.6884325000000001,1933,2020-12-22 11:00:00
37,CADCHF_i,0.688,0.68785,0.68742,0.68823,0.687825,0.6878333333333333,0.6878375,0.687875,1905,2020-12-22 12:00:00
38,CADCHF_i,0.68785,0.68772,0.68737,0.68798,0.687675,0.68769,0.6876975000000001,0.6877300000000001,1556,2020-12-22 13:00:00
39,CADCHF_i,0.68773,0.68804,0.6876,0.6885,0.68805,0.6880466666666667,0.688045,0.6879675000000001,1600,2020-12-22 14:00:00
40,CADCHF_i,0.68801,0.68638,0.68623,0.68804,0.687135,0.6868833333333333,0.6867574999999999,0.687165,1870,2020-12-22 15:00:00
41,CADCHF_i,0.68638,0.68722,0.68603,0.68751,0.68677,0.6869200000000001,0.686995,0.686785,2726,2020-12-22 16:00:00
42,CADCHF_i,0.68721,0.68754,0.68685,0.68785,0.6873499999999999,0.6874133333333333,0.6874450000000001,0.6873625,2901,2020-12-22 17:00:00
43,CADCHF_i,0.68754,0.6879,0.68685,0.68807,0.68746,0.6876066666666666,0.68768,0.6875899999999999,2752,2020-12-22 18:00:00
44,CADCHF_i,0.68791,0.68843,0.68756,0.68854,0.68805,0.6881766666666667,0.68824,0.68811,1797,2020-12-22 19:00:00
45,CADCHF_i,0.68843,0.68864,0.68825,0.68894,0.6885950000000001,0.68861,0.6886175,0.688565,1268,2020-12-22 20:00:00
46,CADCHF_i,0.68867,0.68967,0.68866,0.68977,0.689215,0.6893666666666668,0.6894425000000001,0.6891925000000001,1017,2020-12-22 21:00:00
47,CADCHF_i,0.68966,0.68902,0.68896,0.68973,0.689345,0.6892366666666666,0.6891825,0.6893425,1224,2020-12-22 22:00:00
48,CADCHF_i,0.68905,0.68879,0.68858,0.68919,0.688885,0.6888533333333333,0.6888375,0.6889025,694,2020-12-22 23:00:00
49,CADCHF_i,0.6888,0.68832,0.68788,0.68882,0.68835,0.6883400000000001,0.688335,0.688455,209,2020-12-23 00:00:00
50,CADCHF_i,0.68832,0.68837,0.68825,0.68869,0.68847,0.6884366666666667,0.68842,0.6884075000000001,630,2020-12-23 01:00:00
51,CADCHF_i,0.68837,0.68852,0.68821,0.68888,0.688545,0.6885366666666667,0.6885325,0.688495,1163,2020-12-23 02:00:00
52,CADCHF_i,0.68852,0.68825,0.68825,0.689,0.688625,0.6885,0.6884375,0.688505,1329,2020-12-23 03:00:00
53,CADCHF_i,0.68825,0.68851,0.68818,0.68865,0.688415,0.6884466666666667,0.6884625,0.6883975,927,2020-12-23 04:00:00
54,CADCHF_i,0.6885,0.68852,0.68834,0.68877,0.688555,0.6885433333333334,0.6885375,0.6885325,789,2020-12-23 05:00:00
55,CADCHF_i,0.68851,0.68855,0.68839,0.68869,0.6885399999999999,0.6885433333333332,0.688545,0.6885349999999999,574,2020-12-23 06:00:00
56,CADCHF_i,0.68855,0.68836,0.68832,0.68867,0.6884950000000001,0.68845,0.6884275,0.688475,519,2020-12-23 07:00:00
57,CADCHF_i,0.68833,0.68861,0.68832,0.68871,0.688515,0.6885466666666668,0.6885625000000001,0.6884925000000001,483,2020-12-23 08:00:00
58,CADCHF_i,0.68861,0.689,0.68854,0.68909,0.688815,0.6888766666666667,0.6889075,0.68881,1295,2020-12-23 09:00:00
59,CADCHF_i,0.68899,0.68978,0.68893,0.69007,0.6895,0.6895933333333333,0.6896399999999999,0.6894425,1794,2020-12-23 10:00:00
60,CADCHF_i,0.68979,0.69043,0.68969,0.69075,0.6902200000000001,0.6902900000000001,0.6903250000000001,0.690165,1464,2020-12-23 11:00:00
61,CADCHF_i,0.69042,0.69116,0.69018,0.69131,0.6907449999999999,0.6908833333333333,0.6909525,0.6907675,1329,2020-12-23 12:00:00
62,CADCHF_i,0.69114,0.69096,0.69041,0.69138,0.690895,0.6909166666666667,0.6909275,0.6909725,1356,2020-12-23 13:00:00
63,CADCHF_i,0.69096,0.691,0.69076,0.69138,0.6910700000000001,0.6910466666666667,0.691035,0.691025,1250,2020-12-23 14:00:00
64,CADCHF_i,0.69102,0.69095,0.69058,0.69159,0.691085,0.69104,0.6910175,0.691035,1818,2020-12-23 15:00:00
65,CADCHF_i,0.69096,0.6904,0.68965,0.69218,0.690915,0.6907433333333333,0.6906574999999999,0.6907975,3065,2020-12-23 16:00:00
66,CADCHF_i,0.6904,0.69133,0.68997,0.69156,0.690765,0.6909533333333333,0.6910475,0.690815,3020,2020-12-23 17:00:00
67,CADCHF_i,0.69136,0.69145,0.69086,0.69174,0.6913,0.69135,0.6913750000000001,0.6913525,1742,2020-12-23 18:00:00
68,CADCHF_i,0.69145,0.69154,0.69121,0.69167,0.69144,0.6914733333333333,0.6914899999999999,0.6914675,1495,2020-12-23 19:00:00
69,CADCHF_i,0.69153,0.69118,0.69116,0.69176,0.69146,0.6913666666666667,0.69132,0.6914075,1082,2020-12-23 20:00:00
70,CADCHF_i,0.69118,0.6911,0.69067,0.69182,0.691245,0.6911966666666668,0.6911725000000001,0.6911925000000001,1108,2020-12-23 21:00:00
71,CADCHF_i,0.6911,0.69048,0.69046,0.69135,0.690905,0.6907633333333333,0.6906924999999999,0.6908475,1138,2020-12-23 22:00:00
72,CADCHF_i,0.69049,0.69105,0.69033,0.69136,0.6908449999999999,0.6909133333333334,0.6909475,0.6908075,797,2020-12-23 23:00:00
73,CADCHF_i,0.69063,0.69072,0.69042,0.69112,0.69077,0.6907533333333333,0.6907449999999999,0.6907225,343,2020-12-24 00:00:00
74,CADCHF_i,0.69072,0.69096,0.69053,0.69113,0.69083,0.6908733333333333,0.690895,0.6908350000000001,434,2020-12-24 01:00:00
75,CADCHF_i,0.69095,0.69046,0.69028,0.69107,0.6906749999999999,0.6906033333333332,0.6905674999999999,0.6906899999999999,865,2020-12-24 02:00:00
76,CADCHF_i,0.69046,0.69089,0.69022,0.69103,0.690625,0.6907133333333334,0.6907575,0.69065,1104,2020-12-24 03:00:00
77,CADCHF_i,0.69091,0.69055,0.69053,0.69099,0.69076,0.69069,0.690655,0.690745,770,2020-12-24 04:00:00
78,CADCHF_i,0.69055,0.6905,0.6904,0.69071,0.690555,0.6905366666666667,0.6905275000000001,0.69054,713,2020-12-24 05:00:00
79,CADCHF_i,0.6905,0.69056,0.69043,0.69068,0.690555,0.6905566666666667,0.6905575,0.6905425000000001,511,2020-12-24 06:00:00
80,CADCHF_i,0.69058,0.69045,0.69029,0.69061,0.69045,0.6904499999999999,0.69045,0.6904824999999999,447,2020-12-24 07:00:00
81,CADCHF_i,0.69046,0.69074,0.69042,0.69085,0.690635,0.69067,0.6906875,0.6906175,471,2020-12-24 08:00:00
82,CADCHF_i,0.69076,0.69065,0.69061,0.69139,0.691,0.6908833333333333,0.690825,0.6908525,1121,2020-12-24 09:00:00
83,CADCHF_i,0.69065,0.69079,0.6904,0.69169,0.691045,0.69096,0.6909175000000001,0.6908825000000001,1490,2020-12-24 10:00:00
84,CADCHF_i,0.6908,0.69209,0.69067,0.69214,0.691405,0.6916333333333333,0.6917475,0.691425,1277,2020-12-24 11:00:00
85,CADCHF_i,0.6921,0.69151,0.69135,0.69249,0.6919200000000001,0.6917833333333334,0.6917150000000001,0.6918625,1033,2020-12-24 12:00:00
86,CADCHF_i,0.6915,0.69201,0.69132,0.69204,0.6916800000000001,0.6917900000000001,0.691845,0.6917175000000001,841,2020-12-24 13:00:00
87,CADCHF_i,0.69201,0.69274,0.6919,0.69283,0.6923649999999999,0.6924899999999999,0.6925525,0.6923699999999999,1232,2020-12-24 14:00:00
88,CADCHF_i,0.69277,0.6933,0.69232,0.69335,0.6928350000000001,0.69299,0.6930675,0.692935,1327,2020-12-24 15:00:00
89,CADCHF_i,0.69331,0.6944,0.69319,0.69449,0.69384,0.6940266666666667,0.69412,0.6938475,1897,2020-12-24 16:00:00
90,CADCHF_i,0.69441,0.69362,0.69355,0.6947,0.694125,0.6939566666666667,0.6938725,0.69407,1866,2020-12-24 17:00:00
91,CADCHF_i,0.69363,0.69487,0.69319,0.69512,0.694155,0.6943933333333333,0.6945125,0.6942025000000001,1096,2020-12-24 18:00:00
92,CADCHF_i,0.69488,0.69565,0.69431,0.69565,0.6949799999999999,0.6952033333333333,0.695315,0.6951225,974,2020-12-24 19:00:00
93,CADCHF_i,0.69563,0.69372,0.69326,0.69563,0.694445,0.6942033333333333,0.6940824999999999,0.69456,641,2020-12-24 20:00:00
94,CADCHF_i,0.69129,0.69147,0.69073,0.69202,0.691375,0.6914066666666666,0.6914225,0.6913775,216,2020-12-28 00:00:00
95,CADCHF_i,0.69147,0.69248,0.69136,0.69336,0.69236,0.6924,0.69242,0.6921675,894,2020-12-28 01:00:00
96,CADCHF_i,0.69248,0.69245,0.69205,0.69293,0.69249,0.6924766666666667,0.69247,0.6924775000000001,1355,2020-12-28 02:00:00
97,CADCHF_i,0.69248,0.69246,0.69212,0.69273,0.692425,0.6924366666666666,0.6924425,0.6924474999999999,1214,2020-12-28 03:00:00
98,CADCHF_i,0.69246,0.69238,0.69218,0.69256,0.6923699999999999,0.6923733333333333,0.692375,0.692395,825,2020-12-28 04:00:00
99,CADCHF_i,0.69238,0.69211,0.69208,0.69258,0.69233,0.6922566666666666,0.69222,0.6922875,559,2020-12-28 05:00:00
100,CADCHF_i,0.69212,0.69266,0.69192,0.69272,0.69232,0.6924333333333333,0.69249,0.692355,449,2020-12-28 06:00:00
101,CADCHF_i,0.69266,0.69225,0.69225,0.69275,0.6925,0.6924166666666668,0.6923750000000001,0.6924775000000001,386,2020-12-28 07:00:00
102,CADCHF_i,0.69226,0.6926,0.69217,0.69271,0.6924399999999999,0.6924933333333333,0.69252,0.692435,634,2020-12-28 08:00:00
103,CADCHF_i,0.69263,0.69282,0.6926,0.69331,0.692955,0.69291,0.6928875000000001,0.69284,724,2020-12-28 09:00:00
104,CADCHF_i,0.69281,0.69334,0.69256,0.69335,0.692955,0.6930833333333334,0.6931475,0.693015,1225,2020-12-28 10:00:00
105,CADCHF_i,0.69335,0.69323,0.69321,0.69416,0.693685,0.6935333333333333,0.6934575000000001,0.6934875,1136,2020-12-28 11:00:00
106,CADCHF_i,0.69323,0.6935,0.69276,0.69396,0.69336,0.6934066666666666,0.69343,0.6933624999999999,1912,2020-12-28 12:00:00
107,CADCHF_i,0.6935,0.69386,0.69336,0.69395,0.6936549999999999,0.6937233333333332,0.6937574999999999,0.6936674999999999,1436,2020-12-28 13:00:00
108,CADCHF_i,0.69386,0.69274,0.69261,0.69392,0.693265,0.6930900000000001,0.6930025000000001,0.6932825,1562,2020-12-28 14:00:00
109,CADCHF_i,0.69273,0.69286,0.69184,0.69298,0.69241,0.69256,0.692635,0.6926025,1632,2020-12-28 15:00:00
110,CADCHF_i,0.69284,0.69185,0.69165,0.69307,0.69236,0.69219,0.692105,0.6923524999999999,1803,2020-12-28 16:00:00
111,CADCHF_i,0.69185,0.69096,0.69075,0.69203,0.69139,0.6912466666666667,0.691175,0.6913975,1868,2020-12-28 17:00:00
112,CADCHF_i,0.69094,0.69103,0.69045,0.69103,0.69074,0.6908366666666668,0.6908850000000001,0.6908625,1456,2020-12-28 18:00:00
113,CADCHF_i,0.69103,0.69171,0.69083,0.69174,0.691285,0.6914266666666666,0.6914975,0.6913275,1327,2020-12-28 19:00:00
114,CADCHF_i,0.69168,0.69188,0.69142,0.69212,0.69177,0.6918066666666668,0.6918250000000001,0.691775,965,2020-12-28 20:00:00
115,CADCHF_i,0.69189,0.69253,0.69177,0.69256,0.6921649999999999,0.6922866666666666,0.6923475,0.6921875,989,2020-12-28 21:00:00
116,CADCHF_i,0.69258,0.69198,0.69195,0.69259,0.6922699999999999,0.6921733333333333,0.692125,0.692275,931,2020-12-28 22:00:00
117,CADCHF_i,0.69199,0.69147,0.69142,0.6923,0.69186,0.6917300000000001,0.691665,0.691795,597,2020-12-28 23:00:00
118,CADCHF_i,0.69118,0.69153,0.69075,0.69227,0.6915100000000001,0.6915166666666668,0.6915200000000001,0.6914325000000001,266,2020-12-29 00:00:00
119,CADCHF_i,0.69153,0.69141,0.69121,0.69164,0.691425,0.6914199999999999,0.6914174999999999,0.6914475,639,2020-12-29 01:00:00
120,CADCHF_i,0.69142,0.69128,0.69099,0.6916,0.691295,0.69129,0.6912874999999999,0.6913225,891,2020-12-29 02:00:00
121,CADCHF_i,0.69128,0.69184,0.6912,0.69194,0.69157,0.69166,0.691705,0.691565,751,2020-12-29 03:00:00
122,CADCHF_i,0.69184,0.69135,0.69116,0.69186,0.6915100000000001,0.6914566666666667,0.69143,0.6915525,815,2020-12-29 04:00:00
123,CADCHF_i,0.69133,0.69123,0.69112,0.69151,0.6913149999999999,0.6912866666666666,0.6912725,0.6912974999999999,606,2020-12-29 05:00:00
124,CADCHF_i,0.69123,0.69126,0.69108,0.69132,0.6912,0.6912200000000001,0.69123,0.6912225000000001,470,2020-12-29 06:00:00
125,CADCHF_i,0.69125,0.69153,0.69106,0.69165,0.6913549999999999,0.6914133333333332,0.6914425,0.6913725,522,2020-12-29 07:00:00
126,CADCHF_i,0.69153,0.69127,0.69118,0.69175,0.691465,0.6914000000000001,0.6913675000000001,0.6914325000000001,499,2020-12-29 08:00:00
127,CADCHF_i,0.69125,0.69118,0.69111,0.69176,0.691435,0.69135,0.6913075000000001,0.6913250000000001,911,2020-12-29 09:00:00
128,CADCHF_i,0.69117,0.69099,0.69071,0.69152,0.691115,0.6910733333333333,0.6910525000000001,0.6910975,1443,2020-12-29 10:00:00
129,CADCHF_i,0.69099,0.69068,0.68993,0.69131,0.69062,0.69064,0.69065,0.6907274999999999,1298,2020-12-29 11:00:00
130,CADCHF_i,0.69071,0.69125,0.69042,0.69139,0.690905,0.69102,0.6910775,0.6909425,1120,2020-12-29 12:00:00
131,CADCHF_i,0.69124,0.69199,0.69115,0.6928,0.691975,0.69198,0.6919825000000001,0.691795,1272,2020-12-29 13:00:00
132,CADCHF_i,0.692,0.69147,0.69143,0.69264,0.692035,0.6918466666666667,0.6917525,0.6918850000000001,1167,2020-12-29 14:00:00
133,CADCHF_i,0.69147,0.69162,0.69072,0.69184,0.69128,0.6913933333333334,0.69145,0.6914125,1483,2020-12-29 15:00:00
134,CADCHF_i,0.69162,0.6902,0.68974,0.69207,0.690905,0.69067,0.6905525,0.6909075,2097,2020-12-29 16:00:00
135,CADCHF_i,0.69019,0.69079,0.6901,0.69107,0.690585,0.6906533333333332,0.6906874999999999,0.6905374999999999,2915,2020-12-29 17:00:00
136,CADCHF_i,0.69082,0.69051,0.68986,0.69123,0.690545,0.6905333333333333,0.6905275,0.690605,1893,2020-12-29 18:00:00
137,CADCHF_i,0.69049,0.68992,0.6899,0.69081,0.690355,0.69021,0.6901375,0.69028,1588,2020-12-29 19:00:00
138,CADCHF_i,0.68993,0.69034,0.68987,0.69038,0.690125,0.6901966666666667,0.6902325,0.69013,1374,2020-12-29 20:00:00
139,CADCHF_i,0.69035,0.69016,0.68989,0.69053,0.69021,0.6901933333333333,0.690185,0.6902325,1511,2020-12-29 21:00:00
140,CADCHF_i,0.69016,0.68994,0.68984,0.69053,0.690185,0.6901033333333334,0.6900625,0.6901175,1191,2020-12-29 22:00:00
141,CADCHF_i,0.68992,0.68936,0.68925,0.69006,0.689655,0.6895566666666667,0.6895074999999999,0.6896475,593,2020-12-29 23:00:00
142,CADCHF_i,0.68928,0.68912,0.68894,0.68967,0.6893050000000001,0.6892433333333333,0.6892125,0.6892525,453,2020-12-30 00:00:00
143,CADCHF_i,0.68898,0.68937,0.68873,0.68967,0.6892,0.6892566666666667,0.6892850000000001,0.6891875000000001,498,2020-12-30 01:00:00
144,CADCHF_i,0.68938,0.68951,0.68907,0.68985,0.68946,0.6894766666666666,0.6894849999999999,0.6894524999999999,940,2020-12-30 02:00:00
145,CADCHF_i,0.68951,0.68903,0.68862,0.68955,0.689085,0.6890666666666666,0.6890574999999999,0.6891774999999999,1446,2020-12-30 03:00:00
146,CADCHF_i,0.68903,0.68972,0.689,0.68972,0.68936,0.68948,0.6895399999999999,0.6893674999999999,747,2020-12-30 04:00:00
147,CADCHF_i,0.68971,0.68947,0.6893,0.68975,0.6895249999999999,0.6895066666666666,0.6894975,0.6895575,565,2020-12-30 05:00:00
148,CADCHF_i,0.68947,0.68945,0.68901,0.68956,0.6892849999999999,0.68934,0.6893674999999999,0.6893724999999999,514,2020-12-30 06:00:00
149,CADCHF_i,0.68945,0.68927,0.68925,0.68969,0.68947,0.6894033333333334,0.68937,0.689415,808,2020-12-30 07:00:00
150,CADCHF_i,0.68927,0.68976,0.68907,0.68988,0.6894750000000001,0.6895700000000001,0.6896175000000001,0.6894950000000001,578,2020-12-30 08:00:00
151,CADCHF_i,0.68975,0.69016,0.68952,0.69029,0.689905,0.68999,0.6900325,0.68993,966,2020-12-30 09:00:00
152,CADCHF_i,0.69016,0.69114,0.69014,0.69173,0.690935,0.6910033333333333,0.6910375,0.6907925,1645,2020-12-30 10:00:00
153,CADCHF_i,0.69113,0.69093,0.69007,0.69125,0.69066,0.6907500000000001,0.690795,0.6908450000000002,1139,2020-12-30 11:00:00
154,CADCHF_i,0.69093,0.6911,0.68994,0.69114,0.6905399999999999,0.6907266666666666,0.69082,0.6907775,1087,2020-12-30 12:00:00
155,CADCHF_i,0.69111,0.69231,0.69105,0.69259,0.6918200000000001,0.6919833333333334,0.692065,0.6917650000000001,1206,2020-12-30 13:00:00
156,CADCHF_i,0.69232,0.69116,0.69116,0.69246,0.69181,0.6915933333333334,0.691485,0.691775,1169,2020-12-30 14:00:00
157,CADCHF_i,0.69116,0.68984,0.68983,0.69154,0.690685,0.6904033333333333,0.6902625,0.6905924999999999,1442,2020-12-30 15:00:00
158,CADCHF_i,0.68987,0.69082,0.68943,0.69102,0.690225,0.6904233333333334,0.6905225,0.690285,2678,2020-12-30 16:00:00
159,CADCHF_i,0.69086,0.69176,0.69051,0.69233,0.6914199999999999,0.6915333333333332,0.6915899999999999,0.691365,2855,2020-12-30 17:00:00
160,CADCHF_i,0.69176,0.69184,0.69147,0.69268,0.692075,0.6919966666666667,0.6919575,0.6919375,1687,2020-12-30 18:00:00
161,CADCHF_i,0.69185,0.69141,0.69131,0.69194,0.6916249999999999,0.6915533333333332,0.6915174999999999,0.6916275,995,2020-12-30 19:00:00
162,CADCHF_i,0.69144,0.69121,0.69121,0.69161,0.69141,0.6913433333333333,0.69131,0.6913675,645,2020-12-30 20:00:00
163,CADCHF_i,0.69121,0.69092,0.69089,0.69143,0.69116,0.69108,0.6910400000000001,0.6911125,974,2020-12-30 21:00:00
164,CADCHF_i,0.69089,0.69087,0.69073,0.69103,0.6908799999999999,0.6908766666666666,0.6908749999999999,0.6908799999999999,540,2020-12-30 22:00:00
165,CADCHF_i,0.69082,0.69069,0.69066,0.69124,0.69095,0.6908633333333333,0.69082,0.6908525,586,2020-12-30 23:00:00
166,CADCHF_i,0.69037,0.69073,0.69001,0.69102,0.690515,0.6905866666666666,0.6906224999999999,0.6905325,194,2020-12-31 00:00:00
167,CADCHF_i,0.69073,0.69107,0.69073,0.6913,0.6910149999999999,0.6910333333333333,0.6910424999999999,0.6909574999999999,347,2020-12-31 01:00:00
168,CADCHF_i,0.69107,0.69097,0.6908,0.69125,0.691025,0.6910066666666667,0.6909975,0.6910225,590,2020-12-31 02:00:00
169,CADCHF_i,0.69096,0.69134,0.69089,0.69141,0.6911499999999999,0.6912133333333332,0.6912449999999999,0.6911499999999999,700,2020-12-31 03:00:00
170,CADCHF_i,0.69134,0.69136,0.69116,0.69153,0.691345,0.6913499999999999,0.6913524999999999,0.6913474999999999,759,2020-12-31 04:00:00
171,CADCHF_i,0.69134,0.6916,0.69122,0.69169,0.6914549999999999,0.6915033333333334,0.6915275000000001,0.6914625,870,2020-12-31 05:00:00
172,CADCHF_i,0.69161,0.69181,0.6916,0.69201,0.691805,0.6918066666666668,0.6918075000000001,0.6917575,535,2020-12-31 06:00:00
173,CADCHF_i,0.69181,0.69187,0.69166,0.69187,0.691765,0.6918000000000001,0.6918175,0.6918025000000001,489,2020-12-31 07:00:00
174,CADCHF_i,0.69188,0.6918,0.69177,0.69211,0.69194,0.6918933333333334,0.69187,0.6918900000000001,635,2020-12-31 08:00:00
175,CADCHF_i,0.69178,0.69048,0.6904,0.69184,0.69112,0.6909066666666667,0.6908,0.691125,1017,2020-12-31 09:00:00
176,CADCHF_i,0.69048,0.69093,0.69047,0.69173,0.6911,0.6910433333333333,0.6910149999999999,0.6909025,1593,2020-12-31 10:00:00
177,CADCHF_i,0.69095,0.69098,0.69013,0.69127,0.6907000000000001,0.6907933333333335,0.6908400000000001,0.6908325000000001,1669,2020-12-31 11:00:00
178,CADCHF_i,0.69097,0.69122,0.69075,0.69164,0.691195,0.6912033333333333,0.6912075,0.691145,1515,2020-12-31 12:00:00
179,CADCHF_i,0.69124,0.69149,0.69062,0.6918,0.69121,0.6913033333333334,0.69135,0.6912875,1363,2020-12-31 13:00:00
180,CADCHF_i,0.69148,0.69021,0.69015,0.69148,0.690815,0.6906133333333333,0.6905125,0.6908299999999999,1455,2020-12-31 14:00:00
181,CADCHF_i,0.69021,0.69054,0.69006,0.69107,0.690565,0.6905566666666667,0.6905525,0.69047,1410,2020-12-31 15:00:00
182,CADCHF_i,0.69052,0.69173,0.69047,0.69218,0.691325,0.6914599999999999,0.6915274999999999,0.691225,1843,2020-12-31 16:00:00
183,CADCHF_i,0.69172,0.69359,0.69171,0.69381,0.69276,0.6930366666666666,0.693175,0.6927075,2901,2020-12-31 17:00:00
184,CADCHF_i,0.69365,0.69304,0.69291,0.6945,0.693705,0.6934833333333333,0.6933725,0.693525,2174,2020-12-31 18:00:00
185,CADCHF_i,0.69306,0.69293,0.69236,0.69336,0.69286,0.6928833333333334,0.692895,0.6929275,1284,2020-12-31 19:00:00
186,CADCHF_i,0.69293,0.69386,0.69293,0.69387,0.6934,0.6935533333333334,0.69363,0.6933975,864,2020-12-31 20:00:00
187,CADCHF_i,0.69347,0.6936,0.69295,0.69417,0.69356,0.6935733333333333,0.69358,0.6935475,220,2021-01-04 00:00:00
188,CADCHF_i,0.6936,0.6938,0.69322,0.69452,0.69387,0.6938466666666666,0.693835,0.693785,1143,2021-01-04 01:00:00
189,CADCHF_i,0.6938,0.69379,0.69361,0.6943,0.693955,0.6939000000000001,0.6938725,0.693875,990,2021-01-04 02:00:00
