,CHNA50_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
534,CHNA50_m_i,9240.0,9253.0,9039.0,9310.0,9174.5,9200.666666666666,9213.75,9210.5,5291,2016-01-22 00:00:00
535,CHNA50_m_i,9248.0,9155.0,9100.0,9279.0,9189.5,9178.0,9172.25,9195.5,2651,2016-01-25 00:00:00
536,CHNA50_m_i,9173.0,8920.0,8780.0,9194.0,8987.0,8964.666666666666,8953.5,9016.75,5751,2016-01-26 00:00:00
537,CHNA50_m_i,8945.0,8843.0,8639.0,8948.0,8793.5,8810.0,8818.25,8843.75,5161,2016-01-27 00:00:00
538,CHNA50_m_i,8770.0,8634.0,8592.0,8848.0,8720.0,8691.333333333334,8677.0,8711.0,3761,2016-01-28 00:00:00
539,CHNA50_m_i,8625.0,8833.0,8569.0,8859.0,8714.0,8753.666666666666,8773.5,8721.5,3721,2016-01-29 00:00:00
540,CHNA50_m_i,8852.0,8553.0,8505.0,8916.0,8710.5,8658.0,8631.75,8706.5,5231,2016-02-01 00:00:00
541,CHNA50_m_i,8587.0,8715.0,8559.0,8844.0,8701.5,8706.0,8708.25,8676.25,4421,2016-02-02 00:00:00
542,CHNA50_m_i,8705.0,8690.0,8604.0,8746.0,8675.0,8680.0,8682.5,8686.25,2691,2016-02-03 00:00:00
543,CHNA50_m_i,8763.0,8808.0,8712.0,8863.0,8787.5,8794.333333333334,8797.75,8786.5,2571,2016-02-04 00:00:00
544,CHNA50_m_i,8799.0,8668.0,8665.0,8832.0,8748.5,8721.666666666666,8708.25,8741.0,2031,2016-02-05 00:00:00
545,CHNA50_m_i,8605.0,8725.0,8569.0,8782.0,8675.5,8692.0,8700.25,8670.25,3061,2016-02-15 00:00:00
546,CHNA50_m_i,8745.0,8908.0,8745.0,9004.0,8874.5,8885.666666666666,8891.25,8850.5,3551,2016-02-16 00:00:00
547,CHNA50_m_i,8938.0,9065.0,8844.0,9073.0,8958.5,8994.0,9011.75,8980.0,3311,2016-02-17 00:00:00
548,CHNA50_m_i,9064.0,8975.0,8952.0,9102.0,9027.0,9009.666666666666,9001.0,9023.25,2111,2016-02-18 00:00:00
549,CHNA50_m_i,8966.0,8995.0,8921.0,9048.0,8984.5,8988.0,8989.75,8982.5,2251,2016-02-19 00:00:00
550,CHNA50_m_i,9055.0,9265.0,9004.0,9280.0,9142.0,9183.0,9203.5,9151.0,3421,2016-02-22 00:00:00
551,CHNA50_m_i,9225.0,9020.0,9002.0,9225.0,9113.5,9082.333333333334,9066.75,9118.0,2411,2016-02-23 00:00:00
552,CHNA50_m_i,9033.0,9105.0,8986.0,9164.0,9075.0,9085.0,9090.0,9072.0,2841,2016-02-24 00:00:00
553,CHNA50_m_i,9167.0,8743.0,8659.0,9167.0,8913.0,8856.333333333334,8828.0,8934.0,5921,2016-02-25 00:00:00
554,CHNA50_m_i,8823.0,8813.0,8724.0,8861.0,8792.5,8799.333333333334,8802.75,8805.25,2641,2016-02-26 00:00:00
555,CHNA50_m_i,8795.0,8763.0,8448.0,8849.0,8648.5,8686.666666666666,8705.75,8713.75,7701,2016-02-29 00:00:00
556,CHNA50_m_i,8733.0,8923.0,8647.0,8933.0,8790.0,8834.333333333334,8856.5,8809.0,3821,2016-03-01 00:00:00
557,CHNA50_m_i,8887.0,9130.0,8854.0,9135.0,8994.5,9039.666666666666,9062.25,9001.5,3191,2016-03-02 00:00:00
558,CHNA50_m_i,9118.0,9155.0,9029.0,9155.0,9092.0,9113.0,9123.5,9114.25,2151,2016-03-03 00:00:00
559,CHNA50_m_i,9129.0,9505.0,9064.0,9510.0,9287.0,9359.666666666666,9396.0,9302.0,5161,2016-03-04 00:00:00
560,CHNA50_m_i,9452.0,9403.0,9267.0,9472.0,9369.5,9380.666666666666,9386.25,9398.5,3611,2016-03-07 00:00:00
561,CHNA50_m_i,9388.0,9268.0,9029.0,9388.0,9208.5,9228.333333333334,9238.25,9268.25,5981,2016-03-08 00:00:00
562,CHNA50_m_i,9199.0,9248.0,9099.0,9268.0,9183.5,9205.0,9215.75,9203.5,2891,2016-03-09 00:00:00
563,CHNA50_m_i,9209.0,8998.0,8995.0,9312.0,9153.5,9101.666666666666,9075.75,9128.5,4231,2016-03-10 00:00:00
564,CHNA50_m_i,9083.0,9255.0,9061.0,9255.0,9158.0,9190.333333333334,9206.5,9163.5,2161,2016-03-11 00:00:00
565,CHNA50_m_i,9230.0,9257.0,9204.0,9412.0,9308.0,9291.0,9282.5,9275.75,3891,2016-03-14 00:00:00
566,CHNA50_m_i,9300.0,9252.0,9120.0,9303.0,9211.5,9225.0,9231.75,9243.75,3181,2016-03-15 00:00:00
567,CHNA50_m_i,9253.0,9370.0,9230.0,9397.0,9313.5,9332.333333333334,9341.75,9312.5,2171,2016-03-16 00:00:00
568,CHNA50_m_i,9431.0,9523.0,9343.0,9552.0,9447.5,9472.666666666666,9485.25,9462.25,3261,2016-03-17 00:00:00
569,CHNA50_m_i,9471.0,9612.0,9447.0,9635.0,9541.0,9564.666666666666,9576.5,9541.25,2351,2016-03-18 00:00:00
570,CHNA50_m_i,9614.0,9794.0,9576.0,9827.0,9701.5,9732.333333333334,9747.75,9702.75,3221,2016-03-21 00:00:00
571,CHNA50_m_i,9807.0,9674.0,9623.0,9809.0,9716.0,9702.0,9695.0,9728.25,2391,2016-03-22 00:00:00
572,CHNA50_m_i,9683.0,9625.0,9606.0,9739.0,9672.5,9656.666666666666,9648.75,9663.25,2081,2016-03-23 00:00:00
573,CHNA50_m_i,9628.0,9447.0,9434.0,9638.0,9536.0,9506.333333333334,9491.5,9536.75,2271,2016-03-24 00:00:00
574,CHNA50_m_i,9615.0,9494.0,9430.0,9675.0,9552.5,9533.0,9523.25,9553.5,3691,2016-03-28 00:00:00
575,CHNA50_m_i,9503.0,9475.0,9387.0,9548.0,9467.5,9470.0,9471.25,9478.25,2941,2016-03-29 00:00:00
576,CHNA50_m_i,9473.0,9730.0,9467.0,9757.0,9612.0,9651.333333333334,9671.0,9606.75,3231,2016-03-30 00:00:00
577,CHNA50_m_i,9716.0,9617.0,9159.0,9730.0,9444.5,9502.0,9530.75,9555.5,10431,2016-03-31 00:00:00
578,CHNA50_m_i,9579.0,9623.0,9432.0,9668.0,9550.0,9574.333333333334,9586.5,9575.5,4281,2016-04-01 00:00:00
579,CHNA50_m_i,9565.0,9609.0,9507.0,9725.0,9616.0,9613.666666666666,9612.5,9601.5,3921,2016-04-05 00:00:00
580,CHNA50_m_i,9619.0,9650.0,9575.0,9655.0,9615.0,9626.666666666666,9632.5,9624.75,1291,2016-04-06 00:00:00
581,CHNA50_m_i,9675.0,9423.0,9415.0,9701.0,9558.0,9513.0,9490.5,9553.5,3201,2016-04-07 00:00:00
582,CHNA50_m_i,9440.0,9519.0,9417.0,9573.0,9495.0,9503.0,9507.0,9487.25,2331,2016-04-08 00:00:00
583,CHNA50_m_i,9533.0,9585.0,9484.0,9656.0,9570.0,9575.0,9577.5,9564.5,2921,2016-04-11 00:00:00
584,CHNA50_m_i,9594.0,9610.0,9528.0,9643.0,9585.5,9593.666666666666,9597.75,9593.75,2141,2016-04-12 00:00:00
585,CHNA50_m_i,9628.0,9770.0,9618.0,9809.0,9713.5,9732.333333333334,9741.75,9706.25,2401,2016-04-13 00:00:00
586,CHNA50_m_i,9775.0,9721.0,9659.0,9817.0,9738.0,9732.333333333334,9729.5,9743.0,2621,2016-04-14 00:00:00
587,CHNA50_m_i,9730.0,9704.0,9682.0,9765.0,9723.5,9717.0,9713.75,9720.25,1401,2016-04-15 00:00:00
588,CHNA50_m_i,9666.0,9694.0,9589.0,9713.0,9651.0,9665.333333333334,9672.5,9665.5,2201,2016-04-18 00:00:00
589,CHNA50_m_i,9703.0,9695.0,9609.0,9726.0,9667.5,9676.666666666666,9681.25,9683.25,2261,2016-04-19 00:00:00
590,CHNA50_m_i,9680.0,9580.0,9346.0,9720.0,9533.0,9548.666666666666,9556.5,9581.5,6481,2016-04-20 00:00:00
591,CHNA50_m_i,9534.0,9532.0,9497.0,9699.0,9598.0,9576.0,9565.0,9565.5,4021,2016-04-21 00:00:00
592,CHNA50_m_i,9520.0,9629.0,9503.0,9673.0,9588.0,9601.666666666666,9608.5,9581.25,2311,2016-04-22 00:00:00
593,CHNA50_m_i,9633.0,9569.0,9507.0,9646.0,9576.5,9574.0,9572.75,9588.75,2141,2016-04-25 00:00:00
594,CHNA50_m_i,9585.0,9644.0,9561.0,9684.0,9622.5,9629.666666666666,9633.25,9618.5,1871,2016-04-26 00:00:00
595,CHNA50_m_i,9640.0,9621.0,9577.0,9673.0,9625.0,9623.666666666666,9623.0,9627.75,1731,2016-04-27 00:00:00
596,CHNA50_m_i,9639.0,9569.0,9520.0,9659.0,9589.5,9582.666666666666,9579.25,9596.75,2081,2016-04-28 00:00:00
597,CHNA50_m_i,9558.0,9518.0,9503.0,9587.0,9545.0,9536.0,9531.5,9541.5,1281,2016-04-29 00:00:00
598,CHNA50_m_i,9558.0,9594.0,9509.0,9716.0,9612.5,9606.333333333334,9603.25,9594.25,3781,2016-05-03 00:00:00
599,CHNA50_m_i,9618.0,9560.0,9560.0,9637.0,9598.5,9585.666666666666,9579.25,9593.75,961,2016-05-04 00:00:00
600,CHNA50_m_i,9595.0,9564.0,9553.0,9627.0,9590.0,9581.333333333334,9577.0,9584.75,1171,2016-05-05 00:00:00
601,CHNA50_m_i,9583.0,9363.0,9317.0,9604.0,9460.5,9428.0,9411.75,9466.75,3541,2016-05-06 00:00:00
602,CHNA50_m_i,9383.0,9182.0,9173.0,9399.0,9286.0,9251.333333333334,9234.0,9284.25,2511,2016-05-09 00:00:00
603,CHNA50_m_i,9215.0,9309.0,9186.0,9314.0,9250.0,9269.666666666666,9279.5,9256.0,1621,2016-05-10 00:00:00
604,CHNA50_m_i,9320.0,9257.0,9230.0,9334.0,9282.0,9273.666666666666,9269.5,9285.25,1451,2016-05-11 00:00:00
605,CHNA50_m_i,9240.0,9343.0,9187.0,9390.0,9288.5,9306.666666666666,9315.75,9290.0,3031,2016-05-12 00:00:00
606,CHNA50_m_i,9338.0,9274.0,9273.0,9374.0,9323.5,9307.0,9298.75,9314.75,1381,2016-05-13 00:00:00
607,CHNA50_m_i,9305.0,9364.0,9273.0,9374.0,9323.5,9337.0,9343.75,9329.0,1431,2016-05-16 00:00:00
608,CHNA50_m_i,9359.0,9304.0,9275.0,9390.0,9332.5,9323.0,9318.25,9332.0,1751,2016-05-17 00:00:00
609,CHNA50_m_i,9308.0,9344.0,9171.0,9349.0,9260.0,9288.0,9302.0,9293.0,3201,2016-05-18 00:00:00
610,CHNA50_m_i,9288.0,9301.0,9271.0,9356.0,9313.5,9309.333333333334,9307.25,9304.0,1571,2016-05-19 00:00:00
611,CHNA50_m_i,9325.0,9407.0,9303.0,9418.0,9360.5,9376.0,9383.75,9363.25,1481,2016-05-20 00:00:00
612,CHNA50_m_i,9400.0,9366.0,9330.0,9448.0,9389.0,9381.333333333334,9377.5,9386.0,2021,2016-05-23 00:00:00
613,CHNA50_m_i,9360.0,9395.0,9280.0,9400.0,9340.0,9358.333333333334,9367.5,9358.75,2051,2016-05-24 00:00:00
614,CHNA50_m_i,9385.0,9371.0,9324.0,9409.0,9366.5,9368.0,9368.75,9372.25,1561,2016-05-25 00:00:00
615,CHNA50_m_i,9378.0,9366.0,9292.0,9414.0,9353.0,9357.333333333334,9359.5,9362.5,2321,2016-05-26 00:00:00
616,CHNA50_m_i,9385.0,9380.0,9315.0,9430.0,9372.5,9375.0,9376.25,9377.5,2251,2016-05-27 00:00:00
617,CHNA50_m_i,9376.0,9408.0,9319.0,9433.0,9376.0,9386.666666666666,9392.0,9384.0,1961,2016-05-30 00:00:00
618,CHNA50_m_i,9417.0,9755.0,9405.0,9771.0,9588.0,9643.666666666666,9671.5,9587.0,3941,2016-05-31 00:00:00
619,CHNA50_m_i,9730.0,9599.0,9593.0,9738.0,9665.5,9643.333333333334,9632.25,9665.0,1591,2016-06-01 00:00:00
620,CHNA50_m_i,9613.0,9635.0,9558.0,9636.0,9597.0,9609.666666666666,9616.0,9610.5,1341,2016-06-02 00:00:00
621,CHNA50_m_i,9625.0,9656.0,9575.0,9675.0,9625.0,9635.333333333334,9640.5,9632.75,1691,2016-06-03 00:00:00
622,CHNA50_m_i,9606.0,9592.0,9520.0,9639.0,9579.5,9583.666666666666,9585.75,9589.25,2241,2016-06-06 00:00:00
623,CHNA50_m_i,9577.0,9605.0,9539.0,9627.0,9583.0,9590.333333333334,9594.0,9587.0,1481,2016-06-07 00:00:00
624,CHNA50_m_i,9591.0,9569.0,9496.0,9598.0,9547.0,9554.333333333334,9558.0,9563.5,1821,2016-06-08 00:00:00
625,CHNA50_m_i,9443.0,9259.0,9242.0,9477.0,9359.5,9326.0,9309.25,9355.25,2861,2016-06-13 00:00:00
626,CHNA50_m_i,9303.0,9325.0,9285.0,9404.0,9344.5,9338.0,9334.75,9329.25,2161,2016-06-14 00:00:00
627,CHNA50_m_i,9221.0,9407.0,9163.0,9490.0,9326.5,9353.333333333334,9366.75,9320.25,4681,2016-06-15 00:00:00
628,CHNA50_m_i,9408.0,9402.0,9355.0,9430.0,9392.5,9395.666666666666,9397.25,9398.75,1441,2016-06-16 00:00:00
629,CHNA50_m_i,9438.0,9449.0,9411.0,9526.0,9468.5,9462.0,9458.75,9456.0,2191,2016-06-17 00:00:00
630,CHNA50_m_i,9475.0,9489.0,9394.0,9550.0,9472.0,9477.666666666666,9480.5,9477.0,2981,2016-06-20 00:00:00
631,CHNA50_m_i,9476.0,9343.0,9318.0,9581.0,9449.5,9414.0,9396.25,9429.5,3931,2016-06-21 00:00:00
632,CHNA50_m_i,9375.0,9325.0,9293.0,9383.0,9338.0,9333.666666666666,9331.5,9344.0,1301,2016-06-22 00:00:00
633,CHNA50_m_i,9333.0,9273.0,9211.0,9356.0,9283.5,9280.0,9278.25,9293.25,2301,2016-06-23 00:00:00
634,CHNA50_m_i,9213.0,9128.0,8988.0,9283.0,9135.5,9133.0,9131.75,9153.0,5051,2016-06-24 00:00:00
635,CHNA50_m_i,9096.0,9145.0,9056.0,9235.0,9145.5,9145.333333333334,9145.25,9133.0,3091,2016-06-27 00:00:00
636,CHNA50_m_i,9173.0,9248.0,9153.0,9268.0,9210.5,9223.0,9229.25,9210.5,1551,2016-06-28 00:00:00
637,CHNA50_m_i,9268.0,9350.0,9245.0,9360.0,9302.5,9318.333333333334,9326.25,9305.75,1481,2016-06-29 00:00:00
638,CHNA50_m_i,9341.0,9365.0,9283.0,9373.0,9328.0,9340.333333333334,9346.5,9340.5,1561,2016-06-30 00:00:00
639,CHNA50_m_i,9335.0,9385.0,9315.0,9395.0,9355.0,9365.0,9370.0,9357.5,1101,2016-07-01 00:00:00
640,CHNA50_m_i,9350.0,9470.0,9328.0,9518.0,9423.0,9438.666666666666,9446.5,9416.5,2601,2016-07-04 00:00:00
641,CHNA50_m_i,9467.0,9433.0,9428.0,9493.0,9460.5,9451.333333333334,9446.75,9455.25,961,2016-07-05 00:00:00
642,CHNA50_m_i,9449.0,9472.0,9384.0,9474.0,9429.0,9443.333333333334,9450.5,9444.75,1571,2016-07-06 00:00:00
643,CHNA50_m_i,9440.0,9445.0,9403.0,9495.0,9449.0,9447.666666666666,9447.0,9445.75,1791,2016-07-07 00:00:00
644,CHNA50_m_i,9435.0,9470.0,9380.0,9470.0,9425.0,9440.0,9447.5,9438.75,1451,2016-07-08 00:00:00
645,CHNA50_m_i,9454.0,9435.0,9405.0,9518.0,9461.5,9452.666666666666,9448.25,9453.0,2071,2016-07-11 00:00:00
646,CHNA50_m_i,9438.0,9693.0,9435.0,9708.0,9571.5,9612.0,9632.25,9568.5,2911,2016-07-12 00:00:00
647,CHNA50_m_i,9620.0,9588.0,9550.0,9677.0,9613.5,9605.0,9600.75,9608.75,2221,2016-07-13 00:00:00
648,CHNA50_m_i,9593.0,9575.0,9515.0,9600.0,9557.5,9563.333333333334,9566.25,9570.75,1521,2016-07-14 00:00:00
649,CHNA50_m_i,9580.0,9575.0,9550.0,9623.0,9586.5,9582.666666666666,9580.75,9582.0,1411,2016-07-15 00:00:00
650,CHNA50_m_i,9580.0,9578.0,9548.0,9660.0,9604.0,9595.333333333334,9591.0,9591.5,2221,2016-07-18 00:00:00
651,CHNA50_m_i,9583.0,9463.0,9461.0,9608.0,9534.5,9510.666666666666,9498.75,9528.75,1741,2016-07-19 00:00:00
652,CHNA50_m_i,9473.0,9488.0,9451.0,9528.0,9489.5,9489.0,9488.75,9485.0,1391,2016-07-20 00:00:00
653,CHNA50_m_i,9486.0,9503.0,9486.0,9573.0,9529.5,9520.666666666666,9516.25,9512.0,1571,2016-07-21 00:00:00
654,CHNA50_m_i,9518.0,9443.0,9410.0,9528.0,9469.0,9460.333333333334,9456.0,9474.75,1611,2016-07-22 00:00:00
655,CHNA50_m_i,9425.0,9440.0,9410.0,9475.0,9442.5,9441.666666666666,9441.25,9437.5,1151,2016-07-25 00:00:00
656,CHNA50_m_i,9425.0,9538.0,9398.0,9558.0,9478.0,9498.0,9508.0,9479.75,2071,2016-07-26 00:00:00
657,CHNA50_m_i,9545.0,9448.0,9320.0,9560.0,9440.0,9442.666666666666,9444.0,9468.25,3831,2016-07-27 00:00:00
658,CHNA50_m_i,9448.0,9480.0,9425.0,9498.0,9461.5,9467.666666666666,9470.75,9462.75,1141,2016-07-28 00:00:00
659,CHNA50_m_i,9480.0,9473.0,9425.0,9500.0,9462.5,9466.0,9467.75,9469.5,1431,2016-07-29 00:00:00
660,CHNA50_m_i,9473.0,9403.0,9388.0,9480.0,9434.0,9423.666666666666,9418.5,9436.0,1141,2016-08-01 00:00:00
661,CHNA50_m_i,9423.0,9353.0,9340.0,9445.0,9392.5,9379.333333333334,9372.75,9390.25,1401,2016-08-02 00:00:00
662,CHNA50_m_i,9375.0,9393.0,9348.0,9428.0,9388.0,9389.666666666666,9390.5,9386.0,1421,2016-08-03 00:00:00
663,CHNA50_m_i,9398.0,9388.0,9325.0,9415.0,9370.0,9376.0,9379.0,9381.5,1701,2016-08-04 00:00:00
664,CHNA50_m_i,9393.0,9428.0,9361.0,9461.0,9411.0,9416.666666666666,9419.5,9410.75,1651,2016-08-05 00:00:00
665,CHNA50_m_i,9436.0,9490.0,9356.0,9498.0,9427.0,9448.0,9458.5,9445.0,2301,2016-08-08 00:00:00
666,CHNA50_m_i,9483.0,9565.0,9458.0,9583.0,9520.5,9535.333333333334,9542.75,9522.25,1681,2016-08-09 00:00:00
667,CHNA50_m_i,9553.0,9525.0,9510.0,9565.0,9537.5,9533.333333333334,9531.25,9538.25,821,2016-08-10 00:00:00
668,CHNA50_m_i,9523.0,9590.0,9506.0,9686.0,9596.0,9594.0,9593.0,9576.25,2931,2016-08-11 00:00:00
669,CHNA50_m_i,9596.0,9761.0,9564.0,9799.0,9681.5,9708.0,9721.25,9680.0,3051,2016-08-12 00:00:00
670,CHNA50_m_i,9754.0,10088.0,9724.0,10128.0,9926.0,9980.0,10007.0,9923.5,4741,2016-08-15 00:00:00
671,CHNA50_m_i,10111.0,9913.0,9865.0,10131.0,9998.0,9969.666666666666,9955.5,10005.0,3341,2016-08-16 00:00:00
672,CHNA50_m_i,9918.0,9808.0,9808.0,9960.0,9884.0,9858.666666666666,9846.0,9873.5,1941,2016-08-17 00:00:00
673,CHNA50_m_i,9845.0,9808.0,9773.0,9943.0,9858.0,9841.333333333334,9833.0,9842.25,3031,2016-08-18 00:00:00
674,CHNA50_m_i,9813.0,9835.0,9773.0,9880.0,9826.5,9829.333333333334,9830.75,9825.25,1921,2016-08-19 00:00:00
675,CHNA50_m_i,9823.0,9828.0,9790.0,9873.0,9831.5,9830.333333333334,9829.75,9828.5,1611,2016-08-22 00:00:00
676,CHNA50_m_i,9815.0,9845.0,9798.0,9905.0,9851.5,9849.333333333334,9848.25,9840.75,1841,2016-08-23 00:00:00
677,CHNA50_m_i,9853.0,9793.0,9755.0,9858.0,9806.5,9802.0,9799.75,9814.75,1461,2016-08-24 00:00:00
678,CHNA50_m_i,9783.0,9730.0,9678.0,9798.0,9738.0,9735.333333333334,9734.0,9747.25,1871,2016-08-25 00:00:00
679,CHNA50_m_i,9735.0,9713.0,9710.0,9788.0,9749.0,9737.0,9731.0,9736.5,1341,2016-08-26 00:00:00
680,CHNA50_m_i,9720.0,9723.0,9653.0,9758.0,9705.5,9711.333333333334,9714.25,9713.5,2071,2016-08-29 00:00:00
681,CHNA50_m_i,9735.0,9743.0,9720.0,9798.0,9759.0,9753.666666666666,9751.0,9749.0,1481,2016-08-30 00:00:00
682,CHNA50_m_i,9738.0,9783.0,9733.0,9830.0,9781.5,9782.0,9782.25,9771.0,1491,2016-08-31 00:00:00
683,CHNA50_m_i,9795.0,9733.0,9723.0,9828.0,9775.5,9761.333333333334,9754.25,9769.75,1481,2016-09-01 00:00:00
684,CHNA50_m_i,9748.0,9800.0,9738.0,9813.0,9775.5,9783.666666666666,9787.75,9774.75,981,2016-09-02 00:00:00
685,CHNA50_m_i,9798.0,9815.0,9793.0,9863.0,9828.0,9823.666666666666,9821.5,9817.25,1231,2016-09-05 00:00:00
686,CHNA50_m_i,9820.0,9818.0,9740.0,9853.0,9796.5,9803.666666666666,9807.25,9807.75,2241,2016-09-06 00:00:00
687,CHNA50_m_i,9813.0,9815.0,9795.0,9878.0,9836.5,9829.333333333334,9825.75,9825.25,1641,2016-09-07 00:00:00
688,CHNA50_m_i,9823.0,9833.0,9813.0,9853.0,9833.0,9833.0,9833.0,9830.5,701,2016-09-08 00:00:00
689,CHNA50_m_i,9828.0,9703.0,9693.0,9858.0,9775.5,9751.333333333334,9739.25,9770.5,2051,2016-09-09 00:00:00
690,CHNA50_m_i,9695.0,9658.0,9548.0,9700.0,9624.0,9635.333333333334,9641.0,9650.25,2671,2016-09-12 00:00:00
691,CHNA50_m_i,9643.0,9575.0,9565.0,9665.0,9615.0,9601.666666666666,9595.0,9612.0,1321,2016-09-13 00:00:00
692,CHNA50_m_i,9578.0,9518.0,9498.0,9625.0,9561.5,9547.0,9539.75,9554.75,1941,2016-09-14 00:00:00
693,CHNA50_m_i,9488.0,9570.0,9478.0,9570.0,9524.0,9539.333333333334,9547.0,9526.5,1021,2016-09-15 00:00:00
694,CHNA50_m_i,9555.0,9568.0,9548.0,9588.0,9568.0,9568.0,9568.0,9564.75,671,2016-09-16 00:00:00
695,CHNA50_m_i,9570.0,9613.0,9568.0,9640.0,9604.0,9607.0,9608.5,9597.75,1011,2016-09-19 00:00:00
696,CHNA50_m_i,9620.0,9625.0,9565.0,9638.0,9601.5,9609.333333333334,9613.25,9612.0,1411,2016-09-20 00:00:00
697,CHNA50_m_i,9616.0,9590.0,9565.0,9630.0,9597.5,9595.0,9593.75,9600.25,1041,2016-09-21 00:00:00
698,CHNA50_m_i,9640.0,9680.0,9635.0,9710.0,9672.5,9675.0,9676.25,9666.25,1101,2016-09-22 00:00:00
699,CHNA50_m_i,9690.0,9605.0,9598.0,9693.0,9645.5,9632.0,9625.25,9646.5,1051,2016-09-23 00:00:00
700,CHNA50_m_i,9615.0,9461.0,9433.0,9615.0,9524.0,9503.0,9492.5,9531.0,2101,2016-09-26 00:00:00
701,CHNA50_m_i,9460.0,9548.0,9437.0,9589.0,9513.0,9524.666666666666,9530.5,9508.5,2161,2016-09-27 00:00:00
702,CHNA50_m_i,9555.0,9546.0,9520.0,9572.0,9546.0,9546.0,9546.0,9548.25,951,2016-09-28 00:00:00
703,CHNA50_m_i,9572.0,9553.0,9553.0,9616.0,9584.5,9574.0,9568.75,9573.5,1071,2016-09-29 00:00:00
704,CHNA50_m_i,9575.0,9614.0,9535.0,9615.0,9575.0,9588.0,9594.5,9584.75,1211,2016-09-30 00:00:00
705,CHNA50_m_i,9595.0,9588.0,9555.0,9611.0,9583.0,9584.666666666666,9585.5,9587.25,1051,2016-10-03 00:00:00
706,CHNA50_m_i,9578.0,9588.0,9560.0,9613.0,9586.5,9587.0,9587.25,9584.75,961,2016-10-04 00:00:00
707,CHNA50_m_i,9590.0,9618.0,9583.0,9623.0,9603.0,9608.0,9610.5,9603.5,521,2016-10-05 00:00:00
708,CHNA50_m_i,9613.0,9663.0,9603.0,9668.0,9635.5,9644.666666666666,9649.25,9636.75,801,2016-10-06 00:00:00
709,CHNA50_m_i,9663.0,9638.0,9608.0,9668.0,9638.0,9638.0,9638.0,9644.25,951,2016-10-07 00:00:00
710,CHNA50_m_i,9648.0,9715.0,9588.0,9743.0,9665.5,9682.0,9690.25,9673.5,2431,2016-10-10 00:00:00
711,CHNA50_m_i,9703.0,9648.0,9648.0,9718.0,9683.0,9671.333333333334,9665.5,9679.25,851,2016-10-11 00:00:00
712,CHNA50_m_i,9658.0,9675.0,9625.0,9690.0,9657.5,9663.333333333334,9666.25,9662.0,1131,2016-10-12 00:00:00
713,CHNA50_m_i,9670.0,9660.0,9630.0,9700.0,9665.0,9663.333333333334,9662.5,9665.0,1301,2016-10-13 00:00:00
714,CHNA50_m_i,9653.0,9740.0,9635.0,9750.0,9692.5,9708.333333333334,9716.25,9694.5,1431,2016-10-14 00:00:00
715,CHNA50_m_i,9720.0,9620.0,9565.0,9720.0,9642.5,9635.0,9631.25,9656.25,2101,2016-10-17 00:00:00
716,CHNA50_m_i,9623.0,9795.0,9615.0,9808.0,9711.5,9739.333333333334,9753.25,9710.25,2141,2016-10-18 00:00:00
717,CHNA50_m_i,9783.0,9746.0,9718.0,9808.0,9763.0,9757.333333333334,9754.5,9763.75,1431,2016-10-19 00:00:00
718,CHNA50_m_i,9743.0,9736.0,9725.0,9783.0,9754.0,9748.0,9745.0,9746.75,1091,2016-10-20 00:00:00
719,CHNA50_m_i,9735.0,9818.0,9728.0,9853.0,9790.5,9799.666666666666,9804.25,9783.5,1671,2016-10-21 00:00:00
720,CHNA50_m_i,9820.0,9960.0,9793.0,10008.0,9900.5,9920.333333333334,9930.25,9895.25,2901,2016-10-24 00:00:00
721,CHNA50_m_i,9973.0,9898.0,9873.0,9975.0,9924.0,9915.333333333334,9911.0,9929.75,1291,2016-10-25 00:00:00
722,CHNA50_m_i,9888.0,9853.0,9833.0,9921.0,9877.0,9869.0,9865.0,9873.75,1411,2016-10-26 00:00:00
723,CHNA50_m_i,9858.0,9846.0,9801.0,9874.0,9837.5,9840.333333333334,9841.75,9844.75,1341,2016-10-27 00:00:00
724,CHNA50_m_i,9860.0,9864.0,9823.0,9925.0,9874.0,9870.666666666666,9869.0,9868.0,2001,2016-10-28 00:00:00
725,CHNA50_m_i,9855.0,9831.0,9766.0,9865.0,9815.5,9820.666666666666,9823.25,9829.25,1741,2016-10-31 00:00:00
726,CHNA50_m_i,9843.0,9848.0,9828.0,9913.0,9870.5,9863.0,9859.25,9858.0,1651,2016-11-01 00:00:00
727,CHNA50_m_i,9848.0,9830.0,9818.0,9877.0,9847.5,9841.666666666666,9838.75,9843.25,1001,2016-11-02 00:00:00
728,CHNA50_m_i,9833.0,9895.0,9818.0,9974.0,9896.0,9895.666666666666,9895.5,9880.0,2501,2016-11-03 00:00:00
729,CHNA50_m_i,9905.0,9881.0,9875.0,9977.0,9926.0,9911.0,9903.5,9909.5,1801,2016-11-04 00:00:00
730,CHNA50_m_i,9910.0,9954.0,9891.0,9958.0,9924.5,9934.333333333334,9939.25,9928.25,901,2016-11-07 00:00:00
731,CHNA50_m_i,9955.0,9992.0,9921.0,10026.0,9973.5,9979.666666666666,9982.75,9973.5,1731,2016-11-08 00:00:00
732,CHNA50_m_i,9994.0,9955.0,9734.0,9997.0,9865.5,9895.333333333334,9910.25,9920.0,4871,2016-11-09 00:00:00
