,NZDJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,NZDJPY_i,73.691,73.763,73.679,73.794,73.7365,73.74533333333333,73.74975,73.73175,787,2020-12-18 23:00:00
1,NZDJPY_i,73.602,73.587,73.484,73.665,73.5745,73.57866666666666,73.58075,73.58449999999999,570,2020-12-21 00:00:00
2,NZDJPY_i,73.587,73.494,73.416,73.632,73.524,73.514,73.509,73.53225,1436,2020-12-21 01:00:00
3,NZDJPY_i,73.494,73.356,73.347,73.518,73.4325,73.407,73.39425,73.42875000000001,1919,2020-12-21 02:00:00
4,NZDJPY_i,73.356,73.338,73.262,73.424,73.343,73.34133333333334,73.34049999999999,73.345,2214,2020-12-21 03:00:00
5,NZDJPY_i,73.334,73.241,73.217,73.343,73.28,73.267,73.2605,73.28375,1813,2020-12-21 04:00:00
6,NZDJPY_i,73.239,73.324,73.237,73.353,73.29499999999999,73.30466666666666,73.3095,73.28825,1527,2020-12-21 05:00:00
7,NZDJPY_i,73.324,73.351,73.315,73.375,73.345,73.347,73.348,73.34125,1398,2020-12-21 06:00:00
8,NZDJPY_i,73.351,73.344,73.285,73.36,73.32249999999999,73.32966666666665,73.33324999999999,73.335,1766,2020-12-21 07:00:00
9,NZDJPY_i,73.346,73.31,73.26,73.346,73.303,73.30533333333334,73.3065,73.3155,1615,2020-12-21 08:00:00
10,NZDJPY_i,73.307,73.015,72.971,73.325,73.148,73.10366666666665,73.08149999999999,73.1545,2517,2020-12-21 09:00:00
11,NZDJPY_i,73.015,72.987,72.95,73.078,73.01400000000001,73.00500000000001,73.0005,73.00750000000001,3256,2020-12-21 10:00:00
12,NZDJPY_i,72.987,72.828,72.796,72.99,72.893,72.87133333333334,72.8605,72.90025,2108,2020-12-21 11:00:00
13,NZDJPY_i,72.834,72.824,72.703,72.875,72.789,72.80066666666666,72.8065,72.809,3795,2020-12-21 12:00:00
14,NZDJPY_i,72.828,72.924,72.809,72.993,72.901,72.90866666666666,72.9125,72.8885,2941,2020-12-21 13:00:00
15,NZDJPY_i,72.924,72.852,72.837,72.968,72.9025,72.88566666666667,72.87725,72.89525,2559,2020-12-21 14:00:00
16,NZDJPY_i,72.853,72.827,72.787,72.884,72.8355,72.83266666666667,72.83125,72.83775,3218,2020-12-21 15:00:00
17,NZDJPY_i,72.828,73.025,72.809,73.05,72.92949999999999,72.96133333333333,72.97725,72.928,3151,2020-12-21 16:00:00
18,NZDJPY_i,73.025,73.078,72.929,73.096,73.0125,73.03433333333334,73.04525000000001,73.03200000000001,2975,2020-12-21 17:00:00
19,NZDJPY_i,73.078,73.285,73.06,73.309,73.1845,73.218,73.23474999999999,73.18299999999999,2227,2020-12-21 18:00:00
20,NZDJPY_i,73.286,73.32,73.256,73.369,73.3125,73.315,73.31625,73.30775,1838,2020-12-21 19:00:00
21,NZDJPY_i,73.309,73.397,73.299,73.419,73.35900000000001,73.37166666666667,73.378,73.356,1439,2020-12-21 20:00:00
22,NZDJPY_i,73.396,73.458,73.372,73.482,73.42699999999999,73.43733333333333,73.4425,73.42699999999999,1752,2020-12-21 21:00:00
23,NZDJPY_i,73.456,73.341,73.328,73.466,73.39699999999999,73.37833333333333,73.369,73.39775,1379,2020-12-21 22:00:00
24,NZDJPY_i,73.34,73.325,73.283,73.378,73.3305,73.32866666666666,73.32775,73.3315,1234,2020-12-21 23:00:00
25,NZDJPY_i,73.328,73.343,73.285,73.44,73.3625,73.356,73.35275,73.34899999999999,602,2020-12-22 00:00:00
26,NZDJPY_i,73.344,73.31,73.304,73.395,73.3495,73.33633333333334,73.32975,73.33825,1104,2020-12-22 01:00:00
27,NZDJPY_i,73.312,73.177,73.168,73.347,73.2575,73.23066666666666,73.21725,73.251,1578,2020-12-22 02:00:00
28,NZDJPY_i,73.181,73.204,73.15,73.253,73.20150000000001,73.20233333333334,73.20275000000001,73.197,1642,2020-12-22 03:00:00
29,NZDJPY_i,73.201,73.16,73.144,73.217,73.1805,73.17366666666666,73.17025,73.1805,1277,2020-12-22 04:00:00
30,NZDJPY_i,73.16,73.022,72.986,73.165,73.0755,73.05766666666666,73.04875,73.08324999999999,1366,2020-12-22 05:00:00
31,NZDJPY_i,73.024,72.977,72.961,73.037,72.999,72.99166666666666,72.988,72.99975,1215,2020-12-22 06:00:00
32,NZDJPY_i,72.976,73.03,72.958,73.036,72.997,73.008,73.0135,73.0,1270,2020-12-22 07:00:00
33,NZDJPY_i,73.031,72.959,72.945,73.04,72.9925,72.98133333333334,72.97575,72.99375,1424,2020-12-22 08:00:00
34,NZDJPY_i,72.959,73.001,72.937,73.057,72.997,72.99833333333333,72.999,72.9885,2145,2020-12-22 09:00:00
35,NZDJPY_i,73.002,73.116,72.949,73.138,73.0435,73.06766666666665,73.07974999999999,73.05125,2238,2020-12-22 10:00:00
36,NZDJPY_i,73.116,72.802,72.791,73.131,72.961,72.908,72.8815,72.96,2177,2020-12-22 11:00:00
37,NZDJPY_i,72.803,72.944,72.791,72.944,72.8675,72.89300000000001,72.90575000000001,72.8705,2359,2020-12-22 12:00:00
38,NZDJPY_i,72.943,72.972,72.881,72.989,72.935,72.94733333333333,72.95349999999999,72.94624999999999,1577,2020-12-22 13:00:00
39,NZDJPY_i,72.973,73.083,72.965,73.109,73.037,73.05233333333334,73.06,73.0325,1816,2020-12-22 14:00:00
40,NZDJPY_i,73.084,73.068,72.998,73.129,73.0635,73.065,73.06575,73.06975,2172,2020-12-22 15:00:00
41,NZDJPY_i,73.069,72.924,72.904,73.156,73.03,72.99466666666667,72.977,73.01325,2578,2020-12-22 16:00:00
42,NZDJPY_i,72.926,72.935,72.897,73.021,72.959,72.95100000000001,72.947,72.94475,3073,2020-12-22 17:00:00
43,NZDJPY_i,72.936,72.942,72.883,73.026,72.9545,72.95033333333333,72.94825,72.94675000000001,2580,2020-12-22 18:00:00
44,NZDJPY_i,72.942,72.958,72.934,72.997,72.96549999999999,72.963,72.96175,72.95774999999999,1673,2020-12-22 19:00:00
45,NZDJPY_i,72.958,72.968,72.927,73.001,72.964,72.96533333333333,72.96600000000001,72.96350000000001,1154,2020-12-22 20:00:00
46,NZDJPY_i,72.968,73.005,72.939,73.043,72.991,72.99566666666666,72.99799999999999,72.98875,807,2020-12-22 21:00:00
47,NZDJPY_i,73.007,72.99,72.943,73.038,72.9905,72.99033333333334,72.99025,72.9945,859,2020-12-22 22:00:00
48,NZDJPY_i,72.99,72.876,72.876,73.019,72.9475,72.92366666666668,72.91175000000001,72.94025,1069,2020-12-22 23:00:00
49,NZDJPY_i,72.887,72.915,72.885,72.988,72.9365,72.92933333333333,72.92575000000001,72.91875,770,2020-12-23 00:00:00
50,NZDJPY_i,72.917,73.011,72.908,73.022,72.965,72.98033333333333,72.988,72.9645,964,2020-12-23 01:00:00
51,NZDJPY_i,73.004,72.838,72.828,73.012,72.92,72.89266666666667,72.87899999999999,72.9205,1943,2020-12-23 02:00:00
52,NZDJPY_i,72.84,72.954,72.825,72.981,72.90299999999999,72.92,72.9285,72.9,2157,2020-12-23 03:00:00
53,NZDJPY_i,72.953,72.9,72.861,72.956,72.9085,72.90566666666668,72.90425,72.9175,1512,2020-12-23 04:00:00
54,NZDJPY_i,72.899,72.969,72.887,72.97,72.9285,72.942,72.94874999999999,72.93125,1220,2020-12-23 05:00:00
55,NZDJPY_i,72.97,72.953,72.939,72.993,72.966,72.96166666666666,72.95949999999999,72.96375,1017,2020-12-23 06:00:00
