,NIKK225_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
26,NIKK225_i,23579.0,23604.0,23558.0,23614.0,23586.0,23592.0,23595.0,23588.75,637,2020-11-03 09:00:00
27,NIKK225_i,23604.0,23689.0,23573.0,23704.0,23638.5,23655.333333333332,23663.75,23642.5,860,2020-11-03 10:00:00
28,NIKK225_i,23694.0,23759.0,23669.0,23769.0,23719.0,23732.333333333332,23739.0,23722.75,774,2020-11-03 11:00:00
29,NIKK225_i,23759.0,23759.0,23733.0,23804.0,23768.5,23765.333333333332,23763.75,23763.75,487,2020-11-03 12:00:00
30,NIKK225_i,23759.0,23774.0,23744.0,23784.0,23764.0,23767.333333333332,23769.0,23765.25,625,2020-11-03 13:00:00
31,NIKK225_i,23774.0,23739.0,23739.0,23779.0,23759.0,23752.333333333332,23749.0,23757.75,406,2020-11-03 14:00:00
32,NIKK225_i,23739.0,23739.0,23713.0,23774.0,23743.5,23742.0,23741.25,23741.25,489,2020-11-03 15:00:00
33,NIKK225_i,23739.0,23784.0,23703.0,23789.0,23746.0,23758.666666666668,23765.0,23753.75,610,2020-11-03 16:00:00
34,NIKK225_i,23784.0,23863.0,23764.0,23864.0,23814.0,23830.333333333332,23838.5,23818.75,905,2020-11-03 17:00:00
35,NIKK225_i,23863.0,23853.0,23842.0,23903.0,23872.5,23866.0,23862.75,23865.25,995,2020-11-03 18:00:00
36,NIKK225_i,23857.0,23813.0,23813.0,23878.0,23845.5,23834.666666666668,23829.25,23840.25,507,2020-11-03 19:00:00
37,NIKK225_i,23813.0,23773.0,23762.0,23823.0,23792.5,23786.0,23782.75,23792.75,712,2020-11-03 20:00:00
38,NIKK225_i,23773.0,23823.0,23768.0,23838.0,23803.0,23809.666666666668,23813.0,23800.5,701,2020-11-03 21:00:00
39,NIKK225_i,23823.0,23828.0,23777.0,23898.0,23837.5,23834.333333333332,23832.75,23831.5,995,2020-11-03 22:00:00
40,NIKK225_i,23822.0,23763.0,23732.0,23882.0,23807.0,23792.333333333332,23785.0,23799.75,951,2020-11-04 01:00:00
41,NIKK225_i,23758.0,23532.0,23507.0,23792.0,23649.5,23610.333333333332,23590.75,23647.25,2502,2020-11-04 02:00:00
42,NIKK225_i,23532.0,23652.0,23517.0,23707.0,23612.0,23625.333333333332,23632.0,23602.0,2103,2020-11-04 03:00:00
43,NIKK225_i,23652.0,23657.0,23567.0,23687.0,23627.0,23637.0,23642.0,23640.75,1700,2020-11-04 04:00:00
44,NIKK225_i,23657.0,23742.0,23652.0,23837.0,23744.5,23743.666666666668,23743.25,23722.0,1883,2020-11-04 05:00:00
45,NIKK225_i,23742.0,23727.0,23683.0,23782.0,23732.5,23730.666666666668,23729.75,23733.5,1404,2020-11-04 06:00:00
46,NIKK225_i,23727.0,23717.0,23708.0,23772.0,23740.0,23732.333333333332,23728.5,23731.0,1331,2020-11-04 07:00:00
47,NIKK225_i,23712.0,23682.0,23647.0,23767.0,23707.0,23698.666666666668,23694.5,23702.0,1517,2020-11-04 08:00:00
48,NIKK225_i,23682.0,23567.0,23482.0,23702.0,23592.0,23583.666666666668,23579.5,23608.25,1610,2020-11-04 09:00:00
49,NIKK225_i,23562.0,23642.0,23542.0,23687.0,23614.5,23623.666666666668,23628.25,23608.25,1703,2020-11-04 10:00:00
50,NIKK225_i,23642.0,23707.0,23627.0,23767.0,23697.0,23700.333333333332,23702.0,23685.75,1253,2020-11-04 11:00:00
51,NIKK225_i,23707.0,23692.0,23637.0,23712.0,23674.5,23680.333333333332,23683.25,23687.0,954,2020-11-04 12:00:00
52,NIKK225_i,23692.0,23687.0,23642.0,23707.0,23674.5,23678.666666666668,23680.75,23682.0,830,2020-11-04 13:00:00
53,NIKK225_i,23687.0,23742.0,23677.0,23757.0,23717.0,23725.333333333332,23729.5,23715.75,870,2020-11-04 14:00:00
54,NIKK225_i,23747.0,23737.0,23722.0,23762.0,23742.0,23740.333333333332,23739.5,23742.0,806,2020-11-04 15:00:00
55,NIKK225_i,23737.0,23732.0,23657.0,23757.0,23707.0,23715.333333333332,23719.5,23720.75,1064,2020-11-04 16:00:00
56,NIKK225_i,23732.0,23897.0,23727.0,23902.0,23814.5,23842.0,23855.75,23814.5,1217,2020-11-04 17:00:00
57,NIKK225_i,23897.0,23957.0,23862.0,23962.0,23912.0,23927.0,23934.5,23919.5,989,2020-11-04 18:00:00
58,NIKK225_i,23957.0,24018.0,23952.0,24062.0,24007.0,24010.666666666668,24012.5,23997.25,1115,2020-11-04 19:00:00
59,NIKK225_i,24022.0,24002.0,23977.0,24042.0,24009.5,24007.0,24005.75,24010.75,1002,2020-11-04 20:00:00
60,NIKK225_i,24002.0,23972.0,23967.0,24027.0,23997.0,23988.666666666668,23984.5,23992.0,872,2020-11-04 21:00:00
61,NIKK225_i,23972.0,23892.0,23852.0,23987.0,23919.5,23910.333333333332,23905.75,23925.75,1110,2020-11-04 22:00:00
62,NIKK225_i,23957.0,23897.0,23872.0,23957.0,23914.5,23908.666666666668,23905.75,23920.75,586,2020-11-05 01:00:00
63,NIKK225_i,23892.0,23937.0,23852.0,23977.0,23914.5,23922.0,23925.75,23914.5,1440,2020-11-05 02:00:00
64,NIKK225_i,23937.0,23982.0,23922.0,24007.0,23964.5,23970.333333333332,23973.25,23962.0,1117,2020-11-05 03:00:00
65,NIKK225_i,23987.0,23957.0,23942.0,24042.0,23992.0,23980.333333333332,23974.5,23982.0,1072,2020-11-05 04:00:00
66,NIKK225_i,23957.0,24027.0,23952.0,24057.0,24004.5,24012.0,24015.75,23998.25,876,2020-11-05 05:00:00
67,NIKK225_i,24027.0,24022.0,23967.0,24052.0,24009.5,24013.666666666668,24015.75,24017.0,772,2020-11-05 06:00:00
68,NIKK225_i,24022.0,24138.0,24007.0,24172.0,24089.5,24105.666666666668,24113.75,24084.75,1165,2020-11-05 07:00:00
69,NIKK225_i,24137.0,24108.0,24087.0,24153.0,24120.0,24116.0,24114.0,24121.25,900,2020-11-05 08:00:00
70,NIKK225_i,24102.0,24167.0,24102.0,24212.0,24157.0,24160.333333333332,24162.0,24145.75,1181,2020-11-05 09:00:00
71,NIKK225_i,24163.0,24157.0,24143.0,24227.0,24185.0,24175.666666666668,24171.0,24172.5,1089,2020-11-05 10:00:00
72,NIKK225_i,24157.0,24207.0,24122.0,24212.0,24167.0,24180.333333333332,24187.0,24174.5,719,2020-11-05 11:00:00
73,NIKK225_i,24207.0,24297.0,24192.0,24297.0,24244.5,24262.0,24270.75,24248.25,844,2020-11-05 12:00:00
74,NIKK225_i,24297.0,24337.0,24277.0,24367.0,24322.0,24327.0,24329.5,24319.5,910,2020-11-05 13:00:00
75,NIKK225_i,24337.0,24302.0,24277.0,24347.0,24312.0,24308.666666666668,24307.0,24315.75,754,2020-11-05 14:00:00
76,NIKK225_i,24302.0,24257.0,24247.0,24302.0,24274.5,24268.666666666668,24265.75,24277.0,781,2020-11-05 15:00:00
77,NIKK225_i,24257.0,24262.0,24227.0,24297.0,24262.0,24262.0,24262.0,24260.75,915,2020-11-05 16:00:00
78,NIKK225_i,24262.0,24287.0,24232.0,24312.0,24272.0,24277.0,24279.5,24273.25,959,2020-11-05 17:00:00
79,NIKK225_i,24287.0,24232.0,24212.0,24287.0,24249.5,24243.666666666668,24240.75,24254.5,747,2020-11-05 18:00:00
80,NIKK225_i,24232.0,24227.0,24182.0,24247.0,24214.5,24218.666666666668,24220.75,24222.0,686,2020-11-05 19:00:00
81,NIKK225_i,24227.0,24242.0,24212.0,24252.0,24232.0,24235.333333333332,24237.0,24233.25,507,2020-11-05 20:00:00
82,NIKK225_i,24242.0,24227.0,24202.0,24262.0,24232.0,24230.333333333332,24229.5,24233.25,799,2020-11-05 21:00:00
83,NIKK225_i,24228.0,24254.0,24158.0,24264.0,24211.0,24225.333333333332,24232.5,24226.0,820,2020-11-05 22:00:00
84,NIKK225_i,24164.0,24144.0,24084.0,24169.0,24126.5,24132.333333333332,24135.25,24140.25,617,2020-11-06 01:00:00
85,NIKK225_i,24144.0,24229.0,24069.0,24269.0,24169.0,24189.0,24199.0,24177.75,1702,2020-11-06 02:00:00
86,NIKK225_i,24229.0,24324.0,24179.0,24339.0,24259.0,24280.666666666668,24291.5,24267.75,1252,2020-11-06 03:00:00
87,NIKK225_i,24325.0,24359.0,24304.0,24369.0,24336.5,24344.0,24347.75,24339.25,1079,2020-11-06 04:00:00
88,NIKK225_i,24359.0,24304.0,24269.0,24359.0,24314.0,24310.666666666668,24309.0,24322.75,941,2020-11-06 05:00:00
89,NIKK225_i,24299.0,24314.0,24284.0,24364.0,24324.0,24320.666666666668,24319.0,24315.25,940,2020-11-06 06:00:00
90,NIKK225_i,24319.0,24334.0,24314.0,24379.0,24346.5,24342.333333333332,24340.25,24336.5,939,2020-11-06 07:00:00
91,NIKK225_i,24329.0,24314.0,24254.0,24359.0,24306.5,24309.0,24310.25,24314.0,988,2020-11-06 08:00:00
92,NIKK225_i,24315.0,24339.0,24299.0,24355.0,24327.0,24331.0,24333.0,24327.0,950,2020-11-06 09:00:00
93,NIKK225_i,24340.0,24335.0,24324.0,24440.0,24382.0,24366.333333333332,24358.5,24359.75,1144,2020-11-06 10:00:00
94,NIKK225_i,24335.0,24270.0,24254.0,24335.0,24294.5,24286.333333333332,24282.25,24298.5,898,2020-11-06 11:00:00
95,NIKK225_i,24270.0,24310.0,24250.0,24325.0,24287.5,24295.0,24298.75,24288.75,727,2020-11-06 12:00:00
96,NIKK225_i,24310.0,24285.0,24275.0,24330.0,24302.5,24296.666666666668,24293.75,24300.0,484,2020-11-06 13:00:00
97,NIKK225_i,24285.0,24265.0,24260.0,24300.0,24280.0,24275.0,24272.5,24277.5,488,2020-11-06 14:00:00
98,NIKK225_i,24269.0,24344.0,24254.0,24355.0,24304.5,24317.666666666668,24324.25,24305.5,763,2020-11-06 15:00:00
99,NIKK225_i,24345.0,24369.0,24329.0,24454.0,24391.5,24384.0,24380.25,24374.25,1146,2020-11-06 16:00:00
100,NIKK225_i,24369.0,24369.0,24354.0,24444.0,24399.0,24389.0,24384.0,24384.0,781,2020-11-06 17:00:00
101,NIKK225_i,24369.0,24389.0,24359.0,24409.0,24384.0,24385.666666666668,24386.5,24381.5,857,2020-11-06 18:00:00
102,NIKK225_i,24394.0,24399.0,24364.0,24409.0,24386.5,24390.666666666668,24392.75,24391.5,524,2020-11-06 19:00:00
103,NIKK225_i,24399.0,24404.0,24394.0,24409.0,24401.5,24402.333333333332,24402.75,24401.5,318,2020-11-06 20:00:00
104,NIKK225_i,24404.0,24394.0,24384.0,24419.0,24401.5,24399.0,24397.75,24400.25,435,2020-11-06 21:00:00
105,NIKK225_i,24394.0,24334.0,24299.0,24429.0,24364.0,24354.0,24349.0,24364.0,796,2020-11-06 22:00:00
106,NIKK225_i,24420.0,24557.0,24420.0,24600.0,24510.0,24525.666666666668,24533.5,24499.25,738,2020-11-09 01:00:00
107,NIKK225_i,24552.0,24763.0,24533.0,24773.0,24653.0,24689.666666666668,24708.0,24655.25,1564,2020-11-09 02:00:00
108,NIKK225_i,24763.0,24803.0,24748.0,24823.0,24785.5,24791.333333333332,24794.25,24784.25,1145,2020-11-09 03:00:00
109,NIKK225_i,24803.0,24832.0,24773.0,24837.0,24805.0,24814.0,24818.5,24811.25,792,2020-11-09 04:00:00
110,NIKK225_i,24833.0,24918.0,24812.0,24923.0,24867.5,24884.333333333332,24892.75,24871.5,768,2020-11-09 05:00:00
111,NIKK225_i,24918.0,24893.0,24863.0,24957.0,24910.0,24904.333333333332,24901.5,24907.75,899,2020-11-09 06:00:00
112,NIKK225_i,24898.0,24863.0,24848.0,24928.0,24888.0,24879.666666666668,24875.5,24884.25,814,2020-11-09 07:00:00
113,NIKK225_i,24852.0,24838.0,24812.0,24878.0,24845.0,24842.666666666668,24841.5,24845.0,926,2020-11-09 08:00:00
114,NIKK225_i,24838.0,24898.0,24827.0,24898.0,24862.5,24874.333333333332,24880.25,24865.25,995,2020-11-09 09:00:00
115,NIKK225_i,24898.0,24888.0,24842.0,24913.0,24877.5,24881.0,24882.75,24885.25,1097,2020-11-09 10:00:00
116,NIKK225_i,24888.0,24893.0,24872.0,24933.0,24902.5,24899.333333333332,24897.75,24896.5,663,2020-11-09 11:00:00
117,NIKK225_i,24893.0,24943.0,24893.0,24948.0,24920.5,24928.0,24931.75,24919.25,499,2020-11-09 12:00:00
118,NIKK225_i,24943.0,25572.0,24927.0,25707.0,25317.0,25402.0,25444.5,25287.25,2082,2020-11-09 13:00:00
119,NIKK225_i,25568.0,25632.0,25377.0,25652.0,25514.5,25553.666666666668,25573.25,25557.25,3236,2020-11-09 14:00:00
120,NIKK225_i,25632.0,25842.0,25597.0,25887.0,25742.0,25775.333333333332,25792.0,25739.5,2389,2020-11-09 15:00:00
121,NIKK225_i,25842.0,25577.0,25572.0,25867.0,25719.5,25672.0,25648.25,25714.5,2157,2020-11-09 16:00:00
122,NIKK225_i,25582.0,25622.0,25577.0,25742.0,25659.5,25647.0,25640.75,25630.75,2038,2020-11-09 17:00:00
123,NIKK225_i,25622.0,25488.0,25477.0,25637.0,25557.0,25534.0,25522.5,25556.0,1625,2020-11-09 18:00:00
124,NIKK225_i,25493.0,25582.0,25462.0,25597.0,25529.5,25547.0,25555.75,25533.5,1383,2020-11-09 19:00:00
125,NIKK225_i,25583.0,25573.0,25557.0,25613.0,25585.0,25581.0,25579.0,25581.5,1025,2020-11-09 20:00:00
126,NIKK225_i,25573.0,25593.0,25497.0,25597.0,25547.0,25562.333333333332,25570.0,25565.0,1252,2020-11-09 21:00:00
127,NIKK225_i,25593.0,25433.0,25427.0,25602.0,25514.5,25487.333333333332,25473.75,25513.75,1624,2020-11-09 22:00:00
128,NIKK225_i,25423.0,25242.0,25217.0,25463.0,25340.0,25307.333333333332,25291.0,25336.25,1041,2020-11-10 01:00:00
129,NIKK225_i,25242.0,25137.0,25032.0,25283.0,25157.5,25150.666666666668,25147.25,25173.5,3097,2020-11-10 02:00:00
130,NIKK225_i,25133.0,25058.0,25053.0,25172.0,25112.5,25094.333333333332,25085.25,25104.0,1753,2020-11-10 03:00:00
131,NIKK225_i,25058.0,24998.0,24992.0,25153.0,25072.5,25047.666666666668,25035.25,25050.25,1406,2020-11-10 04:00:00
132,NIKK225_i,24998.0,24917.0,24887.0,25057.0,24972.0,24953.666666666668,24944.5,24964.75,1609,2020-11-10 05:00:00
133,NIKK225_i,24917.0,24852.0,24818.0,24957.0,24887.5,24875.666666666668,24869.75,24886.0,1356,2020-11-10 06:00:00
134,NIKK225_i,24852.0,24912.0,24847.0,24978.0,24912.5,24912.333333333332,24912.25,24897.25,1450,2020-11-10 07:00:00
135,NIKK225_i,24907.0,25018.0,24887.0,25047.0,24967.0,24984.0,24992.5,24964.75,1241,2020-11-10 08:00:00
136,NIKK225_i,25022.0,25092.0,25017.0,25182.0,25099.5,25097.0,25095.75,25078.25,1691,2020-11-10 09:00:00
137,NIKK225_i,25092.0,25117.0,25092.0,25237.0,25164.5,25148.666666666668,25140.75,25134.5,1686,2020-11-10 10:00:00
138,NIKK225_i,25112.0,25218.0,25092.0,25238.0,25165.0,25182.666666666668,25191.5,25165.0,1299,2020-11-10 11:00:00
139,NIKK225_i,25218.0,25138.0,25127.0,25238.0,25182.5,25167.666666666668,25160.25,25180.25,1187,2020-11-10 12:00:00
140,NIKK225_i,25133.0,25193.0,25117.0,25198.0,25157.5,25169.333333333332,25175.25,25160.25,906,2020-11-10 13:00:00
141,NIKK225_i,25193.0,25143.0,25137.0,25198.0,25167.5,25159.333333333332,25155.25,25167.75,861,2020-11-10 14:00:00
142,NIKK225_i,25143.0,25183.0,25132.0,25183.0,25157.5,25166.0,25170.25,25160.25,704,2020-11-10 15:00:00
143,NIKK225_i,25178.0,25258.0,25172.0,25263.0,25217.5,25231.0,25237.75,25217.75,1332,2020-11-10 16:00:00
144,NIKK225_i,25258.0,25218.0,25178.0,25343.0,25260.5,25246.333333333332,25239.25,25249.25,1637,2020-11-10 17:00:00
145,NIKK225_i,25218.0,25352.0,25213.0,25358.0,25285.5,25307.666666666668,25318.75,25285.25,1109,2020-11-10 18:00:00
146,NIKK225_i,25348.0,25378.0,25342.0,25442.0,25392.0,25387.333333333332,25385.0,25377.5,885,2020-11-10 19:00:00
147,NIKK225_i,25378.0,25362.0,25297.0,25402.0,25349.5,25353.666666666668,25355.75,25359.75,795,2020-11-10 20:00:00
148,NIKK225_i,25362.0,25337.0,25292.0,25367.0,25329.5,25332.0,25333.25,25339.5,1289,2020-11-10 21:00:00
149,NIKK225_i,25337.0,25232.0,25197.0,25347.0,25272.0,25258.666666666668,25252.0,25278.25,1326,2020-11-10 22:00:00
150,NIKK225_i,25307.0,25187.0,25187.0,25307.0,25247.0,25227.0,25217.0,25247.0,702,2020-11-11 01:00:00
151,NIKK225_i,25182.0,25192.0,25142.0,25227.0,25184.5,25187.0,25188.25,25185.75,1711,2020-11-11 02:00:00
152,NIKK225_i,25192.0,25233.0,25137.0,25242.0,25189.5,25204.0,25211.25,25201.0,1175,2020-11-11 03:00:00
153,NIKK225_i,25233.0,25327.0,25232.0,25398.0,25315.0,25319.0,25321.0,25297.5,1299,2020-11-11 04:00:00
154,NIKK225_i,25327.0,25337.0,25297.0,25392.0,25344.5,25342.0,25340.75,25338.25,1117,2020-11-11 05:00:00
155,NIKK225_i,25332.0,25327.0,25317.0,25352.0,25334.5,25332.0,25330.75,25332.0,659,2020-11-11 06:00:00
156,NIKK225_i,25327.0,25352.0,25237.0,25362.0,25299.5,25317.0,25325.75,25319.5,1133,2020-11-11 07:00:00
157,NIKK225_i,25347.0,25367.0,25327.0,25412.0,25369.5,25368.666666666668,25368.25,25363.25,925,2020-11-11 08:00:00
158,NIKK225_i,25367.0,25358.0,25357.0,25447.0,25402.0,25387.333333333332,25380.0,25382.25,1103,2020-11-11 09:00:00
159,NIKK225_i,25357.0,25583.0,25357.0,25603.0,25480.0,25514.333333333332,25531.5,25475.0,1926,2020-11-11 10:00:00
160,NIKK225_i,25583.0,25567.0,25552.0,25633.0,25592.5,25584.0,25579.75,25583.75,1333,2020-11-11 11:00:00
161,NIKK225_i,25567.0,25597.0,25542.0,25612.0,25577.0,25583.666666666668,25587.0,25579.5,800,2020-11-11 12:00:00
162,NIKK225_i,25597.0,25607.0,25562.0,25637.0,25599.5,25602.0,25603.25,25600.75,831,2020-11-11 13:00:00
163,NIKK225_i,25603.0,25602.0,25567.0,25612.0,25589.5,25593.666666666668,25595.75,25596.0,690,2020-11-11 14:00:00
164,NIKK225_i,25602.0,25582.0,25577.0,25622.0,25599.5,25593.666666666668,25590.75,25595.75,541,2020-11-11 15:00:00
165,NIKK225_i,25582.0,25637.0,25552.0,25682.0,25617.0,25623.666666666668,25627.0,25613.25,993,2020-11-11 16:00:00
166,NIKK225_i,25642.0,25662.0,25622.0,25692.0,25657.0,25658.666666666668,25659.5,25654.5,1126,2020-11-11 17:00:00
167,NIKK225_i,25662.0,25657.0,25632.0,25677.0,25654.5,25655.333333333332,25655.75,25657.0,491,2020-11-11 18:00:00
168,NIKK225_i,25657.0,25647.0,25622.0,25657.0,25639.5,25642.0,25643.25,25645.75,354,2020-11-11 19:00:00
169,NIKK225_i,25647.0,25612.0,25602.0,25652.0,25627.0,25622.0,25619.5,25628.25,382,2020-11-11 20:00:00
170,NIKK225_i,25612.0,25532.0,25497.0,25642.0,25569.5,25557.0,25550.75,25570.75,677,2020-11-11 21:00:00
171,NIKK225_i,25532.0,25562.0,25477.0,25582.0,25529.5,25540.333333333332,25545.75,25538.25,849,2020-11-11 22:00:00
172,NIKK225_i,25507.0,25442.0,25442.0,25557.0,25499.5,25480.333333333332,25470.75,25487.0,508,2020-11-12 01:00:00
173,NIKK225_i,25442.0,25507.0,25427.0,25577.0,25502.0,25503.666666666668,25504.5,25488.25,1442,2020-11-12 02:00:00
174,NIKK225_i,25507.0,25487.0,25467.0,25567.0,25517.0,25507.0,25502.0,25507.0,1236,2020-11-12 03:00:00
175,NIKK225_i,25482.0,25487.0,25432.0,25517.0,25474.5,25478.666666666668,25480.75,25479.5,880,2020-11-12 04:00:00
176,NIKK225_i,25487.0,25323.0,25317.0,25498.0,25407.5,25379.333333333332,25365.25,25406.25,1219,2020-11-12 05:00:00
177,NIKK225_i,25327.0,25342.0,25307.0,25397.0,25352.0,25348.666666666668,25347.0,25343.25,1131,2020-11-12 06:00:00
178,NIKK225_i,25342.0,25508.0,25332.0,25513.0,25422.5,25451.0,25465.25,25423.75,1427,2020-11-12 07:00:00
179,NIKK225_i,25507.0,25363.0,25317.0,25528.0,25422.5,25402.666666666668,25392.75,25428.75,1400,2020-11-12 08:00:00
180,NIKK225_i,25363.0,25368.0,25322.0,25423.0,25372.5,25371.0,25370.25,25369.0,1027,2020-11-12 09:00:00
181,NIKK225_i,25368.0,25363.0,25352.0,25433.0,25392.5,25382.666666666668,25377.75,25379.0,1243,2020-11-12 10:00:00
182,NIKK225_i,25363.0,25457.0,25347.0,25472.0,25409.5,25425.333333333332,25433.25,25409.75,973,2020-11-12 11:00:00
183,NIKK225_i,25457.0,25452.0,25432.0,25472.0,25452.0,25452.0,25452.0,25453.25,715,2020-11-12 12:00:00
184,NIKK225_i,25452.0,25437.0,25437.0,25472.0,25454.5,25448.666666666668,25445.75,25449.5,461,2020-11-12 13:00:00
185,NIKK225_i,25437.0,25372.0,25367.0,25447.0,25407.0,25395.333333333332,25389.5,25405.75,677,2020-11-12 14:00:00
186,NIKK225_i,25372.0,25412.0,25367.0,25417.0,25392.0,25398.666666666668,25402.0,25392.0,685,2020-11-12 15:00:00
187,NIKK225_i,25412.0,25392.0,25357.0,25417.0,25387.0,25388.666666666668,25389.5,25394.5,921,2020-11-12 16:00:00
188,NIKK225_i,25387.0,25427.0,25382.0,25447.0,25414.5,25418.666666666668,25420.75,25410.75,867,2020-11-12 17:00:00
189,NIKK225_i,25427.0,25402.0,25372.0,25447.0,25409.5,25407.0,25405.75,25412.0,695,2020-11-12 18:00:00
190,NIKK225_i,25402.0,25357.0,25317.0,25427.0,25372.0,25367.0,25364.5,25375.75,651,2020-11-12 19:00:00
191,NIKK225_i,25357.0,25357.0,25282.0,25362.0,25322.0,25333.666666666668,25339.5,25339.5,944,2020-11-12 20:00:00
192,NIKK225_i,25357.0,25237.0,25222.0,25377.0,25299.5,25278.666666666668,25268.25,25298.25,1099,2020-11-12 21:00:00
193,NIKK225_i,25238.0,25282.0,25207.0,25302.0,25254.5,25263.666666666668,25268.25,25257.25,1044,2020-11-12 22:00:00
194,NIKK225_i,25332.0,25392.0,25332.0,25412.0,25372.0,25378.666666666668,25382.0,25367.0,621,2020-11-13 01:00:00
195,NIKK225_i,25402.0,25282.0,25282.0,25447.0,25364.5,25337.0,25323.25,25353.25,1664,2020-11-13 02:00:00
196,NIKK225_i,25282.0,25243.0,25232.0,25332.0,25282.0,25269.0,25262.5,25272.25,1218,2020-11-13 03:00:00
197,NIKK225_i,25243.0,25257.0,25197.0,25277.0,25237.0,25243.666666666668,25247.0,25243.5,1034,2020-11-13 04:00:00
198,NIKK225_i,25257.0,25272.0,25208.0,25297.0,25252.5,25259.0,25262.25,25258.5,757,2020-11-13 05:00:00
199,NIKK225_i,25272.0,25343.0,25247.0,25347.0,25297.0,25312.333333333332,25320.0,25302.25,705,2020-11-13 06:00:00
200,NIKK225_i,25347.0,25352.0,25292.0,25372.0,25332.0,25338.666666666668,25342.0,25340.75,1088,2020-11-13 07:00:00
201,NIKK225_i,25362.0,25367.0,25312.0,25387.0,25349.5,25355.333333333332,25358.25,25357.0,794,2020-11-13 08:00:00
202,NIKK225_i,25367.0,25392.0,25312.0,25397.0,25354.5,25367.0,25373.25,25367.0,856,2020-11-13 09:00:00
203,NIKK225_i,25392.0,25382.0,25362.0,25427.0,25394.5,25390.333333333332,25388.25,25390.75,992,2020-11-13 10:00:00
204,NIKK225_i,25382.0,25472.0,25377.0,25477.0,25427.0,25442.0,25449.5,25427.0,735,2020-11-13 11:00:00
205,NIKK225_i,25468.0,25497.0,25462.0,25507.0,25484.5,25488.666666666668,25490.75,25483.5,634,2020-11-13 12:00:00
