,AUDJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,AUDJPY_i,78.698,78.732,78.683,78.763,78.72300000000001,78.72600000000001,78.7275,78.71900000000001,860,2020-12-18 23:00:00
1,AUDJPY_i,78.536,78.627,78.452,78.797,78.6245,78.62533333333333,78.62575,78.603,1056,2020-12-21 00:00:00
2,AUDJPY_i,78.627,78.498,78.404,78.637,78.5205,78.51299999999999,78.50925,78.5415,1927,2020-12-21 01:00:00
3,AUDJPY_i,78.494,78.448,78.403,78.56,78.48150000000001,78.47033333333333,78.46475,78.47625,2261,2020-12-21 02:00:00
4,AUDJPY_i,78.448,78.365,78.282,78.533,78.4075,78.39333333333333,78.38625,78.407,2644,2020-12-21 03:00:00
5,AUDJPY_i,78.363,78.203,78.187,78.419,78.303,78.26966666666667,78.253,78.293,2556,2020-12-21 04:00:00
6,AUDJPY_i,78.203,78.256,78.202,78.297,78.2495,78.25166666666667,78.25274999999999,78.23949999999999,1705,2020-12-21 05:00:00
7,AUDJPY_i,78.256,78.242,78.22,78.301,78.26050000000001,78.25433333333335,78.25125000000001,78.25475,1434,2020-12-21 06:00:00
8,AUDJPY_i,78.242,78.242,78.168,78.263,78.2155,78.22433333333333,78.22875,78.22875,2228,2020-12-21 07:00:00
9,AUDJPY_i,78.242,78.19,78.136,78.242,78.189,78.18933333333332,78.1895,78.2025,1941,2020-12-21 08:00:00
10,AUDJPY_i,78.186,77.97,77.899,78.206,78.05250000000001,78.025,78.01125,78.06525,3182,2020-12-21 09:00:00
11,AUDJPY_i,77.966,78.066,77.93,78.099,78.0145,78.03166666666667,78.04025,78.01525,3983,2020-12-21 10:00:00
12,AUDJPY_i,78.066,77.761,77.724,78.066,77.89500000000001,77.85033333333334,77.828,77.90425,3130,2020-12-21 11:00:00
13,AUDJPY_i,77.763,77.705,77.477,77.764,77.62049999999999,77.64866666666666,77.66274999999999,77.67724999999999,5560,2020-12-21 12:00:00
14,AUDJPY_i,77.706,77.822,77.693,77.974,77.8335,77.82966666666667,77.82775000000001,77.79875,4045,2020-12-21 13:00:00
15,AUDJPY_i,77.822,77.829,77.822,77.914,77.868,77.855,77.8485,77.84675,3222,2020-12-21 14:00:00
16,AUDJPY_i,77.831,77.859,77.758,77.902,77.83,77.83966666666667,77.8445,77.8375,4120,2020-12-21 15:00:00
17,AUDJPY_i,77.86,78.027,77.853,78.077,77.965,77.98566666666666,77.996,77.95425,4373,2020-12-21 16:00:00
18,AUDJPY_i,78.028,78.202,77.985,78.227,78.106,78.13799999999999,78.154,78.1105,4443,2020-12-21 17:00:00
19,AUDJPY_i,78.202,78.336,78.182,78.367,78.2745,78.295,78.30525,78.27175,3318,2020-12-21 18:00:00
20,AUDJPY_i,78.335,78.324,78.299,78.376,78.3375,78.33300000000001,78.33075000000001,78.3335,2479,2020-12-21 19:00:00
21,AUDJPY_i,78.325,78.361,78.295,78.38,78.3375,78.34533333333333,78.34925,78.34025,1890,2020-12-21 20:00:00
22,AUDJPY_i,78.361,78.483,78.338,78.509,78.42349999999999,78.44333333333333,78.45325,78.42275,2402,2020-12-21 21:00:00
23,AUDJPY_i,78.487,78.347,78.319,78.49,78.4045,78.38533333333334,78.37575,78.41075000000001,1917,2020-12-21 22:00:00
24,AUDJPY_i,78.346,78.336,78.311,78.375,78.343,78.34066666666666,78.3395,78.342,1348,2020-12-21 23:00:00
25,AUDJPY_i,78.337,78.342,78.283,78.366,78.3245,78.33033333333333,78.33324999999999,78.332,837,2020-12-22 00:00:00
26,AUDJPY_i,78.333,78.269,78.248,78.403,78.3255,78.30666666666667,78.29725,78.31325000000001,1624,2020-12-22 01:00:00
27,AUDJPY_i,78.269,78.162,78.158,78.341,78.2495,78.22033333333333,78.20575,78.2325,2038,2020-12-22 02:00:00
28,AUDJPY_i,78.162,78.277,78.162,78.305,78.2335,78.248,78.25525,78.22650000000002,2118,2020-12-22 03:00:00
29,AUDJPY_i,78.277,78.255,78.236,78.313,78.2745,78.268,78.26474999999999,78.27025,1588,2020-12-22 04:00:00
30,AUDJPY_i,78.255,78.193,78.106,78.262,78.184,78.187,78.18849999999999,78.204,1567,2020-12-22 05:00:00
31,AUDJPY_i,78.193,78.154,78.126,78.219,78.1725,78.16633333333333,78.16325,78.173,1403,2020-12-22 06:00:00
32,AUDJPY_i,78.154,78.195,78.135,78.209,78.172,78.17966666666666,78.1835,78.17325,1756,2020-12-22 07:00:00
33,AUDJPY_i,78.196,78.07,78.056,78.255,78.15549999999999,78.127,78.11274999999999,78.14425,1728,2020-12-22 08:00:00
34,AUDJPY_i,78.075,78.093,78.034,78.184,78.10900000000001,78.10366666666668,78.10100000000001,78.0965,2665,2020-12-22 09:00:00
35,AUDJPY_i,78.095,78.087,78.033,78.163,78.098,78.09433333333334,78.0925,78.09450000000001,2467,2020-12-22 10:00:00
36,AUDJPY_i,78.087,77.84,77.834,78.105,77.96950000000001,77.92633333333335,77.90475,77.96650000000001,2570,2020-12-22 11:00:00
37,AUDJPY_i,77.843,78.02,77.842,78.022,77.932,77.96133333333334,77.976,77.93175000000001,2401,2020-12-22 12:00:00
38,AUDJPY_i,78.02,78.045,77.985,78.084,78.03450000000001,78.03800000000001,78.03975000000001,78.0335,1934,2020-12-22 13:00:00
39,AUDJPY_i,78.045,78.105,78.033,78.199,78.116,78.11233333333332,78.1105,78.0955,2339,2020-12-22 14:00:00
40,AUDJPY_i,78.105,78.134,78.066,78.157,78.1115,78.11900000000001,78.12275000000001,78.11550000000001,2226,2020-12-22 15:00:00
41,AUDJPY_i,78.136,78.0,77.929,78.191,78.06,78.04,78.03,78.064,2902,2020-12-22 16:00:00
42,AUDJPY_i,78.005,77.956,77.933,78.117,78.025,78.00200000000001,77.99050000000001,78.00275,4070,2020-12-22 17:00:00
43,AUDJPY_i,77.956,78.02,77.949,78.114,78.0315,78.02766666666666,78.02574999999999,78.00975,3696,2020-12-22 18:00:00
44,AUDJPY_i,78.02,78.045,78.018,78.071,78.0445,78.04466666666667,78.04475000000001,78.0385,2127,2020-12-22 19:00:00
