,AUDNZD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,AUDNZD_i,1.06761,1.06705,1.06686,1.06783,1.067345,1.0672466666666667,1.0671975,1.0673375,653,2020-12-18 23:00:00
1,AUDNZD_i,1.06629,1.06683,1.06589,1.06769,1.0667900000000001,1.0668033333333333,1.06681,1.066675,932,2020-12-21 00:00:00
2,AUDNZD_i,1.06683,1.06776,1.06587,1.06829,1.06708,1.0673066666666668,1.06742,1.0671875000000002,1470,2020-12-21 01:00:00
3,AUDNZD_i,1.06773,1.06914,1.06773,1.06918,1.0684550000000002,1.0686833333333334,1.0687975,1.068445,1661,2020-12-21 02:00:00
4,AUDNZD_i,1.06914,1.06822,1.06805,1.06972,1.0688849999999999,1.0686633333333333,1.0685525,1.0687825,2011,2020-12-21 03:00:00
5,AUDNZD_i,1.06824,1.06745,1.06731,1.0691,1.0682049999999998,1.0679533333333333,1.0678275,1.068025,2284,2020-12-21 04:00:00
6,AUDNZD_i,1.06744,1.06699,1.06697,1.0679400000000001,1.067455,1.0673000000000001,1.0672225000000002,1.067335,1287,2020-12-21 05:00:00
7,AUDNZD_i,1.06699,1.06638,1.06612,1.06704,1.06658,1.0665133333333334,1.06648,1.0666325,1104,2020-12-21 06:00:00
8,AUDNZD_i,1.06638,1.06646,1.06613,1.06698,1.0665550000000001,1.0665233333333335,1.0665075000000002,1.0664875,1557,2020-12-21 07:00:00
9,AUDNZD_i,1.0665,1.06623,1.0661,1.06666,1.06638,1.06633,1.066305,1.0663725,1878,2020-12-21 08:00:00
10,AUDNZD_i,1.06623,1.06752,1.06565,1.0676,1.0666250000000002,1.0669233333333334,1.0670725,1.06675,2935,2020-12-21 09:00:00
11,AUDNZD_i,1.06752,1.06925,1.06732,1.06927,1.068295,1.0686133333333334,1.0687725000000001,1.06834,3637,2020-12-21 10:00:00
12,AUDNZD_i,1.06924,1.06743,1.06712,1.06969,1.068405,1.0680800000000001,1.0679175,1.06837,2631,2020-12-21 11:00:00
13,AUDNZD_i,1.06738,1.06676,1.06492,1.06756,1.06624,1.0664133333333334,1.0665,1.066655,4751,2020-12-21 12:00:00
14,AUDNZD_i,1.06675,1.06691,1.0667,1.06844,1.06757,1.06735,1.06724,1.0672,3573,2020-12-21 13:00:00
15,AUDNZD_i,1.06693,1.06808,1.06691,1.06847,1.06769,1.06782,1.067885,1.0675975,2861,2020-12-21 14:00:00
16,AUDNZD_i,1.06804,1.06883,1.06764,1.06911,1.068375,1.0685266666666668,1.0686025000000001,1.068405,3634,2020-12-21 15:00:00
17,AUDNZD_i,1.06879,1.06823,1.06818,1.06921,1.068695,1.0685399999999998,1.0684624999999999,1.0686025,4010,2020-12-21 16:00:00
18,AUDNZD_i,1.06823,1.06984,1.06795,1.06998,1.068965,1.0692566666666667,1.0694025,1.069,4454,2020-12-21 17:00:00
19,AUDNZD_i,1.06984,1.06866,1.0684,1.06997,1.069185,1.06901,1.0689225,1.0692175,2850,2020-12-21 18:00:00
20,AUDNZD_i,1.06864,1.06782,1.06766,1.0689899999999999,1.068325,1.0681566666666666,1.0680725,1.0682775,2809,2020-12-21 19:00:00
21,AUDNZD_i,1.06785,1.06738,1.06731,1.06804,1.067675,1.0675766666666666,1.0675275,1.067645,1758,2020-12-21 20:00:00
22,AUDNZD_i,1.06738,1.06813,1.06708,1.06879,1.0679349999999999,1.0679999999999998,1.0680325,1.067845,2309,2020-12-21 21:00:00
23,AUDNZD_i,1.06815,1.06782,1.06728,1.06825,1.067765,1.0677833333333335,1.0677925000000001,1.0678750000000001,1804,2020-12-21 22:00:00
24,AUDNZD_i,1.06782,1.06732,1.06732,1.06843,1.067875,1.06769,1.0675975,1.0677225,1132,2020-12-21 23:00:00
25,AUDNZD_i,1.06788,1.06744,1.06583,1.06796,1.0668950000000001,1.0670766666666667,1.0671675,1.0672775,745,2020-12-22 00:00:00
26,AUDNZD_i,1.06744,1.06731,1.06679,1.06807,1.0674299999999999,1.0673899999999998,1.06737,1.0674025,1836,2020-12-22 01:00:00
27,AUDNZD_i,1.06731,1.06778,1.06707,1.06847,1.0677699999999999,1.0677733333333332,1.067775,1.0676575,1851,2020-12-22 02:00:00
28,AUDNZD_i,1.06778,1.06909,1.06778,1.06925,1.068515,1.0687066666666667,1.0688025,1.068475,1834,2020-12-22 03:00:00
29,AUDNZD_i,1.06909,1.06935,1.06903,1.06964,1.069335,1.06934,1.0693424999999999,1.0692775,1400,2020-12-22 04:00:00
30,AUDNZD_i,1.06932,1.07044,1.06924,1.07063,1.069935,1.0701033333333334,1.0701875,1.0699075,1387,2020-12-22 05:00:00
31,AUDNZD_i,1.07044,1.07065,1.07038,1.07116,1.07077,1.07073,1.07071,1.0706575,977,2020-12-22 06:00:00
32,AUDNZD_i,1.07066,1.07046,1.07044,1.07087,1.070655,1.07059,1.0705574999999998,1.0706075,1145,2020-12-22 07:00:00
33,AUDNZD_i,1.07046,1.06975,1.06966,1.07119,1.0704250000000002,1.0702,1.0700875,1.070265,1413,2020-12-22 08:00:00
34,AUDNZD_i,1.06975,1.06945,1.06929,1.06993,1.06961,1.0695566666666665,1.0695299999999999,1.069605,2083,2020-12-22 09:00:00
35,AUDNZD_i,1.06946,1.0678,1.06763,1.06961,1.0686200000000001,1.0683466666666668,1.06821,1.0686250000000002,1844,2020-12-22 10:00:00
36,AUDNZD_i,1.0678,1.06891,1.06763,1.0692,1.068415,1.0685799999999999,1.0686624999999998,1.068385,2419,2020-12-22 11:00:00
37,AUDNZD_i,1.06892,1.06928,1.06888,1.07002,1.06945,1.0693933333333334,1.069365,1.069275,2542,2020-12-22 12:00:00
38,AUDNZD_i,1.06928,1.06926,1.06897,1.07005,1.06951,1.0694266666666667,1.069385,1.06939,1698,2020-12-22 13:00:00
39,AUDNZD_i,1.06922,1.06845,1.06835,1.06993,1.06914,1.06891,1.068795,1.0689875,1991,2020-12-22 14:00:00
40,AUDNZD_i,1.06845,1.06907,1.06755,1.06925,1.0684,1.0686233333333333,1.068735,1.0685799999999999,1789,2020-12-22 15:00:00
41,AUDNZD_i,1.06908,1.06927,1.0674,1.06941,1.0684049999999998,1.0686933333333333,1.0688374999999999,1.06879,2730,2020-12-22 16:00:00
42,AUDNZD_i,1.06945,1.06855,1.06851,1.07012,1.069315,1.0690600000000001,1.0689325,1.0691575,3888,2020-12-22 17:00:00
43,AUDNZD_i,1.06855,1.06929,1.0685,1.06992,1.06921,1.0692366666666666,1.06925,1.0690650000000002,3898,2020-12-22 18:00:00
44,AUDNZD_i,1.06929,1.06903,1.06892,1.06948,1.0692,1.0691433333333331,1.0691149999999998,1.0691799999999998,2519,2020-12-22 19:00:00
45,AUDNZD_i,1.06905,1.06868,1.06863,1.06977,1.0692,1.0690266666666666,1.06894,1.0690325,1773,2020-12-22 20:00:00
46,AUDNZD_i,1.06867,1.06907,1.06813,1.06907,1.0686,1.0687566666666666,1.068835,1.068735,1902,2020-12-22 21:00:00
47,AUDNZD_i,1.06903,1.06825,1.0682,1.06913,1.068665,1.0685266666666666,1.0684575,1.0686525,1910,2020-12-22 22:00:00
48,AUDNZD_i,1.06833,1.06792,1.0679,1.06876,1.06833,1.0681933333333333,1.068125,1.0682274999999999,1534,2020-12-22 23:00:00
