,GER40_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
31,GER40_i,13215.0,13216.4,13214.4,13219.0,13216.7,13216.6,13216.550000000001,13216.2,858,2019-12-19 21:00:00
32,GER40_i,13216.9,13217.5,13215.4,13219.0,13217.2,13217.300000000001,13217.35,13217.2,462,2019-12-19 22:00:00
33,GER40_i,13197.2,13217.1,13192.6,13217.1,13204.85,13208.933333333334,13210.975,13206.0,1510,2019-12-20 09:00:00
34,GER40_i,13217.1,13269.2,13205.2,13293.2,13249.2,13255.866666666669,13259.2,13246.175000000001,6947,2019-12-20 10:00:00
35,GER40_i,13269.6,13238.6,13219.1,13274.2,13246.650000000001,13243.966666666667,13242.625,13250.375,4960,2019-12-20 11:00:00
36,GER40_i,13238.7,13298.7,13236.1,13319.7,13277.900000000001,13284.833333333334,13288.3,13273.3,5472,2019-12-20 12:00:00
37,GER40_i,13299.2,13314.2,13284.1,13319.2,13301.650000000001,13305.833333333334,13307.925,13304.175,4452,2019-12-20 13:00:00
38,GER40_i,13313.1,13291.2,13275.7,13315.1,13295.400000000001,13294.0,13293.3,13298.775,4002,2019-12-20 14:00:00
39,GER40_i,13291.2,13288.2,13278.7,13298.2,13288.45,13288.366666666669,13288.325,13289.075,3105,2019-12-20 15:00:00
40,GER40_i,13288.2,13291.7,13278.1,13322.2,13300.150000000001,13297.333333333334,13295.925,13295.05,4069,2019-12-20 16:00:00
41,GER40_i,13291.2,13299.1,13281.6,13308.1,13294.85,13296.266666666668,13296.975,13295.0,3617,2019-12-20 17:00:00
42,GER40_i,13297.6,13310.8,13289.8,13323.0,13306.4,13307.866666666667,13308.599999999999,13305.3,3008,2019-12-20 18:00:00
43,GER40_i,13310.3,13319.5,13309.3,13322.5,13315.9,13317.1,13317.7,13315.400000000001,1323,2019-12-20 19:00:00
44,GER40_i,13319.1,13319.3,13316.6,13324.8,13320.7,13320.233333333332,13320.0,13319.949999999999,944,2019-12-20 20:00:00
45,GER40_i,13318.8,13315.8,13311.3,13319.3,13315.3,13315.466666666665,13315.55,13316.3,704,2019-12-20 21:00:00
46,GER40_i,13315.8,13307.8,13305.8,13315.8,13310.8,13309.799999999997,13309.3,13311.3,450,2019-12-20 22:00:00
47,GER40_i,13294.0,13300.9,13285.4,13303.0,13294.2,13296.433333333334,13297.550000000001,13295.825,1111,2019-12-23 09:00:00
48,GER40_i,13301.9,13305.0,13298.4,13332.0,13315.2,13311.800000000001,13310.1,13309.325,5168,2019-12-23 10:00:00
49,GER40_i,13305.0,13297.4,13293.4,13327.4,13310.4,13306.066666666666,13303.9,13305.8,4557,2019-12-23 11:00:00
50,GER40_i,13297.5,13287.5,13282.9,13304.0,13293.45,13291.466666666667,13290.475,13292.975,2735,2019-12-23 12:00:00
51,GER40_i,13288.9,13299.0,13284.5,13303.9,13294.2,13295.800000000001,13296.6,13294.075,2299,2019-12-23 13:00:00
52,GER40_i,13299.0,13301.5,13292.0,13306.5,13299.25,13300.0,13300.375,13299.75,1926,2019-12-23 14:00:00
53,GER40_i,13301.5,13290.5,13287.9,13309.0,13298.45,13295.800000000001,13294.475,13297.225,2115,2019-12-23 15:00:00
54,GER40_i,13290.9,13288.0,13285.4,13296.4,13290.9,13289.933333333334,13289.45,13290.175000000001,2414,2019-12-23 16:00:00
55,GER40_i,13289.5,13294.5,13282.5,13296.9,13289.7,13291.300000000001,13292.1,13290.85,2081,2019-12-23 17:00:00
56,GER40_i,13294.5,13294.5,13292.4,13302.0,13297.2,13296.300000000001,13295.85,13295.85,1631,2019-12-23 18:00:00
57,GER40_i,13294.5,13297.5,13293.9,13298.5,13296.2,13296.633333333333,13296.85,13296.1,901,2019-12-23 19:00:00
58,GER40_i,13297.5,13296.5,13294.9,13299.0,13296.95,13296.800000000001,13296.725,13296.975,750,2019-12-23 20:00:00
59,GER40_i,13296.9,13298.4,13294.9,13301.0,13297.95,13298.1,13298.175000000001,13297.800000000001,876,2019-12-23 21:00:00
60,GER40_i,13298.5,13295.5,13293.5,13299.5,13296.5,13296.166666666666,13296.0,13296.75,380,2019-12-23 22:00:00
61,GER40_i,13354.0,13350.0,13349.1,13358.1,13353.6,13352.4,13351.8,13352.8,1197,2019-12-27 09:00:00
62,GER40_i,13349.5,13350.0,13337.0,13370.1,13353.55,13352.366666666667,13351.775,13351.65,5790,2019-12-27 10:00:00
63,GER40_i,13350.6,13336.5,13315.2,13350.6,13332.900000000001,13334.1,13334.7,13338.225,3351,2019-12-27 11:00:00
64,GER40_i,13336.5,13345.6,13326.5,13355.6,13341.05,13342.566666666666,13343.324999999999,13341.05,2722,2019-12-27 12:00:00
65,GER40_i,13345.6,13377.1,13345.0,13378.6,13361.8,13366.9,13369.449999999999,13361.574999999999,2736,2019-12-27 13:00:00
66,GER40_i,13376.0,13371.5,13366.5,13377.1,13371.8,13371.699999999999,13371.65,13372.775,1898,2019-12-27 14:00:00
67,GER40_i,13372.0,13356.0,13352.0,13373.6,13362.8,13360.533333333333,13359.4,13363.4,1882,2019-12-27 15:00:00
68,GER40_i,13356.1,13330.1,13328.5,13366.1,13347.3,13341.566666666666,13338.699999999999,13345.199999999999,2682,2019-12-27 16:00:00
69,GER40_i,13330.1,13329.6,13302.0,13335.0,13318.5,13322.199999999999,13324.05,13324.175,3244,2019-12-27 17:00:00
70,GER40_i,13329.0,13322.2,13316.5,13332.1,13324.3,13323.6,13323.25,13324.95,2254,2019-12-27 18:00:00
71,GER40_i,13322.2,13314.3,13304.1,13324.2,13314.150000000001,13314.200000000003,13314.225000000002,13316.2,1277,2019-12-27 19:00:00
72,GER40_i,13314.3,13302.4,13299.4,13316.4,13307.9,13306.066666666666,13305.15,13308.125,1085,2019-12-27 20:00:00
73,GER40_i,13302.9,13302.4,13298.4,13305.9,13302.15,13302.233333333332,13302.275,13302.4,1002,2019-12-27 21:00:00
74,GER40_i,13301.9,13299.9,13292.9,13305.4,13299.15,13299.4,13299.525,13300.025,655,2019-12-27 22:00:00
75,GER40_i,13295.3,13294.3,13287.8,13295.8,13291.8,13292.633333333331,13293.05,13293.3,908,2019-12-30 09:00:00
76,GER40_i,13294.3,13282.3,13267.8,13312.3,13290.05,13287.466666666665,13286.175,13289.175,5665,2019-12-30 10:00:00
77,GER40_i,13282.3,13263.6,13239.3,13283.3,13261.3,13262.066666666666,13262.449999999999,13267.125,4001,2019-12-30 11:00:00
78,GER40_i,13264.1,13251.9,13241.2,13264.9,13253.05,13252.666666666666,13252.475,13255.525,2968,2019-12-30 12:00:00
79,GER40_i,13251.4,13260.4,13245.9,13267.4,13256.65,13257.9,13258.525,13256.275,2890,2019-12-30 13:00:00
80,GER40_i,13259.9,13246.4,13246.4,13269.4,13257.9,13254.066666666666,13252.15,13255.525,2195,2019-12-30 14:00:00
81,GER40_i,13247.4,13259.9,13243.9,13266.4,13255.15,13256.733333333332,13257.525,13254.4,2340,2019-12-30 15:00:00
82,GER40_i,13259.9,13187.3,13176.8,13259.9,13218.349999999999,13208.0,13202.825,13220.975,4400,2019-12-30 16:00:00
83,GER40_i,13185.3,13152.0,13131.8,13192.8,13162.3,13158.866666666667,13157.15,13165.474999999999,5931,2019-12-30 17:00:00
84,GER40_i,13152.0,13134.6,13118.6,13155.0,13136.8,13136.066666666666,13135.699999999999,13140.05,3985,2019-12-30 18:00:00
85,GER40_i,13134.6,13145.6,13132.1,13154.6,13143.35,13144.1,13144.475,13141.725,1922,2019-12-30 19:00:00
86,GER40_i,13145.6,13144.6,13135.6,13150.6,13143.1,13143.6,13143.85,13144.1,1455,2019-12-30 20:00:00
87,GER40_i,13145.1,13127.1,13126.1,13145.1,13135.6,13132.766666666668,13131.35,13135.85,1435,2019-12-30 21:00:00
88,GER40_i,13126.6,13138.6,13125.6,13142.1,13133.85,13135.433333333334,13136.225,13133.225,825,2019-12-30 22:00:00
89,GER40_i,13230.2,13225.2,13212.7,13235.2,13223.95,13224.366666666669,13224.575,13225.825,1924,2020-01-02 09:00:00
90,GER40_i,13225.7,13325.7,13217.7,13334.2,13275.95,13292.533333333335,13300.825,13275.825,7233,2020-01-02 10:00:00
91,GER40_i,13326.2,13354.2,13319.2,13368.2,13343.7,13347.200000000003,13348.95,13341.95,4935,2020-01-02 11:00:00
92,GER40_i,13354.2,13352.7,13345.2,13370.2,13357.7,13356.033333333335,13355.2,13355.575,3791,2020-01-02 12:00:00
93,GER40_i,13353.2,13350.2,13332.7,13354.7,13343.7,13345.866666666669,13346.95,13347.7,2640,2020-01-02 13:00:00
94,GER40_i,13350.7,13361.2,13350.2,13370.2,13360.2,13360.533333333335,13360.7,13358.075,2325,2020-01-02 14:00:00
95,GER40_i,13361.2,13379.2,13360.2,13382.5,13371.35,13373.966666666667,13375.275000000001,13370.775000000001,2531,2020-01-02 15:00:00
96,GER40_i,13378.7,13394.2,13370.2,13396.7,13383.45,13387.033333333335,13388.825,13384.95,3605,2020-01-02 16:00:00
97,GER40_i,13394.7,13413.2,13374.7,13424.2,13399.45,13404.033333333335,13406.325,13401.7,4538,2020-01-02 17:00:00
98,GER40_i,13413.3,13406.8,13378.5,13414.7,13396.6,13400.0,13401.7,13403.325,3395,2020-01-02 18:00:00
99,GER40_i,13406.8,13398.1,13396.1,13410.4,13403.25,13401.533333333333,13400.675,13402.849999999999,1474,2020-01-02 19:00:00
100,GER40_i,13397.6,13394.2,13387.5,13397.6,13392.55,13393.1,13393.375,13394.225,1217,2020-01-02 20:00:00
101,GER40_i,13394.5,13407.2,13393.6,13409.6,13401.6,13403.466666666667,13404.400000000001,13401.225,1188,2020-01-02 21:00:00
102,GER40_i,13407.1,13418.5,13406.7,13418.6,13412.650000000001,13414.6,13415.575,13412.725,560,2020-01-02 22:00:00
103,GER40_i,13307.0,13287.7,13278.7,13311.0,13294.85,13292.466666666667,13291.275000000001,13296.1,2300,2020-01-03 09:00:00
104,GER40_i,13285.2,13211.1,13209.5,13287.2,13248.35,13235.933333333334,13229.725,13248.25,7590,2020-01-03 10:00:00
105,GER40_i,13210.5,13188.4,13169.7,13212.0,13190.85,13190.033333333333,13189.625,13195.15,5816,2020-01-03 11:00:00
106,GER40_i,13188.4,13132.0,13124.9,13201.0,13162.95,13152.633333333333,13147.475,13161.575,4790,2020-01-03 12:00:00
107,GER40_i,13131.4,13123.6,13123.6,13163.6,13143.6,13136.933333333334,13133.6,13135.550000000001,3952,2020-01-03 13:00:00
108,GER40_i,13124.0,13160.6,13118.2,13163.1,13140.650000000001,13147.300000000001,13150.625,13141.475,3711,2020-01-03 14:00:00
109,GER40_i,13161.0,13194.6,13159.2,13213.0,13186.1,13188.933333333334,13190.35,13181.95,4270,2020-01-03 15:00:00
110,GER40_i,13194.0,13227.2,13178.5,13246.8,13212.65,13217.5,13219.925,13211.625,5259,2020-01-03 16:00:00
111,GER40_i,13195.1,13211.1,13180.8,13223.3,13202.05,13205.066666666666,13206.574999999999,13202.574999999999,5750,2020-01-03 17:00:00
112,GER40_i,13210.7,13208.8,13195.8,13218.2,13207.0,13207.6,13207.900000000001,13208.375,3756,2020-01-03 18:00:00
113,GER40_i,13208.7,13212.2,13206.7,13221.2,13213.95,13213.366666666669,13213.075,13212.2,2168,2020-01-03 19:00:00
114,GER40_i,13212.3,13191.2,13164.3,13214.7,13189.5,13190.066666666666,13190.349999999999,13195.625,3279,2020-01-03 20:00:00
115,GER40_i,13190.8,13192.4,13180.2,13197.2,13188.7,13189.933333333334,13190.550000000001,13190.150000000001,2466,2020-01-03 21:00:00
116,GER40_i,13192.3,13173.7,13173.1,13197.7,13185.400000000001,13181.5,13179.55,13184.2,1465,2020-01-03 22:00:00
117,GER40_i,13105.4,13097.2,13095.7,13124.9,13110.3,13105.933333333334,13103.75,13105.800000000001,2121,2020-01-06 09:00:00
118,GER40_i,13099.7,12961.8,12960.8,13108.8,13034.8,13010.466666666665,12998.3,13032.774999999998,8999,2020-01-06 10:00:00
119,GER40_i,12961.8,12978.9,12947.4,12995.4,12971.4,12973.9,12975.15,12970.875,5944,2020-01-06 11:00:00
120,GER40_i,12979.3,13005.4,12972.9,13014.3,12993.599999999999,12997.533333333333,12999.5,12992.974999999999,4190,2020-01-06 12:00:00
121,GER40_i,13005.4,13010.9,12990.9,13017.4,13004.15,13006.4,13007.525,13006.15,3969,2020-01-06 13:00:00
122,GER40_i,13011.3,13046.4,13006.8,13054.9,13030.849999999999,13036.033333333333,13038.625,13029.849999999999,3142,2020-01-06 14:00:00
123,GER40_i,13046.4,13049.8,13030.4,13049.8,13040.099999999999,13043.333333333334,13044.95,13044.1,2849,2020-01-06 15:00:00
124,GER40_i,13048.8,13086.7,13041.3,13091.2,13066.25,13073.066666666666,13076.474999999999,13067.0,3985,2020-01-06 16:00:00
125,GER40_i,13087.2,13121.5,13079.7,13145.6,13112.650000000001,13115.6,13117.075,13108.5,4875,2020-01-06 17:00:00
126,GER40_i,13122.0,13125.0,13117.5,13144.5,13131.0,13129.0,13128.0,13127.25,3720,2020-01-06 18:00:00
127,GER40_i,13125.0,13128.0,13123.0,13135.5,13129.25,13128.833333333334,13128.625,13127.875,1691,2020-01-06 19:00:00
128,GER40_i,13127.5,13145.0,13127.0,13146.0,13136.5,13139.333333333334,13140.75,13136.375,1385,2020-01-06 20:00:00
129,GER40_i,13144.5,13150.0,13139.5,13156.0,13147.75,13148.5,13148.875,13147.5,1486,2020-01-06 21:00:00
130,GER40_i,13150.0,13149.0,13147.0,13158.0,13152.5,13151.333333333334,13150.75,13151.0,810,2020-01-06 22:00:00
131,GER40_i,13180.6,13173.9,13150.3,13184.8,13167.55,13169.666666666666,13170.725,13172.4,3811,2020-01-07 09:00:00
132,GER40_i,13173.4,13252.9,13173.4,13268.8,13221.099999999999,13231.699999999999,13237.0,13217.125,7777,2020-01-07 10:00:00
133,GER40_i,13253.4,13250.4,13212.5,13258.9,13235.7,13240.6,13243.050000000001,13243.800000000001,5141,2020-01-07 11:00:00
134,GER40_i,13250.4,13277.6,13233.8,13283.0,13258.4,13264.800000000001,13268.0,13261.2,5426,2020-01-07 12:00:00
135,GER40_i,13277.6,13252.0,13247.5,13286.5,13267.0,13262.0,13259.5,13265.9,3672,2020-01-07 13:00:00
136,GER40_i,13251.5,13244.0,13232.0,13256.1,13244.05,13244.033333333333,13244.025,13245.9,3383,2020-01-07 14:00:00
137,GER40_i,13244.5,13218.5,13212.0,13246.6,13229.3,13225.699999999999,13223.9,13230.4,3976,2020-01-07 15:00:00
138,GER40_i,13218.6,13197.1,13167.5,13226.1,13196.8,13196.9,13196.949999999999,13202.324999999999,5317,2020-01-07 16:00:00
139,GER40_i,13200.0,13228.1,13194.5,13236.5,13215.5,13219.699999999999,13221.8,13214.775,6007,2020-01-07 17:00:00
140,GER40_i,13228.5,13214.6,13213.0,13237.6,13225.3,13221.733333333332,13219.949999999999,13223.425,3388,2020-01-07 18:00:00
141,GER40_i,13215.1,13215.1,13208.5,13220.6,13214.55,13214.733333333332,13214.824999999999,13214.824999999999,1806,2020-01-07 19:00:00
142,GER40_i,13215.1,13216.6,13209.0,13217.6,13213.3,13214.4,13214.949999999999,13214.574999999999,1152,2020-01-07 20:00:00
143,GER40_i,13216.6,13202.6,13193.0,13217.0,13205.0,13204.199999999999,13203.8,13207.3,1900,2020-01-07 21:00:00
144,GER40_i,13202.6,13209.5,13202.0,13210.1,13206.05,13207.199999999999,13207.775,13206.05,704,2020-01-07 22:00:00
145,GER40_i,13129.1,13146.1,13128.1,13167.6,13147.85,13147.266666666668,13146.975,13142.725,2940,2020-01-08 09:00:00
146,GER40_i,13145.1,13139.6,13106.1,13174.6,13140.35,13140.1,13139.975,13141.35,10392,2020-01-08 10:00:00
147,GER40_i,13140.1,13150.2,13129.1,13162.6,13145.85,13147.300000000001,13148.025000000001,13145.5,5302,2020-01-08 11:00:00
148,GER40_i,13150.2,13202.1,13146.6,13213.1,13179.85,13187.266666666668,13190.975,13178.0,4809,2020-01-08 12:00:00
149,GER40_i,13201.6,13243.6,13194.6,13256.1,13225.35,13231.433333333334,13234.475,13223.975,4791,2020-01-08 13:00:00
150,GER40_i,13243.1,13270.1,13241.1,13276.6,13258.85,13262.6,13264.475,13257.725,4115,2020-01-08 14:00:00
151,GER40_i,13270.6,13259.5,13233.5,13325.1,13279.3,13272.699999999999,13269.4,13272.175,5979,2020-01-08 15:00:00
152,GER40_i,13259.0,13295.5,13254.0,13302.0,13278.0,13283.833333333334,13286.75,13277.625,4975,2020-01-08 16:00:00
153,GER40_i,13295.5,13317.5,13293.0,13341.0,13317.0,13317.166666666666,13317.25,13311.75,5400,2020-01-08 17:00:00
154,GER40_i,13316.5,13381.0,13289.5,13396.0,13342.75,13355.5,13361.875,13345.75,6894,2020-01-08 18:00:00
155,GER40_i,13380.5,13387.0,13374.5,13395.0,13384.75,13385.5,13385.875,13384.25,3005,2020-01-08 19:00:00
156,GER40_i,13387.5,13385.5,13382.5,13392.0,13387.25,13386.666666666666,13386.375,13386.875,1720,2020-01-08 20:00:00
157,GER40_i,13386.0,13400.0,13385.5,13400.5,13393.0,13395.333333333334,13396.5,13393.0,1363,2020-01-08 21:00:00
158,GER40_i,13399.5,13404.9,13396.0,13405.9,13400.95,13402.266666666668,13402.925000000001,13401.575,731,2020-01-08 22:00:00
159,GER40_i,13447.9,13461.9,13441.4,13473.9,13457.65,13459.066666666666,13459.775,13456.275,2141,2020-01-09 09:00:00
160,GER40_i,13463.3,13505.6,13452.9,13527.9,13490.4,13495.466666666667,13498.0,13487.425,7120,2020-01-09 10:00:00
161,GER40_i,13505.7,13487.6,13475.2,13521.2,13498.2,13494.666666666666,13492.9,13497.425,5103,2020-01-09 11:00:00
162,GER40_i,13485.6,13475.6,13471.6,13508.1,13489.85,13485.1,13482.725,13485.225,3565,2020-01-09 12:00:00
163,GER40_i,13476.1,13496.6,13474.6,13499.1,13486.85,13490.1,13491.725,13486.6,2910,2020-01-09 13:00:00
164,GER40_i,13496.6,13476.6,13459.9,13498.1,13479.0,13478.199999999999,13477.8,13482.8,4067,2020-01-09 14:00:00
165,GER40_i,13475.1,13488.5,13470.6,13495.5,13483.05,13484.866666666667,13485.775,13482.425,3009,2020-01-09 15:00:00
166,GER40_i,13488.5,13500.0,13480.5,13512.5,13496.5,13497.666666666666,13498.25,13495.375,4220,2020-01-09 16:00:00
167,GER40_i,13499.5,13521.5,13489.0,13530.5,13509.75,13513.666666666666,13515.625,13510.125,3756,2020-01-09 17:00:00
168,GER40_i,13522.0,13504.0,13483.0,13523.5,13503.25,13503.5,13503.625,13508.125,3465,2020-01-09 18:00:00
169,GER40_i,13504.5,13498.5,13474.9,13507.5,13491.2,13493.633333333333,13494.85,13496.35,2466,2020-01-09 19:00:00
170,GER40_i,13499.0,13494.5,13483.5,13500.0,13491.75,13492.666666666666,13493.125,13494.25,2545,2020-01-09 20:00:00
171,GER40_i,13494.5,13506.5,13494.0,13513.5,13503.75,13504.666666666666,13505.125,13502.125,1609,2020-01-09 21:00:00
172,GER40_i,13506.0,13505.0,13498.5,13507.5,13503.0,13503.666666666666,13504.0,13504.25,802,2020-01-09 22:00:00
173,GER40_i,13527.1,13533.8,13524.9,13541.9,13533.4,13533.533333333333,13533.599999999999,13531.925,1261,2020-01-10 09:00:00
174,GER40_i,13532.8,13509.8,13495.7,13547.2,13521.45,13517.566666666666,13515.625,13521.375,5488,2020-01-10 10:00:00
175,GER40_i,13510.2,13535.8,13501.2,13537.3,13519.25,13524.766666666668,13527.525000000001,13521.125,3222,2020-01-10 11:00:00
176,GER40_i,13536.2,13526.7,13524.2,13541.2,13532.7,13530.700000000003,13529.7,13532.075,2889,2020-01-10 12:00:00
177,GER40_i,13526.2,13533.3,13525.2,13554.7,13539.95,13537.733333333332,13536.625,13534.849999999999,2412,2020-01-10 13:00:00
178,GER40_i,13533.3,13528.3,13525.7,13538.3,13532.0,13530.766666666668,13530.150000000001,13531.400000000001,1877,2020-01-10 14:00:00
179,GER40_i,13528.7,13529.7,13507.3,13535.3,13521.3,13524.1,13525.5,13525.25,3754,2020-01-10 15:00:00
180,GER40_i,13530.2,13544.2,13521.2,13552.2,13536.7,13539.200000000003,13540.45,13536.95,4092,2020-01-10 16:00:00
181,GER40_i,13544.3,13517.2,13512.7,13548.3,13530.5,13526.066666666666,13523.849999999999,13530.625,2826,2020-01-10 17:00:00
182,GER40_i,13517.7,13493.8,13484.9,13527.8,13506.349999999999,13502.166666666666,13500.075,13506.05,3266,2020-01-10 18:00:00
183,GER40_i,13493.8,13494.7,13473.2,13500.8,13487.0,13489.566666666666,13490.849999999999,13490.625,2544,2020-01-10 19:00:00
184,GER40_i,13494.3,13491.9,13491.9,13501.8,13496.849999999999,13495.199999999999,13494.375,13494.974999999999,1128,2020-01-10 20:00:00
185,GER40_i,13491.9,13479.0,13472.8,13493.0,13482.9,13481.6,13480.95,13484.175000000001,1537,2020-01-10 21:00:00
186,GER40_i,13478.4,13462.3,13459.8,13479.3,13469.55,13467.133333333331,13465.925,13469.949999999999,1174,2020-01-10 22:00:00
187,GER40_i,13517.1,13520.6,13509.0,13521.1,13515.05,13516.9,13517.824999999999,13516.949999999999,1227,2020-01-13 09:00:00
188,GER40_i,13521.1,13509.0,13501.1,13535.5,13518.3,13515.199999999999,13513.65,13516.675,5633,2020-01-13 10:00:00
189,GER40_i,13508.6,13509.1,13478.0,13515.6,13496.8,13500.9,13502.949999999999,13502.824999999999,5058,2020-01-13 11:00:00
190,GER40_i,13508.6,13495.1,13481.5,13510.5,13496.0,13495.699999999999,13495.55,13498.925,3161,2020-01-13 12:00:00
191,GER40_i,13495.6,13432.0,13428.6,13497.6,13463.1,13452.733333333332,13447.55,13463.449999999999,3698,2020-01-13 13:00:00
192,GER40_i,13432.1,13473.0,13429.0,13480.6,13454.8,13460.866666666667,13463.9,13453.675,3408,2020-01-13 14:00:00
193,GER40_i,13473.1,13455.5,13445.0,13485.6,13465.3,13462.033333333333,13460.4,13464.8,3248,2020-01-13 15:00:00
194,GER40_i,13455.1,13442.1,13407.0,13459.1,13433.05,13436.066666666666,13437.574999999999,13440.824999999999,5419,2020-01-13 16:00:00
195,GER40_i,13440.5,13448.6,13423.1,13451.6,13437.35,13441.1,13442.975,13440.95,4827,2020-01-13 17:00:00
196,GER40_i,13449.1,13455.1,13430.6,13456.6,13443.6,13447.433333333334,13449.35,13447.85,3770,2020-01-13 18:00:00
197,GER40_i,13454.1,13463.1,13454.1,13469.6,13461.85,13462.266666666668,13462.475,13460.225,1955,2020-01-13 19:00:00
198,GER40_i,13463.1,13451.0,13450.6,13464.6,13457.6,13455.4,13454.3,13457.324999999999,1263,2020-01-13 20:00:00
199,GER40_i,13451.1,13466.5,13448.5,13467.6,13458.05,13460.866666666667,13462.275,13458.425,1311,2020-01-13 21:00:00
200,GER40_i,13466.5,13458.1,13456.0,13468.6,13462.3,13460.9,13460.199999999999,13462.3,665,2020-01-13 22:00:00
201,GER40_i,13458.6,13450.5,13447.5,13463.1,13455.3,13453.699999999999,13452.9,13454.925,1379,2020-01-14 09:00:00
202,GER40_i,13449.5,13450.6,13366.0,13457.5,13411.75,13424.699999999999,13431.175,13430.9,7607,2020-01-14 10:00:00
203,GER40_i,13451.5,13482.5,13447.0,13493.5,13470.25,13474.333333333334,13476.375,13468.625,5409,2020-01-14 11:00:00
204,GER40_i,13482.5,13454.4,13440.4,13487.9,13464.15,13460.9,13459.275,13466.3,4494,2020-01-14 12:00:00
