,XBNUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,XBNUSD_i,286.53,283.74,283.45,288.24,285.845,285.1433333333334,284.7925,285.49,25482,2020-12-04 05:00:00
1,XBNUSD_i,283.74,285.5,281.76,285.96,283.86,284.4066666666667,284.68,284.24,12775,2020-12-04 06:00:00
2,XBNUSD_i,285.52,284.41,284.13,286.44,285.28499999999997,284.99333333333334,284.8475,285.125,11898,2020-12-04 07:00:00
3,XBNUSD_i,284.42,285.9,283.94,286.55,285.245,285.4633333333333,285.5725,285.2025,4939,2020-12-04 08:00:00
4,XBNUSD_i,285.9,284.44,283.89,285.91,284.9,284.74666666666667,284.67,285.03499999999997,6893,2020-12-04 09:00:00
5,XBNUSD_i,284.44,303.27,284.13,305.85,294.99,297.75,299.13,294.4225,100037,2020-12-04 10:00:00
6,XBNUSD_i,303.27,298.03,295.94,303.67,299.805,299.2133333333333,298.9175,300.22749999999996,56419,2020-12-04 11:00:00
7,XBNUSD_i,298.1,284.76,276.72,299.12,287.92,286.8666666666667,286.34000000000003,289.675,126773,2020-12-04 12:00:00
8,XBNUSD_i,284.86,283.98,283.02,288.78,285.9,285.26,284.94,285.15999999999997,43416,2020-12-04 13:00:00
9,XBNUSD_i,283.99,288.17,282.88,288.17,285.525,286.4066666666667,286.8475,285.8025,46877,2020-12-04 14:00:00
10,XBNUSD_i,288.17,287.6,285.47,288.17,286.82000000000005,287.08000000000004,287.21000000000004,287.3525,26776,2020-12-04 15:00:00
11,XBNUSD_i,287.6,289.1,285.21,290.94,288.075,288.4166666666667,288.5875,288.2125,47034,2020-12-04 16:00:00
12,XBNUSD_i,289.1,287.71,287.05,290.32,288.685,288.35999999999996,288.1975,288.54499999999996,35600,2020-12-04 17:00:00
13,XBNUSD_i,287.17,287.72,283.33,291.8,287.565,287.6166666666667,287.64250000000004,287.505,63333,2020-12-04 18:00:00
14,XBNUSD_i,287.35,286.51,285.04,288.4,286.72,286.65000000000003,286.615,286.82500000000005,31276,2020-12-04 19:00:00
15,XBNUSD_i,286.51,286.49,284.93,287.03,285.98,286.15000000000003,286.235,286.24,17303,2020-12-04 20:00:00
16,XBNUSD_i,286.49,287.88,285.72,288.07,286.895,287.2233333333333,287.3875,287.03999999999996,13638,2020-12-04 21:00:00
17,XBNUSD_i,287.88,286.48,285.52,287.93,286.725,286.6433333333334,286.6025,286.9525,16170,2020-12-04 22:00:00
18,XBNUSD_i,286.48,283.46,282.45,286.49,284.47,284.1333333333334,283.96500000000003,284.72,25035,2020-12-04 23:00:00
19,XBNUSD_i,282.59,285.44,282.39,286.43,284.40999999999997,284.75333333333333,284.925,284.2125,47062,2020-12-07 01:00:00
20,XBNUSD_i,285.46,284.93,284.15,285.99,285.07,285.0233333333333,285.0,285.1325,28556,2020-12-07 02:00:00
21,XBNUSD_i,285.04,284.28,282.25,285.3,283.775,283.9433333333333,284.0275,284.2175,33990,2020-12-07 03:00:00
22,XBNUSD_i,284.06,283.07,282.77,284.35,283.56,283.3966666666667,283.315,283.5625,18168,2020-12-07 04:00:00
23,XBNUSD_i,283.08,283.68,282.66,283.79,283.225,283.3766666666667,283.45250000000004,283.3025,10624,2020-12-07 05:00:00
24,XBNUSD_i,283.55,286.95,282.16,289.84,286.0,286.31666666666666,286.475,285.625,28359,2020-12-07 06:00:00
25,XBNUSD_i,286.95,286.6,285.66,288.25,286.95500000000004,286.8366666666667,286.77750000000003,286.865,24850,2020-12-07 07:00:00
26,XBNUSD_i,286.6,287.11,286.1,288.09,287.095,287.1,287.1025,286.975,13668,2020-12-07 08:00:00
27,XBNUSD_i,287.11,287.65,287.09,288.64,287.865,287.79333333333335,287.7575,287.6225,12569,2020-12-07 09:00:00
28,XBNUSD_i,287.66,285.05,284.41,287.87,286.14,285.77666666666664,285.59499999999997,286.2475,19352,2020-12-07 10:00:00
29,XBNUSD_i,285.14,284.26,284.02,285.8,284.90999999999997,284.6933333333333,284.585,284.80499999999995,7144,2020-12-07 11:00:00
30,XBNUSD_i,284.26,283.75,282.74,284.87,283.805,283.7866666666667,283.77750000000003,283.905,28622,2020-12-07 12:00:00
31,XBNUSD_i,283.71,282.57,282.33,285.18,283.755,283.35999999999996,283.16249999999997,283.4475,31588,2020-12-07 13:00:00
32,XBNUSD_i,282.57,286.32,282.57,286.51,284.53999999999996,285.13333333333327,285.42999999999995,284.49249999999995,9140,2020-12-07 14:00:00
33,XBNUSD_i,286.32,284.49,284.16,286.32,285.24,284.99,284.865,285.3225,6525,2020-12-07 15:00:00
34,XBNUSD_i,284.49,284.26,282.38,285.08,283.73,283.9066666666667,283.995,284.0525,39799,2020-12-07 16:00:00
35,XBNUSD_i,283.76,284.55,283.64,285.32,284.48,284.50333333333333,284.515,284.3175,15538,2020-12-07 17:00:00
36,XBNUSD_i,284.55,283.85,282.87,285.67,284.27,284.13,284.06,284.235,17430,2020-12-07 18:00:00
37,XBNUSD_i,283.92,283.22,282.81,284.29,283.55,283.44,283.385,283.56,8450,2020-12-07 19:00:00
