,GBPCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPCHF_i,1.19255,1.19183,1.19058,1.19286,1.1917200000000001,1.1917566666666668,1.191775,1.191955,1132,2020-12-18 23:00:00
1,GBPCHF_i,1.18642,1.18848,1.1864,1.18916,1.18778,1.1880133333333334,1.1881300000000001,1.187615,439,2020-12-21 00:00:00
2,GBPCHF_i,1.18845,1.18666,1.18591,1.18855,1.18723,1.1870399999999999,1.186945,1.1873925,1348,2020-12-21 01:00:00
3,GBPCHF_i,1.18666,1.18619,1.18591,1.18773,1.18682,1.18661,1.186505,1.1866225,2280,2020-12-21 02:00:00
4,GBPCHF_i,1.18619,1.18403,1.18293,1.18624,1.184585,1.1844,1.1843075,1.1848475,2351,2020-12-21 03:00:00
5,GBPCHF_i,1.18402,1.18231,1.18217,1.18428,1.183225,1.18292,1.1827675,1.183195,2587,2020-12-21 04:00:00
6,GBPCHF_i,1.18232,1.18364,1.1817,1.18408,1.18289,1.18314,1.183265,1.182935,1530,2020-12-21 05:00:00
7,GBPCHF_i,1.18364,1.18438,1.18309,1.18504,1.184065,1.18417,1.1842225,1.1840375,1310,2020-12-21 06:00:00
8,GBPCHF_i,1.18438,1.18442,1.18325,1.18451,1.1838799999999998,1.18406,1.18415,1.18414,1713,2020-12-21 07:00:00
9,GBPCHF_i,1.18442,1.18395,1.18276,1.18462,1.18369,1.1837766666666667,1.18382,1.1839375,1940,2020-12-21 08:00:00
10,GBPCHF_i,1.18411,1.17992,1.17835,1.18414,1.181245,1.1808033333333334,1.1805825,1.1816300000000002,4420,2020-12-21 09:00:00
11,GBPCHF_i,1.17992,1.17411,1.17346,1.18017,1.176815,1.1759133333333331,1.1754624999999999,1.176915,5810,2020-12-21 10:00:00
12,GBPCHF_i,1.17411,1.17417,1.17317,1.17513,1.17415,1.1741566666666667,1.17416,1.174145,4847,2020-12-21 11:00:00
13,GBPCHF_i,1.17423,1.1784,1.17327,1.17902,1.176145,1.1768966666666667,1.1772725,1.1762299999999999,7104,2020-12-21 12:00:00
14,GBPCHF_i,1.1784,1.17895,1.17636,1.17945,1.177905,1.1782533333333334,1.1784275,1.17829,5280,2020-12-21 13:00:00
15,GBPCHF_i,1.17895,1.17907,1.1774499999999999,1.1798899999999999,1.1786699999999999,1.1788033333333334,1.17887,1.17884,4755,2020-12-21 14:00:00
16,GBPCHF_i,1.17902,1.18108,1.17853,1.18117,1.17985,1.1802599999999999,1.1804649999999999,1.1799499999999998,5124,2020-12-21 15:00:00
17,GBPCHF_i,1.18105,1.1806,1.1792,1.1815,1.18035,1.1804333333333334,1.180475,1.1805875000000001,4889,2020-12-21 16:00:00
18,GBPCHF_i,1.1806,1.1813500000000001,1.17914,1.1822,1.18067,1.1808966666666667,1.1810100000000001,1.1808225,5127,2020-12-21 17:00:00
19,GBPCHF_i,1.18141,1.18253,1.18069,1.18369,1.1821899999999999,1.1823033333333333,1.1823599999999999,1.18208,3698,2020-12-21 18:00:00
20,GBPCHF_i,1.18256,1.18226,1.18069,1.18332,1.182005,1.1820899999999999,1.1821325,1.1822075,3295,2020-12-21 19:00:00
21,GBPCHF_i,1.18224,1.18281,1.18219,1.18343,1.18281,1.18281,1.18281,1.1826675,2475,2020-12-21 20:00:00
22,GBPCHF_i,1.18279,1.19036,1.18245,1.19418,1.188315,1.1889966666666667,1.1893375000000002,1.187445,4625,2020-12-21 21:00:00
23,GBPCHF_i,1.19044,1.19077,1.18979,1.1925,1.191145,1.19102,1.1909575000000001,1.190875,3429,2020-12-21 22:00:00
24,GBPCHF_i,1.19077,1.19226,1.18899,1.19261,1.1907999999999999,1.1912866666666666,1.19153,1.1911575,1616,2020-12-21 23:00:00
25,GBPCHF_i,1.19232,1.1917200000000001,1.19106,1.19259,1.1918250000000001,1.1917900000000001,1.1917725000000001,1.1919225,426,2020-12-22 00:00:00
26,GBPCHF_i,1.19171,1.19049,1.18983,1.1922,1.191015,1.19084,1.1907524999999999,1.1910574999999999,1504,2020-12-22 01:00:00
27,GBPCHF_i,1.19051,1.18872,1.18825,1.19135,1.1898,1.18944,1.18926,1.1897075,1791,2020-12-22 02:00:00
28,GBPCHF_i,1.18873,1.18823,1.18796,1.18915,1.188555,1.1884466666666667,1.1883925,1.1885175000000001,2214,2020-12-22 03:00:00
29,GBPCHF_i,1.18823,1.18881,1.1879,1.18899,1.188445,1.1885666666666665,1.1886275,1.1884824999999999,2250,2020-12-22 04:00:00
30,GBPCHF_i,1.18881,1.1881599999999999,1.18794,1.18893,1.1884350000000001,1.1883433333333333,1.1882975,1.18846,1646,2020-12-22 05:00:00
31,GBPCHF_i,1.18818,1.18654,1.1862300000000001,1.18844,1.187335,1.18707,1.1869375,1.1873475,1333,2020-12-22 06:00:00
32,GBPCHF_i,1.18654,1.18708,1.1863299999999999,1.18747,1.1869,1.18696,1.18699,1.186855,1692,2020-12-22 07:00:00
33,GBPCHF_i,1.18708,1.18788,1.18673,1.1893,1.188015,1.18797,1.1879475,1.1877475,2476,2020-12-22 08:00:00
34,GBPCHF_i,1.1881,1.19093,1.18777,1.19196,1.189865,1.19022,1.1903975,1.1896900000000001,3621,2020-12-22 09:00:00
35,GBPCHF_i,1.19089,1.19091,1.19044,1.1934,1.19192,1.1915833333333332,1.191415,1.1914099999999999,4502,2020-12-22 10:00:00
36,GBPCHF_i,1.19091,1.18907,1.18878,1.1925,1.19064,1.1901166666666667,1.189855,1.190315,3856,2020-12-22 11:00:00
37,GBPCHF_i,1.18905,1.18963,1.18432,1.1904,1.18736,1.1881166666666667,1.188495,1.18835,5371,2020-12-22 12:00:00
38,GBPCHF_i,1.18963,1.18677,1.18594,1.18982,1.18788,1.18751,1.187325,1.18804,3415,2020-12-22 13:00:00
39,GBPCHF_i,1.18677,1.18733,1.18608,1.18878,1.18743,1.1873966666666667,1.18738,1.18724,3360,2020-12-22 14:00:00
40,GBPCHF_i,1.18727,1.18663,1.18582,1.18912,1.18747,1.18719,1.1870500000000002,1.18721,3108,2020-12-22 15:00:00
41,GBPCHF_i,1.18663,1.18447,1.18362,1.18693,1.1852749999999999,1.1850066666666665,1.1848725,1.1854125,4425,2020-12-22 16:00:00
42,GBPCHF_i,1.18444,1.18415,1.18225,1.18564,1.183945,1.1840133333333334,1.1840475,1.18412,5468,2020-12-22 17:00:00
43,GBPCHF_i,1.18415,1.18613,1.18306,1.18674,1.1848999999999998,1.1853099999999999,1.1855149999999999,1.18502,5767,2020-12-22 18:00:00
44,GBPCHF_i,1.18611,1.1872099999999999,1.18594,1.18805,1.186995,1.1870666666666667,1.1871025,1.1868275,3366,2020-12-22 19:00:00
45,GBPCHF_i,1.18722,1.18736,1.1869,1.18829,1.187595,1.1875166666666666,1.1874775,1.1874425,1788,2020-12-22 20:00:00
46,GBPCHF_i,1.18734,1.1883,1.18696,1.18842,1.18769,1.1878933333333332,1.187995,1.187755,1864,2020-12-22 21:00:00
47,GBPCHF_i,1.1883,1.1888,1.1872099999999999,1.18894,1.188075,1.1883166666666667,1.1884375,1.1883124999999999,1987,2020-12-22 22:00:00
48,GBPCHF_i,1.18881,1.18795,1.18789,1.18937,1.1886299999999999,1.1884033333333333,1.1882899999999998,1.188505,1493,2020-12-22 23:00:00
49,GBPCHF_i,1.18724,1.18801,1.18678,1.18842,1.1876,1.1877366666666667,1.187805,1.1876125,429,2020-12-23 00:00:00
50,GBPCHF_i,1.18801,1.18941,1.1872,1.18953,1.1883650000000001,1.1887133333333335,1.1888875,1.1885375,1111,2020-12-23 01:00:00
51,GBPCHF_i,1.18944,1.189,1.18864,1.1899,1.18927,1.1891800000000001,1.189135,1.189245,1673,2020-12-23 02:00:00
52,GBPCHF_i,1.189,1.18885,1.18871,1.1898900000000001,1.1893,1.18915,1.1890749999999999,1.1891125,2310,2020-12-23 03:00:00
53,GBPCHF_i,1.18885,1.18923,1.18871,1.18957,1.18914,1.18917,1.1891850000000002,1.1890900000000002,2473,2020-12-23 04:00:00
54,GBPCHF_i,1.18923,1.18958,1.18866,1.18998,1.18932,1.1894066666666667,1.1894500000000001,1.1893625,2043,2020-12-23 05:00:00
55,GBPCHF_i,1.18956,1.18947,1.18906,1.19025,1.1896550000000001,1.1895933333333335,1.1895625,1.1895850000000001,1842,2020-12-23 06:00:00
56,GBPCHF_i,1.18948,1.18952,1.18913,1.18986,1.189495,1.1895033333333334,1.1895075,1.1894974999999999,961,2020-12-23 07:00:00
57,GBPCHF_i,1.18951,1.1914500000000001,1.18949,1.19158,1.1905350000000001,1.1908400000000001,1.1909925000000001,1.1905075,1082,2020-12-23 08:00:00
58,GBPCHF_i,1.19143,1.193,1.19109,1.19314,1.192115,1.19241,1.1925575,1.1921650000000001,2697,2020-12-23 09:00:00
59,GBPCHF_i,1.19296,1.19236,1.19115,1.19398,1.192565,1.1924966666666668,1.1924625,1.1926125,3522,2020-12-23 10:00:00
60,GBPCHF_i,1.19236,1.1928,1.19142,1.19405,1.1927349999999999,1.1927566666666667,1.1927675,1.1926575,3339,2020-12-23 11:00:00
61,GBPCHF_i,1.19283,1.19482,1.19253,1.19518,1.193855,1.1941766666666667,1.1943375,1.19384,3123,2020-12-23 12:00:00
62,GBPCHF_i,1.19485,1.19385,1.19333,1.19507,1.1942,1.1940833333333334,1.1940250000000001,1.194275,2659,2020-12-23 13:00:00
63,GBPCHF_i,1.19388,1.19489,1.1930399999999999,1.19505,1.194045,1.1943266666666668,1.1944675,1.194215,2347,2020-12-23 14:00:00
64,GBPCHF_i,1.19489,1.19851,1.19237,1.19945,1.19591,1.1967766666666666,1.1972099999999999,1.196305,4593,2020-12-23 15:00:00
65,GBPCHF_i,1.19851,1.2006999999999999,1.19795,1.20381,1.2008800000000002,1.20082,1.20079,1.2002425,6845,2020-12-23 16:00:00
66,GBPCHF_i,1.20074,1.20235,1.19932,1.20392,1.2016200000000001,1.2018633333333335,1.201985,1.2015825,6611,2020-12-23 17:00:00
67,GBPCHF_i,1.20236,1.19955,1.19714,1.20379,1.200465,1.20016,1.2000075,1.20071,5084,2020-12-23 18:00:00
68,GBPCHF_i,1.19952,1.19726,1.19578,1.20041,1.198095,1.1978166666666665,1.1976775,1.1982424999999999,4113,2020-12-23 19:00:00
69,GBPCHF_i,1.19726,1.20027,1.19715,1.20056,1.198855,1.1993266666666667,1.1995624999999999,1.19881,3342,2020-12-23 20:00:00
70,GBPCHF_i,1.20027,1.1978,1.19767,1.2004299999999999,1.19905,1.1986333333333332,1.1984249999999999,1.1990425,2287,2020-12-23 21:00:00
