,GBPUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
19,GBPUSD_i,1.3311600000000001,1.33518,1.33113,1.33576,1.333445,1.3340233333333333,1.3343125,1.3333075,2713,2020-12-21 18:00:00
20,GBPUSD_i,1.33513,1.3355299999999999,1.33308,1.33656,1.3348200000000001,1.3350566666666666,1.335175,1.3350749999999998,2781,2020-12-21 19:00:00
21,GBPUSD_i,1.33557,1.3369,1.33552,1.33732,1.33642,1.3365799999999999,1.33666,1.3363275,2118,2020-12-21 20:00:00
22,GBPUSD_i,1.3369,1.34588,1.33676,1.34974,1.3432499999999998,1.3441266666666667,1.344565,1.34232,4196,2020-12-21 21:00:00
23,GBPUSD_i,1.34595,1.34522,1.3447200000000001,1.3479999999999999,1.34636,1.34598,1.34579,1.3459725,2680,2020-12-21 22:00:00
24,GBPUSD_i,1.34521,1.34604,1.34297,1.34663,1.3448,1.3452133333333334,1.3454199999999998,1.3452125,1319,2020-12-21 23:00:00
25,GBPUSD_i,1.34613,1.34488,1.34419,1.34647,1.3453300000000001,1.34518,1.345105,1.3454175,788,2020-12-22 00:00:00
26,GBPUSD_i,1.34488,1.34458,1.3443800000000001,1.34686,1.34562,1.3452733333333333,1.3451,1.345175,847,2020-12-22 01:00:00
27,GBPUSD_i,1.34458,1.34209,1.34141,1.34566,1.3435350000000001,1.3430533333333334,1.3428125,1.343435,1528,2020-12-22 02:00:00
28,GBPUSD_i,1.34209,1.34083,1.34027,1.34274,1.3415050000000002,1.34128,1.3411675,1.3414825,2150,2020-12-22 03:00:00
29,GBPUSD_i,1.34083,1.34196,1.34069,1.34233,1.34151,1.34166,1.3417350000000001,1.3414525,2101,2020-12-22 04:00:00
30,GBPUSD_i,1.34196,1.3409,1.34058,1.3421,1.3413400000000002,1.3411933333333337,1.34112,1.3413850000000003,1495,2020-12-22 05:00:00
31,GBPUSD_i,1.34094,1.33869,1.3378999999999999,1.34096,1.33943,1.3391833333333334,1.33906,1.3396225,1320,2020-12-22 06:00:00
32,GBPUSD_i,1.33869,1.33873,1.33817,1.33968,1.3389250000000001,1.3388600000000002,1.3388275,1.3388175,1772,2020-12-22 07:00:00
33,GBPUSD_i,1.33873,1.33918,1.33827,1.34158,1.339925,1.3396766666666666,1.3395525,1.33944,2187,2020-12-22 08:00:00
34,GBPUSD_i,1.33928,1.34326,1.33928,1.34508,1.34218,1.3425399999999998,1.34272,1.3417249999999998,3015,2020-12-22 09:00:00
35,GBPUSD_i,1.34321,1.3430900000000001,1.3418700000000001,1.34493,1.3434,1.3432966666666666,1.343245,1.343275,3586,2020-12-22 10:00:00
36,GBPUSD_i,1.3431,1.34101,1.3408,1.34476,1.3427799999999999,1.3421899999999998,1.3418949999999998,1.3424174999999998,3340,2020-12-22 11:00:00
37,GBPUSD_i,1.341,1.3439999999999999,1.3360699999999999,1.34477,1.34042,1.341613333333333,1.3422099999999997,1.3414599999999999,4699,2020-12-22 12:00:00
38,GBPUSD_i,1.34399,1.34106,1.34018,1.34406,1.34212,1.3417666666666666,1.3415899999999998,1.3423224999999999,2542,2020-12-22 13:00:00
39,GBPUSD_i,1.34106,1.34144,1.34036,1.34341,1.341885,1.3417366666666666,1.3416625,1.3415674999999998,2421,2020-12-22 14:00:00
40,GBPUSD_i,1.34142,1.3403800000000001,1.33948,1.34353,1.341505,1.34113,1.3409425000000001,1.3412025,2401,2020-12-22 15:00:00
41,GBPUSD_i,1.3403800000000001,1.33488,1.33427,1.3413300000000001,1.3378,1.3368266666666668,1.33634,1.3377150000000002,3061,2020-12-22 16:00:00
42,GBPUSD_i,1.33483,1.33197,1.3308900000000001,1.33692,1.3339050000000001,1.3332600000000001,1.3329375,1.3336525000000001,4220,2020-12-22 17:00:00
43,GBPUSD_i,1.33202,1.3345799999999999,1.33027,1.33574,1.333005,1.3335299999999999,1.3337925,1.3331525,4543,2020-12-22 18:00:00
44,GBPUSD_i,1.3345799999999999,1.33563,1.33448,1.33671,1.335595,1.3356066666666668,1.3356125,1.33535,2180,2020-12-22 19:00:00
45,GBPUSD_i,1.33563,1.33477,1.33468,1.33644,1.33556,1.3352966666666666,1.335165,1.33538,1518,2020-12-22 20:00:00
46,GBPUSD_i,1.33477,1.33525,1.33408,1.33554,1.33481,1.3349566666666668,1.3350300000000002,1.33491,1454,2020-12-22 21:00:00
47,GBPUSD_i,1.33525,1.33615,1.33372,1.33631,1.335015,1.3353933333333334,1.3355825000000001,1.3353575000000002,1564,2020-12-22 22:00:00
48,GBPUSD_i,1.33613,1.33582,1.3354,1.33769,1.336545,1.3363033333333334,1.3361825,1.33626,1358,2020-12-22 23:00:00
49,GBPUSD_i,1.33589,1.3361100000000001,1.33501,1.33681,1.3359100000000002,1.3359766666666666,1.33601,1.335955,801,2020-12-23 00:00:00
50,GBPUSD_i,1.33599,1.34001,1.33597,1.34006,1.338015,1.33868,1.3390125,1.3380075,1118,2020-12-23 01:00:00
51,GBPUSD_i,1.34003,1.33758,1.33718,1.34003,1.338605,1.3382633333333331,1.3380925,1.338705,1677,2020-12-23 02:00:00
52,GBPUSD_i,1.33757,1.33866,1.33692,1.33935,1.338135,1.3383099999999999,1.3383975,1.3381249999999998,2175,2020-12-23 03:00:00
53,GBPUSD_i,1.33866,1.33938,1.3384800000000001,1.3397700000000001,1.3391250000000001,1.3392100000000002,1.3392525000000002,1.3390725,2591,2020-12-23 04:00:00
54,GBPUSD_i,1.33938,1.34049,1.33907,1.34098,1.340025,1.3401800000000001,1.3402575,1.3399800000000002,2092,2020-12-23 05:00:00
55,GBPUSD_i,1.34049,1.34,1.3394599999999999,1.34118,1.34032,1.3402133333333335,1.34016,1.3402825,1938,2020-12-23 06:00:00
56,GBPUSD_i,1.34003,1.34016,1.33944,1.34047,1.339955,1.3400233333333336,1.3400575000000001,1.3400250000000002,1194,2020-12-23 07:00:00
57,GBPUSD_i,1.34015,1.34146,1.34008,1.3416000000000001,1.34084,1.3410466666666665,1.3411499999999998,1.3408224999999998,1152,2020-12-23 08:00:00
58,GBPUSD_i,1.34144,1.34379,1.34115,1.3442,1.342675,1.3430466666666667,1.3432325,1.342645,2293,2020-12-23 09:00:00
59,GBPUSD_i,1.34378,1.34191,1.34042,1.34439,1.3424049999999998,1.3422399999999997,1.3421575,1.3426249999999997,2774,2020-12-23 10:00:00
60,GBPUSD_i,1.34191,1.34171,1.34096,1.34419,1.342575,1.3422866666666666,1.3421425,1.3421925,2496,2020-12-23 11:00:00
61,GBPUSD_i,1.34176,1.34311,1.34146,1.3437000000000001,1.34258,1.3427566666666666,1.342845,1.3425075,2340,2020-12-23 12:00:00
62,GBPUSD_i,1.3431199999999999,1.3419699999999999,1.34183,1.34401,1.34292,1.3426033333333331,1.3424449999999999,1.3427324999999999,2308,2020-12-23 13:00:00
63,GBPUSD_i,1.34201,1.34247,1.34135,1.34267,1.3420100000000001,1.3421633333333336,1.3422400000000003,1.3421250000000002,1968,2020-12-23 14:00:00
64,GBPUSD_i,1.34245,1.34636,1.3400699999999999,1.3473899999999999,1.3437299999999999,1.3446066666666665,1.3450449999999998,1.3440675,3875,2020-12-23 15:00:00
65,GBPUSD_i,1.34636,1.35244,1.34546,1.35372,1.34959,1.3505399999999999,1.3510149999999999,1.349495,5754,2020-12-23 16:00:00
66,GBPUSD_i,1.35267,1.35211,1.35043,1.35697,1.3537,1.3531699999999998,1.3529049999999998,1.3530449999999998,5555,2020-12-23 17:00:00
67,GBPUSD_i,1.35206,1.3507500000000001,1.34793,1.35495,1.3514400000000002,1.35121,1.351095,1.3514225,4045,2020-12-23 18:00:00
68,GBPUSD_i,1.3507500000000001,1.34821,1.34645,1.35189,1.34917,1.3488499999999999,1.34869,1.3493249999999999,2791,2020-12-23 19:00:00
69,GBPUSD_i,1.34821,1.35076,1.34794,1.35159,1.349765,1.3500966666666667,1.3502625000000001,1.349625,2416,2020-12-23 20:00:00
70,GBPUSD_i,1.35076,1.34805,1.34788,1.351,1.34944,1.3489766666666665,1.3487449999999999,1.3494225,1868,2020-12-23 21:00:00
71,GBPUSD_i,1.34802,1.35049,1.34696,1.35088,1.3489200000000001,1.3494433333333333,1.349705,1.3490875,1988,2020-12-23 22:00:00
72,GBPUSD_i,1.35049,1.349,1.34881,1.35152,1.350165,1.3497766666666668,1.3495825000000001,1.349955,1405,2020-12-23 23:00:00
73,GBPUSD_i,1.34904,1.34944,1.34878,1.35151,1.350145,1.3499100000000002,1.3497925,1.3496925000000002,1094,2020-12-24 00:00:00
74,GBPUSD_i,1.34948,1.3511199999999999,1.34948,1.35125,1.350365,1.3506166666666666,1.3507425,1.3503325,1399,2020-12-24 01:00:00
75,GBPUSD_i,1.3511199999999999,1.35284,1.35012,1.35315,1.351635,1.3520366666666668,1.3522375000000002,1.3518075,1622,2020-12-24 02:00:00
76,GBPUSD_i,1.35284,1.35323,1.35232,1.35493,1.353625,1.3534933333333334,1.3534275,1.3533300000000001,2270,2020-12-24 03:00:00
77,GBPUSD_i,1.35325,1.35541,1.35323,1.35613,1.35468,1.3549233333333335,1.355045,1.354505,2206,2020-12-24 04:00:00
78,GBPUSD_i,1.35535,1.35507,1.35423,1.35617,1.3552,1.3551566666666666,1.3551349999999998,1.3552049999999998,2336,2020-12-24 05:00:00
79,GBPUSD_i,1.35507,1.3548499999999999,1.35402,1.35525,1.354635,1.3547066666666667,1.3547425,1.3547975,1896,2020-12-24 06:00:00
80,GBPUSD_i,1.3548499999999999,1.35552,1.35455,1.35582,1.355185,1.3552966666666668,1.3553525000000002,1.355185,846,2020-12-24 07:00:00
81,GBPUSD_i,1.35555,1.35584,1.35413,1.35614,1.355135,1.35537,1.3554875,1.355415,1028,2020-12-24 08:00:00
82,GBPUSD_i,1.35567,1.35645,1.35492,1.35804,1.35648,1.3564699999999998,1.3564649999999998,1.3562699999999999,1925,2020-12-24 09:00:00
83,GBPUSD_i,1.35643,1.3594,1.35565,1.36042,1.358035,1.35849,1.3587175,1.3579750000000002,2331,2020-12-24 10:00:00
84,GBPUSD_i,1.3594,1.3597000000000001,1.35781,1.36062,1.3592149999999998,1.3593766666666667,1.3594575,1.3593825,2315,2020-12-24 11:00:00
85,GBPUSD_i,1.35968,1.36056,1.35926,1.36182,1.3605399999999999,1.3605466666666668,1.36055,1.36033,2326,2020-12-24 12:00:00
86,GBPUSD_i,1.3605800000000001,1.3587,1.35837,1.36151,1.35994,1.3595266666666666,1.3593199999999999,1.3597899999999998,1948,2020-12-24 13:00:00
87,GBPUSD_i,1.35869,1.35797,1.35535,1.3593,1.357325,1.35754,1.3576475,1.3578275,2109,2020-12-24 14:00:00
88,GBPUSD_i,1.35797,1.35892,1.35646,1.3594300000000001,1.357945,1.3582699999999999,1.3584324999999997,1.3581949999999998,1572,2020-12-24 15:00:00
89,GBPUSD_i,1.35881,1.3581699999999999,1.35784,1.3613,1.35957,1.3591033333333333,1.35887,1.35903,2830,2020-12-24 16:00:00
90,GBPUSD_i,1.35815,1.35352,1.35215,1.35819,1.35517,1.35462,1.354345,1.3555025,3508,2020-12-24 17:00:00
91,GBPUSD_i,1.35352,1.35462,1.35348,1.35535,1.354415,1.3544833333333333,1.3545174999999998,1.3542424999999998,2522,2020-12-24 18:00:00
92,GBPUSD_i,1.35462,1.3537,1.35362,1.3547500000000001,1.3541850000000002,1.3540233333333334,1.3539425,1.3541725,1582,2020-12-24 19:00:00
93,GBPUSD_i,1.35369,1.35305,1.35244,1.35397,1.353205,1.3531533333333332,1.3531274999999998,1.3532875,1623,2020-12-24 20:00:00
94,GBPUSD_i,1.35446,1.35469,1.3542,1.3553600000000001,1.35478,1.3547500000000001,1.354735,1.3546775000000002,508,2020-12-28 00:00:00
95,GBPUSD_i,1.35469,1.35686,1.35443,1.35713,1.35578,1.35614,1.35632,1.3557774999999999,1015,2020-12-28 01:00:00
96,GBPUSD_i,1.35686,1.35324,1.35289,1.35747,1.3551799999999998,1.3545333333333331,1.3542099999999997,1.3551149999999998,1593,2020-12-28 02:00:00
97,GBPUSD_i,1.35324,1.35455,1.35324,1.35517,1.3542049999999999,1.3543199999999997,1.3543774999999998,1.35405,1404,2020-12-28 03:00:00
98,GBPUSD_i,1.35454,1.3556599999999999,1.35452,1.3562699999999999,1.355395,1.3554833333333332,1.3555275,1.3552475,1119,2020-12-28 04:00:00
99,GBPUSD_i,1.3556599999999999,1.35645,1.3556300000000001,1.35701,1.3563200000000002,1.3563633333333334,1.356385,1.3561874999999999,812,2020-12-28 05:00:00
100,GBPUSD_i,1.35645,1.35618,1.35514,1.35645,1.355795,1.3559233333333334,1.3559875000000001,1.356055,722,2020-12-28 06:00:00
101,GBPUSD_i,1.35618,1.35718,1.35586,1.35728,1.35657,1.3567733333333336,1.356875,1.3566250000000002,801,2020-12-28 07:00:00
102,GBPUSD_i,1.3572,1.35662,1.35592,1.35744,1.3566799999999999,1.3566599999999998,1.3566499999999997,1.3567949999999998,1000,2020-12-28 08:00:00
103,GBPUSD_i,1.3566099999999999,1.35635,1.35575,1.35735,1.35655,1.3564833333333333,1.35645,1.356515,1127,2020-12-28 09:00:00
104,GBPUSD_i,1.35635,1.35518,1.35469,1.3571900000000001,1.35594,1.3556866666666665,1.3555599999999999,1.3558525,1995,2020-12-28 10:00:00
105,GBPUSD_i,1.35518,1.35524,1.35433,1.35598,1.3551549999999999,1.3551833333333334,1.3551975,1.3551825,1975,2020-12-28 11:00:00
106,GBPUSD_i,1.35524,1.34958,1.34847,1.35527,1.35187,1.3511066666666665,1.3507249999999997,1.35214,2704,2020-12-28 12:00:00
107,GBPUSD_i,1.34958,1.34917,1.34729,1.34979,1.34854,1.3487500000000001,1.3488550000000001,1.3489575,2461,2020-12-28 13:00:00
108,GBPUSD_i,1.34917,1.3508499999999999,1.34809,1.35087,1.34948,1.3499366666666666,1.350165,1.349745,2079,2020-12-28 14:00:00
109,GBPUSD_i,1.35087,1.35102,1.34936,1.35242,1.35089,1.350933333333333,1.350955,1.3509175,2557,2020-12-28 15:00:00
110,GBPUSD_i,1.35102,1.35168,1.35007,1.35344,1.351755,1.3517299999999999,1.3517175,1.3515525,2361,2020-12-28 16:00:00
111,GBPUSD_i,1.35167,1.34493,1.34283,1.3517000000000001,1.3472650000000002,1.3464866666666666,1.3460975,1.3477825,3045,2020-12-28 17:00:00
112,GBPUSD_i,1.345,1.34448,1.34365,1.34635,1.345,1.3448266666666668,1.34474,1.34487,2232,2020-12-28 18:00:00
113,GBPUSD_i,1.34448,1.34507,1.34305,1.34545,1.3442500000000002,1.3445233333333333,1.34466,1.3445125,2146,2020-12-28 19:00:00
114,GBPUSD_i,1.34507,1.34555,1.3444,1.34615,1.345275,1.3453666666666668,1.3454125000000001,1.3452925,1744,2020-12-28 20:00:00
115,GBPUSD_i,1.34555,1.34442,1.34426,1.34586,1.3450600000000001,1.3448466666666665,1.3447399999999998,1.3450225,1475,2020-12-28 21:00:00
116,GBPUSD_i,1.3444099999999999,1.34375,1.3435000000000001,1.34539,1.3444450000000001,1.3442133333333335,1.3440975000000002,1.3442625000000001,1410,2020-12-28 22:00:00
117,GBPUSD_i,1.34375,1.34494,1.34366,1.3458700000000001,1.3447650000000002,1.3448233333333335,1.3448525000000002,1.3445550000000002,906,2020-12-28 23:00:00
118,GBPUSD_i,1.3449,1.34503,1.34416,1.34557,1.344865,1.3449200000000001,1.3449475,1.344915,1458,2020-12-29 00:00:00
119,GBPUSD_i,1.34503,1.34634,1.34443,1.34662,1.3455249999999999,1.3457966666666668,1.3459325,1.345605,1031,2020-12-29 01:00:00
120,GBPUSD_i,1.34634,1.34674,1.34579,1.34784,1.3468149999999999,1.3467899999999997,1.3467775,1.3466774999999997,1511,2020-12-29 02:00:00
121,GBPUSD_i,1.34674,1.34783,1.34662,1.34844,1.34753,1.3476299999999999,1.34768,1.3474075,1609,2020-12-29 03:00:00
122,GBPUSD_i,1.34783,1.34823,1.3467500000000001,1.34876,1.347755,1.3479133333333333,1.3479925,1.3478925,2435,2020-12-29 04:00:00
123,GBPUSD_i,1.34823,1.34927,1.3480400000000001,1.34944,1.34874,1.3489166666666668,1.349005,1.348745,2472,2020-12-29 05:00:00
124,GBPUSD_i,1.34927,1.34891,1.34878,1.34946,1.34912,1.34905,1.349015,1.349105,1226,2020-12-29 06:00:00
125,GBPUSD_i,1.34891,1.34855,1.34776,1.34898,1.34837,1.3484299999999998,1.3484599999999998,1.34855,1642,2020-12-29 07:00:00
126,GBPUSD_i,1.34851,1.3477700000000001,1.34672,1.34876,1.34774,1.3477500000000002,1.3477550000000003,1.3479400000000001,1368,2020-12-29 08:00:00
127,GBPUSD_i,1.3479700000000001,1.35054,1.34768,1.3508200000000001,1.34925,1.34968,1.349895,1.3492525,1802,2020-12-29 09:00:00
128,GBPUSD_i,1.35053,1.3505,1.34999,1.35218,1.3510849999999999,1.35089,1.3507925,1.3508,2522,2020-12-29 10:00:00
129,GBPUSD_i,1.35054,1.34707,1.3467799999999999,1.35129,1.349035,1.34838,1.3480525,1.3489200000000001,2275,2020-12-29 11:00:00
130,GBPUSD_i,1.3471600000000001,1.34853,1.3471600000000001,1.34949,1.348325,1.3483933333333333,1.3484275000000001,1.3480850000000002,2125,2020-12-29 12:00:00
131,GBPUSD_i,1.34853,1.35013,1.34805,1.3512,1.349625,1.3497933333333334,1.3498775,1.3494775,2678,2020-12-29 13:00:00
132,GBPUSD_i,1.35012,1.34873,1.34816,1.35096,1.3495599999999999,1.3492833333333332,1.3491449999999998,1.3494924999999998,2308,2020-12-29 14:00:00
133,GBPUSD_i,1.34873,1.35019,1.3483100000000001,1.35023,1.3492700000000002,1.3495766666666669,1.34973,1.3493650000000001,2218,2020-12-29 15:00:00
134,GBPUSD_i,1.3502,1.35005,1.3491,1.35131,1.3502049999999999,1.350153333333333,1.3501274999999997,1.3501649999999998,2825,2020-12-29 16:00:00
135,GBPUSD_i,1.35005,1.34932,1.34725,1.35072,1.3489849999999999,1.3490966666666668,1.3491525000000002,1.349335,3990,2020-12-29 17:00:00
136,GBPUSD_i,1.34931,1.35094,1.34869,1.3520699999999999,1.35038,1.3505666666666667,1.35066,1.3502525,2786,2020-12-29 18:00:00
137,GBPUSD_i,1.3511,1.34882,1.34787,1.35161,1.34974,1.349433333333333,1.3492799999999998,1.3498499999999998,2295,2020-12-29 19:00:00
138,GBPUSD_i,1.34882,1.34898,1.3479999999999999,1.34907,1.348535,1.3486833333333335,1.3487575,1.3487175,2043,2020-12-29 20:00:00
139,GBPUSD_i,1.34903,1.34962,1.3481,1.34988,1.3489900000000001,1.3492,1.349305,1.3491575,1570,2020-12-29 21:00:00
140,GBPUSD_i,1.34962,1.3496000000000001,1.34931,1.35064,1.3499750000000001,1.34985,1.3497875000000001,1.3497925,1736,2020-12-29 22:00:00
141,GBPUSD_i,1.34957,1.34986,1.34946,1.35093,1.350195,1.3500833333333333,1.3500275,1.349955,1127,2020-12-29 23:00:00
142,GBPUSD_i,1.34986,1.3498999999999999,1.3492199999999999,1.35019,1.349705,1.3497700000000001,1.3498025,1.3497925,359,2020-12-30 00:00:00
143,GBPUSD_i,1.3498999999999999,1.3496299999999999,1.3495300000000001,1.3506,1.350065,1.34992,1.3498475,1.349915,792,2020-12-30 01:00:00
144,GBPUSD_i,1.3496299999999999,1.35092,1.34923,1.35152,1.350375,1.3505566666666666,1.3506475,1.3503249999999998,1591,2020-12-30 02:00:00
145,GBPUSD_i,1.35093,1.3538299999999999,1.3507799999999999,1.35409,1.3524349999999998,1.3529,1.3531325,1.3524075,3221,2020-12-30 03:00:00
146,GBPUSD_i,1.3538299999999999,1.35435,1.35273,1.35442,1.353575,1.3538333333333332,1.3539625,1.3538324999999998,2179,2020-12-30 04:00:00
147,GBPUSD_i,1.35435,1.35366,1.35366,1.35445,1.354055,1.3539233333333334,1.3538575000000002,1.35403,2008,2020-12-30 05:00:00
148,GBPUSD_i,1.35373,1.35415,1.35365,1.35445,1.35405,1.3540833333333333,1.3540999999999999,1.3539949999999998,1729,2020-12-30 06:00:00
149,GBPUSD_i,1.35416,1.35438,1.35402,1.35564,1.35483,1.35468,1.354605,1.3545500000000001,2420,2020-12-30 07:00:00
150,GBPUSD_i,1.35438,1.35379,1.35267,1.35445,1.3535599999999999,1.3536366666666666,1.353675,1.3538225,2198,2020-12-30 08:00:00
151,GBPUSD_i,1.35379,1.35318,1.35281,1.3551199999999999,1.353965,1.3537033333333335,1.3535725,1.353725,2062,2020-12-30 09:00:00
152,GBPUSD_i,1.3532,1.3550900000000001,1.35294,1.35537,1.354155,1.3544666666666665,1.3546225,1.35415,3128,2020-12-30 10:00:00
153,GBPUSD_i,1.35516,1.35766,1.35486,1.35793,1.356395,1.3568166666666668,1.3570275,1.3564025,2477,2020-12-30 11:00:00
154,GBPUSD_i,1.35766,1.3605800000000001,1.35714,1.36094,1.35904,1.3595533333333334,1.35981,1.35908,2215,2020-12-30 12:00:00
155,GBPUSD_i,1.36059,1.3609200000000001,1.35903,1.36145,1.3602400000000001,1.3604666666666667,1.3605800000000001,1.3604975000000001,2323,2020-12-30 13:00:00
156,GBPUSD_i,1.3608799999999999,1.3594,1.35882,1.36107,1.359945,1.3597633333333334,1.3596725,1.3600425,2338,2020-12-30 14:00:00
157,GBPUSD_i,1.3594,1.35992,1.35831,1.36057,1.35944,1.3596000000000001,1.35968,1.35955,2590,2020-12-30 15:00:00
158,GBPUSD_i,1.35992,1.3603,1.35716,1.36138,1.35927,1.3596133333333331,1.359785,1.3596899999999998,3883,2020-12-30 16:00:00
159,GBPUSD_i,1.36037,1.36067,1.35842,1.36181,1.360115,1.3602999999999998,1.3603925,1.3603174999999998,4105,2020-12-30 17:00:00
160,GBPUSD_i,1.36068,1.3602,1.3590900000000001,1.3608,1.3599450000000002,1.36003,1.3600725,1.3601925000000001,2634,2020-12-30 18:00:00
161,GBPUSD_i,1.3602,1.35975,1.35957,1.36072,1.360145,1.3600133333333335,1.3599475,1.36006,1917,2020-12-30 19:00:00
162,GBPUSD_i,1.35975,1.3613,1.35975,1.36158,1.360665,1.3608766666666667,1.3609825,1.360595,1313,2020-12-30 20:00:00
163,GBPUSD_i,1.3613,1.36115,1.3605800000000001,1.36168,1.3611300000000002,1.3611366666666669,1.3611400000000002,1.3611775000000002,1297,2020-12-30 21:00:00
164,GBPUSD_i,1.36112,1.36168,1.361,1.36245,1.3617249999999999,1.3617099999999998,1.3617024999999998,1.3615624999999998,1378,2020-12-30 22:00:00
165,GBPUSD_i,1.36167,1.36227,1.3611,1.36249,1.3617949999999999,1.3619533333333333,1.3620325000000002,1.3618825,841,2020-12-30 23:00:00
166,GBPUSD_i,1.36232,1.36127,1.36009,1.36232,1.361205,1.3612266666666668,1.3612375,1.3615,433,2020-12-31 00:00:00
167,GBPUSD_i,1.36128,1.36279,1.36103,1.36293,1.36198,1.3622500000000002,1.3623850000000002,1.3620075,799,2020-12-31 01:00:00
168,GBPUSD_i,1.36279,1.3643,1.36242,1.36457,1.363495,1.3637633333333332,1.3638975,1.3635199999999998,1244,2020-12-31 02:00:00
169,GBPUSD_i,1.3643,1.36429,1.36378,1.3648,1.36429,1.3642899999999998,1.36429,1.3642925,1689,2020-12-31 03:00:00
170,GBPUSD_i,1.36428,1.36141,1.3603100000000001,1.36489,1.3626,1.3622033333333334,1.3620050000000001,1.3627225,1993,2020-12-31 04:00:00
171,GBPUSD_i,1.36145,1.36175,1.361,1.36234,1.3616700000000002,1.3616966666666668,1.36171,1.3616350000000002,2099,2020-12-31 05:00:00
172,GBPUSD_i,1.36175,1.36135,1.36115,1.36196,1.361555,1.3614866666666667,1.3614525,1.3615525,1286,2020-12-31 06:00:00
173,GBPUSD_i,1.36135,1.3624,1.36132,1.3627099999999999,1.362015,1.3621433333333333,1.3622075,1.361945,1213,2020-12-31 07:00:00
174,GBPUSD_i,1.3624100000000001,1.36265,1.36236,1.36359,1.362975,1.3628666666666664,1.3628125,1.3627525,1801,2020-12-31 08:00:00
175,GBPUSD_i,1.3626,1.36535,1.3625,1.3655,1.3639999999999999,1.36445,1.364675,1.3639875,2670,2020-12-31 09:00:00
176,GBPUSD_i,1.36535,1.36666,1.3643100000000001,1.36692,1.365615,1.3659633333333332,1.3661374999999998,1.36581,3157,2020-12-31 10:00:00
177,GBPUSD_i,1.36666,1.36574,1.3651499999999999,1.36672,1.365935,1.36587,1.3658374999999998,1.3660674999999998,2536,2020-12-31 11:00:00
178,GBPUSD_i,1.36574,1.36733,1.36504,1.3685399999999999,1.36679,1.36697,1.36706,1.3666625,2756,2020-12-31 12:00:00
179,GBPUSD_i,1.3672900000000001,1.36474,1.36383,1.3673199999999999,1.365575,1.3652966666666666,1.3651575,1.3657949999999999,2465,2020-12-31 13:00:00
180,GBPUSD_i,1.36474,1.36615,1.36435,1.36687,1.36561,1.3657899999999998,1.36588,1.3655275,2194,2020-12-31 14:00:00
