,NQ100_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
21,NQ100_m_i,11144.1,11171.5,11122.6,11184.1,11153.35,11159.4,11162.425,11155.574999999999,6330,2020-09-23 13:00:00
22,NQ100_m_i,11171.4,11206.9,11166.4,11209.4,11187.9,11194.233333333332,11197.4,11188.525,4134,2020-09-23 14:00:00
23,NQ100_m_i,11207.4,11236.7,11205.1,11237.5,11221.3,11226.433333333334,11229.0,11221.675000000001,3812,2020-09-23 15:00:00
24,NQ100_m_i,11236.4,11216.4,11191.6,11236.5,11214.05,11214.833333333334,11215.225,11220.225,4225,2020-09-23 16:00:00
25,NQ100_m_i,11215.9,11147.0,11140.9,11216.0,11178.45,11167.966666666667,11162.725,11179.95,5010,2020-09-23 17:00:00
26,NQ100_m_i,11146.6,11152.5,11130.9,11173.5,11152.2,11152.300000000001,11152.35,11150.875,5691,2020-09-23 18:00:00
27,NQ100_m_i,11152.4,11096.7,11089.1,11176.5,11132.8,11120.766666666668,11114.75,11128.675000000001,9878,2020-09-23 19:00:00
28,NQ100_m_i,11097.2,11081.0,11048.0,11120.2,11084.1,11083.066666666666,11082.55,11086.599999999999,11700,2020-09-23 20:00:00
29,NQ100_m_i,11081.0,11004.0,10999.0,11107.0,11053.0,11036.666666666666,11028.5,11047.75,10638,2020-09-23 21:00:00
30,NQ100_m_i,11003.7,11058.0,10987.6,11060.5,11024.05,11035.366666666667,11041.025,11027.45,8861,2020-09-23 22:00:00
31,NQ100_m_i,11057.7,10979.6,10971.2,11060.6,11015.900000000001,11003.800000000001,10997.75,11017.275000000001,7903,2020-09-23 23:00:00
32,NQ100_m_i,10980.0,10859.5,10849.0,10981.2,10915.1,10896.566666666668,10887.3,10917.425,12918,2020-09-24 00:00:00
33,NQ100_m_i,10859.5,10836.2,10802.0,10888.7,10845.35,10842.300000000001,10840.775000000001,10846.6,15317,2020-09-24 01:00:00
34,NQ100_m_i,10836.8,10815.6,10802.2,10839.7,10820.95,10819.166666666666,10818.275,10823.575,2165,2020-09-24 04:00:00
35,NQ100_m_i,10816.1,10764.6,10741.0,10829.1,10785.05,10778.233333333332,10774.824999999999,10787.699999999999,5896,2020-09-24 05:00:00
36,NQ100_m_i,10764.3,10841.8,10753.2,10843.6,10798.400000000001,10812.866666666667,10820.1,10800.725,7090,2020-09-24 06:00:00
37,NQ100_m_i,10841.5,10812.5,10807.6,10861.8,10834.7,10827.300000000001,10823.6,10830.85,6071,2020-09-24 07:00:00
38,NQ100_m_i,10812.6,10826.6,10807.6,10858.3,10832.95,10830.833333333334,10829.775,10826.275,6206,2020-09-24 08:00:00
39,NQ100_m_i,10826.2,10823.6,10807.1,10833.6,10820.35,10821.433333333334,10821.975,10822.625,4730,2020-09-24 09:00:00
40,NQ100_m_i,10823.6,10754.2,10749.0,10847.8,10798.4,10783.666666666666,10776.3,10793.65,6117,2020-09-24 10:00:00
41,NQ100_m_i,10754.3,10800.2,10730.8,10802.7,10766.75,10777.9,10783.475,10772.0,6557,2020-09-24 11:00:00
42,NQ100_m_i,10799.2,10750.1,10735.1,10812.2,10773.650000000001,10765.800000000001,10761.875,10774.150000000001,7487,2020-09-24 12:00:00
43,NQ100_m_i,10750.2,10832.6,10749.0,10844.1,10796.55,10808.566666666666,10814.574999999999,10793.974999999999,8220,2020-09-24 13:00:00
44,NQ100_m_i,10831.7,10788.7,10772.2,10837.6,10804.900000000001,10799.500000000002,10796.800000000001,10807.550000000001,6488,2020-09-24 14:00:00
45,NQ100_m_i,10789.2,10785.0,10762.0,10793.2,10777.6,10780.066666666668,10781.3,10782.35,5935,2020-09-24 15:00:00
46,NQ100_m_i,10785.0,10828.0,10782.7,10840.0,10811.35,10816.9,10819.675,10808.925,5262,2020-09-24 16:00:00
47,NQ100_m_i,10827.0,10772.7,10768.2,10829.5,10798.85,10790.133333333333,10785.775000000001,10799.35,5663,2020-09-24 17:00:00
48,NQ100_m_i,10773.5,10702.4,10680.0,10779.0,10729.5,10720.466666666667,10715.95,10733.725,7224,2020-09-24 18:00:00
49,NQ100_m_i,10701.5,10850.6,10676.8,10888.1,10782.45,10805.166666666666,10816.525,10779.25,14757,2020-09-24 19:00:00
50,NQ100_m_i,10850.8,10907.6,10790.4,10952.1,10871.25,10883.366666666667,10889.425,10875.224999999999,17997,2020-09-24 20:00:00
51,NQ100_m_i,10906.1,10969.4,10838.3,10976.8,10907.55,10928.166666666666,10938.475,10922.65,13727,2020-09-24 21:00:00
52,NQ100_m_i,10969.6,10966.8,10903.8,10997.6,10950.7,10956.066666666666,10958.75,10959.449999999999,10860,2020-09-24 22:00:00
53,NQ100_m_i,10966.3,10977.8,10958.3,11027.3,10992.8,10987.799999999997,10985.3,10982.425,9215,2020-09-24 23:00:00
54,NQ100_m_i,10978.6,10875.9,10873.2,10986.8,10930.0,10911.966666666667,10902.95,10928.625,11503,2020-09-25 00:00:00
55,NQ100_m_i,10876.4,10894.3,10822.6,10933.6,10878.1,10883.5,10886.2,10881.725,14472,2020-09-25 01:00:00
56,NQ100_m_i,10945.9,10943.6,10940.3,10960.3,10950.3,10948.066666666666,10946.949999999999,10947.525,1239,2020-09-25 04:00:00
57,NQ100_m_i,10943.0,10966.9,10940.3,10974.4,10957.349999999999,10960.533333333333,10962.125,10956.15,3207,2020-09-25 05:00:00
58,NQ100_m_i,10966.6,10970.6,10946.0,10980.6,10963.3,10965.733333333332,10966.949999999999,10965.949999999999,4622,2020-09-25 06:00:00
59,NQ100_m_i,10971.0,10970.1,10968.8,10991.9,10980.349999999999,10976.933333333332,10975.224999999999,10975.449999999999,3831,2020-09-25 07:00:00
60,NQ100_m_i,10970.1,10956.6,10949.8,10983.6,10966.7,10963.333333333334,10961.65,10965.025,3350,2020-09-25 08:00:00
61,NQ100_m_i,10957.0,10949.8,10937.3,10975.6,10956.45,10954.233333333332,10953.125,10954.925,3150,2020-09-25 09:00:00
62,NQ100_m_i,10949.3,10965.3,10944.1,10969.9,10957.0,10959.766666666668,10961.150000000001,10957.150000000001,3078,2020-09-25 10:00:00
63,NQ100_m_i,10965.1,10932.3,10926.5,10972.8,10949.65,10943.866666666667,10940.974999999999,10949.175,4230,2020-09-25 11:00:00
64,NQ100_m_i,10932.1,10932.1,10898.0,10938.5,10918.25,10922.866666666667,10925.175,10925.175,5507,2020-09-25 12:00:00
65,NQ100_m_i,10931.8,10893.0,10881.8,10937.0,10909.4,10903.933333333332,10901.2,10910.9,7961,2020-09-25 13:00:00
66,NQ100_m_i,10892.8,10913.1,10873.8,10917.6,10895.7,10901.5,10904.4,10899.325,5015,2020-09-25 14:00:00
67,NQ100_m_i,10912.8,10883.9,10860.5,10922.6,10891.55,10889.0,10887.725,10894.95,4263,2020-09-25 15:00:00
68,NQ100_m_i,10883.9,10842.5,10832.3,10901.3,10866.8,10858.699999999999,10854.65,10865.0,6052,2020-09-25 16:00:00
69,NQ100_m_i,10845.5,10905.5,10830.1,10919.0,10874.55,10884.866666666667,10890.025,10875.025,6867,2020-09-25 17:00:00
70,NQ100_m_i,10905.9,10928.8,10892.6,10936.8,10914.7,10919.4,10921.75,10916.025,6962,2020-09-25 18:00:00
71,NQ100_m_i,10928.3,10920.6,10846.9,10949.4,10898.15,10905.633333333333,10909.375,10911.3,13651,2020-09-25 19:00:00
72,NQ100_m_i,10920.1,10982.6,10849.9,11003.4,10926.65,10945.300000000001,10954.625,10939.0,13971,2020-09-25 20:00:00
73,NQ100_m_i,10982.6,10982.7,10963.6,11048.1,11005.85,10998.133333333333,10994.275000000001,10994.25,9109,2020-09-25 21:00:00
74,NQ100_m_i,10982.6,11031.4,10981.6,11048.4,11015.0,11020.466666666667,11023.2,11011.0,7067,2020-09-25 22:00:00
75,NQ100_m_i,11032.0,11079.7,11020.4,11083.2,11051.8,11061.1,11065.75,11053.825,6309,2020-09-25 23:00:00
76,NQ100_m_i,11188.2,11184.7,11176.1,11194.9,11185.5,11185.233333333332,11185.099999999999,11185.974999999999,1470,2020-09-28 04:00:00
77,NQ100_m_i,11184.4,11174.2,11165.1,11188.2,11176.650000000001,11175.833333333334,11175.425,11177.975,2841,2020-09-28 05:00:00
78,NQ100_m_i,11174.2,11163.4,11156.3,11181.7,11169.0,11167.133333333333,11166.2,11168.900000000001,4560,2020-09-28 06:00:00
79,NQ100_m_i,11163.4,11203.6,11161.1,11205.6,11183.35,11190.1,11193.475,11183.425000000001,4009,2020-09-28 07:00:00
80,NQ100_m_i,11203.7,11189.4,11185.3,11206.3,11195.8,11193.666666666666,11192.6,11196.175,2615,2020-09-28 08:00:00
81,NQ100_m_i,11189.2,11193.7,11181.4,11201.6,11191.5,11192.233333333332,11192.599999999999,11191.474999999999,2123,2020-09-28 09:00:00
82,NQ100_m_i,11193.7,11196.9,11188.6,11202.9,11195.75,11196.133333333333,11196.325,11195.525000000001,1712,2020-09-28 10:00:00
83,NQ100_m_i,11197.2,11221.7,11197.1,11222.9,11210.0,11213.9,11215.849999999999,11209.724999999999,2157,2020-09-28 11:00:00
84,NQ100_m_i,11222.1,11221.2,11211.8,11233.8,11222.8,11222.266666666668,11222.0,11222.225,3112,2020-09-28 12:00:00
85,NQ100_m_i,11220.6,11253.1,11220.3,11254.4,11237.349999999999,11242.599999999999,11245.224999999999,11237.099999999999,3138,2020-09-28 13:00:00
86,NQ100_m_i,11251.3,11267.7,11238.5,11291.7,11265.1,11265.966666666667,11266.400000000001,11262.3,3970,2020-09-28 14:00:00
87,NQ100_m_i,11267.7,11286.4,11266.6,11294.8,11280.7,11282.6,11283.550000000001,11278.875,4042,2020-09-28 15:00:00
88,NQ100_m_i,11286.4,11337.6,11280.6,11352.9,11316.75,11323.699999999999,11327.175,11314.375,5447,2020-09-28 16:00:00
89,NQ100_m_i,11337.6,11357.6,11318.6,11358.3,11338.45,11344.833333333334,11348.025,11343.025,4666,2020-09-28 17:00:00
90,NQ100_m_i,11357.4,11359.4,11349.3,11380.9,11365.099999999999,11363.199999999999,11362.25,11361.75,4181,2020-09-28 18:00:00
91,NQ100_m_i,11359.4,11289.0,11267.8,11367.9,11317.849999999999,11308.233333333332,11303.425,11321.025,9339,2020-09-28 19:00:00
92,NQ100_m_i,11289.4,11256.4,11251.4,11330.9,11291.15,11279.566666666666,11273.775,11282.025,11071,2020-09-28 20:00:00
93,NQ100_m_i,11256.7,11280.8,11253.9,11320.8,11287.349999999999,11285.166666666666,11284.075,11278.05,9119,2020-09-28 21:00:00
94,NQ100_m_i,11282.2,11302.3,11242.1,11302.4,11272.25,11282.266666666668,11287.275000000001,11282.25,6324,2020-09-28 22:00:00
95,NQ100_m_i,11302.3,11339.0,11280.4,11346.4,11313.4,11321.933333333334,11326.2,11317.025000000001,5235,2020-09-28 23:00:00
96,NQ100_m_i,11339.0,11351.0,11311.2,11355.3,11333.25,11339.166666666666,11342.125,11339.125,6010,2020-09-29 00:00:00
97,NQ100_m_i,11351.2,11375.2,11322.8,11375.9,11349.349999999999,11357.966666666665,11362.274999999998,11356.274999999998,8012,2020-09-29 01:00:00
98,NQ100_m_i,11414.2,11412.1,11408.0,11427.7,11417.85,11415.933333333334,11414.975,11415.5,950,2020-09-29 04:00:00
99,NQ100_m_i,11411.8,11433.3,11411.8,11437.3,11424.55,11427.466666666665,11428.925,11423.55,1781,2020-09-29 05:00:00
100,NQ100_m_i,11433.3,11449.0,11425.7,11454.1,11439.900000000001,11442.933333333334,11444.45,11440.525000000001,2599,2020-09-29 06:00:00
101,NQ100_m_i,11449.8,11438.8,11432.2,11458.0,11445.1,11443.0,11441.95,11444.7,3373,2020-09-29 07:00:00
102,NQ100_m_i,11438.8,11428.0,11423.5,11444.7,11434.1,11432.066666666666,11431.05,11433.75,2597,2020-09-29 08:00:00
103,NQ100_m_i,11428.0,11426.1,11412.7,11430.8,11421.75,11423.199999999999,11423.925,11424.4,2034,2020-09-29 09:00:00
104,NQ100_m_i,11426.2,11459.0,11424.5,11459.7,11442.1,11447.733333333332,11450.55,11442.349999999999,2342,2020-09-29 10:00:00
105,NQ100_m_i,11459.2,11450.2,11426.6,11464.0,11445.3,11446.933333333334,11447.75,11450.0,3631,2020-09-29 11:00:00
106,NQ100_m_i,11450.5,11401.6,11393.5,11452.0,11422.75,11415.699999999999,11412.175,11424.4,4085,2020-09-29 12:00:00
107,NQ100_m_i,11401.0,11389.5,11359.8,11408.6,11384.2,11385.966666666667,11386.85,11389.725,5293,2020-09-29 13:00:00
108,NQ100_m_i,11390.0,11380.3,11349.2,11392.0,11370.6,11373.833333333334,11375.45,11377.875,5056,2020-09-29 14:00:00
109,NQ100_m_i,11380.3,11385.8,11357.5,11394.3,11375.9,11379.199999999999,11380.849999999999,11379.474999999999,3703,2020-09-29 15:00:00
110,NQ100_m_i,11385.5,11388.6,11374.0,11404.7,11389.35,11389.1,11388.975,11388.2,3187,2020-09-29 16:00:00
111,NQ100_m_i,11390.5,11367.3,11363.8,11407.3,11385.55,11379.466666666665,11376.425,11382.224999999999,4217,2020-09-29 17:00:00
112,NQ100_m_i,11366.8,11384.2,11355.5,11389.6,11372.55,11376.433333333334,11378.375,11374.025000000001,4229,2020-09-29 18:00:00
113,NQ100_m_i,11384.0,11361.9,11345.3,11395.6,11370.45,11367.6,11366.175000000001,11371.7,8369,2020-09-29 19:00:00
114,NQ100_m_i,11362.1,11333.1,11305.3,11401.1,11353.2,11346.5,11343.15,11350.4,9234,2020-09-29 20:00:00
115,NQ100_m_i,11333.3,11339.8,11316.1,11378.6,11347.35,11344.833333333334,11343.575,11341.95,7243,2020-09-29 21:00:00
116,NQ100_m_i,11339.9,11361.2,11326.6,11366.1,11346.35,11351.300000000001,11353.775000000001,11348.45,6080,2020-09-29 22:00:00
117,NQ100_m_i,11361.2,11362.3,11308.1,11374.8,11341.45,11348.4,11351.875,11351.599999999999,5406,2020-09-29 23:00:00
118,NQ100_m_i,11362.3,11360.1,11345.9,11380.7,11363.3,11362.233333333332,11361.699999999999,11362.25,5773,2020-09-30 00:00:00
119,NQ100_m_i,11360.8,11324.1,11310.4,11372.1,11341.25,11335.533333333333,11332.675,11341.849999999999,7036,2020-09-30 01:00:00
120,NQ100_m_i,11343.1,11356.2,11334.6,11362.1,11348.35,11350.966666666667,11352.275000000001,11349.0,1273,2020-09-30 04:00:00
121,NQ100_m_i,11356.6,11355.2,11350.1,11365.3,11357.7,11356.866666666669,11356.45,11356.800000000001,2035,2020-09-30 05:00:00
122,NQ100_m_i,11354.8,11349.4,11341.3,11371.7,11356.5,11354.133333333333,11352.95,11354.3,3169,2020-09-30 06:00:00
123,NQ100_m_i,11348.8,11389.8,11345.6,11393.6,11369.6,11376.333333333334,11379.7,11369.45,4079,2020-09-30 07:00:00
124,NQ100_m_i,11390.1,11346.7,11335.8,11441.8,11388.8,11374.766666666668,11367.75,11378.6,6585,2020-09-30 08:00:00
125,NQ100_m_i,11347.4,11277.8,11271.7,11352.2,11311.95,11300.566666666666,11294.875,11312.275,7244,2020-09-30 09:00:00
126,NQ100_m_i,11277.6,11281.4,11248.0,11291.3,11269.65,11273.566666666666,11275.525,11274.574999999999,5813,2020-09-30 10:00:00
127,NQ100_m_i,11280.7,11209.8,11209.8,11299.3,11254.55,11239.633333333331,11232.175,11249.899999999998,7228,2020-09-30 11:00:00
128,NQ100_m_i,11209.8,11241.2,11182.6,11243.2,11212.900000000001,11222.333333333334,11227.05,11219.2,6736,2020-09-30 12:00:00
129,NQ100_m_i,11240.6,11227.8,11223.4,11281.9,11252.65,11244.366666666667,11240.224999999999,11243.425,7230,2020-09-30 13:00:00
130,NQ100_m_i,11228.3,11250.8,11224.6,11260.3,11242.45,11245.233333333332,11246.625,11241.0,6137,2020-09-30 14:00:00
131,NQ100_m_i,11250.1,11249.8,11201.3,11255.7,11228.5,11235.6,11239.150000000001,11239.225,5772,2020-09-30 15:00:00
132,NQ100_m_i,11250.3,11290.7,11227.6,11312.9,11270.25,11277.066666666666,11280.474999999999,11270.375,5583,2020-09-30 16:00:00
133,NQ100_m_i,11289.8,11276.2,11269.1,11300.8,11284.95,11282.033333333335,11280.575,11283.975000000002,4761,2020-09-30 17:00:00
134,NQ100_m_i,11275.9,11328.3,11261.9,11341.1,11301.5,11310.433333333334,11314.900000000001,11301.800000000001,5632,2020-09-30 18:00:00
135,NQ100_m_i,11327.8,11433.9,11322.8,11435.7,11379.25,11397.466666666667,11406.575,11380.05,8743,2020-09-30 19:00:00
136,NQ100_m_i,11433.4,11452.9,11420.8,11495.2,11458.0,11456.300000000001,11455.45,11450.575,10419,2020-09-30 20:00:00
137,NQ100_m_i,11452.7,11504.8,11441.2,11515.5,11478.35,11487.166666666666,11491.575,11478.55,6467,2020-09-30 21:00:00
138,NQ100_m_i,11504.5,11475.4,11463.7,11521.2,11492.45,11486.766666666668,11483.925000000001,11491.2,5637,2020-09-30 22:00:00
139,NQ100_m_i,11475.7,11513.0,11437.9,11513.9,11475.9,11488.266666666668,11494.45,11485.125,5456,2020-09-30 23:00:00
140,NQ100_m_i,11513.2,11457.7,11397.2,11540.9,11469.05,11465.266666666668,11463.375,11477.25,11065,2020-10-01 00:00:00
141,NQ100_m_i,11457.2,11416.4,11351.2,11477.4,11414.3,11415.0,11415.35,11425.55,13575,2020-10-01 01:00:00
142,NQ100_m_i,11429.9,11440.3,11414.4,11442.8,11428.599999999999,11432.5,11434.45,11431.85,1865,2020-10-01 04:00:00
143,NQ100_m_i,11440.0,11456.7,11437.3,11457.4,11447.349999999999,11450.466666666665,11452.024999999998,11447.849999999999,2512,2020-10-01 05:00:00
144,NQ100_m_i,11456.9,11426.2,11423.5,11465.7,11444.6,11438.466666666667,11435.400000000001,11443.075,4513,2020-10-01 06:00:00
145,NQ100_m_i,11426.5,11478.0,11423.5,11486.0,11454.75,11462.5,11466.375,11453.5,4329,2020-10-01 07:00:00
146,NQ100_m_i,11478.0,11484.4,11470.9,11490.7,11480.8,11482.0,11482.6,11481.0,2506,2020-10-01 08:00:00
147,NQ100_m_i,11484.5,11475.2,11465.7,11486.9,11476.3,11475.933333333334,11475.75,11478.075,1816,2020-10-01 09:00:00
148,NQ100_m_i,11475.2,11470.4,11467.8,11486.2,11477.0,11474.800000000001,11473.7,11474.900000000001,2075,2020-10-01 10:00:00
149,NQ100_m_i,11470.9,11480.2,11456.4,11481.2,11468.8,11472.6,11474.5,11472.175000000001,2642,2020-10-01 11:00:00
150,NQ100_m_i,11480.2,11508.7,11477.2,11520.7,11498.95,11502.200000000003,11503.825,11496.7,3693,2020-10-01 12:00:00
151,NQ100_m_i,11507.7,11505.2,11490.2,11523.7,11506.95,11506.366666666669,11506.075,11506.7,5193,2020-10-01 13:00:00
152,NQ100_m_i,11503.7,11495.0,11476.4,11532.7,11504.55,11501.366666666667,11499.775,11501.95,5192,2020-10-01 14:00:00
153,NQ100_m_i,11494.4,11557.7,11491.7,11563.2,11527.45,11537.533333333335,11542.575,11526.750000000002,4108,2020-10-01 15:00:00
154,NQ100_m_i,11557.9,11571.0,11549.2,11585.8,11567.5,11568.666666666666,11569.25,11565.975,4626,2020-10-01 16:00:00
155,NQ100_m_i,11569.4,11582.7,11556.2,11586.9,11571.55,11575.266666666668,11577.125,11573.800000000001,4222,2020-10-01 17:00:00
156,NQ100_m_i,11584.2,11571.5,11556.2,11607.9,11582.05,11578.533333333333,11576.775,11579.95,5917,2020-10-01 18:00:00
157,NQ100_m_i,11571.3,11537.0,11524.8,11588.4,11556.599999999999,11550.066666666666,11546.8,11555.375,9099,2020-10-01 19:00:00
158,NQ100_m_i,11530.3,11532.0,11499.1,11556.5,11527.8,11529.199999999999,11529.9,11529.474999999999,10315,2020-10-01 20:00:00
159,NQ100_m_i,11530.0,11545.3,11488.3,11571.0,11529.65,11534.866666666667,11537.474999999999,11533.65,9246,2020-10-01 21:00:00
160,NQ100_m_i,11545.3,11557.6,11512.6,11560.1,11536.35,11543.433333333334,11546.975,11543.900000000001,6924,2020-10-01 22:00:00
161,NQ100_m_i,11557.8,11557.6,11544.0,11592.6,11568.3,11564.733333333332,11562.949999999999,11563.0,6333,2020-10-01 23:00:00
162,NQ100_m_i,11558.3,11595.8,11511.3,11604.0,11557.65,11570.366666666667,11576.724999999999,11567.349999999999,9933,2020-10-02 00:00:00
163,NQ100_m_i,11595.1,11587.0,11546.5,11612.5,11579.5,11582.0,11583.25,11585.275,7430,2020-10-02 01:00:00
164,NQ100_m_i,11584.0,11604.1,11568.7,11611.2,11589.95,11594.666666666666,11597.025,11592.0,2572,2020-10-02 04:00:00
165,NQ100_m_i,11604.2,11585.2,11578.2,11607.2,11592.7,11590.200000000003,11588.95,11593.7,3144,2020-10-02 05:00:00
166,NQ100_m_i,11584.9,11558.0,11552.4,11603.5,11577.95,11571.300000000001,11567.975,11574.7,5195,2020-10-02 06:00:00
167,NQ100_m_i,11558.4,11557.5,11550.8,11572.6,11561.7,11560.300000000001,11559.6,11559.825,3437,2020-10-02 07:00:00
168,NQ100_m_i,11557.5,11545.7,11530.6,11562.0,11546.3,11546.1,11546.0,11548.95,3084,2020-10-02 08:00:00
169,NQ100_m_i,11545.9,11570.0,11538.6,11570.4,11554.5,11559.666666666666,11562.25,11556.225,2846,2020-10-02 09:00:00
170,NQ100_m_i,11570.0,11477.5,11466.4,11582.2,11524.3,11508.699999999999,11500.9,11524.025,4175,2020-10-02 10:00:00
171,NQ100_m_i,11477.0,11367.9,11316.1,11480.1,11398.1,11388.033333333333,11383.0,11410.275,15070,2020-10-02 11:00:00
172,NQ100_m_i,11367.1,11407.7,11355.1,11434.6,11394.85,11399.133333333333,11401.275000000001,11391.125,9340,2020-10-02 12:00:00
173,NQ100_m_i,11406.6,11398.1,11386.4,11463.4,11424.9,11415.966666666667,11411.5,11413.625,7928,2020-10-02 13:00:00
174,NQ100_m_i,11397.4,11398.1,11372.6,11419.2,11395.900000000001,11396.633333333333,11397.0,11396.825,7211,2020-10-02 14:00:00
175,NQ100_m_i,11398.1,11341.0,11314.5,11410.9,11362.7,11355.466666666667,11351.85,11366.125,7081,2020-10-02 15:00:00
176,NQ100_m_i,11340.4,11370.9,11305.0,11379.4,11342.2,11351.766666666668,11356.550000000001,11348.925000000001,6757,2020-10-02 16:00:00
177,NQ100_m_i,11370.9,11303.1,11295.7,11382.1,11338.900000000001,11326.966666666667,11321.0,11337.95,7053,2020-10-02 17:00:00
178,NQ100_m_i,11301.4,11331.0,11297.6,11376.7,11337.150000000001,11335.1,11334.075,11326.675000000001,8022,2020-10-02 18:00:00
179,NQ100_m_i,11331.1,11421.3,11296.1,11443.2,11369.650000000001,11386.866666666669,11395.475000000002,11372.925000000001,12031,2020-10-02 19:00:00
180,NQ100_m_i,11421.6,11435.2,11399.5,11482.6,11441.05,11439.1,11438.125,11434.725,11005,2020-10-02 20:00:00
181,NQ100_m_i,11435.0,11285.7,11279.5,11439.0,11359.25,11334.733333333332,11322.474999999999,11359.8,11049,2020-10-02 21:00:00
182,NQ100_m_i,11286.5,11330.0,11219.5,11366.0,11292.75,11305.166666666666,11311.375,11300.5,13205,2020-10-02 22:00:00
183,NQ100_m_i,11330.0,11301.3,11275.0,11340.5,11307.75,11305.6,11304.525000000001,11311.7,11131,2020-10-02 23:00:00
184,NQ100_m_i,11316.5,11321.7,11301.7,11331.2,11316.45,11318.200000000003,11319.075,11317.775000000001,2074,2020-10-05 04:00:00
185,NQ100_m_i,11321.7,11346.3,11316.7,11350.7,11333.7,11337.9,11340.0,11333.849999999999,3488,2020-10-05 05:00:00
186,NQ100_m_i,11346.0,11375.5,11338.0,11376.6,11357.3,11363.366666666667,11366.4,11359.025,3573,2020-10-05 06:00:00
187,NQ100_m_i,11375.0,11353.7,11346.2,11377.5,11361.85,11359.133333333333,11357.775000000001,11363.1,3441,2020-10-05 07:00:00
188,NQ100_m_i,11353.7,11364.7,11350.0,11369.5,11359.75,11361.4,11362.224999999999,11359.474999999999,2276,2020-10-05 08:00:00
189,NQ100_m_i,11365.0,11338.0,11337.7,11379.7,11358.7,11351.800000000001,11348.35,11355.1,2298,2020-10-05 09:00:00
190,NQ100_m_i,11338.5,11351.5,11327.5,11354.0,11340.75,11344.333333333334,11346.125,11342.875,2145,2020-10-05 10:00:00
191,NQ100_m_i,11351.7,11350.2,11341.7,11363.2,11352.45,11351.700000000003,11351.325,11351.7,3171,2020-10-05 11:00:00
192,NQ100_m_i,11349.7,11339.5,11307.0,11352.5,11329.75,11333.0,11334.625,11337.175,5188,2020-10-05 12:00:00
193,NQ100_m_i,11339.5,11314.5,11282.2,11355.0,11318.6,11317.233333333332,11316.55,11322.8,6998,2020-10-05 13:00:00
