,GBPCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
33,GBPCAD_i,1.7239200000000001,1.72522,1.7235,1.72709,1.725295,1.72527,1.7252575,1.7249325,3918,2020-12-22 08:00:00
34,GBPCAD_i,1.72533,1.7290299999999998,1.7251699999999999,1.7302300000000002,1.7277,1.7281433333333334,1.728365,1.72744,4204,2020-12-22 09:00:00
35,GBPCAD_i,1.72899,1.72844,1.72736,1.73027,1.728815,1.72869,1.7286275,1.728765,5863,2020-12-22 10:00:00
36,GBPCAD_i,1.72844,1.7277200000000001,1.7265000000000001,1.73108,1.72879,1.7284333333333333,1.7282549999999999,1.728435,4950,2020-12-22 11:00:00
37,GBPCAD_i,1.72763,1.72907,1.7213,1.7307700000000001,1.726035,1.7270466666666666,1.7275525,1.7271925000000001,6411,2020-12-22 12:00:00
38,GBPCAD_i,1.72904,1.7251699999999999,1.72434,1.72913,1.7267350000000001,1.7262133333333332,1.7259525,1.7269199999999998,4566,2020-12-22 13:00:00
39,GBPCAD_i,1.7252,1.7252,1.72359,1.72715,1.7253699999999998,1.7253133333333333,1.725285,1.725285,4596,2020-12-22 14:00:00
40,GBPCAD_i,1.7252,1.72836,1.7252,1.7289400000000001,1.72707,1.7275,1.727715,1.726925,4006,2020-12-22 15:00:00
41,GBPCAD_i,1.7283,1.72298,1.72194,1.72899,1.725465,1.7246366666666668,1.7242225,1.7255525,5262,2020-12-22 16:00:00
42,GBPCAD_i,1.7229,1.72173,1.71957,1.72538,1.722475,1.7222266666666666,1.7221024999999999,1.722395,5864,2020-12-22 17:00:00
43,GBPCAD_i,1.7217,1.72382,1.72,1.7253699999999998,1.7226849999999998,1.7230633333333332,1.7232524999999999,1.7227225,5878,2020-12-22 18:00:00
44,GBPCAD_i,1.72383,1.72405,1.7233100000000001,1.72676,1.725035,1.7247066666666668,1.7245425,1.7244875,2785,2020-12-22 19:00:00
45,GBPCAD_i,1.7240799999999998,1.72374,1.72321,1.7251400000000001,1.724175,1.72403,1.7239575,1.7240425,2346,2020-12-22 20:00:00
46,GBPCAD_i,1.72374,1.7225899999999998,1.72228,1.7240600000000001,1.72317,1.7229766666666666,1.72288,1.7231675,2115,2020-12-22 21:00:00
47,GBPCAD_i,1.72261,1.72498,1.72172,1.72515,1.7234349999999998,1.7239499999999996,1.7242075,1.7236149999999997,2801,2020-12-22 22:00:00
48,GBPCAD_i,1.72498,1.72465,1.72323,1.7265899999999998,1.72491,1.7248233333333332,1.72478,1.7248625,1463,2020-12-22 23:00:00
49,GBPCAD_i,1.72309,1.7245599999999999,1.72309,1.72511,1.7241,1.7242533333333334,1.7243300000000001,1.7239625,453,2020-12-23 00:00:00
50,GBPCAD_i,1.7245599999999999,1.72715,1.72386,1.72724,1.7255500000000001,1.7260833333333334,1.72635,1.7257025000000001,1808,2020-12-23 01:00:00
51,GBPCAD_i,1.72715,1.72635,1.7257799999999999,1.72725,1.726515,1.72646,1.7264325,1.7266325,2980,2020-12-23 02:00:00
52,GBPCAD_i,1.7263199999999999,1.72679,1.72546,1.72764,1.72655,1.72663,1.7266700000000001,1.7265525,3867,2020-12-23 03:00:00
53,GBPCAD_i,1.7267700000000001,1.72665,1.7256200000000002,1.72766,1.7266400000000002,1.7266433333333335,1.7266450000000002,1.7266750000000002,3024,2020-12-23 04:00:00
54,GBPCAD_i,1.72665,1.7271,1.72581,1.72811,1.72696,1.7270066666666668,1.72703,1.7269175,2828,2020-12-23 05:00:00
55,GBPCAD_i,1.72713,1.72692,1.7263,1.72784,1.7270699999999999,1.7270199999999998,1.7269949999999998,1.7270474999999998,3213,2020-12-23 06:00:00
56,GBPCAD_i,1.72692,1.72748,1.72622,1.72784,1.72703,1.72718,1.727255,1.727115,3435,2020-12-23 07:00:00
57,GBPCAD_i,1.72746,1.72946,1.7274500000000002,1.7299099999999998,1.72868,1.72894,1.72907,1.72857,2190,2020-12-23 08:00:00
58,GBPCAD_i,1.72882,1.73092,1.72882,1.73135,1.7300849999999999,1.7303633333333333,1.7305025,1.7299775,3732,2020-12-23 09:00:00
59,GBPCAD_i,1.73091,1.72814,1.72683,1.73191,1.72937,1.72896,1.728755,1.7294475,4711,2020-12-23 10:00:00
60,GBPCAD_i,1.72803,1.7271,1.7263899999999999,1.7293699999999999,1.7278799999999999,1.72762,1.72749,1.7277225,3821,2020-12-23 11:00:00
61,GBPCAD_i,1.72712,1.7282,1.72672,1.72886,1.7277900000000002,1.7279266666666668,1.7279950000000002,1.7277250000000002,3629,2020-12-23 12:00:00
62,GBPCAD_i,1.7282,1.7273399999999999,1.72665,1.7292800000000002,1.7279650000000002,1.7277566666666668,1.7276525,1.7278675000000001,3123,2020-12-23 13:00:00
63,GBPCAD_i,1.72732,1.7286700000000002,1.7263600000000001,1.72882,1.7275900000000002,1.72795,1.7281300000000002,1.7277925,2371,2020-12-23 14:00:00
64,GBPCAD_i,1.72866,1.73414,1.72599,1.73543,1.73071,1.7318533333333335,1.732425,1.731055,5074,2020-12-23 15:00:00
65,GBPCAD_i,1.73414,1.7385000000000002,1.73327,1.74058,1.736925,1.7374500000000002,1.7377125000000002,1.7366225000000002,7739,2020-12-23 16:00:00
66,GBPCAD_i,1.73857,1.73856,1.7367,1.74314,1.73992,1.7394666666666667,1.7392400000000001,1.7392425,7411,2020-12-23 17:00:00
67,GBPCAD_i,1.73851,1.73427,1.73182,1.74038,1.7361,1.7354899999999998,1.735185,1.7362449999999998,6803,2020-12-23 18:00:00
68,GBPCAD_i,1.73427,1.73079,1.72908,1.7353100000000001,1.732195,1.7317266666666666,1.7314924999999999,1.7323624999999998,5394,2020-12-23 19:00:00
69,GBPCAD_i,1.73075,1.73597,1.73045,1.73621,1.73333,1.73421,1.73465,1.733345,4708,2020-12-23 20:00:00
70,GBPCAD_i,1.73598,1.73264,1.73248,1.73598,1.7342300000000002,1.7337,1.733435,1.73427,4054,2020-12-23 21:00:00
71,GBPCAD_i,1.73251,1.73515,1.73176,1.73552,1.7336399999999998,1.7341433333333331,1.734395,1.7337349999999998,3673,2020-12-23 22:00:00
72,GBPCAD_i,1.73522,1.73277,1.73277,1.7360600000000002,1.734415,1.7338666666666667,1.7335924999999999,1.734205,1781,2020-12-23 23:00:00
73,GBPCAD_i,1.7332100000000001,1.73367,1.7323,1.736,1.73415,1.7339900000000001,1.73391,1.7337950000000002,528,2020-12-24 00:00:00
74,GBPCAD_i,1.73367,1.73496,1.73367,1.73559,1.7346300000000001,1.7347400000000002,1.734795,1.7344725,1076,2020-12-24 01:00:00
75,GBPCAD_i,1.73496,1.7375699999999998,1.73455,1.73795,1.73625,1.73669,1.73691,1.7362575,3844,2020-12-24 02:00:00
76,GBPCAD_i,1.7375699999999998,1.7372100000000001,1.73654,1.73875,1.737645,1.7375,1.7374275000000001,1.7375175,4477,2020-12-24 03:00:00
77,GBPCAD_i,1.73723,1.74041,1.73715,1.7406700000000002,1.7389100000000002,1.7394100000000001,1.73966,1.738865,3541,2020-12-24 04:00:00
78,GBPCAD_i,1.74038,1.7402600000000001,1.73912,1.74134,1.74023,1.74024,1.740245,1.740275,3544,2020-12-24 05:00:00
79,GBPCAD_i,1.7402600000000001,1.74058,1.73944,1.74085,1.740145,1.74029,1.7403624999999998,1.7402825,2089,2020-12-24 06:00:00
80,GBPCAD_i,1.74055,1.7415,1.74038,1.7418,1.74109,1.7412266666666667,1.741295,1.7410575,1237,2020-12-24 07:00:00
81,GBPCAD_i,1.7415,1.74158,1.7401,1.7422499999999999,1.741175,1.7413099999999997,1.7413774999999998,1.7413575,1437,2020-12-24 08:00:00
82,GBPCAD_i,1.7414100000000001,1.74247,1.7400099999999998,1.74405,1.74203,1.7421766666666667,1.74225,1.7419850000000001,4295,2020-12-24 09:00:00
83,GBPCAD_i,1.74249,1.74637,1.7410999999999999,1.74748,1.74429,1.744983333333333,1.7453299999999998,1.74436,3658,2020-12-24 10:00:00
84,GBPCAD_i,1.74637,1.74533,1.74367,1.7473100000000001,1.7454900000000002,1.7454366666666667,1.7454100000000001,1.74567,4690,2020-12-24 11:00:00
85,GBPCAD_i,1.74536,1.7465600000000001,1.7447,1.7478799999999999,1.74629,1.74638,1.746425,1.746125,4406,2020-12-24 12:00:00
86,GBPCAD_i,1.74658,1.7438,1.74339,1.74779,1.74559,1.7449933333333334,1.744695,1.74539,3571,2020-12-24 13:00:00
87,GBPCAD_i,1.7438,1.74395,1.7403499999999998,1.74497,1.7426599999999999,1.7430899999999998,1.7433049999999999,1.7432675,2942,2020-12-24 14:00:00
88,GBPCAD_i,1.74383,1.74444,1.74254,1.7454,1.74397,1.7441266666666666,1.744205,1.7440525,2537,2020-12-24 15:00:00
89,GBPCAD_i,1.7443300000000002,1.7419099999999998,1.74119,1.74612,1.743655,1.7430733333333333,1.7427825,1.7433874999999999,4780,2020-12-24 16:00:00
90,GBPCAD_i,1.7418900000000002,1.73819,1.73611,1.74195,1.73903,1.7387500000000002,1.73861,1.739535,6980,2020-12-24 17:00:00
91,GBPCAD_i,1.73819,1.73747,1.73601,1.7387000000000001,1.737355,1.7373933333333333,1.7374125,1.7375924999999999,6090,2020-12-24 18:00:00
92,GBPCAD_i,1.73749,1.7343199999999999,1.73397,1.73803,1.736,1.7354399999999999,1.73516,1.7359525,4992,2020-12-24 19:00:00
93,GBPCAD_i,1.73426,1.7375099999999999,1.73366,1.73784,1.73575,1.7363366666666664,1.73663,1.7358174999999998,2052,2020-12-24 20:00:00
94,GBPCAD_i,1.74072,1.74057,1.7402,1.7420900000000001,1.741145,1.7409533333333334,1.7408575,1.740895,254,2020-12-28 00:00:00
95,GBPCAD_i,1.74061,1.74194,1.7387899999999998,1.7421799999999998,1.7404849999999998,1.74097,1.7412125,1.74088,2973,2020-12-28 01:00:00
96,GBPCAD_i,1.74196,1.73883,1.7385899999999999,1.7420900000000001,1.74034,1.7398366666666665,1.739585,1.7403674999999998,3128,2020-12-28 02:00:00
97,GBPCAD_i,1.73883,1.73986,1.73864,1.74038,1.7395100000000001,1.7396266666666669,1.7396850000000001,1.7394275000000001,2625,2020-12-28 03:00:00
98,GBPCAD_i,1.73986,1.7414,1.73984,1.74196,1.7409,1.7410666666666668,1.7411500000000002,1.7407650000000001,2498,2020-12-28 04:00:00
99,GBPCAD_i,1.7414,1.74321,1.74138,1.74337,1.742375,1.7426533333333332,1.7427924999999997,1.74234,1664,2020-12-28 05:00:00
100,GBPCAD_i,1.74315,1.74173,1.74116,1.74319,1.742175,1.7420266666666666,1.7419525,1.7423075,1403,2020-12-28 06:00:00
101,GBPCAD_i,1.74172,1.74241,1.7414800000000001,1.7424300000000001,1.7419550000000001,1.7421066666666667,1.7421825000000002,1.74201,1094,2020-12-28 07:00:00
102,GBPCAD_i,1.74241,1.7404600000000001,1.73994,1.74261,1.741275,1.7410033333333335,1.7408675000000002,1.741355,2028,2020-12-28 08:00:00
103,GBPCAD_i,1.74039,1.7400099999999998,1.73919,1.74089,1.74004,1.74003,1.740025,1.7401200000000001,2010,2020-12-28 09:00:00
104,GBPCAD_i,1.73998,1.7372,1.73675,1.7408000000000001,1.738775,1.73825,1.7379875,1.7386825000000001,3396,2020-12-28 10:00:00
105,GBPCAD_i,1.7371699999999999,1.7366700000000002,1.73567,1.73754,1.736605,1.7366266666666668,1.7366375,1.7367625,2937,2020-12-28 11:00:00
106,GBPCAD_i,1.7365599999999999,1.73209,1.7303199999999999,1.737,1.73366,1.7331366666666668,1.732875,1.7339925,4921,2020-12-28 12:00:00
107,GBPCAD_i,1.73209,1.73277,1.7303,1.73293,1.7316150000000001,1.732,1.7321925,1.7320224999999998,3267,2020-12-28 13:00:00
108,GBPCAD_i,1.73275,1.73365,1.7307700000000001,1.73367,1.73222,1.7326966666666668,1.7329350000000001,1.7327100000000002,2966,2020-12-28 14:00:00
109,GBPCAD_i,1.73368,1.73326,1.73176,1.7353100000000001,1.733535,1.7334433333333334,1.7333975000000001,1.7335025000000002,3554,2020-12-28 15:00:00
110,GBPCAD_i,1.73332,1.73408,1.73211,1.73539,1.7337500000000001,1.73386,1.733915,1.733725,3626,2020-12-28 16:00:00
111,GBPCAD_i,1.73407,1.73034,1.7278,1.73526,1.73153,1.7311333333333334,1.7309350000000001,1.7318675000000001,4476,2020-12-28 17:00:00
112,GBPCAD_i,1.7303600000000001,1.7304,1.7290299999999998,1.73193,1.73048,1.7304533333333332,1.7304399999999998,1.73043,3281,2020-12-28 18:00:00
113,GBPCAD_i,1.7304,1.73006,1.72884,1.7309,1.72987,1.7299333333333333,1.729965,1.7300499999999999,2608,2020-12-28 19:00:00
114,GBPCAD_i,1.73006,1.7294800000000001,1.72828,1.7311299999999998,1.729705,1.7296300000000002,1.7295925000000003,1.7297375000000001,1850,2020-12-28 20:00:00
115,GBPCAD_i,1.7294800000000001,1.7263600000000001,1.7263600000000001,1.72992,1.72814,1.7275466666666668,1.7272500000000002,1.72803,1736,2020-12-28 21:00:00
116,GBPCAD_i,1.72631,1.7257500000000001,1.72539,1.72844,1.726915,1.7265266666666665,1.7263324999999998,1.7264724999999999,1581,2020-12-28 22:00:00
117,GBPCAD_i,1.72576,1.72785,1.72569,1.7286899999999998,1.7271899999999998,1.72741,1.72752,1.7269975,1013,2020-12-28 23:00:00
118,GBPCAD_i,1.72794,1.7273399999999999,1.7259799999999998,1.7292800000000002,1.72763,1.7275333333333334,1.727485,1.727635,2212,2020-12-29 00:00:00
119,GBPCAD_i,1.7273399999999999,1.72884,1.7265899999999998,1.72916,1.727875,1.7281966666666666,1.7283575,1.7279825,2548,2020-12-29 01:00:00
120,GBPCAD_i,1.72885,1.72943,1.72796,1.73022,1.72909,1.7292033333333334,1.72926,1.7291150000000002,2156,2020-12-29 02:00:00
121,GBPCAD_i,1.7294,1.7296399999999998,1.72913,1.7303899999999999,1.72976,1.7297199999999997,1.7296999999999998,1.7296399999999998,2271,2020-12-29 03:00:00
122,GBPCAD_i,1.7296399999999998,1.72967,1.7281300000000002,1.7298499999999999,1.72899,1.7292166666666666,1.72933,1.7293224999999999,2546,2020-12-29 04:00:00
123,GBPCAD_i,1.72968,1.7302,1.72915,1.73064,1.729895,1.7299966666666666,1.7300475,1.7299175,2623,2020-12-29 05:00:00
124,GBPCAD_i,1.7302,1.7300200000000001,1.72986,1.73064,1.7302499999999998,1.7301733333333331,1.7301349999999998,1.7301799999999998,1459,2020-12-29 06:00:00
125,GBPCAD_i,1.7300499999999999,1.72916,1.72879,1.7301199999999999,1.729455,1.7293566666666667,1.7293075,1.72953,1767,2020-12-29 07:00:00
126,GBPCAD_i,1.72916,1.7280600000000002,1.72722,1.72936,1.7282899999999999,1.7282133333333334,1.728175,1.72845,1729,2020-12-29 08:00:00
127,GBPCAD_i,1.7282600000000001,1.73116,1.72783,1.7315,1.729665,1.7301633333333335,1.7304125000000001,1.7296875000000003,2320,2020-12-29 09:00:00
128,GBPCAD_i,1.73116,1.73129,1.73047,1.73254,1.7315049999999998,1.7314333333333334,1.7313975,1.731365,3569,2020-12-29 10:00:00
129,GBPCAD_i,1.7313100000000001,1.72622,1.72613,1.73207,1.7290999999999999,1.7281399999999998,1.7276599999999998,1.7289325,2872,2020-12-29 11:00:00
130,GBPCAD_i,1.72622,1.7274699999999998,1.72617,1.7283,1.7272349999999999,1.727313333333333,1.7273524999999998,1.7270399999999997,2706,2020-12-29 12:00:00
131,GBPCAD_i,1.72748,1.7297500000000001,1.7271100000000001,1.7306599999999999,1.728885,1.7291733333333335,1.7293175,1.72875,3118,2020-12-29 13:00:00
132,GBPCAD_i,1.7297500000000001,1.72827,1.72689,1.73068,1.728785,1.7286133333333333,1.7285275,1.7288975,2793,2020-12-29 14:00:00
133,GBPCAD_i,1.72827,1.7278,1.72603,1.72895,1.72749,1.7275933333333333,1.727645,1.7277625,2855,2020-12-29 15:00:00
134,GBPCAD_i,1.72778,1.72783,1.72541,1.72912,1.727265,1.7274533333333333,1.7275475,1.727535,4307,2020-12-29 16:00:00
135,GBPCAD_i,1.72783,1.72708,1.7260900000000001,1.72916,1.7276250000000002,1.7274433333333334,1.7273525,1.72754,5924,2020-12-29 17:00:00
136,GBPCAD_i,1.72706,1.7283,1.72622,1.73017,1.728195,1.72823,1.7282475,1.7279375,4320,2020-12-29 18:00:00
137,GBPCAD_i,1.7284199999999998,1.72847,1.72628,1.7286000000000001,1.72744,1.7277833333333332,1.727955,1.7279425,3283,2020-12-29 19:00:00
138,GBPCAD_i,1.72847,1.7281900000000001,1.7270699999999999,1.7289400000000001,1.728005,1.7280666666666669,1.7280975,1.7281675,2755,2020-12-29 20:00:00
139,GBPCAD_i,1.72824,1.72899,1.72722,1.72919,1.728205,1.7284666666666666,1.7285974999999998,1.7284099999999998,2607,2020-12-29 21:00:00
140,GBPCAD_i,1.72897,1.72933,1.72862,1.73007,1.729345,1.7293399999999999,1.7293375,1.7292475,2160,2020-12-29 22:00:00
141,GBPCAD_i,1.72933,1.7304,1.72918,1.73087,1.730025,1.73015,1.7302125,1.729945,1267,2020-12-29 23:00:00
142,GBPCAD_i,1.72986,1.73021,1.72879,1.7304599999999999,1.729625,1.7298200000000001,1.7299175,1.7298300000000002,358,2020-12-30 00:00:00
143,GBPCAD_i,1.7302499999999998,1.73006,1.72932,1.73079,1.7300550000000001,1.7300566666666668,1.7300575,1.730105,1017,2020-12-30 01:00:00
144,GBPCAD_i,1.73007,1.7302300000000002,1.72898,1.73076,1.72987,1.7299900000000001,1.7300500000000003,1.73001,2045,2020-12-30 02:00:00
145,GBPCAD_i,1.7302300000000002,1.7326899999999998,1.73004,1.7329400000000001,1.73149,1.73189,1.73209,1.731475,3900,2020-12-30 03:00:00
146,GBPCAD_i,1.7326899999999998,1.73252,1.7311,1.73285,1.731975,1.7321566666666666,1.7322475,1.7322899999999999,2376,2020-12-30 04:00:00
147,GBPCAD_i,1.7325,1.7318799999999999,1.73171,1.73277,1.73224,1.73212,1.7320600000000002,1.732215,1646,2020-12-30 05:00:00
148,GBPCAD_i,1.73193,1.7314,1.73092,1.7320600000000002,1.73149,1.73146,1.731445,1.7315775,1681,2020-12-30 06:00:00
149,GBPCAD_i,1.7314,1.73213,1.73121,1.7328299999999999,1.73202,1.7320566666666666,1.7320749999999998,1.7318924999999998,2863,2020-12-30 07:00:00
150,GBPCAD_i,1.73213,1.7311299999999998,1.73061,1.7321900000000001,1.7314,1.73131,1.731265,1.731515,2723,2020-12-30 08:00:00
151,GBPCAD_i,1.73112,1.7310699999999999,1.73045,1.73236,1.731405,1.7312933333333334,1.7312375,1.73125,3309,2020-12-30 09:00:00
152,GBPCAD_i,1.73108,1.73417,1.73091,1.73492,1.732915,1.7333333333333334,1.7335425,1.73277,5773,2020-12-30 10:00:00
153,GBPCAD_i,1.7341600000000001,1.7375,1.7340900000000001,1.73792,1.736005,1.7365033333333333,1.7367525,1.7359175,4063,2020-12-30 11:00:00
154,GBPCAD_i,1.7375,1.7385199999999998,1.7365599999999999,1.7389999999999999,1.7377799999999999,1.7380266666666664,1.7381499999999996,1.7378949999999997,3613,2020-12-30 12:00:00
155,GBPCAD_i,1.7385199999999998,1.73803,1.7364199999999999,1.73885,1.737635,1.7377666666666667,1.7378325000000001,1.737955,2888,2020-12-30 13:00:00
156,GBPCAD_i,1.73803,1.73732,1.7357900000000002,1.73862,1.737205,1.7372433333333335,1.7372625,1.73744,2980,2020-12-30 14:00:00
157,GBPCAD_i,1.73732,1.7392699999999999,1.73607,1.73984,1.737955,1.7383933333333335,1.7386125,1.7381250000000001,3438,2020-12-30 15:00:00
158,GBPCAD_i,1.73918,1.73688,1.73584,1.74039,1.738115,1.7377033333333334,1.7374975000000001,1.7380725000000001,5876,2020-12-30 16:00:00
159,GBPCAD_i,1.73692,1.73543,1.73363,1.73786,1.735745,1.73564,1.7355875,1.73596,6365,2020-12-30 17:00:00
160,GBPCAD_i,1.7354,1.73569,1.73261,1.73605,1.73433,1.7347833333333333,1.73501,1.7349375,4909,2020-12-30 18:00:00
161,GBPCAD_i,1.73569,1.73536,1.73507,1.7366899999999998,1.7358799999999999,1.7357066666666665,1.73562,1.7357025,4971,2020-12-30 19:00:00
162,GBPCAD_i,1.73536,1.73723,1.7353100000000001,1.7374399999999999,1.736375,1.7366599999999999,1.7368025,1.736335,2481,2020-12-30 20:00:00
163,GBPCAD_i,1.73723,1.73698,1.73636,1.73813,1.737245,1.7371566666666667,1.7371125,1.7371750000000001,3599,2020-12-30 21:00:00
164,GBPCAD_i,1.73684,1.73743,1.73672,1.7387000000000001,1.73771,1.7376166666666668,1.73757,1.7374225,3529,2020-12-30 22:00:00
165,GBPCAD_i,1.73743,1.73745,1.73625,1.7375500000000001,1.7369,1.7370833333333333,1.737175,1.7371699999999999,884,2020-12-30 23:00:00
166,GBPCAD_i,1.73528,1.73623,1.73488,1.73731,1.736095,1.73614,1.7361625,1.735925,390,2020-12-31 00:00:00
167,GBPCAD_i,1.7361,1.73753,1.73548,1.73759,1.736535,1.7368666666666666,1.7370324999999998,1.736675,3009,2020-12-31 01:00:00
168,GBPCAD_i,1.7374,1.7386300000000001,1.7372999999999998,1.73912,1.73821,1.7383499999999998,1.73842,1.7381125,3838,2020-12-31 02:00:00
169,GBPCAD_i,1.73854,1.73785,1.73753,1.7391100000000002,1.73832,1.7381633333333333,1.7380849999999999,1.7382575,2944,2020-12-31 03:00:00
170,GBPCAD_i,1.73784,1.7355800000000001,1.7346,1.7383,1.73645,1.73616,1.736015,1.73658,2134,2020-12-31 04:00:00
171,GBPCAD_i,1.7355800000000001,1.73544,1.73503,1.7362,1.7356150000000001,1.7355566666666669,1.7355275000000003,1.7355625000000003,2221,2020-12-31 05:00:00
172,GBPCAD_i,1.73541,1.73495,1.73481,1.7356,1.735205,1.7351200000000002,1.7350775,1.7351925000000001,1303,2020-12-31 06:00:00
173,GBPCAD_i,1.73495,1.7356,1.73489,1.7363300000000002,1.73561,1.7356066666666667,1.735605,1.7354425,1249,2020-12-31 07:00:00
174,GBPCAD_i,1.7356,1.73594,1.7356,1.7368999999999999,1.73625,1.7361466666666667,1.7360950000000002,1.73601,2102,2020-12-31 08:00:00
175,GBPCAD_i,1.7359499999999999,1.74048,1.73552,1.7406700000000002,1.738095,1.7388899999999998,1.7392874999999999,1.738155,3276,2020-12-31 09:00:00
176,GBPCAD_i,1.7405300000000001,1.74092,1.73858,1.7409400000000002,1.73976,1.7401466666666667,1.74034,1.7402425,4079,2020-12-31 10:00:00
