,AUDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
12,AUDCHF_i,0.66726,0.66593,0.66562,0.66731,0.666465,0.6662866666666667,0.6661975,0.6665300000000001,2627,2020-12-21 11:00:00
13,AUDCHF_i,0.66594,0.66645,0.66497,0.66658,0.665775,0.666,0.6661125,0.665985,4037,2020-12-21 12:00:00
14,AUDCHF_i,0.66645,0.66668,0.66597,0.66759,0.6667799999999999,0.6667466666666666,0.6667299999999999,0.6666725,3116,2020-12-21 13:00:00
15,AUDCHF_i,0.66669,0.66713,0.66652,0.66741,0.666965,0.66702,0.6670475,0.6669375,2749,2020-12-21 14:00:00
16,AUDCHF_i,0.66715,0.66714,0.66637,0.66739,0.66688,0.6669666666666667,0.66701,0.6670125,3379,2020-12-21 15:00:00
17,AUDCHF_i,0.66705,0.6688,0.66697,0.66894,0.667955,0.6682366666666666,0.6683775,0.66794,3586,2020-12-21 16:00:00
18,AUDCHF_i,0.6688,0.67063,0.66856,0.67086,0.66971,0.6700166666666667,0.67017,0.6697125,3635,2020-12-21 17:00:00
19,AUDCHF_i,0.67066,0.67084,0.67009,0.67152,0.670805,0.6708166666666666,0.6708225,0.6707775,2688,2020-12-21 18:00:00
20,AUDCHF_i,0.67084,0.67072,0.67029,0.67118,0.6707350000000001,0.6707300000000002,0.6707275000000001,0.6707575000000001,2001,2020-12-21 19:00:00
21,AUDCHF_i,0.67072,0.6708,0.67038,0.67087,0.670625,0.6706833333333333,0.6707124999999999,0.6706924999999999,1530,2020-12-21 20:00:00
22,AUDCHF_i,0.6708,0.67177,0.67066,0.6722,0.67143,0.6715433333333333,0.6716,0.6713574999999999,1838,2020-12-21 21:00:00
23,AUDCHF_i,0.67178,0.67116,0.67087,0.67184,0.6713549999999999,0.6712899999999999,0.6712575,0.6714125,1784,2020-12-21 22:00:00
24,AUDCHF_i,0.6712,0.67172,0.67108,0.67196,0.67152,0.6715866666666667,0.67162,0.6714899999999999,820,2020-12-21 23:00:00
