,EURJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
23,EURJPY_i,126.561,126.381,126.366,126.602,126.48400000000001,126.44966666666669,126.4325,126.47750000000002,2625,2020-12-21 22:00:00
24,EURJPY_i,126.381,126.47,126.316,126.488,126.402,126.42466666666667,126.436,126.41375,1568,2020-12-21 23:00:00
25,EURJPY_i,126.487,126.41,126.348,126.501,126.4245,126.41966666666667,126.41725,126.4365,721,2020-12-22 00:00:00
26,EURJPY_i,126.41,126.42,126.377,126.534,126.4555,126.44366666666667,126.43775000000001,126.43525,1428,2020-12-22 01:00:00
27,EURJPY_i,126.42,126.368,126.335,126.507,126.42099999999999,126.40333333333332,126.3945,126.4075,2076,2020-12-22 02:00:00
28,EURJPY_i,126.368,126.482,126.353,126.541,126.447,126.45866666666666,126.46449999999999,126.43599999999999,2182,2020-12-22 03:00:00
29,EURJPY_i,126.482,126.412,126.406,126.488,126.447,126.43533333333335,126.42950000000002,126.447,1187,2020-12-22 04:00:00
30,EURJPY_i,126.412,126.465,126.383,126.484,126.4335,126.444,126.44925,126.436,1547,2020-12-22 05:00:00
31,EURJPY_i,126.465,126.437,126.396,126.476,126.436,126.43633333333334,126.43650000000001,126.4435,1559,2020-12-22 06:00:00
32,EURJPY_i,126.436,126.399,126.327,126.443,126.38499999999999,126.38966666666666,126.392,126.40125,1561,2020-12-22 07:00:00
33,EURJPY_i,126.4,126.372,126.337,126.426,126.3815,126.37833333333333,126.37675,126.38374999999999,1678,2020-12-22 08:00:00
34,EURJPY_i,126.374,126.337,126.328,126.466,126.39699999999999,126.377,126.36699999999999,126.37625,3162,2020-12-22 09:00:00
35,EURJPY_i,126.336,126.349,126.176,126.373,126.2745,126.29933333333334,126.31175,126.30850000000001,3450,2020-12-22 10:00:00
36,EURJPY_i,126.349,126.204,126.173,126.386,126.2795,126.25433333333332,126.24175,126.27799999999999,3287,2020-12-22 11:00:00
37,EURJPY_i,126.206,126.44,126.175,126.467,126.321,126.36066666666666,126.3805,126.322,3377,2020-12-22 12:00:00
38,EURJPY_i,126.44,126.555,126.354,126.573,126.4635,126.49399999999999,126.50925,126.48049999999999,2955,2020-12-22 13:00:00
39,EURJPY_i,126.555,126.516,126.506,126.646,126.576,126.556,126.546,126.55575,3611,2020-12-22 14:00:00
40,EURJPY_i,126.516,126.535,126.489,126.627,126.55799999999999,126.55033333333331,126.54649999999998,126.54175,3492,2020-12-22 15:00:00
41,EURJPY_i,126.534,126.449,126.428,126.614,126.521,126.497,126.485,126.50625,3990,2020-12-22 16:00:00
42,EURJPY_i,126.449,126.223,126.148,126.511,126.3295,126.294,126.27625,126.33275,5006,2020-12-22 17:00:00
43,EURJPY_i,126.223,126.125,126.097,126.23,126.1635,126.15066666666667,126.14425,126.16875,4266,2020-12-22 18:00:00
44,EURJPY_i,126.125,126.173,126.109,126.193,126.151,126.15833333333335,126.162,126.15,2696,2020-12-22 19:00:00
45,EURJPY_i,126.175,126.098,126.017,126.178,126.0975,126.09766666666667,126.09775,126.117,2203,2020-12-22 20:00:00
46,EURJPY_i,126.098,126.054,126.05,126.123,126.0865,126.07566666666666,126.07024999999999,126.08125,1785,2020-12-22 21:00:00
47,EURJPY_i,126.055,126.018,126.007,126.076,126.0415,126.03366666666666,126.02975,126.039,1953,2020-12-22 22:00:00
48,EURJPY_i,126.02,126.034,125.976,126.075,126.0255,126.02833333333332,126.02974999999999,126.02624999999999,1815,2020-12-22 23:00:00
49,EURJPY_i,126.039,126.031,126.008,126.078,126.043,126.039,126.037,126.039,1012,2020-12-23 00:00:00
50,EURJPY_i,126.031,126.142,126.003,126.154,126.07849999999999,126.09966666666666,126.11025,126.0825,1584,2020-12-23 01:00:00
51,EURJPY_i,126.141,125.999,125.988,126.144,126.066,126.04366666666665,126.0325,126.068,2870,2020-12-23 02:00:00
52,EURJPY_i,125.999,126.101,125.925,126.117,126.021,126.04766666666667,126.061,126.03550000000001,2498,2020-12-23 03:00:00
53,EURJPY_i,126.1,126.012,125.96,126.101,126.03049999999999,126.02433333333333,126.02125,126.04325,1810,2020-12-23 04:00:00
54,EURJPY_i,126.012,126.15,126.008,126.15,126.07900000000001,126.10266666666666,126.11449999999999,126.08,1646,2020-12-23 05:00:00
55,EURJPY_i,126.15,126.075,126.06,126.15,126.105,126.09500000000001,126.09,126.10875000000001,1117,2020-12-23 06:00:00
56,EURJPY_i,126.074,126.062,126.037,126.089,126.063,126.06266666666666,126.0625,126.0655,976,2020-12-23 07:00:00
57,EURJPY_i,126.062,126.042,126.024,126.084,126.054,126.05,126.048,126.053,1126,2020-12-23 08:00:00
58,EURJPY_i,126.042,126.061,125.999,126.132,126.0655,126.06400000000001,126.06325000000001,126.05850000000001,2295,2020-12-23 09:00:00
59,EURJPY_i,126.058,126.03,125.959,126.067,126.013,126.01866666666668,126.0215,126.02850000000001,3248,2020-12-23 10:00:00
60,EURJPY_i,126.028,126.128,126.024,126.134,126.07900000000001,126.09533333333333,126.1035,126.0785,2747,2020-12-23 11:00:00
61,EURJPY_i,126.128,125.969,125.951,126.135,126.043,126.01833333333333,126.006,126.04575,2642,2020-12-23 12:00:00
62,EURJPY_i,125.969,126.077,125.958,126.142,126.05,126.05900000000001,126.0635,126.0365,2453,2020-12-23 13:00:00
63,EURJPY_i,126.077,126.041,126.027,126.159,126.093,126.07566666666666,126.067,126.076,2279,2020-12-23 14:00:00
64,EURJPY_i,126.04,126.022,125.927,126.126,126.0265,126.02499999999999,126.02425,126.02875,4121,2020-12-23 15:00:00
65,EURJPY_i,126.02,126.279,126.02,126.365,126.1925,126.22133333333333,126.23575,126.17099999999999,5141,2020-12-23 16:00:00
66,EURJPY_i,126.278,126.207,126.125,126.365,126.245,126.23233333333333,126.226,126.24375,5292,2020-12-23 17:00:00
67,EURJPY_i,126.207,126.22,126.191,126.33,126.26050000000001,126.247,126.24025,126.237,3568,2020-12-23 18:00:00
68,EURJPY_i,126.22,126.242,126.215,126.333,126.274,126.26333333333334,126.25800000000001,126.2525,3172,2020-12-23 19:00:00
69,EURJPY_i,126.242,126.202,126.173,126.259,126.21600000000001,126.21133333333334,126.209,126.21900000000001,2038,2020-12-23 20:00:00
70,EURJPY_i,126.202,126.192,126.146,126.227,126.1865,126.18833333333333,126.18925,126.19175,2077,2020-12-23 21:00:00
71,EURJPY_i,126.195,126.209,126.122,126.233,126.17750000000001,126.188,126.19325,126.18975,2204,2020-12-23 22:00:00
72,EURJPY_i,126.208,126.172,126.122,126.245,126.18350000000001,126.17966666666666,126.17775,126.18674999999999,1313,2020-12-23 23:00:00
73,EURJPY_i,126.177,126.172,126.113,126.21,126.16149999999999,126.165,126.16675000000001,126.168,464,2020-12-24 00:00:00
74,EURJPY_i,126.173,126.235,126.157,126.24,126.1985,126.21066666666667,126.21675,126.20125,879,2020-12-24 01:00:00
75,EURJPY_i,126.235,126.386,126.22,126.417,126.3185,126.34100000000001,126.35225,126.31450000000001,2389,2020-12-24 02:00:00
76,EURJPY_i,126.387,126.443,126.372,126.473,126.4225,126.42933333333333,126.43275,126.41875,2431,2020-12-24 03:00:00
77,EURJPY_i,126.443,126.412,126.41,126.466,126.43799999999999,126.42933333333333,126.42500000000001,126.43275,1464,2020-12-24 04:00:00
78,EURJPY_i,126.412,126.392,126.336,126.458,126.39699999999999,126.39533333333333,126.3945,126.39949999999999,1329,2020-12-24 05:00:00
79,EURJPY_i,126.392,126.391,126.364,126.418,126.391,126.391,126.391,126.39125,1157,2020-12-24 06:00:00
80,EURJPY_i,126.391,126.38,126.355,126.417,126.386,126.384,126.383,126.38575,995,2020-12-24 07:00:00
81,EURJPY_i,126.379,126.41,126.371,126.422,126.3965,126.401,126.40324999999999,126.3955,999,2020-12-24 08:00:00
82,EURJPY_i,126.411,126.401,126.37,126.453,126.4115,126.408,126.40625,126.40875,1487,2020-12-24 09:00:00
83,EURJPY_i,126.401,126.398,126.31,126.486,126.398,126.39799999999998,126.398,126.39874999999999,2032,2020-12-24 10:00:00
