,EURRUB_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
18,EURRUB_i,71.887,71.972,71.865,71.993,71.929,71.94333333333333,71.95049999999999,71.92925,2794,2019-04-26 11:00:00
19,EURRUB_i,71.971,71.992,71.953,72.101,72.027,72.01533333333333,72.0095,72.00425,2090,2019-04-26 12:00:00
20,EURRUB_i,71.992,71.984,71.953,72.109,72.031,72.01533333333333,72.0075,72.0095,1849,2019-04-26 13:00:00
21,EURRUB_i,71.984,71.971,71.963,72.019,71.991,71.98433333333334,71.981,71.98425,2190,2019-04-26 14:00:00
22,EURRUB_i,71.971,71.961,71.847,72.066,71.9565,71.95800000000001,71.95875000000001,71.96125,7020,2019-04-26 15:00:00
23,EURRUB_i,71.961,72.079,71.904,72.102,72.003,72.02833333333332,72.041,72.0115,5793,2019-04-26 16:00:00
24,EURRUB_i,72.079,72.195,72.05,72.231,72.1405,72.15866666666666,72.16775,72.13875,6139,2019-04-26 17:00:00
25,EURRUB_i,72.196,72.109,72.09,72.29,72.19,72.163,72.14949999999999,72.17124999999999,4098,2019-04-26 18:00:00
26,EURRUB_i,72.109,72.232,72.109,72.248,72.1785,72.19633333333333,72.20525,72.1745,1842,2019-04-26 19:00:00
27,EURRUB_i,72.231,72.203,72.202,72.241,72.22149999999999,72.21533333333333,72.21225,72.21924999999999,985,2019-04-26 20:00:00
28,EURRUB_i,72.052,72.035,72.015,72.14,72.0775,72.06333333333333,72.05625,72.0605,2872,2019-04-29 10:00:00
29,EURRUB_i,72.034,72.035,71.981,72.072,72.0265,72.02933333333333,72.03075,72.0305,2440,2019-04-29 11:00:00
30,EURRUB_i,72.035,72.046,71.981,72.1,72.0405,72.04233333333333,72.04325,72.04050000000001,1696,2019-04-29 12:00:00
31,EURRUB_i,72.047,71.969,71.967,72.054,72.01050000000001,71.99666666666667,71.98975,72.00925000000001,1275,2019-04-29 13:00:00
32,EURRUB_i,71.968,71.888,71.849,71.991,71.92,71.90933333333334,71.904,71.924,1977,2019-04-29 14:00:00
33,EURRUB_i,71.887,71.767,71.679,71.894,71.7865,71.78,71.77674999999999,71.80675,3419,2019-04-29 15:00:00
34,EURRUB_i,71.766,71.789,71.677,71.813,71.745,71.75966666666666,71.767,71.76125,2821,2019-04-29 16:00:00
35,EURRUB_i,71.79,71.898,71.76,71.898,71.82900000000001,71.852,71.8635,71.8365,3048,2019-04-29 17:00:00
36,EURRUB_i,71.898,71.899,71.808,71.926,71.867,71.87766666666667,71.88300000000001,71.88275,2291,2019-04-29 18:00:00
37,EURRUB_i,71.901,71.908,71.885,71.975,71.93,71.92266666666667,71.91900000000001,71.91725000000001,2273,2019-04-29 19:00:00
38,EURRUB_i,71.908,71.959,71.882,71.983,71.9325,71.94133333333333,71.94575,71.933,1403,2019-04-29 20:00:00
39,EURRUB_i,72.027,72.193,72.027,72.286,72.1565,72.16866666666665,72.17474999999999,72.13324999999999,3963,2019-04-30 10:00:00
40,EURRUB_i,72.195,72.185,72.124,72.234,72.179,72.181,72.182,72.1845,4227,2019-04-30 11:00:00
41,EURRUB_i,72.182,72.137,72.095,72.277,72.186,72.16966666666667,72.1615,72.17275000000001,2942,2019-04-30 12:00:00
42,EURRUB_i,72.141,72.097,72.054,72.157,72.1055,72.10266666666666,72.10125,72.11225,1964,2019-04-30 13:00:00
43,EURRUB_i,72.096,72.07,72.034,72.131,72.08250000000001,72.07833333333333,72.07625,72.08275,1751,2019-04-30 14:00:00
44,EURRUB_i,72.062,72.206,72.035,72.263,72.149,72.168,72.17750000000001,72.14150000000001,3441,2019-04-30 15:00:00
45,EURRUB_i,72.205,72.256,72.135,72.32,72.22749999999999,72.237,72.24175,72.229,3097,2019-04-30 16:00:00
46,EURRUB_i,72.255,72.249,72.213,72.368,72.2905,72.27666666666666,72.26974999999999,72.27125,4340,2019-04-30 17:00:00
47,EURRUB_i,72.246,72.245,72.2,72.314,72.257,72.253,72.251,72.25125,4206,2019-04-30 18:00:00
48,EURRUB_i,72.246,72.449,72.243,72.689,72.466,72.46033333333332,72.4575,72.40674999999999,3013,2019-04-30 19:00:00
49,EURRUB_i,72.45,72.311,72.291,72.456,72.3735,72.35266666666668,72.34225,72.37700000000001,2041,2019-04-30 20:00:00
50,EURRUB_i,72.504,72.84,72.462,72.883,72.6725,72.72833333333334,72.75625,72.67225,5367,2019-05-02 10:00:00
51,EURRUB_i,72.84,72.876,72.817,72.963,72.88999999999999,72.88533333333332,72.883,72.874,3228,2019-05-02 11:00:00
52,EURRUB_i,72.877,73.008,72.877,73.016,72.9465,72.967,72.97725,72.9445,2446,2019-05-02 12:00:00
53,EURRUB_i,73.009,72.965,72.923,73.019,72.971,72.96900000000001,72.968,72.979,1983,2019-05-02 13:00:00
54,EURRUB_i,72.969,73.014,72.92,73.037,72.9785,72.99033333333334,72.99625,72.985,2996,2019-05-02 14:00:00
55,EURRUB_i,73.016,73.149,72.999,73.202,73.1005,73.11666666666666,73.12475,73.0915,3900,2019-05-02 15:00:00
56,EURRUB_i,73.149,73.089,73.041,73.296,73.1685,73.142,73.12875,73.14375,4725,2019-05-02 16:00:00
57,EURRUB_i,73.089,73.081,72.962,73.162,73.06200000000001,73.06833333333334,73.07150000000001,73.07350000000001,4999,2019-05-02 17:00:00
58,EURRUB_i,73.08,73.137,73.0,73.156,73.078,73.09766666666667,73.1075,73.09325,4410,2019-05-02 18:00:00
59,EURRUB_i,73.137,73.056,72.974,73.14,73.057,73.05666666666667,73.0565,73.07675,2728,2019-05-02 19:00:00
60,EURRUB_i,73.057,73.005,72.97,73.061,73.0155,73.012,73.01025,73.02325,1902,2019-05-02 20:00:00
61,EURRUB_i,73.032,72.875,72.865,73.085,72.975,72.94166666666666,72.925,72.96424999999999,4485,2019-05-03 10:00:00
62,EURRUB_i,72.873,72.805,72.743,72.903,72.82300000000001,72.81700000000001,72.81400000000001,72.831,3051,2019-05-03 11:00:00
63,EURRUB_i,72.815,72.807,72.776,72.871,72.8235,72.818,72.81525,72.81725,2267,2019-05-03 12:00:00
64,EURRUB_i,72.806,72.788,72.724,72.832,72.77799999999999,72.78133333333334,72.783,72.7875,2353,2019-05-03 13:00:00
65,EURRUB_i,72.787,72.793,72.76,72.812,72.786,72.78833333333334,72.7895,72.78800000000001,2203,2019-05-03 14:00:00
66,EURRUB_i,72.792,72.621,72.588,72.799,72.6935,72.66933333333333,72.65724999999999,72.69999999999999,5960,2019-05-03 15:00:00
67,EURRUB_i,72.622,72.607,72.533,72.676,72.6045,72.60533333333333,72.60575,72.6095,5597,2019-05-03 16:00:00
68,EURRUB_i,72.608,72.678,72.603,72.761,72.68199999999999,72.68066666666665,72.67999999999999,72.6625,6550,2019-05-03 17:00:00
69,EURRUB_i,72.678,72.707,72.655,72.794,72.7245,72.71866666666666,72.71575,72.7085,5198,2019-05-03 18:00:00
70,EURRUB_i,72.709,72.734,72.617,72.747,72.682,72.69933333333334,72.708,72.70175,2404,2019-05-03 19:00:00
71,EURRUB_i,72.734,72.743,72.719,72.755,72.737,72.73899999999999,72.74,72.73774999999999,1519,2019-05-03 20:00:00
72,EURRUB_i,73.01,72.83,72.766,73.181,72.9735,72.92566666666666,72.90174999999999,72.94675,4618,2019-05-06 10:00:00
73,EURRUB_i,72.83,72.811,72.787,72.872,72.8295,72.82333333333334,72.82025,72.825,1972,2019-05-06 11:00:00
74,EURRUB_i,72.813,72.795,72.69,72.824,72.757,72.76966666666668,72.77600000000001,72.7805,2432,2019-05-06 12:00:00
75,EURRUB_i,72.796,72.725,72.677,72.822,72.74950000000001,72.74133333333334,72.73725,72.75500000000001,2200,2019-05-06 13:00:00
76,EURRUB_i,72.725,72.841,72.718,72.886,72.80199999999999,72.815,72.8215,72.79249999999999,2131,2019-05-06 14:00:00
77,EURRUB_i,72.84,72.784,72.708,72.889,72.79849999999999,72.79366666666665,72.79124999999999,72.80525,2912,2019-05-06 15:00:00
78,EURRUB_i,72.787,72.787,72.732,72.832,72.782,72.78366666666666,72.78450000000001,72.78450000000001,3031,2019-05-06 16:00:00
79,EURRUB_i,72.786,72.949,72.776,72.95,72.863,72.89166666666667,72.906,72.86525,2938,2019-05-06 17:00:00
80,EURRUB_i,72.945,72.972,72.89,72.973,72.9315,72.945,72.95174999999999,72.945,2782,2019-05-06 18:00:00
81,EURRUB_i,72.97,72.997,72.949,73.018,72.98349999999999,72.988,72.99025,72.98349999999999,1712,2019-05-06 19:00:00
82,EURRUB_i,72.997,72.933,72.926,73.02,72.973,72.95966666666668,72.953,72.96900000000001,1328,2019-05-06 20:00:00
83,EURRUB_i,72.978,72.894,72.883,73.02,72.9515,72.93233333333333,72.92275000000001,72.94375,4079,2019-05-07 10:00:00
84,EURRUB_i,72.893,72.895,72.867,72.929,72.898,72.89699999999999,72.89649999999999,72.89599999999999,2271,2019-05-07 11:00:00
85,EURRUB_i,72.899,72.947,72.867,72.951,72.90899999999999,72.92166666666667,72.928,72.916,1887,2019-05-07 12:00:00
86,EURRUB_i,72.946,72.81,72.754,72.948,72.851,72.83733333333333,72.8305,72.86449999999999,2014,2019-05-07 13:00:00
87,EURRUB_i,72.812,72.658,72.605,72.831,72.718,72.698,72.688,72.7265,2860,2019-05-07 14:00:00
88,EURRUB_i,72.658,72.742,72.614,72.79,72.702,72.71533333333333,72.72200000000001,72.70100000000001,2822,2019-05-07 15:00:00
89,EURRUB_i,72.745,72.765,72.666,72.796,72.731,72.74233333333332,72.74799999999999,72.743,3539,2019-05-07 16:00:00
90,EURRUB_i,72.769,72.812,72.752,72.855,72.8035,72.80633333333333,72.80775,72.797,3787,2019-05-07 17:00:00
91,EURRUB_i,72.812,72.902,72.772,72.922,72.84700000000001,72.86533333333334,72.8745,72.852,3224,2019-05-07 18:00:00
92,EURRUB_i,72.902,72.836,72.746,72.934,72.84,72.83866666666667,72.83800000000001,72.8545,2436,2019-05-07 19:00:00
93,EURRUB_i,72.835,72.993,72.782,73.019,72.9005,72.93133333333333,72.94675,72.90724999999999,2363,2019-05-07 20:00:00
94,EURRUB_i,72.956,72.952,72.894,73.046,72.97,72.964,72.961,72.962,3616,2019-05-08 10:00:00
95,EURRUB_i,72.957,72.96,72.927,73.016,72.9715,72.96766666666667,72.96575,72.965,3478,2019-05-08 11:00:00
96,EURRUB_i,72.962,72.976,72.905,72.996,72.9505,72.959,72.96325,72.95975,2666,2019-05-08 12:00:00
97,EURRUB_i,72.975,73.002,72.903,73.054,72.9785,72.98633333333333,72.99025,72.98349999999999,3905,2019-05-08 13:00:00
98,EURRUB_i,73.003,72.953,72.921,73.051,72.986,72.97500000000001,72.96950000000001,72.982,3335,2019-05-08 14:00:00
99,EURRUB_i,72.953,72.839,72.756,72.956,72.856,72.85033333333332,72.8475,72.876,5071,2019-05-08 15:00:00
100,EURRUB_i,72.841,72.833,72.831,72.967,72.899,72.877,72.866,72.868,4911,2019-05-08 16:00:00
101,EURRUB_i,72.833,72.785,72.688,72.844,72.76599999999999,72.77233333333332,72.7755,72.7875,4644,2019-05-08 17:00:00
102,EURRUB_i,72.786,72.708,72.588,72.788,72.68799999999999,72.69466666666666,72.698,72.7175,5181,2019-05-08 18:00:00
103,EURRUB_i,72.706,72.639,72.615,72.767,72.691,72.67366666666668,72.665,72.68175000000001,2675,2019-05-08 19:00:00
104,EURRUB_i,72.631,72.633,72.604,72.652,72.628,72.62966666666667,72.6305,72.63,1809,2019-05-08 20:00:00
105,EURRUB_i,73.074,73.032,72.967,73.114,73.04050000000001,73.03766666666667,73.03625,73.04675,3858,2019-05-10 10:00:00
106,EURRUB_i,73.03,73.068,72.983,73.096,73.0395,73.04899999999999,73.05375,73.04425,3496,2019-05-10 11:00:00
107,EURRUB_i,73.067,73.111,73.053,73.13,73.0915,73.098,73.10125,73.09025,2663,2019-05-10 12:00:00
108,EURRUB_i,73.11,73.098,73.017,73.118,73.0675,73.07766666666667,73.08275,73.08575,2655,2019-05-10 13:00:00
109,EURRUB_i,73.098,73.145,73.029,73.208,73.1185,73.12733333333334,73.13175,73.12,3093,2019-05-10 14:00:00
110,EURRUB_i,73.145,73.326,73.124,73.327,73.2255,73.259,73.27574999999999,73.23049999999999,5189,2019-05-10 15:00:00
111,EURRUB_i,73.325,73.206,73.173,73.364,73.2685,73.24766666666666,73.23725,73.267,4103,2019-05-10 16:00:00
112,EURRUB_i,73.206,73.402,73.206,73.43,73.31800000000001,73.346,73.36,73.311,4552,2019-05-10 17:00:00
113,EURRUB_i,73.402,73.203,73.174,73.472,73.32300000000001,73.283,73.263,73.31275000000001,3588,2019-05-10 18:00:00
114,EURRUB_i,73.204,73.117,73.064,73.204,73.13399999999999,73.12833333333333,73.1255,73.14725,2634,2019-05-10 19:00:00
115,EURRUB_i,73.116,73.047,72.986,73.116,73.051,73.04966666666667,73.049,73.06625,2638,2019-05-10 20:00:00
116,EURRUB_i,73.342,73.357,73.305,73.483,73.394,73.38166666666667,73.3755,73.37175,4228,2019-05-13 10:00:00
117,EURRUB_i,73.355,73.283,73.246,73.404,73.32499999999999,73.31099999999999,73.304,73.322,2897,2019-05-13 11:00:00
118,EURRUB_i,73.285,73.249,73.181,73.292,73.2365,73.24066666666667,73.24275,73.25175,2327,2019-05-13 12:00:00
119,EURRUB_i,73.25,73.277,73.197,73.294,73.24549999999999,73.25599999999999,73.26124999999999,73.2545,1926,2019-05-13 13:00:00
120,EURRUB_i,73.276,73.305,73.276,73.368,73.322,73.31633333333333,73.3135,73.30625,2076,2019-05-13 14:00:00
121,EURRUB_i,73.305,73.499,73.298,73.534,73.416,73.44366666666666,73.4575,73.40899999999999,6033,2019-05-13 15:00:00
122,EURRUB_i,73.499,73.51,73.406,73.55,73.47800000000001,73.48866666666667,73.494,73.49125000000001,5829,2019-05-13 16:00:00
123,EURRUB_i,73.51,73.398,73.387,73.523,73.455,73.43599999999999,73.4265,73.4545,4525,2019-05-13 17:00:00
124,EURRUB_i,73.4,73.378,73.297,73.42,73.35849999999999,73.365,73.36824999999999,73.37375,3792,2019-05-13 18:00:00
125,EURRUB_i,73.376,73.428,73.37,73.443,73.4065,73.41366666666666,73.41725,73.40424999999999,1824,2019-05-13 19:00:00
126,EURRUB_i,73.428,73.385,73.373,73.441,73.40700000000001,73.39966666666668,73.396,73.40675,1922,2019-05-13 20:00:00
127,EURRUB_i,73.254,73.235,73.123,73.26,73.1915,73.206,73.21325,73.218,3667,2019-05-14 10:00:00
128,EURRUB_i,73.231,73.36,73.209,73.424,73.3165,73.331,73.33825,73.306,2671,2019-05-14 11:00:00
129,EURRUB_i,73.34,73.323,73.28,73.389,73.33449999999999,73.33066666666666,73.32874999999999,73.333,2284,2019-05-14 12:00:00
130,EURRUB_i,73.327,73.182,73.157,73.342,73.2495,73.22699999999999,73.21575,73.252,2451,2019-05-14 13:00:00
131,EURRUB_i,73.183,73.179,73.106,73.238,73.172,73.17433333333334,73.1755,73.1765,2249,2019-05-14 14:00:00
132,EURRUB_i,73.177,73.03,72.942,73.18,73.061,73.05066666666667,73.0455,73.08225,4558,2019-05-14 15:00:00
133,EURRUB_i,73.027,72.817,72.77,73.04,72.905,72.87566666666667,72.861,72.9135,4744,2019-05-14 16:00:00
134,EURRUB_i,72.817,72.777,72.656,72.846,72.751,72.75966666666666,72.764,72.774,4046,2019-05-14 17:00:00
135,EURRUB_i,72.776,72.728,72.664,72.789,72.7265,72.72699999999999,72.72725,72.73925,3151,2019-05-14 18:00:00
136,EURRUB_i,72.727,72.611,72.608,72.733,72.6705,72.65066666666667,72.64075,72.66975,1774,2019-05-14 19:00:00
137,EURRUB_i,72.611,72.639,72.578,72.681,72.62950000000001,72.63266666666668,72.63425000000001,72.62725,1385,2019-05-14 20:00:00
138,EURRUB_i,72.7,72.556,72.497,72.7,72.5985,72.58433333333333,72.57724999999999,72.61325,4473,2019-05-15 10:00:00
139,EURRUB_i,72.557,72.487,72.48,72.623,72.5515,72.53,72.51925,72.53675,2611,2019-05-15 11:00:00
140,EURRUB_i,72.492,72.467,72.42,72.523,72.47149999999999,72.46999999999998,72.46924999999999,72.4755,2913,2019-05-15 12:00:00
141,EURRUB_i,72.471,72.386,72.373,72.507,72.44,72.422,72.413,72.43424999999999,2755,2019-05-15 13:00:00
142,EURRUB_i,72.386,72.376,72.297,72.404,72.3505,72.359,72.36325,72.36574999999999,2939,2019-05-15 14:00:00
143,EURRUB_i,72.377,72.361,72.274,72.414,72.344,72.34966666666666,72.35249999999999,72.3565,4470,2019-05-15 15:00:00
144,EURRUB_i,72.361,72.319,72.252,72.377,72.3145,72.31599999999999,72.31675,72.32724999999999,4412,2019-05-15 16:00:00
145,EURRUB_i,72.319,72.255,72.196,72.39,72.293,72.28033333333333,72.274,72.29,7323,2019-05-15 17:00:00
146,EURRUB_i,72.256,72.178,72.102,72.276,72.189,72.18533333333333,72.1835,72.203,3691,2019-05-15 18:00:00
147,EURRUB_i,72.178,72.279,72.172,72.287,72.2295,72.246,72.25425,72.229,1886,2019-05-15 19:00:00
148,EURRUB_i,72.279,72.27,72.244,72.311,72.2775,72.27499999999999,72.27374999999999,72.276,996,2019-05-15 20:00:00
149,EURRUB_i,72.229,72.239,72.14,72.281,72.2105,72.22,72.22475,72.22225,3315,2019-05-16 10:00:00
150,EURRUB_i,72.24,72.171,72.142,72.261,72.2015,72.19133333333333,72.18625,72.2035,2493,2019-05-16 11:00:00
151,EURRUB_i,72.178,72.159,72.101,72.213,72.157,72.15766666666667,72.158,72.16275,2562,2019-05-16 12:00:00
152,EURRUB_i,72.16,72.103,72.096,72.197,72.1465,72.132,72.12475,72.13900000000001,2181,2019-05-16 13:00:00
153,EURRUB_i,72.103,72.105,72.071,72.129,72.1,72.10166666666667,72.1025,72.102,2513,2019-05-16 14:00:00
154,EURRUB_i,72.104,72.068,72.003,72.169,72.086,72.08,72.077,72.086,3595,2019-05-16 15:00:00
155,EURRUB_i,72.068,72.022,71.997,72.087,72.042,72.03533333333333,72.032,72.0435,3553,2019-05-16 16:00:00
156,EURRUB_i,72.024,71.94,71.856,72.04,71.94800000000001,71.94533333333334,71.944,71.965,4185,2019-05-16 17:00:00
157,EURRUB_i,71.942,71.958,71.836,71.96,71.898,71.91799999999999,71.928,71.92399999999999,2501,2019-05-16 18:00:00
158,EURRUB_i,71.958,72.037,71.899,72.057,71.97800000000001,71.99766666666667,72.00750000000001,71.98775,1527,2019-05-16 19:00:00
159,EURRUB_i,72.039,72.048,72.024,72.062,72.043,72.04466666666667,72.0455,72.04325,1067,2019-05-16 20:00:00
160,EURRUB_i,72.148,72.045,72.008,72.195,72.10149999999999,72.08266666666667,72.07325,72.09899999999999,3523,2019-05-17 10:00:00
161,EURRUB_i,72.074,72.045,72.006,72.11,72.05799999999999,72.05366666666667,72.0515,72.05875,2313,2019-05-17 11:00:00
162,EURRUB_i,72.045,71.992,71.985,72.101,72.043,72.02600000000001,72.01750000000001,72.03075000000001,2959,2019-05-17 12:00:00
163,EURRUB_i,71.99,72.045,71.988,72.06,72.024,72.031,72.03450000000001,72.02075,2178,2019-05-17 13:00:00
164,EURRUB_i,72.046,72.043,71.995,72.061,72.028,72.033,72.03550000000001,72.03625000000001,2370,2019-05-17 14:00:00
165,EURRUB_i,72.041,72.045,71.997,72.088,72.04249999999999,72.04333333333334,72.04375,72.04275,3260,2019-05-17 15:00:00
166,EURRUB_i,72.045,72.102,72.032,72.158,72.095,72.09733333333334,72.0985,72.08425,3379,2019-05-17 16:00:00
167,EURRUB_i,72.104,72.097,72.077,72.208,72.1425,72.12733333333334,72.11975,72.1215,4603,2019-05-17 17:00:00
168,EURRUB_i,72.095,72.123,72.056,72.138,72.09700000000001,72.10566666666666,72.11,72.10300000000001,2694,2019-05-17 18:00:00
169,EURRUB_i,72.125,72.15,72.12,72.208,72.164,72.15933333333334,72.15700000000001,72.15075,1338,2019-05-17 19:00:00
170,EURRUB_i,72.15,72.159,72.093,72.175,72.134,72.14233333333334,72.1465,72.14425,1410,2019-05-17 20:00:00
171,EURRUB_i,71.877,71.869,71.757,71.912,71.8345,71.846,71.85175000000001,71.85375,2734,2019-05-20 10:00:00
172,EURRUB_i,71.869,71.917,71.855,71.934,71.8945,71.902,71.90575,71.89375,2194,2019-05-20 11:00:00
173,EURRUB_i,71.917,71.878,71.858,71.932,71.89500000000001,71.88933333333334,71.8865,71.89625000000001,1747,2019-05-20 12:00:00
174,EURRUB_i,71.877,71.88,71.851,71.906,71.8785,71.879,71.87925,71.8785,1541,2019-05-20 13:00:00
175,EURRUB_i,71.88,71.871,71.864,71.913,71.8885,71.88266666666665,71.87974999999999,71.88199999999999,1315,2019-05-20 14:00:00
176,EURRUB_i,71.871,71.94,71.832,71.953,71.8925,71.90833333333333,71.91624999999999,71.899,2291,2019-05-20 15:00:00
177,EURRUB_i,71.94,71.915,71.815,72.017,71.916,71.91566666666667,71.91550000000001,71.92175,3551,2019-05-20 16:00:00
178,EURRUB_i,71.915,71.854,71.804,71.937,71.87049999999999,71.865,71.86224999999999,71.8775,2928,2019-05-20 17:00:00
179,EURRUB_i,71.856,71.904,71.845,71.961,71.90299999999999,71.90333333333332,71.9035,71.8915,2151,2019-05-20 18:00:00
180,EURRUB_i,71.902,71.948,71.893,71.962,71.92750000000001,71.93433333333333,71.93775,71.92625,1006,2019-05-20 19:00:00
181,EURRUB_i,71.953,71.947,71.927,71.971,71.94900000000001,71.94833333333334,71.94800000000001,71.9495,785,2019-05-20 20:00:00
182,EURRUB_i,71.978,71.886,71.742,71.978,71.86,71.86866666666667,71.87299999999999,71.896,2999,2019-05-21 10:00:00
183,EURRUB_i,71.891,71.861,71.8,71.893,71.84649999999999,71.85133333333333,71.85374999999999,71.86125,1888,2019-05-21 11:00:00
184,EURRUB_i,71.859,71.797,71.782,71.909,71.8455,71.82933333333334,71.82124999999999,71.83675,1961,2019-05-21 12:00:00
185,EURRUB_i,71.797,71.804,71.752,71.809,71.78049999999999,71.78833333333333,71.79225,71.7905,2069,2019-05-21 13:00:00
186,EURRUB_i,71.803,71.81,71.782,71.842,71.812,71.81133333333334,71.811,71.80924999999999,1712,2019-05-21 14:00:00
187,EURRUB_i,71.81,71.865,71.772,71.88,71.826,71.839,71.8455,71.83175,3048,2019-05-21 15:00:00
188,EURRUB_i,71.865,71.866,71.837,71.913,71.875,71.872,71.87049999999999,71.87025,2608,2019-05-21 16:00:00
189,EURRUB_i,71.866,71.921,71.708,71.957,71.8325,71.86200000000001,71.87675,71.863,4762,2019-05-21 17:00:00
190,EURRUB_i,71.921,71.77,71.719,71.938,71.82849999999999,71.80899999999998,71.79924999999999,71.83699999999999,5029,2019-05-21 18:00:00
191,EURRUB_i,71.772,71.737,71.733,71.796,71.7645,71.75533333333333,71.75075,71.7595,1028,2019-05-21 19:00:00
192,EURRUB_i,71.738,71.749,71.733,71.794,71.7635,71.75866666666666,71.75625,71.7535,810,2019-05-21 20:00:00
193,EURRUB_i,71.853,71.723,71.639,71.853,71.746,71.73833333333333,71.7345,71.767,2802,2019-05-22 10:00:00
194,EURRUB_i,71.721,71.731,71.668,71.757,71.7125,71.71866666666666,71.72175,71.71925,2272,2019-05-22 11:00:00
195,EURRUB_i,71.731,71.576,71.563,71.742,71.6525,71.627,71.61425,71.65299999999999,2219,2019-05-22 12:00:00
196,EURRUB_i,71.576,71.549,71.499,71.595,71.547,71.54766666666667,71.548,71.55475,1516,2019-05-22 13:00:00
197,EURRUB_i,71.552,71.613,71.535,71.652,71.5935,71.60000000000001,71.60325,71.58800000000001,1848,2019-05-22 14:00:00
198,EURRUB_i,71.613,71.588,71.52,71.683,71.6015,71.597,71.59475,71.601,2504,2019-05-22 15:00:00
199,EURRUB_i,71.588,71.597,71.528,71.642,71.58500000000001,71.589,71.591,71.58875,2822,2019-05-22 16:00:00
200,EURRUB_i,71.596,71.595,71.549,71.659,71.60400000000001,71.60100000000001,71.5995,71.59975,2930,2019-05-22 17:00:00
201,EURRUB_i,71.595,71.652,71.552,71.689,71.62049999999999,71.63099999999999,71.63624999999999,71.62199999999999,2449,2019-05-22 18:00:00
202,EURRUB_i,71.653,71.683,71.573,71.688,71.6305,71.64800000000001,71.65675,71.64925000000001,1124,2019-05-22 19:00:00
203,EURRUB_i,71.682,71.675,71.641,71.723,71.682,71.67966666666666,71.6785,71.68025,817,2019-05-22 20:00:00
204,EURRUB_i,71.729,71.622,71.586,71.775,71.6805,71.661,71.65125,71.678,4404,2019-05-23 10:00:00
205,EURRUB_i,71.622,71.688,71.607,71.71,71.6585,71.66833333333334,71.67325,71.65675,2997,2019-05-23 11:00:00
206,EURRUB_i,71.69,71.906,71.677,71.909,71.793,71.83066666666667,71.8495,71.7955,2672,2019-05-23 12:00:00
207,EURRUB_i,71.906,71.923,71.845,72.07,71.9575,71.946,71.94024999999999,71.936,2834,2019-05-23 13:00:00
208,EURRUB_i,71.923,71.904,71.852,71.941,71.8965,71.899,71.90025,71.905,1981,2019-05-23 14:00:00
209,EURRUB_i,71.905,71.922,71.89,71.982,71.936,71.93133333333334,71.929,71.92475,2551,2019-05-23 15:00:00
210,EURRUB_i,71.956,72.051,71.8,72.086,71.943,71.979,71.997,71.97325000000001,6094,2019-05-23 16:00:00
211,EURRUB_i,72.053,72.105,72.035,72.201,72.118,72.11366666666667,72.1115,72.0985,6116,2019-05-23 17:00:00
