,CADJPY_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,CADJPY_i,80.809,80.798,80.731,80.852,80.7915,80.79366666666667,80.79475,80.7975,915,2020-12-18 23:00:00
1,CADJPY_i,80.861,80.778,80.707,80.88,80.7935,80.78833333333334,80.78575000000001,80.8065,520,2020-12-21 00:00:00
2,CADJPY_i,80.781,80.756,80.698,80.818,80.758,80.75733333333334,80.757,80.76325,1128,2020-12-21 01:00:00
3,CADJPY_i,80.756,80.633,80.62,80.773,80.6965,80.67533333333334,80.66475,80.69550000000001,1412,2020-12-21 02:00:00
4,CADJPY_i,80.632,80.555,80.509,80.672,80.59049999999999,80.57866666666666,80.57275,80.592,1575,2020-12-21 03:00:00
5,CADJPY_i,80.554,80.393,80.389,80.577,80.483,80.453,80.438,80.47825,1312,2020-12-21 04:00:00
6,CADJPY_i,80.396,80.419,80.385,80.478,80.4315,80.42733333333332,80.42524999999999,80.4195,953,2020-12-21 05:00:00
7,CADJPY_i,80.422,80.501,80.416,80.506,80.461,80.47433333333333,80.481,80.46125,837,2020-12-21 06:00:00
8,CADJPY_i,80.501,80.557,80.465,80.567,80.51599999999999,80.52966666666667,80.5365,80.52250000000001,1082,2020-12-21 07:00:00
9,CADJPY_i,80.558,80.478,80.454,80.559,80.50649999999999,80.497,80.49225,80.51225,963,2020-12-21 08:00:00
10,CADJPY_i,80.479,80.411,80.37,80.511,80.4405,80.43066666666667,80.42575,80.44275,2007,2020-12-21 09:00:00
11,CADJPY_i,80.404,80.38,80.32,80.46,80.38999999999999,80.38666666666666,80.38499999999999,80.39099999999999,2615,2020-12-21 10:00:00
12,CADJPY_i,80.383,80.333,80.321,80.41,80.3655,80.35466666666666,80.34925,80.36175,2483,2020-12-21 11:00:00
13,CADJPY_i,80.333,80.294,80.127,80.337,80.232,80.25266666666666,80.26299999999999,80.27275,3664,2020-12-21 12:00:00
14,CADJPY_i,80.297,80.361,80.278,80.504,80.391,80.38100000000001,80.376,80.36000000000001,3074,2020-12-21 13:00:00
15,CADJPY_i,80.365,80.341,80.33,80.432,80.381,80.36766666666666,80.361,80.367,2927,2020-12-21 14:00:00
16,CADJPY_i,80.34,80.347,80.263,80.399,80.331,80.33633333333334,80.339,80.33725000000001,3246,2020-12-21 15:00:00
17,CADJPY_i,80.347,80.497,80.328,80.564,80.446,80.46300000000001,80.4715,80.434,2920,2020-12-21 16:00:00
18,CADJPY_i,80.496,80.395,80.379,80.516,80.4475,80.43,80.42125,80.4465,2632,2020-12-21 17:00:00
19,CADJPY_i,80.404,80.56,80.394,80.56,80.477,80.50466666666667,80.5185,80.4795,2318,2020-12-21 18:00:00
20,CADJPY_i,80.558,80.567,80.512,80.598,80.555,80.55900000000001,80.561,80.55875,1550,2020-12-21 19:00:00
21,CADJPY_i,80.568,80.547,80.527,80.586,80.5565,80.55333333333333,80.55175,80.557,1608,2020-12-21 20:00:00
22,CADJPY_i,80.546,80.529,80.506,80.583,80.5445,80.53933333333333,80.53675,80.541,1804,2020-12-21 21:00:00
23,CADJPY_i,80.529,80.37,80.365,80.548,80.4565,80.42766666666667,80.41325,80.453,1622,2020-12-21 22:00:00
24,CADJPY_i,80.373,80.346,80.305,80.383,80.344,80.34466666666667,80.345,80.35175,1293,2020-12-21 23:00:00
25,CADJPY_i,80.343,80.348,80.31,80.399,80.3545,80.35233333333333,80.35125000000001,80.35000000000001,480,2020-12-22 00:00:00
26,CADJPY_i,80.351,80.386,80.323,80.418,80.37049999999999,80.37566666666666,80.37825,80.36949999999999,892,2020-12-22 01:00:00
27,CADJPY_i,80.386,80.316,80.292,80.416,80.354,80.34133333333334,80.33500000000001,80.35249999999999,1208,2020-12-22 02:00:00
28,CADJPY_i,80.318,80.404,80.303,80.435,80.369,80.38066666666667,80.3865,80.365,1367,2020-12-22 03:00:00
29,CADJPY_i,80.404,80.393,80.384,80.451,80.41749999999999,80.40933333333332,80.40525,80.40799999999999,960,2020-12-22 04:00:00
30,CADJPY_i,80.392,80.367,80.33,80.4,80.36500000000001,80.36566666666668,80.36600000000001,80.37225000000001,954,2020-12-22 05:00:00
31,CADJPY_i,80.368,80.339,80.321,80.376,80.3485,80.34533333333333,80.34375,80.351,916,2020-12-22 06:00:00
32,CADJPY_i,80.339,80.309,80.262,80.348,80.305,80.30633333333334,80.307,80.31450000000001,943,2020-12-22 07:00:00
33,CADJPY_i,80.309,80.258,80.246,80.313,80.2795,80.27233333333334,80.26875,80.2815,1039,2020-12-22 08:00:00
34,CADJPY_i,80.263,80.317,80.236,80.375,80.3055,80.30933333333333,80.31125,80.29775000000001,1675,2020-12-22 09:00:00
35,CADJPY_i,80.32,80.308,80.24,80.36,80.3,80.30266666666667,80.304,80.307,2142,2020-12-22 10:00:00
36,CADJPY_i,80.308,80.222,80.222,80.319,80.2705,80.25433333333332,80.24624999999999,80.26774999999999,1980,2020-12-22 11:00:00
37,CADJPY_i,80.224,80.338,80.21,80.339,80.27449999999999,80.29566666666666,80.30624999999999,80.27775,2082,2020-12-22 12:00:00
38,CADJPY_i,80.337,80.324,80.293,80.358,80.3255,80.325,80.32475000000001,80.328,1706,2020-12-22 13:00:00
39,CADJPY_i,80.324,80.352,80.314,80.382,80.348,80.34933333333333,80.35,80.343,1757,2020-12-22 14:00:00
40,CADJPY_i,80.352,80.218,80.217,80.361,80.289,80.26533333333333,80.2535,80.287,2041,2020-12-22 15:00:00
41,CADJPY_i,80.22,80.224,80.177,80.272,80.2245,80.22433333333333,80.22425,80.22325000000001,2285,2020-12-22 16:00:00
42,CADJPY_i,80.225,80.183,80.154,80.294,80.22399999999999,80.21033333333332,80.20349999999999,80.214,2494,2020-12-22 17:00:00
43,CADJPY_i,80.188,80.199,80.127,80.254,80.1905,80.19333333333333,80.19475,80.192,2218,2020-12-22 18:00:00
44,CADJPY_i,80.201,80.263,80.172,80.271,80.22149999999999,80.23533333333333,80.24225,80.22675,1346,2020-12-22 19:00:00
45,CADJPY_i,80.261,80.257,80.212,80.278,80.245,80.24900000000001,80.251,80.25200000000001,913,2020-12-22 20:00:00
46,CADJPY_i,80.262,80.328,80.261,80.358,80.3095,80.31566666666667,80.31875,80.30225,868,2020-12-22 21:00:00
47,CADJPY_i,80.327,80.274,80.263,80.351,80.307,80.296,80.29050000000001,80.30375000000001,995,2020-12-22 22:00:00
48,CADJPY_i,80.274,80.275,80.228,80.299,80.2635,80.26733333333333,80.26925,80.269,1358,2020-12-22 23:00:00
49,CADJPY_i,80.271,80.25,80.236,80.285,80.26050000000001,80.257,80.25525,80.26050000000001,756,2020-12-23 00:00:00
50,CADJPY_i,80.254,80.276,80.221,80.289,80.255,80.262,80.2655,80.26,728,2020-12-23 01:00:00
