,GBPNZD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,GBPNZD_i,1.89092,1.88949,1.88822,1.8916300000000001,1.889925,1.88978,1.8897075,1.8900649999999999,1073,2020-12-18 23:00:00
1,GBPNZD_i,1.88411,1.88514,1.88143,1.8874300000000002,1.88443,1.8846666666666667,1.884785,1.8845275,620,2020-12-21 00:00:00
2,GBPNZD_i,1.8849900000000002,1.88594,1.88324,1.88761,1.8854250000000001,1.8855966666666666,1.8856825,1.885445,1842,2020-12-21 01:00:00
3,GBPNZD_i,1.88599,1.88838,1.88568,1.8885999999999998,1.88714,1.8875533333333332,1.8877599999999999,1.8871625,2480,2020-12-21 02:00:00
4,GBPNZD_i,1.88838,1.88285,1.88272,1.88839,1.885555,1.8846533333333333,1.8842024999999998,1.8855849999999998,2460,2020-12-21 03:00:00
5,GBPNZD_i,1.883,1.88235,1.88121,1.8841,1.8826550000000002,1.8825533333333333,1.8825025,1.882665,2440,2020-12-21 04:00:00
6,GBPNZD_i,1.8823699999999999,1.88168,1.88008,1.8827,1.8813900000000001,1.8814866666666668,1.8815350000000002,1.8817075,1744,2020-12-21 05:00:00
7,GBPNZD_i,1.88168,1.8824800000000002,1.88066,1.88358,1.88212,1.8822400000000001,1.8823,1.8821,1541,2020-12-21 06:00:00
8,GBPNZD_i,1.88252,1.88462,1.88209,1.8848,1.883445,1.8838366666666666,1.8840325,1.8835075,1985,2020-12-21 07:00:00
9,GBPNZD_i,1.8846,1.88409,1.88193,1.88471,1.88332,1.8835766666666667,1.883705,1.8838325,2092,2020-12-21 08:00:00
10,GBPNZD_i,1.88439,1.88408,1.8777,1.88457,1.881135,1.8821166666666667,1.8826075,1.882685,4216,2020-12-21 09:00:00
11,GBPNZD_i,1.8840599999999998,1.8812600000000002,1.88002,1.8862700000000001,1.883145,1.8825166666666668,1.8822025000000002,1.8829025000000001,5179,2020-12-21 10:00:00
12,GBPNZD_i,1.8812600000000002,1.8822,1.88062,1.88388,1.88225,1.8822333333333334,1.882225,1.88199,4370,2020-12-21 11:00:00
13,GBPNZD_i,1.8821400000000001,1.88609,1.88098,1.88715,1.884065,1.88474,1.8850775000000002,1.88409,6101,2020-12-21 12:00:00
14,GBPNZD_i,1.8861599999999998,1.8866,1.8835600000000001,1.88898,1.8862700000000001,1.8863800000000002,1.886435,1.8863250000000003,4905,2020-12-21 13:00:00
15,GBPNZD_i,1.88662,1.88767,1.8851200000000001,1.88891,1.887015,1.8872333333333333,1.8873425,1.8870799999999999,4199,2020-12-21 14:00:00
16,GBPNZD_i,1.8874499999999999,1.89211,1.88735,1.8925,1.889925,1.8906533333333335,1.8910175,1.8898525,4351,2020-12-21 15:00:00
17,GBPNZD_i,1.89207,1.88564,1.88502,1.89242,1.88872,1.8876933333333332,1.8871799999999999,1.8887874999999998,4210,2020-12-21 16:00:00
18,GBPNZD_i,1.88563,1.88463,1.88388,1.88812,1.8860000000000001,1.8855433333333333,1.8853149999999999,1.885565,4605,2020-12-21 17:00:00
19,GBPNZD_i,1.88462,1.88382,1.88246,1.8860299999999999,1.884245,1.8841033333333332,1.8840325,1.8842325,3438,2020-12-21 18:00:00
20,GBPNZD_i,1.88381,1.88222,1.88,1.88453,1.8822649999999999,1.88225,1.8822425,1.8826399999999999,3198,2020-12-21 19:00:00
21,GBPNZD_i,1.88202,1.88198,1.8817,1.8841700000000001,1.882935,1.8826166666666666,1.8824575000000001,1.8824675,2536,2020-12-21 20:00:00
22,GBPNZD_i,1.88195,1.89261,1.88151,1.89926,1.890385,1.8911266666666666,1.8914974999999998,1.8888325,3881,2020-12-21 21:00:00
23,GBPNZD_i,1.89266,1.8943699999999999,1.89182,1.8963999999999999,1.89411,1.8941966666666665,1.89424,1.8938125,2729,2020-12-21 22:00:00
24,GBPNZD_i,1.8943699999999999,1.8953799999999998,1.89101,1.8969399999999998,1.893975,1.8944433333333333,1.8946774999999998,1.894425,1273,2020-12-21 23:00:00
25,GBPNZD_i,1.89418,1.89365,1.89116,1.89546,1.89331,1.8934233333333335,1.89348,1.8936125000000001,505,2020-12-22 00:00:00
26,GBPNZD_i,1.89365,1.89446,1.89216,1.8955899999999999,1.893875,1.89407,1.8941675,1.893965,1058,2020-12-22 01:00:00
27,GBPNZD_i,1.89446,1.89419,1.89262,1.89553,1.894075,1.8941133333333333,1.8941325,1.8942,1734,2020-12-22 02:00:00
28,GBPNZD_i,1.89421,1.89356,1.89259,1.89531,1.89395,1.8938199999999998,1.8937549999999999,1.8939175,2356,2020-12-22 03:00:00
29,GBPNZD_i,1.89356,1.89501,1.89327,1.89569,1.8944800000000002,1.8946566666666669,1.8947450000000001,1.8943825,2331,2020-12-22 04:00:00
30,GBPNZD_i,1.89501,1.89824,1.89453,1.89948,1.897005,1.8974166666666665,1.8976224999999998,1.896815,1733,2020-12-22 05:00:00
31,GBPNZD_i,1.89833,1.8968,1.89622,1.89842,1.8973200000000001,1.8971466666666668,1.89706,1.8974425,1591,2020-12-22 06:00:00
32,GBPNZD_i,1.8968,1.89585,1.89524,1.89765,1.896445,1.8962466666666666,1.8961475,1.896385,1740,2020-12-22 07:00:00
33,GBPNZD_i,1.89585,1.89836,1.89558,1.89959,1.8975849999999999,1.8978433333333333,1.8979725,1.897345,2215,2020-12-22 08:00:00
34,GBPNZD_i,1.89892,1.90213,1.89819,1.90355,1.90087,1.9012900000000001,1.9015,1.9006975000000002,3408,2020-12-22 09:00:00
35,GBPNZD_i,1.90215,1.8984,1.89805,1.90313,1.90059,1.89986,1.899495,1.9004325,3894,2020-12-22 10:00:00
36,GBPNZD_i,1.8984100000000002,1.9034,1.89639,1.90664,1.9015149999999998,1.902143333333333,1.9024574999999997,1.9012099999999998,3742,2020-12-22 11:00:00
37,GBPNZD_i,1.9036499999999998,1.90425,1.8964400000000001,1.90591,1.901175,1.9022,1.9027125,1.9025625,4466,2020-12-22 12:00:00
38,GBPNZD_i,1.90425,1.89896,1.89848,1.90525,1.901865,1.9008966666666665,1.9004124999999998,1.901735,2895,2020-12-22 13:00:00
39,GBPNZD_i,1.89907,1.89682,1.8967800000000001,1.8997000000000002,1.8982400000000001,1.8977666666666668,1.8975300000000002,1.8980925000000002,2906,2020-12-22 14:00:00
40,GBPNZD_i,1.8968,1.89751,1.89609,1.8985699999999999,1.89733,1.89739,1.8974199999999999,1.8972425,2903,2020-12-22 15:00:00
41,GBPNZD_i,1.89743,1.8952200000000001,1.89426,1.8983400000000001,1.8963,1.8959400000000002,1.8957600000000001,1.8963125,3744,2020-12-22 16:00:00
42,GBPNZD_i,1.8947,1.89288,1.89232,1.89802,1.89517,1.8944066666666668,1.894025,1.8944800000000002,4504,2020-12-22 17:00:00
43,GBPNZD_i,1.89295,1.89528,1.89093,1.89598,1.8934549999999999,1.8940633333333334,1.8943675,1.893785,4935,2020-12-22 18:00:00
44,GBPNZD_i,1.89528,1.8960599999999999,1.8951,1.89736,1.89623,1.8961733333333335,1.8961450000000002,1.89595,2646,2020-12-22 19:00:00
45,GBPNZD_i,1.89609,1.89578,1.8956499999999998,1.89752,1.896585,1.8963166666666667,1.8961825,1.89626,1650,2020-12-22 20:00:00
46,GBPNZD_i,1.89578,1.89524,1.8939,1.8968,1.89535,1.8953133333333334,1.8952950000000002,1.8954300000000002,1746,2020-12-22 21:00:00
47,GBPNZD_i,1.8952499999999999,1.89702,1.89446,1.89743,1.895945,1.8963033333333332,1.8964824999999998,1.89604,1702,2020-12-22 22:00:00
48,GBPNZD_i,1.89702,1.89768,1.8954499999999999,1.8980299999999999,1.8967399999999999,1.8970533333333333,1.89721,1.8970449999999999,1099,2020-12-22 23:00:00
49,GBPNZD_i,1.8955199999999999,1.8975499999999998,1.89526,1.89848,1.8968699999999998,1.8970966666666664,1.8972099999999998,1.8967025,407,2020-12-23 00:00:00
50,GBPNZD_i,1.8975499999999998,1.89848,1.89659,1.90015,1.89837,1.8984066666666666,1.898425,1.8981925,1157,2020-12-23 01:00:00
51,GBPNZD_i,1.89889,1.9014199999999999,1.89828,1.90255,1.900415,1.9007499999999997,1.9009174999999998,1.9002849999999998,2073,2020-12-23 02:00:00
52,GBPNZD_i,1.9014199999999999,1.89962,1.89881,1.90177,1.90029,1.9000666666666668,1.8999550000000003,1.9004050000000001,2512,2020-12-23 03:00:00
53,GBPNZD_i,1.89971,1.90091,1.89961,1.90172,1.900665,1.9007466666666666,1.9007874999999999,1.9004874999999999,2332,2020-12-23 04:00:00
54,GBPNZD_i,1.90083,1.90055,1.8999899999999998,1.9018000000000002,1.900895,1.90078,1.9007224999999999,1.9007924999999999,1808,2020-12-23 05:00:00
