,XAGUSD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,XAGUSD_i,23.992,23.906,23.855,24.022,23.938499999999998,23.927666666666664,23.92225,23.943749999999998,1343,2020-11-23 13:00:00
1,XAGUSD_i,23.89,24.052,23.889,24.07,23.9795,24.003666666666664,24.015749999999997,23.97525,1441,2020-11-23 14:00:00
2,XAGUSD_i,24.052,24.071,23.975,24.115,24.045,24.05366666666667,24.058,24.05325,1727,2020-11-23 15:00:00
3,XAGUSD_i,24.073,23.639,23.62,24.102,23.861,23.787000000000003,23.75,23.8585,2414,2020-11-23 16:00:00
4,XAGUSD_i,23.634,23.474,23.456,23.667,23.561500000000002,23.532333333333337,23.517750000000003,23.557750000000002,3485,2020-11-23 17:00:00
5,XAGUSD_i,23.474,23.558,23.413,23.568,23.4905,23.513,23.524250000000002,23.50325,2489,2020-11-23 18:00:00
6,XAGUSD_i,23.558,23.569,23.504,23.587,23.5455,23.55333333333333,23.55725,23.554499999999997,1165,2020-11-23 19:00:00
7,XAGUSD_i,23.568,23.576999999999998,23.552,23.615,23.5835,23.581333333333333,23.58025,23.578,912,2020-11-23 20:00:00
8,XAGUSD_i,23.576999999999998,23.603,23.553,23.607,23.58,23.587666666666667,23.591500000000003,23.585,545,2020-11-23 21:00:00
9,XAGUSD_i,23.603,23.564,23.553,23.632,23.5925,23.583,23.578249999999997,23.588,718,2020-11-23 22:00:00
10,XAGUSD_i,23.566,23.58,23.554,23.595,23.5745,23.576333333333334,23.57725,23.57375,367,2020-11-23 23:00:00
11,XAGUSD_i,23.596,23.524,23.51,23.616,23.563000000000002,23.55,23.5435,23.561500000000002,635,2020-11-24 01:00:00
12,XAGUSD_i,23.524,23.572,23.479,23.595,23.537,23.548666666666666,23.5545,23.5425,1031,2020-11-24 02:00:00
13,XAGUSD_i,23.569,23.35,23.265,23.602,23.433500000000002,23.405666666666672,23.391750000000002,23.446500000000004,2368,2020-11-24 03:00:00
14,XAGUSD_i,23.35,23.303,23.24,23.386,23.313,23.30966666666667,23.308,23.31975,1346,2020-11-24 04:00:00
15,XAGUSD_i,23.303,23.386,23.273,23.449,23.361,23.369333333333334,23.3735,23.35275,1035,2020-11-24 05:00:00
16,XAGUSD_i,23.385,23.38,23.355,23.411,23.383000000000003,23.382,23.3815,23.38275,652,2020-11-24 06:00:00
17,XAGUSD_i,23.382,23.409,23.32,23.45,23.384999999999998,23.393,23.397,23.39025,1034,2020-11-24 07:00:00
18,XAGUSD_i,23.409,23.412,23.401,23.463,23.432000000000002,23.425333333333338,23.422000000000004,23.42125,1020,2020-11-24 08:00:00
19,XAGUSD_i,23.408,23.359,23.356,23.503,23.4295,23.406000000000002,23.39425,23.4065,1081,2020-11-24 09:00:00
20,XAGUSD_i,23.371,23.409,23.354,23.511,23.432499999999997,23.424666666666667,23.420749999999998,23.41125,1933,2020-11-24 10:00:00
21,XAGUSD_i,23.409,23.425,23.394,23.463,23.4285,23.427333333333333,23.42675,23.42275,1301,2020-11-24 11:00:00
22,XAGUSD_i,23.423,23.131,23.098,23.443,23.2705,23.224,23.20075,23.27375,1974,2020-11-24 12:00:00
23,XAGUSD_i,23.133,23.141,23.056,23.199,23.1275,23.132,23.13425,23.13225,2188,2020-11-24 13:00:00
24,XAGUSD_i,23.142,23.116,23.105,23.284,23.194499999999998,23.168333333333333,23.15525,23.161749999999998,2120,2020-11-24 14:00:00
25,XAGUSD_i,23.118,23.147,22.916,23.232,23.073999999999998,23.09833333333333,23.110499999999995,23.103249999999996,2611,2020-11-24 15:00:00
26,XAGUSD_i,23.145,23.223,23.016,23.247,23.1315,23.161999999999995,23.177249999999997,23.157749999999997,3170,2020-11-24 16:00:00
27,XAGUSD_i,23.218,23.158,23.042,23.242,23.142000000000003,23.147333333333336,23.150000000000002,23.165000000000003,2688,2020-11-24 17:00:00
28,XAGUSD_i,23.156,23.167,23.146,23.254,23.200000000000003,23.189000000000004,23.183500000000002,23.180750000000003,1668,2020-11-24 18:00:00
29,XAGUSD_i,23.167,23.218,23.143,23.259,23.201,23.206666666666667,23.209500000000002,23.19675,860,2020-11-24 19:00:00
30,XAGUSD_i,23.212,23.236,23.207,23.309,23.258000000000003,23.25066666666667,23.247000000000003,23.241000000000003,773,2020-11-24 20:00:00
31,XAGUSD_i,23.236,23.19,23.181,23.241,23.211,23.203999999999997,23.200499999999998,23.212,589,2020-11-24 21:00:00
32,XAGUSD_i,23.19,23.241,23.129,23.245,23.187,23.205000000000002,23.214000000000002,23.20125,876,2020-11-24 22:00:00
33,XAGUSD_i,23.245,23.244,23.207,23.27,23.238500000000002,23.240333333333336,23.24125,23.241500000000002,471,2020-11-24 23:00:00
34,XAGUSD_i,23.245,23.268,23.22,23.303,23.261499999999998,23.263666666666666,23.26475,23.259,626,2020-11-25 01:00:00
35,XAGUSD_i,23.27,23.201,23.181,23.31,23.2455,23.230666666666668,23.22325,23.2405,791,2020-11-25 02:00:00
36,XAGUSD_i,23.201,23.343,23.196,23.385,23.2905,23.308000000000003,23.316750000000003,23.28125,1336,2020-11-25 03:00:00
37,XAGUSD_i,23.343,23.313,23.281,23.361,23.320999999999998,23.31833333333333,23.317,23.3245,684,2020-11-25 04:00:00
38,XAGUSD_i,23.313,23.228,23.199,23.321,23.26,23.249333333333336,23.244,23.26525,922,2020-11-25 05:00:00
39,XAGUSD_i,23.233,23.217,23.175,23.244,23.2095,23.212,23.21325,23.21725,652,2020-11-25 06:00:00
40,XAGUSD_i,23.217,23.12,23.081,23.237,23.159,23.146,23.1395,23.16375,1457,2020-11-25 07:00:00
41,XAGUSD_i,23.123,23.16,23.099,23.216,23.1575,23.15833333333333,23.158749999999998,23.1495,1651,2020-11-25 08:00:00
42,XAGUSD_i,23.157,23.305,23.139,23.309,23.224,23.251,23.264499999999998,23.2275,1228,2020-11-25 09:00:00
43,XAGUSD_i,23.298,23.37,23.283,23.509,23.396,23.387333333333334,23.383000000000003,23.365000000000002,1779,2020-11-25 10:00:00
44,XAGUSD_i,23.374,23.48,23.354,23.508,23.430999999999997,23.447333333333333,23.4555,23.429,1515,2020-11-25 11:00:00
45,XAGUSD_i,23.48,23.355,23.352,23.483,23.4175,23.396666666666665,23.38625,23.4175,1285,2020-11-25 12:00:00
46,XAGUSD_i,23.355,23.397,23.314,23.453,23.383499999999998,23.387999999999995,23.390249999999995,23.379749999999998,1484,2020-11-25 13:00:00
