,NZDCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,NZDCHF_i,0.63041,0.63013,0.62995,0.63062,0.630285,0.6302333333333333,0.6302074999999999,0.6302774999999999,544,2020-12-18 23:00:00
1,NZDCHF_i,0.62921,0.62986,0.62895,0.62998,0.6294649999999999,0.6295966666666666,0.6296624999999999,0.6295,278,2020-12-21 00:00:00
2,NZDCHF_i,0.62987,0.62895,0.62868,0.62988,0.6292800000000001,0.6291700000000001,0.6291150000000001,0.629345,869,2020-12-21 01:00:00
3,NZDCHF_i,0.62894,0.62795,0.62789,0.62927,0.6285799999999999,0.62837,0.628265,0.6285125,1108,2020-12-21 02:00:00
4,NZDCHF_i,0.62795,0.62847,0.62761,0.62866,0.628135,0.6282466666666666,0.6283025,0.6281725,1261,2020-12-21 03:00:00
5,NZDCHF_i,0.62846,0.62785,0.62766,0.62849,0.6280749999999999,0.628,0.6279625,0.628115,1268,2020-12-21 04:00:00
6,NZDCHF_i,0.62783,0.62875,0.62782,0.62876,0.62829,0.6284433333333334,0.6285200000000001,0.62829,841,2020-12-21 05:00:00
7,NZDCHF_i,0.62874,0.62885,0.62856,0.62916,0.62886,0.6288566666666666,0.6288549999999999,0.6288275,823,2020-12-21 06:00:00
8,NZDCHF_i,0.62886,0.62819,0.62797,0.6289,0.6284350000000001,0.6283533333333334,0.6283125,0.62848,1043,2020-12-21 07:00:00
9,NZDCHF_i,0.62819,0.62809,0.62794,0.62846,0.6282000000000001,0.6281633333333334,0.6281450000000001,0.6281700000000001,1077,2020-12-21 08:00:00
10,NZDCHF_i,0.6281,0.626,0.62587,0.62826,0.627065,0.62671,0.6265324999999999,0.6270574999999999,2192,2020-12-21 09:00:00
11,NZDCHF_i,0.626,0.62378,0.62368,0.626,0.6248400000000001,0.6244866666666667,0.62431,0.624865,2754,2020-12-21 10:00:00
12,NZDCHF_i,0.62378,0.62365,0.62315,0.62426,0.623705,0.6236866666666666,0.6236775,0.62371,2315,2020-12-21 11:00:00
13,NZDCHF_i,0.62368,0.62453,0.62342,0.62506,0.6242399999999999,0.6243366666666667,0.624385,0.6241725,3464,2020-12-21 12:00:00
14,NZDCHF_i,0.62457,0.62468,0.62368,0.62507,0.624375,0.6244766666666667,0.6245275,0.6244999999999999,2760,2020-12-21 13:00:00
15,NZDCHF_i,0.62468,0.62442,0.62413,0.62508,0.624605,0.6245433333333333,0.6245125,0.6245775,2453,2020-12-21 14:00:00
16,NZDCHF_i,0.62446,0.62398,0.62355,0.62463,0.62409,0.6240533333333333,0.624035,0.624155,2715,2020-12-21 15:00:00
17,NZDCHF_i,0.62396,0.62588,0.62384,0.62598,0.62491,0.6252333333333333,0.6253949999999999,0.624915,2737,2020-12-21 16:00:00
18,NZDCHF_i,0.62588,0.62663,0.62507,0.62678,0.6259250000000001,0.62616,0.6262775,0.62609,2584,2020-12-21 17:00:00
19,NZDCHF_i,0.62665,0.62754,0.62629,0.62771,0.627,0.62718,0.62727,0.6270475,2090,2020-12-21 18:00:00
20,NZDCHF_i,0.62754,0.62781,0.62731,0.62819,0.62775,0.62777,0.62778,0.6277125,1601,2020-12-21 19:00:00
