,GER40_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
13,GER40_m_i,12913.1,12906.6,12905.1,12923.7,12914.400000000001,12911.800000000001,12910.5,12912.125,1893,2019-10-30 16:00:00
14,GER40_m_i,12906.6,12904.1,12895.6,12910.1,12902.85,12903.266666666668,12903.475,12904.1,2123,2019-10-30 17:00:00
15,GER40_m_i,12904.2,12863.1,12855.6,12912.6,12884.1,12877.1,12873.6,12883.875,3486,2019-10-30 18:00:00
16,GER40_m_i,12862.6,12882.1,12819.6,12891.0,12855.3,12864.233333333332,12868.699999999999,12863.824999999999,4685,2019-10-30 19:00:00
17,GER40_m_i,12882.1,12889.2,12877.1,12895.1,12886.1,12887.133333333333,12887.650000000001,12885.875,3020,2019-10-30 20:00:00
18,GER40_m_i,12889.1,12900.3,12889.1,12909.8,12899.45,12899.733333333332,12899.875,12897.074999999999,2424,2019-10-30 21:00:00
19,GER40_m_i,12900.7,12883.3,12880.3,12907.8,12894.05,12890.466666666665,12888.675,12893.024999999998,1576,2019-10-30 22:00:00
20,GER40_m_i,12883.4,12926.4,12873.3,12928.9,12901.099999999999,12909.533333333333,12913.75,12903.0,4279,2019-10-30 23:00:00
21,GER40_m_i,12925.8,12932.7,12920.7,12936.3,12928.5,12929.9,12930.599999999999,12928.875,2534,2019-10-31 00:00:00
22,GER40_m_i,12932.2,12930.3,12928.8,12934.8,12931.8,12931.299999999997,12931.05,12931.524999999998,523,2019-10-31 01:00:00
23,GER40_m_i,12930.0,12932.5,12926.1,12934.0,12930.05,12930.866666666667,12931.275,12930.65,790,2019-10-31 12:00:00
24,GER40_m_i,12932.5,12907.4,12890.4,12947.4,12918.9,12915.066666666666,12913.15,12919.425,5742,2019-10-31 13:00:00
25,GER40_m_i,12907.8,12820.8,12786.4,12912.9,12849.65,12840.033333333333,12835.224999999999,12856.974999999999,8282,2019-10-31 14:00:00
26,GER40_m_i,12824.4,12866.9,12809.9,12874.4,12842.15,12850.4,12854.525,12843.9,5074,2019-10-31 15:00:00
27,GER40_m_i,12866.9,12877.4,12858.9,12883.4,12871.15,12873.233333333332,12874.275,12871.65,3768,2019-10-31 16:00:00
28,GER40_m_i,12876.9,12896.4,12871.9,12908.4,12890.15,12892.233333333332,12893.275,12888.4,3406,2019-10-31 17:00:00
29,GER40_m_i,12896.4,12884.9,12883.9,12915.9,12899.9,12894.9,12892.4,12895.275,4227,2019-10-31 18:00:00
30,GER40_m_i,12885.3,12886.3,12855.3,12892.4,12873.849999999999,12878.0,12880.075,12879.825,4604,2019-10-31 19:00:00
31,GER40_m_i,12886.4,12885.4,12882.9,12903.4,12893.15,12890.566666666666,12889.275,12889.525,3799,2019-10-31 20:00:00
32,GER40_m_i,12885.8,12861.8,12854.8,12895.9,12875.349999999999,12870.833333333334,12868.575,12874.575,4148,2019-10-31 21:00:00
33,GER40_m_i,12861.4,12864.4,12859.9,12873.8,12866.849999999999,12866.033333333333,12865.625,12864.875,2067,2019-10-31 22:00:00
34,GER40_m_i,12863.5,12852.4,12845.9,12864.9,12855.4,12854.4,12853.9,12856.675,2122,2019-10-31 23:00:00
35,GER40_m_i,12853.3,12886.4,12848.8,12887.8,12868.3,12874.333333333334,12877.35,12869.075,2246,2019-11-01 00:00:00
36,GER40_m_i,12884.8,12884.0,12881.4,12891.0,12886.2,12885.466666666667,12885.1,12885.3,635,2019-11-01 01:00:00
37,GER40_m_i,12917.8,12918.9,12912.3,12926.4,12919.349999999999,12919.199999999999,12919.125,12918.849999999999,1357,2019-11-01 12:00:00
38,GER40_m_i,12919.8,12911.3,12902.9,12933.3,12918.099999999999,12915.833333333334,12914.7,12916.825,5058,2019-11-01 13:00:00
39,GER40_m_i,12910.9,12901.4,12890.3,12916.4,12903.349999999999,12902.699999999999,12902.375,12904.75,2953,2019-11-01 14:00:00
40,GER40_m_i,12901.8,12909.4,12892.3,12911.8,12902.05,12904.5,12905.725,12903.825,2264,2019-11-01 15:00:00
41,GER40_m_i,12909.3,12905.8,12892.8,12921.3,12907.05,12906.633333333331,12906.425,12907.3,2378,2019-11-01 16:00:00
