,EURNZD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURNZD_i,1.71601,1.7153399999999999,1.71508,1.71654,1.7158099999999998,1.7156533333333333,1.7155749999999999,1.7157425,1285,2020-12-18 23:00:00
1,EURNZD_i,1.71791,1.7166000000000001,1.7157,1.71815,1.716925,1.7168166666666667,1.7167625000000002,1.71709,391,2020-12-21 00:00:00
2,EURNZD_i,1.7164700000000002,1.71872,1.71451,1.7196,1.717055,1.7176099999999999,1.7178875,1.717325,2004,2020-12-21 01:00:00
3,EURNZD_i,1.71875,1.72084,1.71766,1.72093,1.719295,1.71981,1.7200675,1.719545,2761,2020-12-21 02:00:00
4,EURNZD_i,1.7208299999999999,1.71897,1.71878,1.72084,1.7198099999999998,1.71953,1.7193900000000002,1.719855,3163,2020-12-21 03:00:00
5,EURNZD_i,1.71899,1.71925,1.71815,1.72007,1.7191100000000001,1.7191566666666667,1.71918,1.719115,3148,2020-12-21 04:00:00
6,EURNZD_i,1.71925,1.71712,1.71711,1.71933,1.71822,1.7178533333333335,1.71767,1.7182025,1797,2020-12-21 05:00:00
7,EURNZD_i,1.71718,1.71756,1.71643,1.71815,1.71729,1.7173800000000001,1.717425,1.71733,1428,2020-12-21 06:00:00
8,EURNZD_i,1.71756,1.7190400000000001,1.7168700000000001,1.71937,1.71812,1.7184266666666668,1.7185800000000002,1.71821,2271,2020-12-21 07:00:00
9,EURNZD_i,1.71902,1.7201499999999998,1.71821,1.72031,1.71926,1.7195566666666666,1.7197049999999998,1.7194224999999999,2415,2020-12-21 08:00:00
10,EURNZD_i,1.72028,1.72694,1.71946,1.72732,1.72339,1.724573333333333,1.7251649999999998,1.7234999999999998,4846,2020-12-21 09:00:00
11,EURNZD_i,1.7269299999999999,1.73237,1.72688,1.73251,1.729695,1.7305866666666667,1.7310325,1.7296725,6357,2020-12-21 10:00:00
12,EURNZD_i,1.73237,1.7335500000000001,1.73162,1.73428,1.73295,1.7331500000000002,1.7332500000000002,1.732955,5129,2020-12-21 11:00:00
13,EURNZD_i,1.73345,1.7312699999999999,1.73006,1.73403,1.7320449999999998,1.7317866666666664,1.7316574999999998,1.7322024999999996,8060,2020-12-21 12:00:00
14,EURNZD_i,1.7312699999999999,1.7287400000000002,1.72857,1.7334,1.730985,1.7302366666666666,1.7298625,1.730495,6101,2020-12-21 13:00:00
15,EURNZD_i,1.72877,1.7288000000000001,1.72759,1.73123,1.7294100000000001,1.729206666666667,1.7291050000000001,1.7290975000000002,5875,2020-12-21 14:00:00
16,EURNZD_i,1.72879,1.73231,1.7286899999999998,1.7340200000000001,1.731355,1.7316733333333332,1.7318324999999999,1.7309525,6697,2020-12-21 15:00:00
17,EURNZD_i,1.7323300000000001,1.73106,1.73074,1.7336,1.73217,1.7318,1.7316150000000001,1.7319325,5965,2020-12-21 16:00:00
18,EURNZD_i,1.73105,1.7287599999999999,1.7284000000000002,1.73334,1.7308700000000001,1.7301666666666666,1.7298149999999999,1.7303875,5450,2020-12-21 17:00:00
19,EURNZD_i,1.72865,1.72565,1.72427,1.72938,1.7268249999999998,1.7264333333333333,1.7262374999999999,1.7269875,4321,2020-12-21 18:00:00
20,EURNZD_i,1.72565,1.7244899999999999,1.7240799999999998,1.72614,1.72511,1.724903333333333,1.7247999999999997,1.7250899999999998,2573,2020-12-21 19:00:00
21,EURNZD_i,1.72457,1.7235399999999998,1.7234,1.7248,1.7241,1.7239133333333332,1.72382,1.7240775,1561,2020-12-21 20:00:00
22,EURNZD_i,1.7235399999999998,1.7223899999999999,1.72131,1.7236500000000001,1.72248,1.72245,1.722435,1.7227225,2304,2020-12-21 21:00:00
23,EURNZD_i,1.7223899999999999,1.72256,1.72197,1.72316,1.722565,1.7225633333333334,1.7225625,1.72252,1543,2020-12-21 22:00:00
24,EURNZD_i,1.72256,1.72396,1.72154,1.7242199999999999,1.72288,1.7232399999999999,1.72342,1.7230699999999999,988,2020-12-21 23:00:00
25,EURNZD_i,1.7218,1.72294,1.7193,1.72312,1.7212100000000001,1.7217866666666666,1.7220749999999998,1.72179,646,2020-12-22 00:00:00
26,EURNZD_i,1.7229100000000002,1.72384,1.7224300000000001,1.72443,1.72343,1.7235666666666667,1.723635,1.7234025000000002,1413,2020-12-22 01:00:00
27,EURNZD_i,1.72384,1.72621,1.72344,1.72644,1.7249400000000001,1.7253633333333334,1.725575,1.7249825,1825,2020-12-22 02:00:00
28,EURNZD_i,1.72621,1.7273,1.72591,1.7279499999999999,1.7269299999999999,1.7270533333333333,1.727115,1.7268425,2399,2020-12-22 03:00:00
29,EURNZD_i,1.7273,1.72733,1.7268,1.72817,1.727485,1.7274333333333332,1.7274075,1.7273999999999998,1764,2020-12-22 04:00:00
30,EURNZD_i,1.72732,1.7311999999999999,1.7271999999999998,1.73143,1.729315,1.7299433333333332,1.7302575,1.7292874999999999,1613,2020-12-22 05:00:00
31,EURNZD_i,1.7311999999999999,1.73198,1.73089,1.7322199999999999,1.731555,1.7316966666666669,1.7317675000000001,1.7315725,1257,2020-12-22 06:00:00
32,EURNZD_i,1.73198,1.73028,1.7295500000000001,1.73218,1.730865,1.73067,1.7305725,1.7309975,1336,2020-12-22 07:00:00
33,EURNZD_i,1.73028,1.73162,1.73013,1.7319499999999999,1.73104,1.7312333333333332,1.7313299999999998,1.730995,2117,2020-12-22 08:00:00
34,EURNZD_i,1.73162,1.72999,1.7299600000000002,1.73257,1.731265,1.73084,1.7306275,1.7310349999999999,3698,2020-12-22 09:00:00
