,EURCHF_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURCHF_i,1.08237,1.08206,1.08168,1.0824,1.0820400000000001,1.0820466666666668,1.0820500000000002,1.0821275000000001,597,2020-12-18 23:00:00
1,EURCHF_i,1.08209,1.08171,1.0814,1.08256,1.08198,1.0818899999999998,1.081845,1.08194,308,2020-12-21 00:00:00
2,EURCHF_i,1.08158,1.08158,1.08155,1.08216,1.081855,1.0817633333333332,1.0817174999999999,1.0817174999999999,663,2020-12-21 01:00:00
3,EURCHF_i,1.08158,1.081,1.0809,1.08158,1.08124,1.08116,1.0811199999999999,1.081265,1026,2020-12-21 02:00:00
4,EURCHF_i,1.081,1.08099,1.08035,1.08129,1.0808200000000001,1.0808766666666667,1.080905,1.0809075,1225,2020-12-21 03:00:00
5,EURCHF_i,1.08099,1.07996,1.07966,1.08108,1.08037,1.0802333333333334,1.080165,1.0804225,1443,2020-12-21 04:00:00
6,EURCHF_i,1.07996,1.0802100000000001,1.07995,1.0803,1.080125,1.0801533333333333,1.0801675,1.080105,710,2020-12-21 05:00:00
7,EURCHF_i,1.0802100000000001,1.0806499999999999,1.0802100000000001,1.08074,1.080475,1.0805333333333333,1.0805625,1.0804525,638,2020-12-21 06:00:00
8,EURCHF_i,1.08066,1.08042,1.08006,1.08071,1.0803850000000002,1.080396666666667,1.0804025000000002,1.0804625,786,2020-12-21 07:00:00
9,EURCHF_i,1.08042,1.08097,1.07998,1.08111,1.0805449999999999,1.0806866666666666,1.0807574999999998,1.08062,1212,2020-12-21 08:00:00
10,EURCHF_i,1.08103,1.08164,1.08063,1.08182,1.0812249999999999,1.0813633333333332,1.0814325,1.08128,2722,2020-12-21 09:00:00
11,EURCHF_i,1.08163,1.08125,1.0806,1.08283,1.081715,1.0815599999999999,1.0814825,1.0815774999999999,3765,2020-12-21 10:00:00
12,EURCHF_i,1.08125,1.08163,1.08087,1.08211,1.08149,1.0815366666666668,1.08156,1.0814650000000001,2641,2020-12-21 11:00:00
13,EURCHF_i,1.08163,1.08179,1.08085,1.08206,1.081455,1.0815666666666666,1.0816225,1.0815825000000001,4186,2020-12-21 12:00:00
14,EURCHF_i,1.08179,1.08046,1.08043,1.0821,1.0812650000000001,1.0809966666666668,1.0808625,1.0811950000000001,2448,2020-12-21 13:00:00
15,EURCHF_i,1.08046,1.08,1.07989,1.08127,1.0805799999999999,1.0803866666666666,1.08029,1.0804049999999998,2727,2020-12-21 14:00:00
16,EURCHF_i,1.08,1.08149,1.08,1.08192,1.0809600000000001,1.0811366666666669,1.081225,1.0808525000000002,3087,2020-12-21 15:00:00
17,EURCHF_i,1.08151,1.08388,1.08137,1.08415,1.08276,1.0831333333333333,1.0833199999999998,1.0827274999999998,2930,2020-12-21 16:00:00
18,EURCHF_i,1.08388,1.0838,1.08338,1.08457,1.0839750000000001,1.0839166666666669,1.0838875000000001,1.0839075,2929,2020-12-21 17:00:00
19,EURCHF_i,1.0838,1.08339,1.08288,1.08382,1.08335,1.0833633333333335,1.08337,1.0834725,1876,2020-12-21 18:00:00
20,EURCHF_i,1.08338,1.08324,1.08277,1.0836999999999999,1.083235,1.0832366666666666,1.0832375,1.0832725,2022,2020-12-21 19:00:00
21,EURCHF_i,1.08324,1.08334,1.08298,1.08358,1.08328,1.0833000000000002,1.08331,1.083285,1482,2020-12-21 20:00:00
22,EURCHF_i,1.08333,1.08344,1.08316,1.08371,1.083435,1.0834366666666666,1.0834375,1.08341,1763,2020-12-21 21:00:00
23,EURCHF_i,1.08344,1.08288,1.08288,1.08367,1.083275,1.0831433333333333,1.0830775000000001,1.0832175,1168,2020-12-21 22:00:00
24,EURCHF_i,1.08288,1.08378,1.08288,1.08439,1.0836350000000001,1.0836833333333333,1.0837075,1.0834825000000001,785,2020-12-21 23:00:00
25,EURCHF_i,1.08375,1.08404,1.08316,1.08427,1.083715,1.0838233333333334,1.0838774999999998,1.083805,596,2020-12-22 00:00:00
26,EURCHF_i,1.08405,1.08338,1.08315,1.08423,1.08369,1.0835866666666667,1.083535,1.0837025,735,2020-12-22 01:00:00
27,EURCHF_i,1.08338,1.08338,1.08338,1.08397,1.083675,1.0835766666666666,1.0835275,1.0835275,569,2020-12-22 02:00:00
28,EURCHF_i,1.08339,1.08396,1.08338,1.08418,1.08378,1.0838400000000001,1.0838700000000001,1.0837275000000002,801,2020-12-22 03:00:00
29,EURCHF_i,1.08395,1.08372,1.08368,1.08397,1.083825,1.08379,1.0837725,1.08383,440,2020-12-22 04:00:00
30,EURCHF_i,1.08373,1.08373,1.08348,1.0838,1.08364,1.08367,1.083685,1.083685,551,2020-12-22 05:00:00
31,EURCHF_i,1.08373,1.08348,1.08347,1.08393,1.0836999999999999,1.0836266666666665,1.0835899999999998,1.0836525,399,2020-12-22 06:00:00
32,EURCHF_i,1.08348,1.08352,1.08318,1.08352,1.08335,1.0834066666666666,1.0834350000000001,1.083425,300,2020-12-22 07:00:00
