,EURCAD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,EURCAD_i,1.56502,1.5662,1.5649199999999999,1.56642,1.56567,1.5658466666666666,1.565935,1.5656400000000001,1676,2020-12-18 23:00:00
1,EURCAD_i,1.5640399999999999,1.56398,1.563,1.56491,1.563955,1.5639633333333334,1.5639675,1.5639824999999998,391,2020-12-21 00:00:00
2,EURCAD_i,1.56398,1.5642200000000002,1.56326,1.56543,1.564345,1.5643033333333334,1.5642825,1.5642225,1543,2020-12-21 01:00:00
3,EURCAD_i,1.5642200000000002,1.56561,1.56351,1.56574,1.564625,1.5649533333333334,1.5651175,1.5647700000000002,2438,2020-12-21 02:00:00
4,EURCAD_i,1.56561,1.56506,1.56443,1.5662500000000001,1.56534,1.5652466666666667,1.5652,1.5653375,3280,2020-12-21 03:00:00
5,EURCAD_i,1.56506,1.56631,1.5647799999999998,1.56642,1.5655999999999999,1.5658366666666665,1.5659549999999998,1.5656424999999998,3004,2020-12-21 04:00:00
6,EURCAD_i,1.56631,1.56567,1.56548,1.5665499999999999,1.566015,1.5658999999999998,1.5658424999999998,1.5660024999999997,1737,2020-12-21 05:00:00
7,EURCAD_i,1.56568,1.5651899999999999,1.56511,1.56593,1.56552,1.56541,1.5653549999999998,1.5654775,1358,2020-12-21 06:00:00
8,EURCAD_i,1.5652,1.5651899999999999,1.5642,1.56532,1.5647600000000002,1.5649033333333335,1.564975,1.5649775000000001,2032,2020-12-21 07:00:00
9,EURCAD_i,1.5651899999999999,1.56692,1.56474,1.567,1.5658699999999999,1.5662200000000002,1.566395,1.5659625,2199,2020-12-21 08:00:00
10,EURCAD_i,1.56694,1.56829,1.56551,1.56853,1.5670199999999999,1.5674433333333333,1.567655,1.5673175,4351,2020-12-21 09:00:00
11,EURCAD_i,1.56829,1.5732,1.56814,1.57361,1.570875,1.57165,1.5720375,1.57081,6714,2020-12-21 10:00:00
12,EURCAD_i,1.5732,1.57169,1.57039,1.5734,1.571895,1.5718266666666667,1.5717925000000001,1.57217,5057,2020-12-21 11:00:00
13,EURCAD_i,1.57171,1.5703200000000002,1.5693000000000001,1.57243,1.570865,1.5706833333333332,1.5705925,1.5709399999999998,8019,2020-12-21 12:00:00
