,USDDKK_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
0,USDDKK_i,6.07833,6.07536,6.07475,6.07853,6.076639999999999,6.076213333333333,6.076,6.0767425,815,2020-12-18 20:00:00
1,USDDKK_i,6.07524,6.07535,6.07488,6.0788,6.076840000000001,6.076343333333334,6.0760950000000005,6.076067500000001,733,2020-12-18 21:00:00
2,USDDKK_i,6.0754,6.07337,6.07215,6.0782,6.075175,6.074573333333333,6.0742725,6.0747800000000005,1055,2020-12-18 22:00:00
3,USDDKK_i,6.0734,6.06891,6.06818,6.07403,6.071104999999999,6.0703733333333325,6.070007499999999,6.071129999999999,528,2020-12-18 23:00:00
4,USDDKK_i,6.08164,6.07879,6.07751,6.08208,6.079795000000001,6.07946,6.079292499999999,6.080005,140,2020-12-21 00:00:00
5,USDDKK_i,6.07879,6.0907,6.07833,6.09077,6.08455,6.0866,6.087624999999999,6.084647499999999,759,2020-12-21 01:00:00
6,USDDKK_i,6.0907,6.08725,6.08667,6.09436,6.090515,6.089426666666667,6.0888825,6.089745000000001,1096,2020-12-21 02:00:00
7,USDDKK_i,6.08721,6.09195,6.08376,6.09387,6.088815,6.089860000000001,6.0903825000000005,6.0891975,1371,2020-12-21 03:00:00
8,USDDKK_i,6.09183,6.10169,6.09051,6.10668,6.0985949999999995,6.099626666666666,6.100142499999999,6.0976775,1385,2020-12-21 04:00:00
9,USDDKK_i,6.10175,6.10406,6.10087,6.1043,6.1025849999999995,6.1030766666666665,6.1033225,6.102745,827,2020-12-21 05:00:00
10,USDDKK_i,6.1041,6.10099,6.10052,6.1041,6.10231,6.101870000000001,6.10165,6.1024275,688,2020-12-21 06:00:00
11,USDDKK_i,6.10101,6.10126,6.10065,6.10596,6.103305,6.102623333333334,6.1022825,6.10222,1028,2020-12-21 07:00:00
12,USDDKK_i,6.10129,6.09682,6.09682,6.10572,6.1012699999999995,6.099786666666667,6.099045,6.1001625,1317,2020-12-21 08:00:00
13,USDDKK_i,6.09731,6.10953,6.09723,6.11392,6.105575,6.106893333333333,6.1075525,6.1044975,2233,2020-12-21 09:00:00
14,USDDKK_i,6.10994,6.08874,6.08392,6.11139,6.097655,6.094683333333333,6.0931975000000005,6.098497500000001,2712,2020-12-21 10:00:00
15,USDDKK_i,6.08873,6.1098,6.0886,6.11129,6.099945,6.10323,6.1048725,6.099605,2279,2020-12-21 11:00:00
16,USDDKK_i,6.10968,6.1239,6.10904,6.13265,6.120845,6.121863333333334,6.1223725,6.1188175000000005,3063,2020-12-21 12:00:00
17,USDDKK_i,6.1237,6.11655,6.107,6.1237,6.11535,6.115750000000001,6.115950000000001,6.1177375000000005,2574,2020-12-21 13:00:00
18,USDDKK_i,6.11645,6.11643,6.10381,6.11939,6.1116,6.11321,6.114015,6.11402,2565,2020-12-21 14:00:00
19,USDDKK_i,6.11626,6.10207,6.09019,6.11631,6.10325,6.102856666666667,6.10266,6.1062075,2751,2020-12-21 15:00:00
20,USDDKK_i,6.1014,6.09236,6.08791,6.1014,6.0946549999999995,6.093889999999999,6.093507499999999,6.095767499999999,2512,2020-12-21 16:00:00
21,USDDKK_i,6.09236,6.0919,6.08689,6.09369,6.0902899999999995,6.090826666666666,6.091094999999999,6.091209999999999,2400,2020-12-21 17:00:00
22,USDDKK_i,6.09172,6.08241,6.08066,6.09225,6.086455,6.085106666666667,6.0844325,6.08676,2022,2020-12-21 18:00:00
23,USDDKK_i,6.08245,6.07981,6.07802,6.08445,6.081235,6.080760000000001,6.080522500000001,6.081182500000001,1801,2020-12-21 19:00:00
24,USDDKK_i,6.0796,6.07575,6.07409,6.0830400000000004,6.078565,6.077626666666667,6.0771575,6.07812,1413,2020-12-21 20:00:00
25,USDDKK_i,6.07583,6.07374,6.07186,6.07725,6.074555,6.074283333333334,6.0741475000000005,6.07467,1586,2020-12-21 21:00:00
26,USDDKK_i,6.07368,6.08047,6.07177,6.08211,6.0769400000000005,6.078116666666666,6.078704999999999,6.0770075,1326,2020-12-21 22:00:00
27,USDDKK_i,6.08019,6.07908,6.07908,6.08347,6.081275,6.080543333333334,6.0801775000000005,6.080455000000001,476,2020-12-21 23:00:00
28,USDDKK_i,6.0792,6.07539,6.07428,6.0792,6.07674,6.07629,6.076065,6.0770175,321,2020-12-22 00:00:00
29,USDDKK_i,6.07453,6.07878,6.07139,6.07935,6.0753699999999995,6.076506666666667,6.077075000000001,6.0760125,653,2020-12-22 01:00:00
30,USDDKK_i,6.07892,6.0809,6.07474,6.0822,6.07847,6.07928,6.079685,6.07919,890,2020-12-22 02:00:00
31,USDDKK_i,6.08094,6.08028,6.07721,6.08168,6.079445,6.079723333333334,6.079862500000001,6.0800275,1851,2020-12-22 03:00:00
32,USDDKK_i,6.08032,6.07972,6.07826,6.08111,6.079685,6.079696666666666,6.0797025,6.079852499999999,1119,2020-12-22 04:00:00
33,USDDKK_i,6.07969,6.08139,6.07949,6.08377,6.0816300000000005,6.08155,6.08151,6.081085,983,2020-12-22 05:00:00
34,USDDKK_i,6.08136,6.08419,6.08107,6.08624,6.083655,6.083833333333334,6.0839225,6.083215,1059,2020-12-22 06:00:00
35,USDDKK_i,6.08413,6.08724,6.08386,6.08888,6.08637,6.086659999999999,6.086805,6.0860275,899,2020-12-22 07:00:00
36,USDDKK_i,6.08734,6.08741,6.08355,6.08858,6.086065,6.086513333333333,6.0867375,6.086720000000001,1320,2020-12-22 08:00:00
37,USDDKK_i,6.08741,6.08796,6.08209,6.08995,6.0860199999999995,6.086666666666666,6.086989999999999,6.086852499999999,1809,2020-12-22 09:00:00
38,USDDKK_i,6.08796,6.08627,6.085,6.09399,6.089494999999999,6.088419999999999,6.087882499999999,6.088304999999999,1924,2020-12-22 10:00:00
39,USDDKK_i,6.08652,6.09382,6.08409,6.09493,6.08951,6.0909466666666665,6.091665,6.08984,1819,2020-12-22 11:00:00
40,USDDKK_i,6.09365,6.0814,6.07927,6.09504,6.087155,6.085236666666667,6.084277500000001,6.08734,2020,2020-12-22 12:00:00
41,USDDKK_i,6.08146,6.07459,6.07446,6.08611,6.080285,6.078386666666667,6.0774375,6.079155,1770,2020-12-22 13:00:00
42,USDDKK_i,6.07449,6.07729,6.06822,6.07779,6.073005,6.074433333333334,6.0751475,6.074447500000001,1943,2020-12-22 14:00:00
43,USDDKK_i,6.07731,6.08142,6.07488,6.0818200000000004,6.07835,6.079373333333334,6.079885000000001,6.078857500000001,1697,2020-12-22 15:00:00
44,USDDKK_i,6.08142,6.09276,6.07719,6.09385,6.08552,6.087933333333333,6.08914,6.086304999999999,2385,2020-12-22 16:00:00
45,USDDKK_i,6.0926,6.10946,6.09065,6.11371,6.102180000000001,6.104606666666666,6.10582,6.101605,2537,2020-12-22 17:00:00
46,USDDKK_i,6.10966,6.11099,6.10607,6.11621,6.11114,6.11109,6.111065,6.110732499999999,2997,2020-12-22 18:00:00
47,USDDKK_i,6.11097,6.1096,6.10743,6.11323,6.110329999999999,6.110086666666667,6.109965,6.110307499999999,1345,2020-12-22 19:00:00
48,USDDKK_i,6.10968,6.11554,6.10962,6.11866,6.11414,6.114606666666667,6.11484,6.1133750000000004,1498,2020-12-22 20:00:00
49,USDDKK_i,6.1155100000000004,6.11644,6.114,6.11824,6.1161200000000004,6.116226666666667,6.116280000000001,6.1160475000000005,1011,2020-12-22 21:00:00
50,USDDKK_i,6.11614,6.11856,6.11614,6.12101,6.118575,6.118570000000001,6.118567500000001,6.117962500000001,973,2020-12-22 22:00:00
51,USDDKK_i,6.11841,6.11393,6.11279,6.119,6.115895,6.11524,6.1149125,6.1160325,524,2020-12-22 23:00:00
52,USDDKK_i,6.11393,6.11388,6.11278,6.11454,6.113659999999999,6.113733333333333,6.113770000000001,6.1137825,199,2020-12-23 00:00:00
53,USDDKK_i,6.11382,6.10228,6.10228,6.11414,6.10821,6.106233333333333,6.105245,6.10813,661,2020-12-23 01:00:00
54,USDDKK_i,6.10254,6.11481,6.10251,6.11503,6.10877,6.110783333333333,6.111789999999999,6.1087225,1193,2020-12-23 02:00:00
55,USDDKK_i,6.11486,6.10789,6.10611,6.11928,6.112695,6.111093333333334,6.110292500000001,6.1120350000000006,1407,2020-12-23 03:00:00
56,USDDKK_i,6.108,6.10878,6.10674,6.11332,6.11003,6.109613333333333,6.109405,6.10921,1092,2020-12-23 04:00:00
57,USDDKK_i,6.10868,6.10152,6.10113,6.1089,6.105015,6.10385,6.1032675,6.1050575,1044,2020-12-23 05:00:00
58,USDDKK_i,6.10163,6.10259,6.10052,6.10348,6.102,6.102196666666667,6.102295,6.102055,633,2020-12-23 06:00:00
59,USDDKK_i,6.10251,6.10209,6.10188,6.10425,6.103065000000001,6.102740000000001,6.102577500000001,6.1026825,578,2020-12-23 07:00:00
60,USDDKK_i,6.10236,6.10402,6.10168,6.106,6.10384,6.1039,6.10393,6.103515000000001,720,2020-12-23 08:00:00
61,USDDKK_i,6.10405,6.09742,6.09609,6.10721,6.10165,6.100239999999999,6.0995349999999995,6.1011925,1508,2020-12-23 09:00:00
62,USDDKK_i,6.0975,6.10144,6.09729,6.10972,6.103505,6.102816666666667,6.1024725,6.1014875,1845,2020-12-23 10:00:00
63,USDDKK_i,6.10144,6.09901,6.09614,6.1026299999999996,6.099385,6.09926,6.0991975,6.099805,1669,2020-12-23 11:00:00
64,USDDKK_i,6.0987,6.1059,6.09664,6.10677,6.101705,6.103103333333333,6.1038025000000005,6.1020025,1592,2020-12-23 12:00:00
65,USDDKK_i,6.1056799999999996,6.09974,6.09696,6.10599,6.101475000000001,6.100896666666667,6.100607500000001,6.1020925,1551,2020-12-23 13:00:00
66,USDDKK_i,6.09952,6.10469,6.09852,6.10562,6.102069999999999,6.102943333333333,6.10338,6.1020875,1496,2020-12-23 14:00:00
67,USDDKK_i,6.10472,6.10756,6.10272,6.11576,6.10924,6.10868,6.1084,6.10769,2017,2020-12-23 15:00:00
68,USDDKK_i,6.10756,6.09149,6.08518,6.10905,6.0971150000000005,6.09524,6.0943025,6.09832,2672,2020-12-23 16:00:00
69,USDDKK_i,6.09169,6.10345,6.08623,6.10554,6.095885,6.0984066666666665,6.0996675,6.0967275,2590,2020-12-23 17:00:00
70,USDDKK_i,6.1033,6.0989,6.0939,6.1033,6.098599999999999,6.0987,6.09875,6.09985,1752,2020-12-23 18:00:00
71,USDDKK_i,6.0989,6.1020199999999996,6.09671,6.10509,6.100899999999999,6.101273333333332,6.101459999999999,6.10068,1423,2020-12-23 19:00:00
72,USDDKK_i,6.10201,6.1051,6.10152,6.10588,6.1037,6.104166666666667,6.1044,6.1036275,1132,2020-12-23 20:00:00
73,USDDKK_i,6.10509,6.10582,6.10383,6.10967,6.10675,6.106439999999999,6.106285,6.1061024999999995,967,2020-12-23 21:00:00
74,USDDKK_i,6.1056799999999996,6.0988,6.09785,6.10931,6.10358,6.101986666666666,6.10119,6.10291,1098,2020-12-23 22:00:00
75,USDDKK_i,6.09881,6.10305,6.09871,6.10355,6.1011299999999995,6.101769999999999,6.10209,6.10103,586,2020-12-23 23:00:00
76,USDDKK_i,6.10305,6.10004,6.09891,6.10305,6.10098,6.100666666666666,6.10051,6.1012625,155,2020-12-24 00:00:00
77,USDDKK_i,6.10004,6.09873,6.09873,6.10375,6.10124,6.1004033333333325,6.099984999999999,6.100312499999999,325,2020-12-24 01:00:00
78,USDDKK_i,6.09867,6.09478,6.09361,6.0993,6.096455000000001,6.095896666666667,6.0956175,6.096590000000001,875,2020-12-24 02:00:00
79,USDDKK_i,6.09482,6.09162,6.08966,6.09513,6.092395,6.092136666666666,6.092007499999999,6.092807499999999,1200,2020-12-24 03:00:00
80,USDDKK_i,6.09165,6.09021,6.08788,6.09238,6.09013,6.090156666666666,6.09017,6.090529999999999,835,2020-12-24 04:00:00
81,USDDKK_i,6.09021,6.09071,6.08805,6.09267,6.09036,6.090476666666667,6.090535000000001,6.09041,857,2020-12-24 05:00:00
82,USDDKK_i,6.0907,6.09321,6.0907,6.09441,6.092555,6.092773333333334,6.0928825,6.092255,643,2020-12-24 06:00:00
83,USDDKK_i,6.09318,6.09288,6.0914,6.09422,6.09281,6.092833333333334,6.0928450000000005,6.09292,582,2020-12-24 07:00:00
84,USDDKK_i,6.09283,6.09231,6.09193,6.09394,6.092935,6.092726666666667,6.0926225,6.0927525,724,2020-12-24 08:00:00
85,USDDKK_i,6.09241,6.0931,6.09089,6.09466,6.092775,6.092883333333333,6.0929375,6.092765,1005,2020-12-24 09:00:00
86,USDDKK_i,6.09314,6.09485,6.09105,6.09904,6.095045,6.09498,6.0949475,6.094519999999999,1302,2020-12-24 10:00:00
87,USDDKK_i,6.09485,6.10039,6.09432,6.10256,6.09844,6.09909,6.0994150000000005,6.0980300000000005,1289,2020-12-24 11:00:00
88,USDDKK_i,6.10053,6.09678,6.09601,6.10187,6.09894,6.09822,6.09786,6.0987975,1094,2020-12-24 12:00:00
89,USDDKK_i,6.09679,6.09875,6.09473,6.09945,6.09709,6.097643333333333,6.097919999999999,6.097429999999999,991,2020-12-24 13:00:00
90,USDDKK_i,6.09884,6.1026,6.09703,6.10292,6.099975000000001,6.10085,6.1012875,6.1003475,991,2020-12-24 14:00:00
91,USDDKK_i,6.10255,6.10232,6.0992,6.10366,6.10143,6.101726666666667,6.101875,6.1019325,942,2020-12-24 15:00:00
92,USDDKK_i,6.10212,6.10208,6.09808,6.1081,6.10309,6.102753333333333,6.102585,6.102595,1467,2020-12-24 16:00:00
93,USDDKK_i,6.10204,6.10531,6.09736,6.10711,6.102235,6.10326,6.1037725,6.102955,1500,2020-12-24 17:00:00
94,USDDKK_i,6.10542,6.10602,6.10169,6.1061,6.103895,6.104603333333333,6.1049575,6.1048075,877,2020-12-24 18:00:00
95,USDDKK_i,6.10597,6.1052,6.10219,6.10661,6.1044,6.104666666666667,6.1048,6.1049925,698,2020-12-24 19:00:00
96,USDDKK_i,6.1051,6.10509,6.10305,6.10666,6.104855,6.104933333333332,6.1049725,6.104975,710,2020-12-24 20:00:00
97,USDDKK_i,6.09699,6.09823,6.09699,6.09831,6.09765,6.0978433333333335,6.09794,6.0976300000000005,5,2020-12-28 00:00:00
98,USDDKK_i,6.09787,6.0939,6.09208,6.10047,6.096275,6.095483333333334,6.0950875,6.096080000000001,791,2020-12-28 01:00:00
99,USDDKK_i,6.09341,6.09974,6.09191,6.1050699999999996,6.09849,6.098906666666667,6.099115,6.0975325,1403,2020-12-28 02:00:00
100,USDDKK_i,6.0996,6.09351,6.0928,6.10037,6.096585,6.09556,6.0950475,6.09657,1209,2020-12-28 03:00:00
101,USDDKK_i,6.09347,6.09165,6.08833,6.09376,6.091044999999999,6.091246666666666,6.0913474999999995,6.091802499999999,954,2020-12-28 04:00:00
102,USDDKK_i,6.09161,6.08965,6.08809,6.09161,6.08985,6.089783333333333,6.0897499999999996,6.09024,663,2020-12-28 05:00:00
103,USDDKK_i,6.0896,6.09088,6.08911,6.09139,6.090249999999999,6.09046,6.090565,6.090245,550,2020-12-28 06:00:00
104,USDDKK_i,6.09085,6.0845,6.08447,6.09148,6.087975,6.0868166666666665,6.086237499999999,6.087825,689,2020-12-28 07:00:00
105,USDDKK_i,6.0845,6.08427,6.08144,6.08626,6.08385,6.08399,6.08406,6.0841175,884,2020-12-28 08:00:00
106,USDDKK_i,6.08437,6.08102,6.0806000000000004,6.08674,6.08367,6.082786666666666,6.082344999999999,6.0831824999999995,939,2020-12-28 09:00:00
107,USDDKK_i,6.08123,6.07679,6.07621,6.084,6.080105,6.079,6.078447499999999,6.0795575,1400,2020-12-28 10:00:00
108,USDDKK_i,6.07697,6.07058,6.06893,6.07905,6.07399,6.072853333333334,6.072285,6.0738825,1625,2020-12-28 11:00:00
109,USDDKK_i,6.07044,6.08778,6.06986,6.09148,6.08067,6.08304,6.084225,6.079889999999999,2000,2020-12-28 12:00:00
110,USDDKK_i,6.08809,6.09713,6.08688,6.09806,6.0924700000000005,6.094023333333333,6.0948,6.0925400000000005,1646,2020-12-28 13:00:00
111,USDDKK_i,6.09727,6.09025,6.09011,6.09877,6.0944400000000005,6.093043333333334,6.092345000000001,6.094100000000001,1471,2020-12-28 14:00:00
112,USDDKK_i,6.09028,6.08766,6.08329,6.09101,6.087149999999999,6.087319999999999,6.0874049999999995,6.08806,1631,2020-12-28 15:00:00
113,USDDKK_i,6.08752,6.07846,6.07436,6.0899,6.08213,6.0809066666666665,6.080295,6.082559999999999,1721,2020-12-28 16:00:00
114,USDDKK_i,6.07856,6.08727,6.07643,6.09109,6.08376,6.08493,6.085515,6.0833375,1813,2020-12-28 17:00:00
115,USDDKK_i,6.08724,6.0883,6.08044,6.08861,6.084525,6.085783333333334,6.086412500000001,6.086147500000001,1523,2020-12-28 18:00:00
116,USDDKK_i,6.08829,6.09192,6.08688,6.09239,6.0896349999999995,6.090396666666666,6.0907775,6.0898699999999995,1278,2020-12-28 19:00:00
117,USDDKK_i,6.09199,6.09156,6.08842,6.09457,6.091495,6.091516666666667,6.091527500000001,6.091635,1015,2020-12-28 20:00:00
118,USDDKK_i,6.09166,6.09186,6.09025,6.09348,6.091865,6.091863333333333,6.0918625,6.0918125000000005,834,2020-12-28 21:00:00
119,USDDKK_i,6.09189,6.08851,6.08817,6.09361,6.09089,6.090096666666667,6.0897,6.090545,905,2020-12-28 22:00:00
120,USDDKK_i,6.08862,6.08847,6.08789,6.09212,6.090005,6.089493333333333,6.0892375,6.089275,440,2020-12-28 23:00:00
121,USDDKK_i,6.0884,6.08724,6.08442,6.0884,6.08641,6.086686666666666,6.086825,6.087115,189,2020-12-29 00:00:00
122,USDDKK_i,6.08724,6.0826,6.08199,6.08724,6.084615,6.083943333333334,6.0836075,6.084767500000001,504,2020-12-29 01:00:00
123,USDDKK_i,6.08259,6.07972,6.07521,6.08272,6.078965,6.079216666666667,6.079342500000001,6.0800600000000005,957,2020-12-29 02:00:00
124,USDDKK_i,6.0796,6.0792,6.0774799999999995,6.0799,6.07869,6.07886,6.078945,6.079045,770,2020-12-29 03:00:00
125,USDDKK_i,6.07919,6.07591,6.07413,6.08056,6.077345,6.0768666666666675,6.076627500000001,6.077447500000001,855,2020-12-29 04:00:00
126,USDDKK_i,6.07582,6.07186,6.07132,6.0771,6.07421,6.073426666666666,6.073035,6.074025,798,2020-12-29 05:00:00
127,USDDKK_i,6.07179,6.07279,6.07133,6.07397,6.072649999999999,6.072696666666666,6.07272,6.07247,671,2020-12-29 06:00:00
128,USDDKK_i,6.07276,6.07518,6.07098,6.07571,6.073345,6.073956666666667,6.0742625,6.0736574999999995,618,2020-12-29 07:00:00
129,USDDKK_i,6.07519,6.07203,6.07181,6.07538,6.073595,6.073073333333333,6.0728124999999995,6.0736025,708,2020-12-29 08:00:00
130,USDDKK_i,6.07215,6.073,6.06716,6.07353,6.070345,6.07123,6.0716725,6.07146,1085,2020-12-29 09:00:00
131,USDDKK_i,6.07293,6.07055,6.06409,6.07368,6.068885,6.06944,6.0697175,6.0703125,1324,2020-12-29 10:00:00
132,USDDKK_i,6.07048,6.06831,6.06723,6.07521,6.07122,6.070250000000001,6.069765,6.0703075,1389,2020-12-29 11:00:00
133,USDDKK_i,6.06841,6.06795,6.06478,6.07029,6.0675349999999995,6.067673333333333,6.0677425,6.0678575,1378,2020-12-29 12:00:00
134,USDDKK_i,6.06801,6.06847,6.06674,6.07311,6.069925,6.06944,6.0691975,6.0690825,1127,2020-12-29 13:00:00
135,USDDKK_i,6.06832,6.0649,6.06207,6.06949,6.06578,6.065486666666668,6.065340000000001,6.0661950000000004,1174,2020-12-29 14:00:00
136,USDDKK_i,6.06464,6.06607,6.06346,6.06894,6.0662,6.066156666666667,6.066135,6.0657775,1218,2020-12-29 15:00:00
137,USDDKK_i,6.06627,6.05909,6.05537,6.06754,6.0614550000000005,6.060666666666667,6.060272500000001,6.0620675,1462,2020-12-29 16:00:00
138,USDDKK_i,6.0591,6.07189,6.05903,6.07295,6.065989999999999,6.067956666666666,6.06894,6.0657425,2233,2020-12-29 17:00:00
139,USDDKK_i,6.07133,6.06825,6.06522,6.07388,6.06955,6.069116666666666,6.068899999999999,6.0696699999999995,1202,2020-12-29 18:00:00
140,USDDKK_i,6.06819,6.07307,6.06637,6.07478,6.070575,6.071406666666667,6.071822500000001,6.070602500000001,1357,2020-12-29 19:00:00
141,USDDKK_i,6.07318,6.07042,6.06995,6.07563,6.07279,6.072,6.071605,6.072295,1083,2020-12-29 20:00:00
142,USDDKK_i,6.07042,6.06795,6.06414,6.0709,6.06752,6.067663333333333,6.067735,6.0683525,1057,2020-12-29 21:00:00
143,USDDKK_i,6.06799,6.06868,6.06537,6.07014,6.067755,6.068063333333334,6.0682175,6.068045,961,2020-12-29 22:00:00
144,USDDKK_i,6.06871,6.06859,6.06789,6.07029,6.06909,6.068923333333333,6.06884,6.0688699999999995,473,2020-12-29 23:00:00
145,USDDKK_i,6.06879,6.06968,6.06264,6.06972,6.06618,6.067346666666666,6.0679300000000005,6.0677075,399,2020-12-30 01:00:00
146,USDDKK_i,6.06972,6.0621,6.05752,6.07019,6.063855,6.06327,6.062977500000001,6.0648825,669,2020-12-30 02:00:00
147,USDDKK_i,6.06221,6.05143,6.04923,6.06324,6.056235,6.054633333333332,6.0538324999999995,6.0565275,1170,2020-12-30 03:00:00
148,USDDKK_i,6.05139,6.0533,6.05085,6.05442,6.052635,6.052856666666667,6.0529675,6.052490000000001,783,2020-12-30 04:00:00
149,USDDKK_i,6.05319,6.05508,6.05236,6.05589,6.054125,6.054443333333334,6.0546025000000006,6.054130000000001,669,2020-12-30 05:00:00
150,USDDKK_i,6.05499,6.05467,6.05104,6.05598,6.05351,6.053896666666667,6.05409,6.05417,524,2020-12-30 06:00:00
151,USDDKK_i,6.0546,6.05451,6.05193,6.05523,6.05358,6.05389,6.054045,6.0540675,742,2020-12-30 07:00:00
152,USDDKK_i,6.05449,6.0565,6.05434,6.05986,6.0571,6.0569,6.0568,6.0562975,836,2020-12-30 08:00:00
153,USDDKK_i,6.05682,6.06377,6.05452,6.06505,6.059785,6.061113333333334,6.0617775,6.060040000000001,1242,2020-12-30 09:00:00
154,USDDKK_i,6.06315,6.06698,6.0628,6.07119,6.066995,6.0669900000000005,6.066987500000001,6.0660300000000005,1784,2020-12-30 10:00:00
155,USDDKK_i,6.06693,6.06251,6.06079,6.06908,6.064935,6.064126666666667,6.0637225,6.0648275,1505,2020-12-30 11:00:00
156,USDDKK_i,6.0626,6.05703,6.05441,6.06326,6.058835,6.058233333333334,6.057932500000001,6.059325,1393,2020-12-30 12:00:00
157,USDDKK_i,6.05703,6.06033,6.05703,6.06384,6.060435,6.0604000000000005,6.0603825,6.0595575,1339,2020-12-30 13:00:00
158,USDDKK_i,6.06025,6.05222,6.05036,6.0616,6.05598,6.054726666666667,6.0541,6.0561075,1454,2020-12-30 14:00:00
159,USDDKK_i,6.05228,6.05145,6.05145,6.05868,6.055065,6.05386,6.0532575,6.053465,1598,2020-12-30 15:00:00
160,USDDKK_i,6.05144,6.04783,6.04216,6.06126,6.05171,6.050416666666667,6.0497700000000005,6.0506725,2405,2020-12-30 16:00:00
161,USDDKK_i,6.04819,6.04668,6.04365,6.05608,6.0498650000000005,6.048803333333335,6.048272500000001,6.04865,2399,2020-12-30 17:00:00
162,USDDKK_i,6.04645,6.058,6.0457,6.05827,6.051985,6.05399,6.0549925,6.052105,1930,2020-12-30 18:00:00
163,USDDKK_i,6.05801,6.0528,6.05223,6.05913,6.05568,6.05472,6.05424,6.0555425,1175,2020-12-30 19:00:00
164,USDDKK_i,6.05289,6.05255,6.05217,6.05515,6.053660000000001,6.0532900000000005,6.053105,6.053190000000001,890,2020-12-30 20:00:00
165,USDDKK_i,6.05226,6.05403,6.05108,6.05841,6.0547450000000005,6.054506666666668,6.054387500000001,6.053945000000001,1057,2020-12-30 21:00:00
166,USDDKK_i,6.05393,6.0529,6.05086,6.05409,6.052475,6.052616666666666,6.0526875,6.052945,904,2020-12-30 22:00:00
167,USDDKK_i,6.05288,6.04958,6.04909,6.05325,6.05117,6.0506400000000005,6.050375,6.0512,488,2020-12-30 23:00:00
168,USDDKK_i,6.04958,6.04903,6.04547,6.05038,6.047924999999999,6.0482933333333335,6.048477500000001,6.048615,298,2020-12-31 00:00:00
169,USDDKK_i,6.04903,6.04879,6.04586,6.04903,6.047445,6.047893333333334,6.0481175,6.0481774999999995,736,2020-12-31 01:00:00
170,USDDKK_i,6.04867,6.04489,6.04428,6.05062,6.0474499999999995,6.046596666666666,6.046169999999999,6.047115,1029,2020-12-31 02:00:00
171,USDDKK_i,6.04489,6.04513,6.04383,6.04891,6.04637,6.045956666666666,6.04575,6.04569,1629,2020-12-31 03:00:00
172,USDDKK_i,6.04513,6.05334,6.04372,6.05559,6.049655,6.050883333333334,6.0514975,6.049445,2047,2020-12-31 04:00:00
173,USDDKK_i,6.05345,6.05263,6.05117,6.05501,6.05309,6.052936666666667,6.05286,6.053065,1186,2020-12-31 05:00:00
174,USDDKK_i,6.05276,6.05468,6.05252,6.05534,6.05393,6.05418,6.054305,6.053825,680,2020-12-31 06:00:00
175,USDDKK_i,6.05472,6.05323,6.04974,6.05537,6.052555,6.052779999999999,6.0528925,6.053265,706,2020-12-31 07:00:00
176,USDDKK_i,6.05325,6.05213,6.05045,6.05544,6.052944999999999,6.052673333333334,6.0525375,6.0528175,787,2020-12-31 08:00:00
177,USDDKK_i,6.05255,6.04993,6.04702,6.05281,6.049915,6.04992,6.0499225,6.0505775,1200,2020-12-31 09:00:00
