,EURAUD_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
12,EURAUD_i,1.61982,1.62365,1.6196199999999998,1.62432,1.62197,1.62253,1.6228099999999999,1.6218525,3975,2020-12-21 11:00:00
13,EURAUD_i,1.62365,1.62262,1.62209,1.62546,1.623775,1.6233899999999999,1.6231974999999998,1.6234549999999999,6561,2020-12-21 12:00:00
14,EURAUD_i,1.6226,1.62005,1.61903,1.62323,1.62113,1.62077,1.62059,1.6212275,4612,2020-12-21 13:00:00
15,EURAUD_i,1.62005,1.6182699999999999,1.61764,1.62093,1.619285,1.6189466666666668,1.6187775,1.6192225,4457,2020-12-21 14:00:00
16,EURAUD_i,1.6183100000000001,1.62045,1.61821,1.62269,1.62045,1.62045,1.62045,1.619915,5127,2020-12-21 15:00:00
17,EURAUD_i,1.6206,1.62015,1.61944,1.62149,1.620465,1.62036,1.6203075,1.6204200000000002,4874,2020-12-21 16:00:00
18,EURAUD_i,1.6201699999999999,1.61561,1.61509,1.6211799999999998,1.6181349999999999,1.6172933333333332,1.6168725,1.6180124999999999,4353,2020-12-21 17:00:00
19,EURAUD_i,1.61552,1.61446,1.61267,1.61625,1.61446,1.61446,1.61446,1.614725,3952,2020-12-21 18:00:00
20,EURAUD_i,1.61448,1.6145100000000001,1.61358,1.61517,1.614375,1.61442,1.6144425,1.6144349999999998,3274,2020-12-21 19:00:00
21,EURAUD_i,1.6145,1.61449,1.61428,1.6152,1.6147399999999998,1.6146566666666666,1.614615,1.6146175,2333,2020-12-21 20:00:00
22,EURAUD_i,1.61449,1.6122,1.6112600000000001,1.61467,1.612965,1.6127099999999999,1.6125824999999998,1.613155,3274,2020-12-21 21:00:00
23,EURAUD_i,1.6122,1.6128,1.61206,1.61362,1.61284,1.6128266666666669,1.6128200000000001,1.61267,3005,2020-12-21 22:00:00
24,EURAUD_i,1.61274,1.61303,1.6121400000000001,1.6136599999999999,1.6129,1.6129433333333332,1.612965,1.6128925,1308,2020-12-21 23:00:00
25,EURAUD_i,1.61281,1.6134,1.61199,1.6141999999999999,1.613095,1.6131966666666664,1.6132475,1.6130999999999998,1218,2020-12-22 00:00:00
26,EURAUD_i,1.61362,1.61477,1.61294,1.61574,1.6143399999999999,1.6144833333333333,1.614555,1.6142675,1895,2020-12-22 01:00:00
27,EURAUD_i,1.6148,1.61627,1.6141100000000002,1.61631,1.61521,1.6155633333333335,1.6157400000000002,1.6153725,2131,2020-12-22 02:00:00
28,EURAUD_i,1.61627,1.61541,1.61484,1.61636,1.6156000000000001,1.6155366666666666,1.615505,1.61572,2515,2020-12-22 03:00:00
29,EURAUD_i,1.61541,1.61494,1.61449,1.61559,1.61504,1.6150066666666667,1.61499,1.6151075,1878,2020-12-22 04:00:00
30,EURAUD_i,1.61494,1.6169799999999999,1.61483,1.61796,1.616395,1.6165899999999997,1.6166874999999998,1.6161774999999998,1670,2020-12-22 05:00:00
31,EURAUD_i,1.6169799999999999,1.61735,1.61612,1.61785,1.6169850000000001,1.6171066666666667,1.6171675,1.617075,1562,2020-12-22 06:00:00
32,EURAUD_i,1.61735,1.61608,1.61509,1.61751,1.6162999999999998,1.6162266666666667,1.61619,1.6165075,2092,2020-12-22 07:00:00
33,EURAUD_i,1.6160700000000001,1.61835,1.61509,1.6186500000000001,1.61687,1.6173633333333335,1.61761,1.6170400000000003,2138,2020-12-22 08:00:00
34,EURAUD_i,1.61835,1.61738,1.6166800000000001,1.61934,1.61801,1.6178,1.6176949999999999,1.6179375,3124,2020-12-22 09:00:00
35,EURAUD_i,1.6173199999999999,1.6176300000000001,1.61538,1.61784,1.61661,1.61695,1.6171200000000001,1.6170425000000002,3141,2020-12-22 10:00:00
36,EURAUD_i,1.61758,1.62092,1.6173199999999999,1.62103,1.6191749999999998,1.6197566666666665,1.6200474999999999,1.6192125,3135,2020-12-22 11:00:00
37,EURAUD_i,1.62086,1.62024,1.6198299999999999,1.62167,1.62075,1.6205799999999997,1.6204949999999998,1.62065,3216,2020-12-22 12:00:00
38,EURAUD_i,1.62024,1.62121,1.6186500000000001,1.62183,1.6202400000000001,1.6205633333333334,1.6207250000000002,1.6204825,2488,2020-12-22 13:00:00
39,EURAUD_i,1.62121,1.61943,1.61844,1.62131,1.619875,1.6197266666666668,1.6196525,1.6200975,2552,2020-12-22 14:00:00
40,EURAUD_i,1.6194199999999999,1.61907,1.6185399999999999,1.62038,1.61946,1.61933,1.619265,1.6193525,2405,2020-12-22 15:00:00
41,EURAUD_i,1.61903,1.62063,1.61859,1.6231499999999999,1.62087,1.6207900000000002,1.6207500000000001,1.6203500000000002,3842,2020-12-22 16:00:00
42,EURAUD_i,1.62053,1.6186,1.61749,1.62153,1.61951,1.6192066666666667,1.619055,1.6195374999999999,4760,2020-12-22 17:00:00
43,EURAUD_i,1.6185100000000001,1.61612,1.61511,1.6185100000000001,1.61681,1.6165800000000001,1.6164650000000003,1.6170625000000003,4801,2020-12-22 18:00:00
44,EURAUD_i,1.61612,1.61625,1.61534,1.6165500000000002,1.615945,1.6160466666666666,1.6160975,1.6160649999999999,3177,2020-12-22 19:00:00
45,EURAUD_i,1.61625,1.6164399999999999,1.6145800000000001,1.61685,1.615715,1.6159566666666667,1.6160775,1.61603,2648,2020-12-22 20:00:00
46,EURAUD_i,1.6164399999999999,1.61436,1.61433,1.61673,1.6155300000000001,1.6151400000000002,1.614945,1.6154650000000002,2265,2020-12-22 21:00:00
47,EURAUD_i,1.61437,1.6154,1.61437,1.61626,1.615315,1.6153433333333334,1.6153575,1.6151,2283,2020-12-22 22:00:00
48,EURAUD_i,1.61536,1.6164,1.6150099999999998,1.6166800000000001,1.615845,1.61603,1.6161225,1.6158625,1144,2020-12-22 23:00:00
49,EURAUD_i,1.6162800000000002,1.61634,1.61541,1.61755,1.6164800000000001,1.6164333333333334,1.6164100000000001,1.6163950000000002,937,2020-12-23 00:00:00
50,EURAUD_i,1.61634,1.61322,1.61285,1.61665,1.61475,1.61424,1.613985,1.614765,5326,2020-12-23 01:00:00
51,EURAUD_i,1.61326,1.61547,1.61266,1.6160700000000001,1.614365,1.6147333333333334,1.6149175,1.6143649999999998,3584,2020-12-23 02:00:00
52,EURAUD_i,1.61547,1.6150600000000002,1.61374,1.61551,1.614625,1.61477,1.6148425,1.614945,3373,2020-12-23 03:00:00
53,EURAUD_i,1.6150600000000002,1.6138599999999999,1.61358,1.61566,1.61462,1.6143666666666665,1.61424,1.6145399999999999,2087,2020-12-23 04:00:00
54,EURAUD_i,1.6138599999999999,1.61388,1.613,1.61467,1.613835,1.61385,1.6138575,1.6138525,2066,2020-12-23 05:00:00
55,EURAUD_i,1.6138599999999999,1.61378,1.61317,1.61408,1.6136249999999999,1.6136766666666666,1.6137025,1.6137225,1258,2020-12-23 06:00:00
56,EURAUD_i,1.61378,1.6145,1.61295,1.6146099999999999,1.61378,1.61402,1.61414,1.61396,1300,2020-12-23 07:00:00
57,EURAUD_i,1.6144699999999998,1.61338,1.61265,1.61456,1.613605,1.61353,1.6134925,1.613765,1406,2020-12-23 08:00:00
58,EURAUD_i,1.61338,1.61026,1.61017,1.61338,1.6117750000000002,1.6112700000000002,1.6110175000000002,1.6117975000000002,2710,2020-12-23 09:00:00
59,EURAUD_i,1.61026,1.61066,1.60919,1.6118700000000001,1.61053,1.6105733333333332,1.610595,1.610495,2979,2020-12-23 10:00:00
60,EURAUD_i,1.6106500000000001,1.61125,1.6092499999999998,1.61202,1.6106349999999998,1.6108399999999998,1.6109425,1.6107925,2534,2020-12-23 11:00:00
61,EURAUD_i,1.61125,1.60876,1.60865,1.61174,1.610195,1.6097166666666667,1.6094775000000001,1.6101,2410,2020-12-23 12:00:00
62,EURAUD_i,1.60876,1.61028,1.6086399999999998,1.61082,1.6097299999999999,1.609913333333333,1.6100049999999997,1.6096249999999999,2197,2020-12-23 13:00:00
63,EURAUD_i,1.6102699999999999,1.61112,1.61014,1.6116899999999998,1.6109149999999999,1.6109833333333334,1.6110175,1.610805,1969,2020-12-23 14:00:00
64,EURAUD_i,1.61112,1.60971,1.6090900000000001,1.6126399999999999,1.610865,1.61048,1.6102874999999999,1.61064,3276,2020-12-23 15:00:00
65,EURAUD_i,1.60974,1.61043,1.6080100000000002,1.6118999999999999,1.609955,1.6101133333333333,1.6101925,1.61002,4763,2020-12-23 16:00:00
66,EURAUD_i,1.6103800000000001,1.60754,1.60732,1.6118999999999999,1.60961,1.6089200000000001,1.608575,1.609285,4760,2020-12-23 17:00:00
67,EURAUD_i,1.60754,1.60728,1.60636,1.6085500000000001,1.607455,1.6073966666666666,1.6073675,1.6074325,2939,2020-12-23 18:00:00
68,EURAUD_i,1.6072600000000001,1.6087500000000001,1.6072600000000001,1.60965,1.6084550000000002,1.6085533333333337,1.6086025000000004,1.6082300000000003,2553,2020-12-23 19:00:00
69,EURAUD_i,1.60876,1.6067,1.60642,1.6089099999999998,1.607665,1.6073433333333333,1.6071825,1.6076975,1957,2020-12-23 20:00:00
70,EURAUD_i,1.6067,1.6078700000000001,1.6061100000000001,1.60805,1.60708,1.6073433333333333,1.607475,1.6071825,1921,2020-12-23 21:00:00
71,EURAUD_i,1.60798,1.60784,1.6075300000000001,1.60874,1.608135,1.6080366666666668,1.6079875000000001,1.6080225000000001,2135,2020-12-23 22:00:00
72,EURAUD_i,1.60784,1.60757,1.60711,1.6082800000000002,1.607695,1.6076533333333334,1.6076325,1.6077,1254,2020-12-23 23:00:00
73,EURAUD_i,1.60846,1.6089,1.60752,1.60981,1.608665,1.6087433333333332,1.6087825,1.6086725,440,2020-12-24 00:00:00
74,EURAUD_i,1.6089,1.60797,1.60781,1.60918,1.608495,1.60832,1.6082325,1.608465,883,2020-12-24 01:00:00
75,EURAUD_i,1.60806,1.60869,1.6067,1.6093,1.608,1.60823,1.6083450000000001,1.6081875,2215,2020-12-24 02:00:00
76,EURAUD_i,1.60869,1.60888,1.60772,1.60941,1.608565,1.60867,1.6087225,1.608675,2397,2020-12-24 03:00:00
77,EURAUD_i,1.60892,1.60845,1.60784,1.60914,1.60849,1.6084766666666666,1.60847,1.6085875,1558,2020-12-24 04:00:00
78,EURAUD_i,1.60845,1.60818,1.60789,1.60975,1.6088200000000001,1.6086066666666667,1.6085,1.6085675,1882,2020-12-24 05:00:00
79,EURAUD_i,1.60816,1.60961,1.6081400000000001,1.60968,1.60891,1.6091433333333331,1.60926,1.6088974999999999,1337,2020-12-24 06:00:00
80,EURAUD_i,1.60958,1.60873,1.6084399999999999,1.61003,1.609235,1.6090666666666664,1.6089824999999998,1.609195,1256,2020-12-24 07:00:00
81,EURAUD_i,1.60873,1.60731,1.6072899999999999,1.60873,1.60801,1.6077766666666669,1.60766,1.608015,1247,2020-12-24 08:00:00
82,EURAUD_i,1.6072899999999999,1.60795,1.60694,1.60849,1.607715,1.6077933333333334,1.6078325,1.6076675,1883,2020-12-24 09:00:00
83,EURAUD_i,1.60799,1.6061,1.6053,1.60799,1.6066449999999999,1.6064633333333334,1.6063725,1.606845,2577,2020-12-24 10:00:00
84,EURAUD_i,1.6061100000000001,1.60508,1.60436,1.6063,1.60533,1.6052466666666667,1.605205,1.6054625,2412,2020-12-24 11:00:00
85,EURAUD_i,1.60508,1.6055700000000002,1.6041400000000001,1.60572,1.60493,1.6051433333333334,1.60525,1.6051275,2261,2020-12-24 12:00:00
86,EURAUD_i,1.60555,1.6044800000000001,1.60427,1.60663,1.60545,1.6051266666666668,1.604965,1.6052325,1418,2020-12-24 13:00:00
87,EURAUD_i,1.60447,1.60382,1.60332,1.60481,1.604065,1.6039833333333335,1.6039425,1.6041050000000001,1801,2020-12-24 14:00:00
88,EURAUD_i,1.60381,1.60358,1.60335,1.6042399999999999,1.6037949999999999,1.6037233333333332,1.6036875,1.603745,1900,2020-12-24 15:00:00
89,EURAUD_i,1.60357,1.60321,1.60304,1.60467,1.603855,1.6036400000000002,1.6035325,1.6036225000000002,2681,2020-12-24 16:00:00
90,EURAUD_i,1.6032,1.60336,1.60309,1.6047799999999999,1.6039349999999999,1.6037433333333333,1.6036475000000001,1.6036075,2922,2020-12-24 17:00:00
91,EURAUD_i,1.6033300000000001,1.6027900000000002,1.60259,1.60409,1.60334,1.6031566666666668,1.603065,1.6032000000000002,1552,2020-12-24 18:00:00
92,EURAUD_i,1.6027900000000002,1.60244,1.60228,1.6036700000000002,1.602975,1.6027966666666666,1.6027075000000002,1.602795,1213,2020-12-24 19:00:00
93,EURAUD_i,1.60244,1.6037,1.60212,1.60405,1.603085,1.60329,1.6033925,1.6030775,1695,2020-12-24 20:00:00
94,EURAUD_i,1.60244,1.60372,1.60194,1.60542,1.60368,1.6036933333333334,1.6037000000000001,1.60338,346,2020-12-28 00:00:00
95,EURAUD_i,1.60359,1.60331,1.6028099999999998,1.6047799999999999,1.6037949999999999,1.6036333333333335,1.6035525000000002,1.6036225000000002,1784,2020-12-28 01:00:00
96,EURAUD_i,1.60331,1.60494,1.60233,1.60517,1.60375,1.6041466666666668,1.6043450000000001,1.6039375000000002,2882,2020-12-28 02:00:00
97,EURAUD_i,1.60493,1.6048499999999999,1.6043699999999999,1.6059999999999999,1.6051849999999999,1.6050733333333334,1.6050175,1.6050375,2605,2020-12-28 03:00:00
98,EURAUD_i,1.6048499999999999,1.60348,1.60339,1.60522,1.604305,1.60403,1.6038925000000002,1.604235,1758,2020-12-28 04:00:00
99,EURAUD_i,1.60348,1.60408,1.60344,1.60446,1.60395,1.6039933333333334,1.604015,1.603865,1333,2020-12-28 05:00:00
100,EURAUD_i,1.60407,1.6046200000000002,1.60382,1.60493,1.604375,1.6044566666666669,1.6044975000000004,1.6043600000000002,1010,2020-12-28 06:00:00
101,EURAUD_i,1.6046200000000002,1.60507,1.60454,1.60529,1.604915,1.6049666666666667,1.6049924999999998,1.60488,1062,2020-12-28 07:00:00
102,EURAUD_i,1.6050900000000001,1.60423,1.60393,1.60595,1.60494,1.6047033333333334,1.6045850000000002,1.6048,1592,2020-12-28 08:00:00
103,EURAUD_i,1.6041699999999999,1.60541,1.6032600000000001,1.6055700000000002,1.6044150000000001,1.6047466666666665,1.6049125,1.6046025,1390,2020-12-28 09:00:00
104,EURAUD_i,1.60541,1.60768,1.6051,1.60792,1.60651,1.6069000000000002,1.6070950000000002,1.6065275,1847,2020-12-28 10:00:00
105,EURAUD_i,1.60757,1.60895,1.60696,1.60907,1.608015,1.6083266666666667,1.6084825,1.6081375,2048,2020-12-28 11:00:00
106,EURAUD_i,1.60895,1.60805,1.60713,1.60962,1.608375,1.6082666666666665,1.6082125,1.6084375,3065,2020-12-28 12:00:00
107,EURAUD_i,1.60805,1.60827,1.60752,1.60954,1.60853,1.6084433333333334,1.6084,1.608345,2753,2020-12-28 13:00:00
108,EURAUD_i,1.60827,1.6073,1.60712,1.60926,1.60819,1.6078933333333332,1.607745,1.6079875,2456,2020-12-28 14:00:00
109,EURAUD_i,1.6073,1.6092300000000002,1.60684,1.61044,1.60864,1.608836666666667,1.6089350000000002,1.6084525000000003,2973,2020-12-28 15:00:00
110,EURAUD_i,1.60924,1.61068,1.60852,1.61159,1.610055,1.6102633333333334,1.6103675000000002,1.6100075,2702,2020-12-28 16:00:00
111,EURAUD_i,1.6107200000000002,1.61409,1.6105,1.61514,1.6128200000000001,1.6132433333333334,1.613455,1.6126125,3422,2020-12-28 17:00:00
112,EURAUD_i,1.61412,1.6137000000000001,1.6136,1.61475,1.614175,1.6140166666666669,1.6139375,1.6140425,2804,2020-12-28 18:00:00
113,EURAUD_i,1.6137000000000001,1.6118000000000001,1.61168,1.6139999999999999,1.6128399999999998,1.6124933333333331,1.61232,1.6127949999999998,2357,2020-12-28 19:00:00
114,EURAUD_i,1.6118000000000001,1.6116000000000001,1.6114600000000001,1.61239,1.611925,1.6118166666666667,1.6117625,1.6118125,2048,2020-12-28 20:00:00
115,EURAUD_i,1.6116000000000001,1.61082,1.6107399999999998,1.61195,1.611345,1.6111700000000002,1.6110825000000002,1.6112775000000001,1835,2020-12-28 21:00:00
116,EURAUD_i,1.61083,1.61134,1.61048,1.61155,1.611015,1.6111233333333335,1.6111775000000002,1.61105,1633,2020-12-28 22:00:00
117,EURAUD_i,1.61136,1.61096,1.61023,1.61148,1.610855,1.6108900000000002,1.6109075000000002,1.6110075,781,2020-12-28 23:00:00
118,EURAUD_i,1.6103800000000001,1.61052,1.60974,1.6112,1.6104699999999998,1.6104866666666666,1.610495,1.61046,921,2020-12-29 00:00:00
119,EURAUD_i,1.6105399999999999,1.61021,1.60995,1.61193,1.61094,1.6106966666666667,1.6105749999999999,1.6106574999999999,1601,2020-12-29 01:00:00
120,EURAUD_i,1.61021,1.61035,1.60995,1.6111900000000001,1.61057,1.610496666666667,1.6104600000000002,1.6104250000000002,2246,2020-12-29 02:00:00
121,EURAUD_i,1.61036,1.61039,1.60987,1.61086,1.6103649999999998,1.6103733333333332,1.6103774999999998,1.6103699999999999,1606,2020-12-29 03:00:00
122,EURAUD_i,1.61037,1.6107399999999998,1.61037,1.61193,1.61115,1.6110133333333334,1.610945,1.6108525,1860,2020-12-29 04:00:00
123,EURAUD_i,1.6107,1.611,1.61016,1.61138,1.61077,1.6108466666666665,1.610885,1.6108099999999999,1615,2020-12-29 05:00:00
124,EURAUD_i,1.61103,1.6114899999999999,1.6107399999999998,1.61165,1.611195,1.6112933333333332,1.6113425,1.6112275,1474,2020-12-29 06:00:00
125,EURAUD_i,1.61147,1.6105,1.6103800000000001,1.61162,1.6110000000000002,1.6108333333333336,1.6107500000000001,1.6109925,1338,2020-12-29 07:00:00
126,EURAUD_i,1.6105,1.6114899999999999,1.61042,1.61211,1.611265,1.61134,1.6113775,1.61113,1381,2020-12-29 08:00:00
127,EURAUD_i,1.6114600000000001,1.61148,1.61028,1.6120700000000001,1.611175,1.6112766666666667,1.6113275,1.6113225,1952,2020-12-29 09:00:00
128,EURAUD_i,1.6115300000000001,1.61056,1.61017,1.61219,1.61118,1.6109733333333331,1.6108699999999998,1.6111125,2349,2020-12-29 10:00:00
129,EURAUD_i,1.61056,1.61197,1.6097700000000001,1.6132,1.611485,1.6116466666666664,1.6117274999999998,1.6113749999999998,1858,2020-12-29 11:00:00
130,EURAUD_i,1.6118299999999999,1.61234,1.61131,1.6127,1.612005,1.6121166666666664,1.6121724999999998,1.6120449999999997,1666,2020-12-29 12:00:00
131,EURAUD_i,1.61234,1.6112600000000001,1.61001,1.61263,1.61132,1.6113,1.61129,1.6115599999999999,1654,2020-12-29 13:00:00
132,EURAUD_i,1.6112600000000001,1.61136,1.61084,1.61204,1.61144,1.6114133333333331,1.6113999999999997,1.6113749999999998,1826,2020-12-29 14:00:00
133,EURAUD_i,1.61136,1.60981,1.60935,1.61238,1.610865,1.6105133333333335,1.6103375,1.610725,2161,2020-12-29 15:00:00
134,EURAUD_i,1.60971,1.61246,1.6086,1.6127099999999999,1.610655,1.6112566666666666,1.6115575,1.6108699999999998,2937,2020-12-29 16:00:00
135,EURAUD_i,1.61242,1.6079599999999998,1.60637,1.6125099999999999,1.60944,1.6089466666666665,1.6086999999999998,1.609815,3919,2020-12-29 17:00:00
136,EURAUD_i,1.60792,1.6069900000000001,1.60619,1.60823,1.60721,1.6071366666666667,1.6071,1.6073325,3046,2020-12-29 18:00:00
137,EURAUD_i,1.60701,1.6076700000000002,1.60669,1.60798,1.607335,1.607446666666667,1.6075025000000003,1.6073375,2710,2020-12-29 19:00:00
138,EURAUD_i,1.6076700000000002,1.60861,1.60748,1.60913,1.608305,1.6084066666666665,1.6084575,1.6082225,2042,2020-12-29 20:00:00
139,EURAUD_i,1.6086,1.6095199999999998,1.6084100000000001,1.61003,1.60922,1.60932,1.60937,1.60914,1793,2020-12-29 21:00:00
140,EURAUD_i,1.6095199999999998,1.60996,1.60887,1.61026,1.609565,1.6096966666666666,1.6097625,1.6096525,1665,2020-12-29 22:00:00
141,EURAUD_i,1.60996,1.60981,1.6089,1.6103100000000001,1.6096050000000002,1.6096733333333333,1.6097074999999998,1.609745,940,2020-12-29 23:00:00
142,EURAUD_i,1.6088200000000001,1.61068,1.60744,1.61124,1.60934,1.6097866666666665,1.61001,1.6095449999999998,694,2020-12-30 00:00:00
143,EURAUD_i,1.61067,1.60979,1.60935,1.61067,1.61001,1.6099366666666668,1.6099,1.61012,1388,2020-12-30 01:00:00
144,EURAUD_i,1.60979,1.61023,1.60906,1.6105399999999999,1.6098,1.609943333333333,1.6100149999999998,1.609905,2557,2020-12-30 02:00:00
145,EURAUD_i,1.61023,1.61005,1.6098,1.61105,1.610425,1.6102999999999998,1.6102375,1.6102824999999998,3439,2020-12-30 03:00:00
146,EURAUD_i,1.61006,1.60791,1.60785,1.61006,1.608955,1.6086066666666667,1.6084325000000002,1.60897,1750,2020-12-30 04:00:00
147,EURAUD_i,1.60786,1.60644,1.6057700000000001,1.60791,1.60684,1.6067066666666667,1.60664,1.606995,1618,2020-12-30 05:00:00
148,EURAUD_i,1.60644,1.60439,1.60419,1.6067200000000001,1.605455,1.6051000000000002,1.6049225000000003,1.6054350000000002,1171,2020-12-30 06:00:00
149,EURAUD_i,1.60439,1.6042399999999999,1.6033,1.60439,1.603845,1.6039766666666668,1.6040425,1.6040800000000002,1661,2020-12-30 07:00:00
150,EURAUD_i,1.6042399999999999,1.60427,1.60368,1.60499,1.6043349999999998,1.604313333333333,1.6043024999999997,1.6042949999999998,1616,2020-12-30 08:00:00
151,EURAUD_i,1.6043500000000002,1.60271,1.60271,1.6044100000000001,1.60356,1.6032766666666667,1.603135,1.603545,2161,2020-12-30 09:00:00
152,EURAUD_i,1.60273,1.60243,1.60155,1.60294,1.602245,1.6023066666666665,1.6023375,1.6024125,2722,2020-12-30 10:00:00
153,EURAUD_i,1.6024699999999998,1.6038000000000001,1.6017000000000001,1.60412,1.60291,1.603206666666667,1.603355,1.6030225000000002,1997,2020-12-30 11:00:00
154,EURAUD_i,1.6038000000000001,1.6002999999999998,1.60016,1.60381,1.601985,1.6014233333333332,1.6011425,1.6020175,2183,2020-12-30 12:00:00
155,EURAUD_i,1.60026,1.60077,1.59984,1.60103,1.600435,1.6005466666666666,1.6006025,1.6004749999999999,1936,2020-12-30 13:00:00
156,EURAUD_i,1.60077,1.60276,1.60053,1.60296,1.601745,1.6020833333333335,1.6022525,1.601755,2339,2020-12-30 14:00:00
157,EURAUD_i,1.60276,1.60373,1.60152,1.60377,1.6026449999999999,1.6030066666666667,1.6031875000000002,1.602945,2723,2020-12-30 15:00:00
158,EURAUD_i,1.60373,1.60223,1.59978,1.60515,1.602465,1.6023866666666666,1.6023475,1.6027225,4240,2020-12-30 16:00:00
159,EURAUD_i,1.60216,1.6003699999999998,1.59962,1.60273,1.601175,1.6009066666666667,1.6007725,1.60122,4030,2020-12-30 17:00:00
160,EURAUD_i,1.6003500000000002,1.5981999999999998,1.59815,1.60084,1.5994950000000001,1.5990633333333335,1.5988475000000002,1.5993850000000003,2858,2020-12-30 18:00:00
161,EURAUD_i,1.59819,1.59985,1.59819,1.6000999999999999,1.599145,1.59938,1.5994975,1.5990825,2030,2020-12-30 19:00:00
162,EURAUD_i,1.59984,1.5996700000000001,1.59921,1.60027,1.5997400000000002,1.599716666666667,1.5997050000000002,1.5997475000000003,1346,2020-12-30 20:00:00
163,EURAUD_i,1.5996700000000001,1.60034,1.59925,1.6011199999999999,1.600185,1.6002366666666668,1.6002625000000001,1.600095,1731,2020-12-30 21:00:00
164,EURAUD_i,1.60031,1.6009600000000002,1.6002399999999999,1.60135,1.600795,1.60085,1.6008775000000002,1.600715,1650,2020-12-30 22:00:00
165,EURAUD_i,1.60095,1.6001699999999999,1.59957,1.60127,1.60042,1.6003366666666665,1.600295,1.60049,883,2020-12-30 23:00:00
166,EURAUD_i,1.5994899999999999,1.59982,1.59911,1.60072,1.599915,1.5998833333333333,1.5998675,1.5997849999999998,728,2020-12-31 00:00:00
167,EURAUD_i,1.59982,1.59947,1.59907,1.60018,1.599625,1.5995733333333335,1.5995475000000001,1.5996350000000001,1024,2020-12-31 01:00:00
168,EURAUD_i,1.59947,1.5977700000000001,1.59758,1.5995300000000001,1.5985550000000002,1.5982933333333336,1.5981625000000004,1.5985875000000003,1600,2020-12-31 02:00:00
169,EURAUD_i,1.5977700000000001,1.5968200000000001,1.59633,1.59813,1.5972300000000001,1.5970933333333335,1.5970250000000001,1.5972625000000003,2065,2020-12-31 03:00:00
170,EURAUD_i,1.5968,1.59693,1.59641,1.59794,1.597175,1.5970933333333335,1.5970525000000002,1.59702,1872,2020-12-31 04:00:00
171,EURAUD_i,1.59693,1.5962800000000001,1.59605,1.59745,1.5967500000000001,1.5965933333333335,1.5965150000000001,1.5966775000000002,1915,2020-12-31 05:00:00
172,EURAUD_i,1.59625,1.59538,1.59514,1.59638,1.5957599999999998,1.595633333333333,1.59557,1.5957874999999997,1039,2020-12-31 06:00:00
173,EURAUD_i,1.59538,1.5951,1.59504,1.59627,1.595655,1.59547,1.5953775000000001,1.5954475000000001,1227,2020-12-31 07:00:00
174,EURAUD_i,1.5951,1.59537,1.59471,1.59554,1.595125,1.5952066666666667,1.5952475,1.59518,1306,2020-12-31 08:00:00
175,EURAUD_i,1.59537,1.59523,1.59512,1.59625,1.595685,1.5955333333333332,1.5954575,1.5954925,2439,2020-12-31 09:00:00
176,EURAUD_i,1.59521,1.59559,1.5935000000000001,1.59588,1.59469,1.59499,1.5951399999999998,1.5950449999999998,3092,2020-12-31 10:00:00
177,EURAUD_i,1.59559,1.59372,1.59371,1.5964,1.595055,1.59461,1.5943875,1.594855,3114,2020-12-31 11:00:00
178,EURAUD_i,1.59374,1.58732,1.5866,1.59532,1.59096,1.5897466666666666,1.58914,1.590745,2999,2020-12-31 12:00:00
