,WSt30_m_i,open,close,low,high,HL/2,HLC/3,HLCC/4,OHLC/4,volume,time
2258,WSt30_m_i,32502.0,32419.0,32353.0,32533.0,32443.0,32435.0,32431.0,32451.75,1864,2021-03-24 00:00:00
2259,WSt30_m_i,32419.0,32448.0,32419.0,32465.0,32442.0,32444.0,32445.0,32437.75,509,2021-03-24 01:00:00
2260,WSt30_m_i,32419.0,32422.0,32400.0,32427.0,32413.5,32416.333333333332,32417.75,32417.0,335,2021-03-24 04:00:00
2261,WSt30_m_i,32423.0,32419.0,32408.0,32453.0,32430.5,32426.666666666668,32424.75,32425.75,711,2021-03-24 05:00:00
2262,WSt30_m_i,32421.0,32375.0,32374.0,32448.0,32411.0,32399.0,32393.0,32404.5,753,2021-03-24 06:00:00
2263,WSt30_m_i,32376.0,32389.0,32353.0,32401.0,32377.0,32381.0,32383.0,32379.75,679,2021-03-24 07:00:00
2264,WSt30_m_i,32389.0,32419.0,32366.0,32429.0,32397.5,32404.666666666668,32408.25,32400.75,570,2021-03-24 08:00:00
2265,WSt30_m_i,32419.0,32393.0,32382.0,32425.0,32403.5,32400.0,32398.25,32404.75,464,2021-03-24 09:00:00
2266,WSt30_m_i,32393.0,32372.0,32365.0,32411.0,32388.0,32382.666666666668,32380.0,32385.25,663,2021-03-24 10:00:00
2267,WSt30_m_i,32372.0,32410.0,32369.0,32416.0,32392.5,32398.333333333332,32401.25,32391.75,493,2021-03-24 11:00:00
2268,WSt30_m_i,32409.0,32421.0,32397.0,32445.0,32421.0,32421.0,32421.0,32418.0,668,2021-03-24 12:00:00
2269,WSt30_m_i,32422.0,32488.0,32383.0,32509.0,32446.0,32460.0,32467.0,32450.5,1117,2021-03-24 13:00:00
2270,WSt30_m_i,32488.0,32513.0,32484.0,32537.0,32510.5,32511.333333333332,32511.75,32505.5,809,2021-03-24 14:00:00
2271,WSt30_m_i,32513.0,32510.0,32486.0,32540.0,32513.0,32512.0,32511.5,32512.25,645,2021-03-24 15:00:00
2272,WSt30_m_i,32511.0,32516.0,32502.0,32569.0,32535.5,32529.0,32525.75,32524.5,671,2021-03-24 16:00:00
2273,WSt30_m_i,32515.0,32531.0,32515.0,32567.0,32541.0,32537.666666666668,32536.0,32532.0,707,2021-03-24 17:00:00
2274,WSt30_m_i,32532.0,32636.0,32514.0,32720.0,32617.0,32623.333333333332,32626.5,32600.5,1309,2021-03-24 18:00:00
2275,WSt30_m_i,32633.0,32760.0,32633.0,32766.0,32699.5,32719.666666666668,32729.75,32698.0,1583,2021-03-24 19:00:00
2276,WSt30_m_i,32761.0,32689.0,32678.0,32786.0,32732.0,32717.666666666668,32710.5,32728.5,1246,2021-03-24 20:00:00
2277,WSt30_m_i,32689.0,32710.0,32689.0,32770.0,32729.5,32723.0,32719.75,32714.5,1085,2021-03-24 21:00:00
2278,WSt30_m_i,32710.0,32696.0,32600.0,32712.0,32656.0,32669.333333333332,32676.0,32679.5,1182,2021-03-24 22:00:00
2279,WSt30_m_i,32696.0,32553.0,32545.0,32700.0,32622.5,32599.333333333332,32587.75,32623.5,1552,2021-03-24 23:00:00
2280,WSt30_m_i,32557.0,32424.0,32423.0,32614.0,32518.5,32487.0,32471.25,32504.5,1769,2021-03-25 00:00:00
2281,WSt30_m_i,32422.0,32456.0,32416.0,32465.0,32440.5,32445.666666666668,32448.25,32439.75,506,2021-03-25 01:00:00
2282,WSt30_m_i,32481.0,32484.0,32456.0,32503.0,32479.5,32481.0,32481.75,32481.0,249,2021-03-25 04:00:00
2283,WSt30_m_i,32485.0,32525.0,32483.0,32526.0,32504.5,32511.333333333332,32514.75,32504.75,560,2021-03-25 05:00:00
2284,WSt30_m_i,32525.0,32495.0,32441.0,32528.0,32484.5,32488.0,32489.75,32497.25,833,2021-03-25 06:00:00
2285,WSt30_m_i,32495.0,32555.0,32488.0,32581.0,32534.5,32541.333333333332,32544.75,32529.75,774,2021-03-25 07:00:00
2286,WSt30_m_i,32556.0,32524.0,32511.0,32560.0,32535.5,32531.666666666668,32529.75,32537.75,593,2021-03-25 08:00:00
2287,WSt30_m_i,32524.0,32509.0,32500.0,32530.0,32515.0,32513.0,32512.0,32515.75,429,2021-03-25 09:00:00
2288,WSt30_m_i,32508.0,32494.0,32492.0,32556.0,32524.0,32514.0,32509.0,32512.5,664,2021-03-25 10:00:00
2289,WSt30_m_i,32494.0,32522.0,32485.0,32531.0,32508.0,32512.666666666668,32515.0,32508.0,556,2021-03-25 11:00:00
2290,WSt30_m_i,32524.0,32483.0,32477.0,32533.0,32505.0,32497.666666666668,32494.0,32504.25,676,2021-03-25 12:00:00
2291,WSt30_m_i,32482.0,32501.0,32439.0,32548.0,32493.5,32496.0,32497.25,32492.5,1045,2021-03-25 13:00:00
2292,WSt30_m_i,32501.0,32504.0,32469.0,32504.0,32486.5,32492.333333333332,32495.25,32494.5,808,2021-03-25 14:00:00
2293,WSt30_m_i,32505.0,32511.0,32489.0,32523.0,32506.0,32507.666666666668,32508.5,32507.0,539,2021-03-25 15:00:00
2294,WSt30_m_i,32509.0,32313.0,32309.0,32510.0,32409.5,32377.333333333332,32361.25,32410.25,1276,2021-03-25 16:00:00
2295,WSt30_m_i,32314.0,32282.0,32256.0,32350.0,32303.0,32296.0,32292.5,32300.5,1341,2021-03-25 17:00:00
2296,WSt30_m_i,32280.0,32238.0,32155.0,32319.0,32237.0,32237.333333333332,32237.5,32248.0,2003,2021-03-25 18:00:00
2297,WSt30_m_i,32239.0,32152.0,32084.0,32330.0,32207.0,32188.666666666668,32179.5,32201.25,2072,2021-03-25 19:00:00
2298,WSt30_m_i,32153.0,32390.0,32069.0,32397.0,32233.0,32285.333333333332,32311.5,32252.25,2112,2021-03-25 20:00:00
2299,WSt30_m_i,32389.0,32470.0,32341.0,32476.0,32408.5,32429.0,32439.25,32419.0,1496,2021-03-25 21:00:00
2300,WSt30_m_i,32468.0,32441.0,32427.0,32543.0,32485.0,32470.333333333332,32463.0,32469.75,1722,2021-03-25 22:00:00
2301,WSt30_m_i,32441.0,32527.0,32406.0,32542.0,32474.0,32491.666666666668,32500.5,32479.0,1521,2021-03-25 23:00:00
2302,WSt30_m_i,32524.0,32624.0,32524.0,32669.0,32596.5,32605.666666666668,32610.25,32585.25,1428,2021-03-26 00:00:00
2303,WSt30_m_i,32627.0,32673.0,32615.0,32688.0,32651.5,32658.666666666668,32662.25,32650.75,516,2021-03-26 01:00:00
2304,WSt30_m_i,32693.0,32661.0,32658.0,32702.0,32680.0,32673.666666666668,32670.5,32678.5,247,2021-03-26 04:00:00
2305,WSt30_m_i,32661.0,32642.0,32624.0,32701.0,32662.5,32655.666666666668,32652.25,32657.0,714,2021-03-26 05:00:00
2306,WSt30_m_i,32642.0,32678.0,32617.0,32682.0,32649.5,32659.0,32663.75,32654.75,692,2021-03-26 06:00:00
2307,WSt30_m_i,32680.0,32698.0,32662.0,32704.0,32683.0,32688.0,32690.5,32686.0,580,2021-03-26 07:00:00
2308,WSt30_m_i,32698.0,32708.0,32698.0,32728.0,32713.0,32711.333333333332,32710.5,32708.0,455,2021-03-26 08:00:00
2309,WSt30_m_i,32708.0,32720.0,32702.0,32722.0,32712.0,32714.666666666668,32716.0,32713.0,393,2021-03-26 09:00:00
2310,WSt30_m_i,32720.0,32748.0,32706.0,32751.0,32728.5,32735.0,32738.25,32731.25,459,2021-03-26 10:00:00
2311,WSt30_m_i,32748.0,32732.0,32731.0,32762.0,32746.5,32741.666666666668,32739.25,32743.25,431,2021-03-26 11:00:00
2312,WSt30_m_i,32733.0,32732.0,32709.0,32748.0,32728.5,32729.666666666668,32730.25,32730.5,670,2021-03-26 12:00:00
2313,WSt30_m_i,32731.0,32737.0,32720.0,32770.0,32745.0,32742.333333333332,32741.0,32739.5,908,2021-03-26 13:00:00
2314,WSt30_m_i,32736.0,32710.0,32691.0,32749.0,32720.0,32716.666666666668,32715.0,32721.5,710,2021-03-26 14:00:00
2315,WSt30_m_i,32709.0,32722.0,32684.0,32728.0,32706.0,32711.333333333332,32714.0,32710.75,611,2021-03-26 15:00:00
2316,WSt30_m_i,32723.0,32774.0,32718.0,32781.0,32749.5,32757.666666666668,32761.75,32749.0,654,2021-03-26 16:00:00
2317,WSt30_m_i,32772.0,32753.0,32749.0,32800.0,32774.5,32767.333333333332,32763.75,32768.5,683,2021-03-26 17:00:00
2318,WSt30_m_i,32753.0,32759.0,32706.0,32799.0,32752.5,32754.666666666668,32755.75,32754.25,1273,2021-03-26 18:00:00
2319,WSt30_m_i,32759.0,32773.0,32753.0,32865.0,32809.0,32797.0,32791.0,32787.5,1199,2021-03-26 19:00:00
2320,WSt30_m_i,32774.0,32771.0,32714.0,32809.0,32761.5,32764.666666666668,32766.25,32767.0,1096,2021-03-26 20:00:00
2321,WSt30_m_i,32770.0,32847.0,32747.0,32879.0,32813.0,32824.333333333336,32830.0,32810.75,913,2021-03-26 21:00:00
2322,WSt30_m_i,32847.0,32811.0,32748.0,32888.0,32818.0,32815.666666666664,32814.5,32823.5,952,2021-03-26 22:00:00
2323,WSt30_m_i,32811.0,32819.0,32678.0,32821.0,32749.5,32772.666666666664,32784.25,32782.25,1578,2021-03-26 23:00:00
2324,WSt30_m_i,33047.0,33033.0,33028.0,33055.0,33041.5,33038.666666666664,33037.25,33040.75,245,2021-03-29 04:00:00
2325,WSt30_m_i,33033.0,33003.0,33002.0,33038.0,33020.0,33014.333333333336,33011.5,33019.0,460,2021-03-29 05:00:00
2326,WSt30_m_i,33004.0,32955.0,32946.0,33014.0,32980.0,32971.666666666664,32967.5,32979.75,731,2021-03-29 06:00:00
2327,WSt30_m_i,32955.0,32978.0,32939.0,32982.0,32960.5,32966.333333333336,32969.25,32963.5,743,2021-03-29 07:00:00
2328,WSt30_m_i,32978.0,32964.0,32952.0,33004.0,32978.0,32973.333333333336,32971.0,32974.5,556,2021-03-29 08:00:00
2329,WSt30_m_i,32965.0,32982.0,32935.0,32984.0,32959.5,32967.0,32970.75,32966.5,523,2021-03-29 09:00:00
2330,WSt30_m_i,32982.0,32969.0,32953.0,32987.0,32970.0,32969.666666666664,32969.5,32972.75,513,2021-03-29 10:00:00
2331,WSt30_m_i,32969.0,32922.0,32870.0,32972.0,32921.0,32921.333333333336,32921.5,32933.25,792,2021-03-29 11:00:00
2332,WSt30_m_i,32922.0,32941.0,32884.0,32958.0,32921.0,32927.666666666664,32931.0,32926.25,682,2021-03-29 12:00:00
2333,WSt30_m_i,32941.0,32944.0,32921.0,33019.0,32970.0,32961.333333333336,32957.0,32956.25,1070,2021-03-29 13:00:00
2334,WSt30_m_i,32942.0,32898.0,32889.0,32943.0,32916.0,32910.0,32907.0,32918.0,892,2021-03-29 14:00:00
2335,WSt30_m_i,32897.0,32943.0,32884.0,32943.0,32913.5,32923.333333333336,32928.25,32916.75,636,2021-03-29 15:00:00
2336,WSt30_m_i,32942.0,32931.0,32924.0,32966.0,32945.0,32940.333333333336,32938.0,32940.75,573,2021-03-29 16:00:00
2337,WSt30_m_i,32932.0,32913.0,32905.0,32971.0,32938.0,32929.666666666664,32925.5,32930.25,658,2021-03-29 17:00:00
2338,WSt30_m_i,32914.0,32911.0,32877.0,32939.0,32908.0,32909.0,32909.5,32910.25,666,2021-03-29 18:00:00
2339,WSt30_m_i,32911.0,33029.0,32899.0,33100.0,32999.5,33009.333333333336,33014.25,32984.75,1392,2021-03-29 19:00:00
2340,WSt30_m_i,33027.0,32931.0,32902.0,33091.0,32996.5,32974.666666666664,32963.75,32987.75,1917,2021-03-29 20:00:00
2341,WSt30_m_i,32931.0,33035.0,32908.0,33044.0,32976.0,32995.666666666664,33005.5,32979.5,1236,2021-03-29 21:00:00
2342,WSt30_m_i,33034.0,33123.0,32960.0,33132.0,33046.0,33071.666666666664,33084.5,33062.25,1062,2021-03-29 22:00:00
2343,WSt30_m_i,33123.0,33116.0,33101.0,33183.0,33142.0,33133.333333333336,33129.0,33130.75,1233,2021-03-29 23:00:00
2344,WSt30_m_i,33116.0,33161.0,33095.0,33198.0,33146.5,33151.333333333336,33153.75,33142.5,1455,2021-03-30 00:00:00
2345,WSt30_m_i,33163.0,33178.0,33139.0,33258.0,33198.5,33191.666666666664,33188.25,33184.5,1452,2021-03-30 01:00:00
2346,WSt30_m_i,33210.0,33188.0,33186.0,33212.0,33199.0,33195.333333333336,33193.5,33199.0,172,2021-03-30 04:00:00
2347,WSt30_m_i,33188.0,33197.0,33172.0,33201.0,33186.5,33190.0,33191.75,33189.5,461,2021-03-30 05:00:00
2348,WSt30_m_i,33196.0,33137.0,33127.0,33197.0,33162.0,33153.666666666664,33149.5,33164.25,672,2021-03-30 06:00:00
2349,WSt30_m_i,33137.0,33142.0,33123.0,33143.0,33133.0,33136.0,33137.5,33136.25,552,2021-03-30 07:00:00
2350,WSt30_m_i,33141.0,33170.0,33138.0,33199.0,33168.5,33169.0,33169.25,33162.0,442,2021-03-30 08:00:00
2351,WSt30_m_i,33171.0,33218.0,33169.0,33221.0,33195.0,33202.666666666664,33206.5,33194.75,483,2021-03-30 09:00:00
2352,WSt30_m_i,33217.0,33201.0,33189.0,33219.0,33204.0,33203.0,33202.5,33206.5,399,2021-03-30 10:00:00
2353,WSt30_m_i,33201.0,33198.0,33175.0,33202.0,33188.5,33191.666666666664,33193.25,33194.0,463,2021-03-30 11:00:00
2354,WSt30_m_i,33198.0,33203.0,33192.0,33231.0,33211.5,33208.666666666664,33207.25,33206.0,583,2021-03-30 12:00:00
2355,WSt30_m_i,33205.0,33227.0,33196.0,33253.0,33224.5,33225.333333333336,33225.75,33220.25,865,2021-03-30 13:00:00
2356,WSt30_m_i,33227.0,33216.0,33200.0,33242.0,33221.0,33219.333333333336,33218.5,33221.25,637,2021-03-30 14:00:00
2357,WSt30_m_i,33216.0,33233.0,33207.0,33235.0,33221.0,33225.0,33227.0,33222.75,487,2021-03-30 15:00:00
2358,WSt30_m_i,33232.0,33196.0,33190.0,33248.0,33219.0,33211.333333333336,33207.5,33216.5,551,2021-03-30 16:00:00
2359,WSt30_m_i,33196.0,33129.0,33109.0,33197.0,33153.0,33145.0,33141.0,33157.75,868,2021-03-30 17:00:00
2360,WSt30_m_i,33128.0,33114.0,33099.0,33156.0,33127.5,33123.0,33120.75,33124.25,715,2021-03-30 18:00:00
2361,WSt30_m_i,33114.0,33107.0,33040.0,33152.0,33096.0,33099.666666666664,33101.5,33103.25,1314,2021-03-30 19:00:00
2362,WSt30_m_i,33110.0,33087.0,33031.0,33169.0,33100.0,33095.666666666664,33093.5,33099.25,1530,2021-03-30 20:00:00
2363,WSt30_m_i,33086.0,33038.0,33030.0,33121.0,33075.5,33063.0,33056.75,33068.75,1193,2021-03-30 21:00:00
2364,WSt30_m_i,33037.0,33047.0,32987.0,33063.0,33025.0,33032.333333333336,33036.0,33033.5,989,2021-03-30 22:00:00
2365,WSt30_m_i,33047.0,33062.0,33014.0,33079.0,33046.5,33051.666666666664,33054.25,33050.5,871,2021-03-30 23:00:00
2366,WSt30_m_i,33062.0,33136.0,33044.0,33138.0,33091.0,33106.0,33113.5,33095.0,973,2021-03-31 00:00:00
2367,WSt30_m_i,33136.0,33089.0,32992.0,33166.0,33079.0,33082.333333333336,33084.0,33095.75,1152,2021-03-31 01:00:00
2368,WSt30_m_i,33043.0,33034.0,33023.0,33045.0,33034.0,33034.0,33034.0,33036.25,212,2021-03-31 04:00:00
2369,WSt30_m_i,33034.0,33067.0,33018.0,33090.0,33054.0,33058.333333333336,33060.5,33052.25,506,2021-03-31 05:00:00
2370,WSt30_m_i,33067.0,33105.0,33047.0,33109.0,33078.0,33087.0,33091.5,33082.0,541,2021-03-31 06:00:00
2371,WSt30_m_i,33105.0,33089.0,33085.0,33125.0,33105.0,33099.666666666664,33097.0,33101.0,574,2021-03-31 07:00:00
2372,WSt30_m_i,33090.0,33053.0,33041.0,33094.0,33067.5,33062.666666666664,33060.25,33069.5,488,2021-03-31 08:00:00
2373,WSt30_m_i,33054.0,33069.0,33049.0,33090.0,33069.5,33069.333333333336,33069.25,33065.5,431,2021-03-31 09:00:00
2374,WSt30_m_i,33069.0,33046.0,33035.0,33082.0,33058.5,33054.333333333336,33052.25,33058.0,403,2021-03-31 10:00:00
2375,WSt30_m_i,33045.0,33040.0,33021.0,33063.0,33042.0,33041.333333333336,33041.0,33042.25,550,2021-03-31 11:00:00
2376,WSt30_m_i,33039.0,33035.0,33008.0,33042.0,33025.0,33028.333333333336,33030.0,33031.0,578,2021-03-31 12:00:00
2377,WSt30_m_i,33035.0,33022.0,33008.0,33069.0,33038.5,33033.0,33030.25,33033.5,723,2021-03-31 13:00:00
2378,WSt30_m_i,33021.0,33033.0,32994.0,33033.0,33013.5,33020.0,33023.25,33020.25,588,2021-03-31 14:00:00
2379,WSt30_m_i,33034.0,33010.0,33008.0,33038.0,33023.0,33018.666666666664,33016.5,33022.5,487,2021-03-31 15:00:00
2380,WSt30_m_i,33010.0,33006.0,32990.0,33026.0,33008.0,33007.333333333336,33007.0,33008.0,479,2021-03-31 16:00:00
2381,WSt30_m_i,33005.0,33043.0,32994.0,33047.0,33020.5,33028.0,33031.75,33022.25,513,2021-03-31 17:00:00
2382,WSt30_m_i,33042.0,33035.0,33020.0,33055.0,33037.5,33036.666666666664,33036.25,33038.0,529,2021-03-31 18:00:00
2383,WSt30_m_i,33035.0,33081.0,33032.0,33168.0,33100.0,33093.666666666664,33090.5,33079.0,1101,2021-03-31 19:00:00
2384,WSt30_m_i,33083.0,33072.0,33024.0,33101.0,33062.5,33065.666666666664,33067.25,33070.0,1237,2021-03-31 20:00:00
2385,WSt30_m_i,33072.0,33077.0,33026.0,33093.0,33059.5,33065.333333333336,33068.25,33067.0,880,2021-03-31 21:00:00
2386,WSt30_m_i,33078.0,33112.0,33072.0,33116.0,33094.0,33100.0,33103.0,33094.5,565,2021-03-31 22:00:00
2387,WSt30_m_i,33113.0,33130.0,33102.0,33137.0,33119.5,33123.0,33124.75,33120.5,598,2021-03-31 23:00:00
2388,WSt30_m_i,33130.0,33073.0,33063.0,33139.0,33101.0,33091.666666666664,33087.0,33101.25,905,2021-04-01 00:00:00
2389,WSt30_m_i,33069.0,33022.0,33001.0,33109.0,33055.0,33044.0,33038.5,33050.25,1409,2021-04-01 01:00:00
2390,WSt30_m_i,33025.0,33021.0,33015.0,33030.0,33022.5,33022.0,33021.75,33022.75,143,2021-04-01 04:00:00
2391,WSt30_m_i,33021.0,33033.0,32999.0,33036.0,33017.5,33022.666666666664,33025.25,33022.25,416,2021-04-01 05:00:00
2392,WSt30_m_i,33035.0,33049.0,33013.0,33057.0,33035.0,33039.666666666664,33042.0,33038.5,579,2021-04-01 06:00:00
2393,WSt30_m_i,33048.0,33016.0,33005.0,33051.0,33028.0,33024.0,33022.0,33030.0,479,2021-04-01 07:00:00
2394,WSt30_m_i,33016.0,32974.0,32959.0,33036.0,32997.5,32989.666666666664,32985.75,32996.25,510,2021-04-01 08:00:00
2395,WSt30_m_i,32974.0,32976.0,32965.0,32988.0,32976.5,32976.333333333336,32976.25,32975.75,453,2021-04-01 09:00:00
2396,WSt30_m_i,32977.0,32982.0,32962.0,32986.0,32974.0,32976.666666666664,32978.0,32976.75,368,2021-04-01 10:00:00
2397,WSt30_m_i,32982.0,32989.0,32975.0,33004.0,32989.5,32989.333333333336,32989.25,32987.5,392,2021-04-01 11:00:00
2398,WSt30_m_i,32987.0,33036.0,32981.0,33042.0,33011.5,33019.666666666664,33023.75,33011.5,478,2021-04-01 12:00:00
2399,WSt30_m_i,33036.0,33046.0,33004.0,33052.0,33028.0,33034.0,33037.0,33034.5,700,2021-04-01 13:00:00
2400,WSt30_m_i,33046.0,33073.0,33032.0,33075.0,33053.5,33060.0,33063.25,33056.5,535,2021-04-01 14:00:00
2401,WSt30_m_i,33073.0,33045.0,33040.0,33084.0,33062.0,33056.333333333336,33053.5,33060.5,510,2021-04-01 15:00:00
2402,WSt30_m_i,33044.0,33005.0,33005.0,33045.0,33025.0,33018.333333333336,33015.0,33024.75,422,2021-04-01 16:00:00
2403,WSt30_m_i,33005.0,33062.0,33005.0,33068.0,33036.5,33045.0,33049.25,33035.0,498,2021-04-01 17:00:00
2404,WSt30_m_i,33063.0,33077.0,33040.0,33081.0,33060.5,33066.0,33068.75,33065.25,540,2021-04-01 18:00:00
2405,WSt30_m_i,33077.0,32996.0,32984.0,33103.0,33043.5,33027.666666666664,33019.75,33040.0,1075,2021-04-01 19:00:00
2406,WSt30_m_i,33014.0,33087.0,32999.0,33087.0,33043.0,33057.666666666664,33065.0,33046.75,1060,2021-04-01 20:00:00
2407,WSt30_m_i,33085.0,33101.0,33080.0,33117.0,33098.5,33099.333333333336,33099.75,33095.75,833,2021-04-01 21:00:00
2408,WSt30_m_i,33102.0,33136.0,33101.0,33153.0,33127.0,33130.0,33131.5,33123.0,597,2021-04-01 22:00:00
2409,WSt30_m_i,33137.0,33145.0,33114.0,33158.0,33136.0,33139.0,33140.5,33138.5,517,2021-04-01 23:00:00
2410,WSt30_m_i,33145.0,33139.0,33134.0,33153.0,33143.5,33142.0,33141.25,33142.75,478,2021-04-02 00:00:00
2411,WSt30_m_i,33139.0,33150.0,33080.0,33169.0,33124.5,33133.0,33137.25,33134.5,827,2021-04-02 01:00:00
2412,WSt30_m_i,33141.0,33150.0,33141.0,33155.0,33148.0,33148.666666666664,33149.0,33146.75,134,2021-04-02 04:00:00
2413,WSt30_m_i,33150.0,33151.0,33148.0,33168.0,33158.0,33155.666666666664,33154.5,33154.25,281,2021-04-02 05:00:00
2414,WSt30_m_i,33153.0,33157.0,33149.0,33162.0,33155.5,33156.0,33156.25,33155.25,304,2021-04-02 06:00:00
2415,WSt30_m_i,33157.0,33144.0,33137.0,33160.0,33148.5,33147.0,33146.25,33149.5,263,2021-04-02 07:00:00
2416,WSt30_m_i,33144.0,33143.0,33134.0,33152.0,33143.0,33143.0,33143.0,33143.25,241,2021-04-02 08:00:00
2417,WSt30_m_i,33143.0,33142.0,33135.0,33147.0,33141.0,33141.333333333336,33141.5,33141.75,220,2021-04-02 09:00:00
2418,WSt30_m_i,33142.0,33137.0,33131.0,33150.0,33140.5,33139.333333333336,33138.75,33140.0,194,2021-04-02 10:00:00
2419,WSt30_m_i,33136.0,33179.0,33131.0,33182.0,33156.5,33164.0,33167.75,33157.0,280,2021-04-02 11:00:00
2420,WSt30_m_i,33184.0,33184.0,33183.0,33205.0,33194.0,33190.666666666664,33189.0,33189.0,277,2021-04-02 12:00:00
2421,WSt30_m_i,33184.0,33178.0,33175.0,33197.0,33186.0,33183.333333333336,33182.0,33183.5,224,2021-04-02 13:00:00
2422,WSt30_m_i,33178.0,33198.0,33170.0,33198.0,33184.0,33188.666666666664,33191.0,33186.0,220,2021-04-02 14:00:00
2423,WSt30_m_i,33198.0,33191.0,33176.0,33198.0,33187.0,33188.333333333336,33189.0,33190.75,185,2021-04-02 15:00:00
2424,WSt30_m_i,33191.0,33216.0,33182.0,33216.0,33199.0,33204.666666666664,33207.5,33201.25,226,2021-04-02 16:00:00
2425,WSt30_m_i,33214.0,33213.0,33203.0,33219.0,33211.0,33211.666666666664,33212.0,33212.25,263,2021-04-02 17:00:00
2426,WSt30_m_i,33214.0,33325.0,33197.0,33377.0,33287.0,33299.666666666664,33306.0,33278.25,1155,2021-04-02 18:00:00
2427,WSt30_m_i,33325.0,33302.0,33302.0,33340.0,33321.0,33314.666666666664,33311.5,33317.25,218,2021-04-02 19:00:00
2428,WSt30_m_i,33282.0,33285.0,33265.0,33293.0,33279.0,33281.0,33282.0,33281.25,283,2021-04-05 04:00:00
2429,WSt30_m_i,33285.0,33345.0,33284.0,33366.0,33325.0,33331.666666666664,33335.0,33320.0,516,2021-04-05 05:00:00
2430,WSt30_m_i,33346.0,33355.0,33325.0,33362.0,33343.5,33347.333333333336,33349.25,33347.0,541,2021-04-05 06:00:00
2431,WSt30_m_i,33356.0,33363.0,33339.0,33363.0,33351.0,33355.0,33357.0,33355.25,375,2021-04-05 07:00:00
2432,WSt30_m_i,33362.0,33351.0,33348.0,33372.0,33360.0,33357.0,33355.5,33358.25,315,2021-04-05 08:00:00
2433,WSt30_m_i,33351.0,33368.0,33350.0,33371.0,33360.5,33363.0,33364.25,33360.0,293,2021-04-05 09:00:00
2434,WSt30_m_i,33368.0,33360.0,33359.0,33375.0,33367.0,33364.666666666664,33363.5,33365.5,298,2021-04-05 10:00:00
2435,WSt30_m_i,33361.0,33333.0,33331.0,33365.0,33348.0,33343.0,33340.5,33347.5,281,2021-04-05 11:00:00
2436,WSt30_m_i,33334.0,33334.0,33302.0,33337.0,33319.5,33324.333333333336,33326.75,33326.75,376,2021-04-05 12:00:00
2437,WSt30_m_i,33333.0,33353.0,33321.0,33355.0,33338.0,33343.0,33345.5,33340.5,370,2021-04-05 13:00:00
2438,WSt30_m_i,33353.0,33338.0,33331.0,33354.0,33342.5,33341.0,33340.25,33344.0,320,2021-04-05 14:00:00
2439,WSt30_m_i,33338.0,33350.0,33331.0,33354.0,33342.5,33345.0,33346.25,33343.25,311,2021-04-05 15:00:00
2440,WSt30_m_i,33350.0,33387.0,33341.0,33391.0,33366.0,33373.0,33376.5,33367.25,340,2021-04-05 16:00:00
2441,WSt30_m_i,33385.0,33367.0,33353.0,33393.0,33373.0,33371.0,33370.0,33374.5,373,2021-04-05 17:00:00
2442,WSt30_m_i,33366.0,33395.0,33359.0,33405.0,33382.0,33386.333333333336,33388.5,33381.25,455,2021-04-05 18:00:00
2443,WSt30_m_i,33395.0,33440.0,33382.0,33486.0,33434.0,33436.0,33437.0,33425.75,1028,2021-04-05 19:00:00
2444,WSt30_m_i,33444.0,33507.0,33415.0,33550.0,33482.5,33490.666666666664,33494.75,33479.0,1091,2021-04-05 20:00:00
2445,WSt30_m_i,33508.0,33549.0,33498.0,33566.0,33532.0,33537.666666666664,33540.5,33530.25,701,2021-04-05 21:00:00
2446,WSt30_m_i,33548.0,33556.0,33545.0,33615.0,33580.0,33572.0,33568.0,33566.0,611,2021-04-05 22:00:00
2447,WSt30_m_i,33558.0,33550.0,33514.0,33575.0,33544.5,33546.333333333336,33547.25,33549.25,667,2021-04-05 23:00:00
2448,WSt30_m_i,33549.0,33507.0,33507.0,33562.0,33534.5,33525.333333333336,33520.75,33531.25,692,2021-04-06 00:00:00
2449,WSt30_m_i,33506.0,33523.0,33486.0,33559.0,33522.5,33522.666666666664,33522.75,33518.5,1045,2021-04-06 01:00:00
2450,WSt30_m_i,33526.0,33555.0,33522.0,33564.0,33543.0,33547.0,33549.0,33541.75,185,2021-04-06 04:00:00
2451,WSt30_m_i,33554.0,33543.0,33536.0,33561.0,33548.5,33546.666666666664,33545.75,33548.5,318,2021-04-06 05:00:00
2452,WSt30_m_i,33541.0,33498.0,33489.0,33545.0,33517.0,33510.666666666664,33507.5,33518.25,593,2021-04-06 06:00:00
2453,WSt30_m_i,33498.0,33455.0,33450.0,33505.0,33477.5,33470.0,33466.25,33477.0,399,2021-04-06 07:00:00
2454,WSt30_m_i,33455.0,33457.0,33437.0,33460.0,33448.5,33451.333333333336,33452.75,33452.25,374,2021-04-06 08:00:00
2455,WSt30_m_i,33458.0,33443.0,33420.0,33467.0,33443.5,33443.333333333336,33443.25,33447.0,423,2021-04-06 09:00:00
2456,WSt30_m_i,33443.0,33442.0,33435.0,33456.0,33445.5,33444.333333333336,33443.75,33444.0,354,2021-04-06 10:00:00
2457,WSt30_m_i,33442.0,33462.0,33433.0,33466.0,33449.5,33453.666666666664,33455.75,33450.75,442,2021-04-06 11:00:00
2458,WSt30_m_i,33460.0,33479.0,33441.0,33492.0,33466.5,33470.666666666664,33472.75,33468.0,518,2021-04-06 12:00:00
