,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
822,close,19,32,16,macd,99,50,5,4,0.14,1170,441,24,12,574,13,61,289,68,3,157,60,7,90,754,317,204,140,438,435,188,97,966,162,531,9,616,33,672,929,6,25,49,2,284,3,5,42,5,200,17,2,0.38,0.09,0.85,0.98,0.81,0.93,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,19.74261953,TRUE,FALSE,0.179522642,0.078628681,0.084578008
823,open,32,64,31,macdh,96,55,5,7,0.26,1848,948,32,10,367,51,41,58,6,55,796,68,83,352,476,281,161,16,784,639,421,188,88,606,514,845,516,126,279,598,25,57,70,13,402,14,34,7,19,127,15,22,0.1,0.1,0.34,0.79,0.63,1.05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,28.2108637,TRUE,FALSE,0.228917007,0.107314923,0.113140245
824,high,4,6,40,macdh,58,22,5,6,0.1,2565,703,33,42,987,89,91,390,79,19,105,100,88,672,481,447,191,79,438,244,88,32,623,19,792,186,386,457,18,115,14,60,57,8,623,14,16,37,13,364,9,18,0.16,0.3,0.47,0.97,0.94,0.8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.15443469,TRUE,FALSE,0.308779863,0.102529254,0.115690403
825,close,8,34,32,macd,99,48,4,20,0.2,642,873,46,17,199,52,35,129,32,73,477,97,81,390,526,376,372,17,644,426,76,34,248,284,316,533,894,758,881,900,10,29,11,19,453,7,50,4,1,40,16,6,0.32,0.38,0.390711624,0.873328781,0.884642079,1.147345336,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,31.6227766,TRUE,FALSE,0.217568911,0.107805982,0.115098473
826,high,14,64,27,macdh,40,2,3,12,0.18,650,283,39,81,694,29,72,757,59,65,418,57,15,99,917,808,490,381,988,696,79,18,888,131,158,612,86,241,402,15,28,45,54,2,851,18,40,44,1,490,3,4,0.19,0.27,0.79,0.86,1.0,0.93,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2.132457277,TRUE,FALSE,0.202978947,0.044218151,0.049200444
827,HLCC/4,24,59,21,macdh,50,49,6,15,0.1,2111,286,45,10,774,69,31,596,89,20,729,76,9,704,518,253,231,90,281,936,443,356,187,965,654,556,640,628,855,754,15,43,76,13,902,18,42,60,8,154,4,24,0.01,0.12,0.34,0.71,0.64,1.05,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,47.35415132,TRUE,FALSE,0.251160084,0.109133024,0.114132298
828,open,8,30,46,macds,66,7,6,13,0.4,2752,408,6,60,163,28,73,806,75,29,585,2,57,421,843,587,290,100,487,807,457,135,480,580,133,411,948,332,993,492,19,59,23,2,534,8,36,34,20,493,17,7,0.24,0.07,0.85,0.91,0.86,0.88,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2.15443469,TRUE,FALSE,0.179357708,0.051777564,0.053114492
829,HL/2,18,66,13,macd,30,8,2,7,0.2,1517,483,65,22,931,25,85,770,69,27,951,36,27,495,711,476,468,381,650,320,235,91,805,887,32,308,834,432,840,401,2,46,62,3,867,17,41,46,9,115,23,18,0.38,0.06,0.61,0.62,0.79,0.8,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,15.95193483,TRUE,FALSE,0.290364327,0.180112903,0.18268884
830,open,36,54,44,macdh,36,57,5,10,0.02,2047,762,18,27,69,9,27,507,6,4,100,57,56,433,617,301,363,238,275,475,426,261,642,646,24,806,151,239,636,333,5,39,34,18,600,2,47,33,4,787,25,5,0.23,0.21,0.96,0.88,0.95,1.0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,19.9754096,TRUE,FALSE,0.221494142,0.104539856,0.109878748
831,open,6,56,25,macdh,33,99,6,18,0.38,2396,571,27,50,388,63,89,82,28,39,132,44,29,345,318,294,216,204,756,943,234,27,535,12,14,609,352,127,280,82,20,45,82,10,679,15,33,99,15,844,17,13,0.32,0.27,0.4,0.77,0.59,1.0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6.233324591,TRUE,FALSE,0.077070149,0.022416427,0.029008117
832,close,22,56,8,macdh,44,65,5,6,0.2,395,888,8,66,855,92,62,699,40,60,152,2,52,15,674,229,184,156,942,594,412,364,113,876,283,666,500,170,86,592,17,55,88,19,603,15,39,102,14,21,12,8,0.06,0.39,0.73,0.8,0.99,0.97,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,13.35262487,TRUE,FALSE,0.182308706,0.077943206,0.086957379
833,HLCC/4,17,28,32,macd,69,97,3,11,0.28,2324,719,16,21,650,94,88,757,27,46,658,30,15,162,847,602,399,237,808,775,345,154,659,352,352,168,923,104,600,83,11,13,50,14,869,4,38,89,17,310,3,25,0.35,0.36,0.37,0.64,0.9,1.14,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,29.19045024,TRUE,FALSE,0.111119999,0.055885539,0.062631264
834,HLCC/4,6,52,21,macdh,89,92,4,19,0.25,2647,841,88,35,247,22,35,485,23,68,524,6,30,417,750,508,75,54,855,671,292,178,166,319,897,553,262,684,329,201,24,32,83,5,96,14,36,13,3,417,15,2,0.28,0.12,0.92,0.95,0.91,0.92,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,8.496178139,TRUE,FALSE,0.176490261,0.09219959,0.101060451
835,open,13,62,45,macds,43,66,5,6,0.4,1633,207,59,61,18,54,82,284,76,92,537,39,93,998,684,557,398,278,174,795,405,367,891,926,180,287,378,623,517,663,26,47,94,8,908,16,45,13,17,661,7,9,0.1,0.09,0.27,0.61,0.73,1.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,22.02936603,TRUE,FALSE,0.164663483,0.088949896,0.088995357
836,high,5,8,25,macds,88,73,2,5,0.34,1687,329,61,54,59,55,68,74,22,17,740,66,58,611,578,508,189,38,678,591,443,156,928,156,102,91,925,209,449,289,4,14,86,17,831,13,17,52,2,351,11,3,0.02,0.17,0.17,0.36,0.57,0.95,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,14.94596905,TRUE,FALSE,0.174174244,0.123044662,0.131725976
837,OHLC/4,33,48,12,macdh,59,18,5,11,0.34,1532,634,96,97,733,55,92,360,90,89,163,46,42,67,298,950,167,80,838,346,322,315,893,492,883,711,899,301,692,387,22,57,75,13,370,18,26,11,1,455,2,5,0.15,0.04,0.53,0.62,0.76,0.85,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,38.45591369,TRUE,FALSE,0.284770546,0.098197899,0.103599379
838,OHLC/4,20,51,23,macd,53,77,6,5,0.34,693,707,34,89,223,14,98,351,99,2,366,29,75,973,470,698,225,58,662,124,171,52,649,50,77,799,585,175,238,940,2,28,49,10,659,11,12,65,17,206,22,11,0.02,0.36,0.23,0.46,0.47,0.73,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,22.94345251,TRUE,FALSE,0.179705065,0.089911496,0.094641443
839,OHLC/4,25,28,16,macds,82,55,4,17,0.17,892,662,42,82,969,30,61,573,63,37,315,85,72,114,925,844,365,46,898,735,477,202,207,542,538,444,992,545,94,746,22,44,56,3,49,4,18,99,4,642,9,10,0.18,0.09,0.91,0.97,0.93,0.93,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,12.03685716,TRUE,FALSE,0.13673059,0.060733269,0.06396531
840,close,8,39,15,macd,31,15,5,17,0.28,883,955,32,91,391,84,29,622,46,59,833,80,79,209,928,845,424,233,812,616,96,38,747,646,51,979,524,59,511,790,6,24,42,16,491,12,31,32,13,908,5,3,0.19,0.05,0.8,0.95,0.82,0.95,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,17.21241211,TRUE,FALSE,0.29115705,0.10704685,0.113247929
841,HL/2,27,40,45,macd,73,71,5,7,0.05,2988,300,59,26,390,32,22,760,56,33,520,11,64,512,657,472,435,337,866,743,253,152,483,467,648,591,885,639,873,915,5,55,88,7,746,4,19,73,19,907,25,2,0.33,0.26,0.38,0.63,0.54,0.78,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,29.29832894,TRUE,FALSE,0.225654424,0.133544105,0.138776249
842,HLCC/4,30,38,6,macdh,47,20,5,4,0.37,1846,697,15,78,324,67,55,925,39,57,107,15,90,684,765,812,320,164,674,412,316,301,429,262,831,19,774,243,397,610,20,44,40,12,776,6,7,94,3,783,2,17,0.01,0.09,0.28,0.31,0.56,0.6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,38.12527856,TRUE,FALSE,0.304493564,0.105345076,0.11317185
843,HLC/3,32,48,20,macds,3,79,3,12,0.33,901,515,22,64,834,29,9,254,5,59,575,27,4,630,623,563,345,94,846,514,234,84,739,299,687,667,468,120,214,150,6,14,100,4,967,2,33,85,15,585,3,11,0.13,0.08,0.66,0.89,0.96,0.9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,13.7860765,TRUE,FALSE,0.136028887,0.082170126,0.084154647
844,HLC/3,35,42,48,macd,51,27,4,3,0.06,1828,675,77,30,66,49,35,948,60,82,906,100,43,909,284,555,332,90,911,505,491,169,568,206,175,338,717,195,890,833,28,40,96,14,267,3,46,23,11,498,10,10,0.06,0.24,0.78,0.87,0.81,0.89,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,21.0951501,TRUE,FALSE,0.241426409,0.120496608,0.123710769
845,OHLC/4,25,67,11,macdh,46,84,6,9,0.34,2305,394,42,98,182,62,73,405,40,7,657,80,44,802,859,238,295,70,659,648,369,221,546,436,622,745,351,812,251,995,24,31,5,9,29,16,47,70,14,270,10,10,0.09,0.03,0.35,0.72,0.53,0.91,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,7.341872439,TRUE,FALSE,0.200345738,0.095370249,0.102329346
846,HL/2,16,43,21,macds,59,24,5,10,0.05,2576,292,56,70,94,9,77,917,41,63,946,99,28,758,939,947,258,54,630,552,467,341,229,810,553,458,520,822,491,505,13,47,64,6,737,8,18,68,20,489,19,3,0.36,0.37,0.99,0.9,0.89,0.99,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1.181968942,TRUE,FALSE,0.214276722,0.091239545,0.092957382
847,close,9,58,4,macd,10,75,3,17,0.27,244,537,62,73,569,71,86,229,77,42,543,22,74,97,880,475,329,228,430,717,221,162,613,93,45,552,508,279,239,594,6,33,36,3,41,4,37,17,11,676,2,3,0.13,0.29,0.32,0.7,0.72,1.01,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,24.68960039,TRUE,FALSE,0.128401684,0.067607803,0.074553157
848,open,19,40,27,macd,13,19,3,11,0.1,2439,722,84,72,360,66,62,625,64,84,148,61,39,261,752,590,484,125,722,657,493,127,882,760,316,509,676,39,792,948,18,51,48,11,259,9,47,76,14,126,12,5,0.38,0.34,0.16,0.37,0.61,0.96,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3.6316071,TRUE,FALSE,0.271383488,0.142569992,0.146643982
849,HLCC/4,18,40,42,macdh,57,94,5,14,0.06,1740,869,44,74,595,67,43,575,30,49,815,89,60,629,491,936,141,7,711,660,158,71,194,32,947,696,911,441,530,500,6,19,20,13,114,4,34,58,14,911,12,4,0.07,0.37,0.97,0.99,0.86,0.97,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,11.80030743,TRUE,FALSE,0.183695082,0.092001575,0.100559365
850,close,21,64,34,macdh,10,41,6,20,0.25,2342,499,24,75,114,75,98,804,32,9,576,74,50,272,748,746,460,49,708,467,284,42,826,132,369,741,25,948,184,763,26,43,98,16,843,4,20,101,7,169,8,24,0.26,0.14,0.87,0.92,0.84,0.97,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,34.24193585,TRUE,FALSE,0.251306216,0.102604261,0.107419173
851,low,14,23,8,macds,84,30,6,9,0.18,2246,343,27,16,909,3,32,629,32,10,184,35,58,292,515,335,459,432,470,459,423,380,870,508,307,555,468,361,782,21,18,48,43,12,900,11,45,95,5,750,5,5,0.1,0.21,0.48,0.88,0.95,0.8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.15443469,TRUE,FALSE,0.26449398,0.104673016,0.108849544
852,open,21,47,17,macds,13,23,3,18,0.24,1155,656,44,40,328,96,9,897,28,83,638,18,72,871,456,284,413,338,843,737,218,154,624,476,835,662,216,267,435,545,11,45,45,13,856,6,33,38,17,795,4,21,0.16,0.36,0.48,0.9,0.9,0.8,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2.674696902,TRUE,FALSE,0.262058042,0.153448043,0.15679403
853,HL/2,28,68,48,macdh,58,74,5,4,0.31,597,657,11,76,547,48,2,11,10,26,627,99,25,482,257,543,148,39,624,430,378,102,989,322,605,218,498,361,975,687,22,55,66,3,582,15,51,79,14,707,11,12,0.37,0.05,0.44,0.65,0.75,0.92,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,14.8026956,TRUE,FALSE,0.156332084,0.067090069,0.073387889
854,HL/2,24,54,9,macdh,63,29,3,10,0.39,1031,752,8,5,22,37,6,393,3,58,487,64,48,70,736,481,411,334,780,721,400,248,813,601,929,371,806,880,837,957,30,52,89,12,135,5,16,75,11,527,24,6,0.11,0.26,0.54,0.62,0.73,0.79,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,31.894416,TRUE,FALSE,0.304856711,0.147349807,0.153825273
855,HLCC/4,19,50,39,macds,50,57,4,19,0.13,1102,879,26,38,812,54,29,792,57,31,926,71,95,340,886,309,376,26,873,848,48,32,966,128,822,585,312,776,201,743,19,22,73,12,433,17,20,96,11,642,6,23,0.11,0.16,0.81,1.0,0.9,1.0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8.874199447,TRUE,FALSE,0.131090852,0.062304376,0.064566996
856,low,23,35,38,macds,11,15,5,11,0.04,2490,242,50,20,872,68,29,448,98,6,817,89,28,241,893,553,85,69,920,745,476,249,743,59,256,964,824,973,763,375,17,53,19,20,294,9,16,73,7,655,18,18,0.04,0.35,0.17,0.36,0.57,0.95,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4.196199871,TRUE,FALSE,0.201698,0.083744778,0.08331817
857,HLCC/4,11,35,50,macdh,84,78,2,11,0.17,865,349,19,84,283,6,75,951,91,28,503,79,54,192,708,479,122,117,991,652,202,38,629,951,332,737,907,560,402,325,6,56,5,20,650,18,50,25,4,540,4,5,0.23,0.4,0.45,0.66,0.69,0.88,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,26.83901608,TRUE,FALSE,0.216270283,0.161879269,0.170733296
858,low,14,21,38,macd,73,77,5,8,0.09,2617,768,26,70,773,28,11,270,15,91,89,97,79,809,750,685,242,227,315,779,453,352,554,383,16,18,238,801,474,189,14,44,89,20,638,9,23,103,5,56,4,4,0.16,0.19,0.2,0.31,0.59,0.71,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,33.1520814,TRUE,FALSE,0.191728579,0.09864712,0.105067219
859,high,25,34,41,macd,59,27,4,17,0.19,982,642,53,57,70,56,41,762,11,39,493,74,57,528,574,175,125,99,413,167,133,29,783,4,651,39,514,213,598,54,2,40,30,18,967,5,45,44,7,386,9,6,0.32,0.04,0.71,0.8,0.97,0.99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,16.29257378,TRUE,FALSE,0.22230669,0.099883579,0.105559126
860,HLCC/4,29,40,27,macd,21,12,5,7,0.03,1737,534,29,45,902,96,18,352,30,66,633,65,57,519,838,725,314,223,363,871,76,70,705,438,199,855,466,775,91,555,29,54,97,14,951,8,10,97,9,154,5,2,0.09,0.27,0.89,0.83,0.96,0.9,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1.230867443,TRUE,FALSE,0.262729472,0.102610214,0.105832564
861,HL/2,10,26,37,macds,63,9,5,12,0.25,1289,830,47,27,98,86,34,188,61,2,178,53,18,762,929,442,355,56,429,660,241,111,778,458,200,987,819,408,459,444,4,41,45,16,923,11,46,55,5,564,15,14,0.3,0.02,0.55,0.58,0.64,0.67,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30.6839463,TRUE,FALSE,0.225937091,0.082084672,0.084136426
862,OHLC/4,21,59,25,macd,36,23,4,2,0.1,2464,504,52,52,98,73,34,253,65,39,993,28,51,743,739,397,332,271,544,509,362,103,234,730,438,600,940,556,464,426,17,48,56,7,649,16,39,47,16,549,3,15,0.1,0.13,0.48,0.55,0.78,0.84,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9.364316471,TRUE,FALSE,0.253471801,0.12356573,0.126967789
863,low,30,36,40,macdh,20,71,4,7,0.39,2234,942,17,5,337,73,71,587,57,91,502,6,83,542,671,643,223,54,948,440,432,51,6,701,66,905,869,115,502,265,29,52,53,10,115,7,26,43,12,321,8,12,0.29,0.22,0.81,0.81,0.85,0.91,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,16.65944202,TRUE,FALSE,0.151299288,0.066564899,0.071668573
864,open,11,51,29,macdh,19,57,4,20,0.36,1540,304,64,17,390,34,62,674,78,23,218,3,27,333,590,540,298,269,387,276,473,245,692,762,590,431,476,68,916,196,18,50,75,13,432,6,38,80,5,830,25,8,0.28,0.3,0.24,0.42,0.46,0.86,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,8.894441044,TRUE,FALSE,0.246837433,0.122379457,0.131015207
865,OHLC/4,12,67,14,macd,85,14,5,20,0.12,1561,302,24,9,761,3,13,112,15,85,19,87,54,657,688,547,143,128,774,258,428,125,381,355,817,366,786,663,296,197,18,43,90,2,421,10,34,81,8,341,4,2,0.33,0.19,0.11,0.28,0.38,0.67,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,8.185646705,TRUE,FALSE,0.246329741,0.09236855,0.095750206
866,OHLC/4,5,34,45,macd,14,3,4,11,0.17,2458,252,94,57,395,94,5,488,21,22,585,58,58,685,406,328,262,99,946,667,357,281,260,731,780,979,124,82,128,46,3,30,86,14,161,12,37,92,7,751,24,2,0.19,0.36,0.74,0.82,0.96,0.82,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,5.195584544,TRUE,FALSE,0.510640473,0.17493246,0.179688112
867,HL/2,4,68,25,macds,79,66,3,18,0.19,1370,999,49,91,831,42,43,351,29,27,286,88,94,60,827,277,234,174,866,296,487,194,846,150,970,255,572,837,22,476,5,32,28,18,962,11,48,16,2,759,14,13,0.29,0.11,0.78,0.89,0.92,0.89,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,16.02933601,TRUE,FALSE,0.081202808,0.034913744,0.0377738
868,HLC/3,28,45,37,macd,73,66,4,12,0.25,1980,438,21,35,839,23,41,610,88,59,386,66,8,163,945,712,447,21,578,293,114,55,720,821,689,482,580,23,541,346,9,31,94,19,119,7,34,7,20,143,7,2,0.25,0.14,0.16,0.37,0.61,0.96,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,15.68173522,TRUE,FALSE,0.154698494,0.077974367,0.082716949
869,low,23,36,28,macds,84,29,2,13,0.1,2952,642,55,82,139,84,95,970,69,59,488,81,72,455,84,415,375,203,673,553,217,66,178,391,957,136,840,132,426,782,28,56,59,13,513,13,48,23,14,8,12,17,0.2,0.17,0.51,0.63,0.8,0.91,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21.00405221,TRUE,FALSE,0.21256222,0.161395958,0.162586504
870,low,19,66,25,macd,69,56,5,6,0.37,296,962,22,34,857,6,34,91,80,28,510,20,66,804,496,349,472,432,339,457,25,12,310,688,439,910,348,296,429,576,22,54,35,17,82,4,48,35,19,818,7,6,0.05,0.09,0.69,0.92,0.88,0.84,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,20.87677284,TRUE,FALSE,0.134357035,0.056263133,0.060544867
871,OHLC/4,18,23,8,macds,65,79,4,10,0.16,774,950,33,98,471,38,84,420,75,16,567,5,45,393,900,582,476,135,585,378,473,60,290,236,368,497,92,672,969,899,24,39,92,14,150,18,47,23,8,324,16,24,0.1,0.32,0.51,0.87,0.99,0.84,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,12.03390008,TRUE,FALSE,0.1757583,0.095627437,0.102483806
