,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,25187643.21,0.528819377,0.184158696,0.78,0.47,20.74125861,72.53315703,101,70,171,0.47,0.22,0.78,0.78,15,13509,pr,60,140,9,close,0.44,61,19,"buy,sell",25187643.21,0,TRUE
