,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,4606647.511,0.468411186,0.228104746,0.85,0.67,29.04814481,67.33732221,97,83,180,0.67,0.12,0.85,0.74,14,3342,pr,88,1082,4,HL/2,0.37,8,18,"buy,sell",4606647.511,0,TRUE
