,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,0,0,5692737.669,0.261292559,0.104992272,0.623043822,0.679564239,22.13360844,53.36022809,159,115,273,0.84,0.268518519,0.17,0.398148148,0.84,0.833333333,0.3,0.833333333,-0.000487612,0.981481481,-0.001422028,0.981481481,-0.001317764,1,-0.002123799,1,24,0.32,5064,pr,60,140,1,HLCC/4,80,25,buy,5692737.669,0,True
