,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,0,0,7521316.934,0.37608684,0.120822667,0.801527335,0.489446894,25.70696942,71.21458658,141,127,269,0.59,0.444444444,0.19,0.833333333,0.82,1,0.71,1,-0.000109858,0.934782609,-0.000590016,1,-0.000690399,1,-0.001445742,0.431034483,22,0.27,4591,pr,60,140,1,HLCC/4,80,25,buy,7521316.934,0,True
