,Unnamed: 0.5,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,0,,,,0,27368083115,0.446187909,0.195169028,0.93,0.9,67.12458199,180.236934,330,178,494,0.86,1,0.14,0.272277228,0.93,1,0.54,0.219178082,-0.998872714,0.728682171,-3.585894592,1,-2.758943476,1,-8.708777642,0.590909091,6,0.01,1734439960,pr,4,45,2,HLCC/4,35,6,buy,27368083115,0,True
