,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,580282.4266,0.428391746,0.33836796,0.63,0.61,30.8808222,53.64770962,91,54,145,0.61,0.56,0.63,0.63,11,708,pr,129,979,6,open,0.14,5,17,buy,580282.4266,0,True
