,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,348460942.7,1.589842364,0.646109419,5.84531052,6.4,121.5711213,354.8057573,187,79,277,2.39,1,2.12,1,6.91,0.333333333,2.76,0.333333333,-226.2459221,1,-261.0943972,1,-259.9635883,1,-448.8953743,1,23,0.25,41501,pr,60,140,1,close,80,23,"buy,sell",348460942.7,0,TRUE
