score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell
0,150243291.15620664,0.49908293321998753,0.08226683411638444,0.8798305154791306,0.85,16.962296536024773,73.6745279595169,96,138,238,0.66,0.05825242718446602,-0.02,0.20388349514563106,0.88,1.0,0.79,1.0,-0.020490447606532562,0.875,-0.14544927437112692,1.0,-0.09705496416639087,1.0,-0.2751511120490182,0.9111111111111111,24,0.05,147179.0,pr,60,140,1,HLCC/4,80,24,"buy,sell",150243291.15620664,0
