,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,571816.5048,0.202442064,0.111259435,0.499860675,0.55,22.73135462,42.34097413,155,126,226,0.35,0.168539326,0.14,0.325842697,0.26,1,0.21,0.156028369,-0.000159007,0.903846154,-0.000370493,1,-0.000475578,1,-0.000772786,0.903846154,26,0.27,810,pr,70,140,2,close,78,21,"buy,sell",571816.5048,0,False
