,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,1564002.207,0.619087972,0.20213019,0.92,0.77,13.22657915,42.58097493,57,35,92,0.77,0.15,0.92,0.86,17,1480,pr,74,1304,2,HLCC/4,0.24,80,20,buy,1564002.207,0,True
