,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,0,469902.5787,0.315659565,0.213308188,0.9,0.77,26.95588909,48.18003447,101,89,190,0.77,0.18,0.9,0.39,14,615,pr,84,702,17,OHLC/4,0.15,5,25,buy,469902.5787,0,False
