,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,2087566.7,0.437979318,0.185723149,0.879503265,0.479603082,26.1484919,62.16586077,103,88,191,0.76,0.844827586,0.16,0.396551724,0.96,1,0.82,0.872727273,-0.000296516,1,-0.000691246,0.761904762,-0.000905826,0.78125,-0.001300849,0.78125,25,0.3,1610,pr,61,140,2,close,136,24,"buy,sell",2087566.7,0,True
