,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,172687.9097,0.213341816,0.104413473,0.357845969,0.3,11.7224133,25.78952878,83,73,156,0.3,0.15,0.36,0.34,16,341,pr,60,140,5,low,0.25,155,18,"buy,sell",172687.9097,0,True
