,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,51232.67733,0.115917602,0.082116785,0.35,0.26,11.75211868,20.87474641,124,90,214,0.26,0.12,0.35,0.18,17,156,pr,60,140,8,close,0.11,75,17,"buy,sell",51232.67733,0,True
