,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,93300.33584,0.183372022,0.133405622,0.69700942,0.77,20.14129694,31.60888984,119,101,220,0.77,0.17,0.72,0.24,20,226,pr,60,140,19,open,0.19,56,22,"buy,sell",93300.33584,0,True
