,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,8943.029338048696,0.8183714680183658,0.1697594640815524,0.919716867179766,0.3509876829541568,2.456913780679097,10.116885538977426,11,7,18,0.82,0.3509876829541568,0.95,0.919716867179766,-0.0022561434530498,-0.0036971322153092,-0.0046678461031949,-0.0057842590731996,pr,180,1225,2,HL/2,0.33,1054,"buy,sell",8943.029338048696,0.0,False
