,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,diff_extereme_pr,money,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,351605.4546,0.358492145,0.217475881,0.75,0.501490685,17.54826304,35.43620843,81,42,123,0.66,0.4151602,0.75,0.41,21,546,pr,60,140,15,HL/2,0.16,80,25,"buy,sell",351605.4546,0,True
