,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,0,1000000.88,0.183570596,0.109132189,0.567082643,0.196981403,82.51070777,126.5381682,350,580,930,0.2,0.520512821,0.15,1,0.36,0.833333333,0.85,0.482269504,0.000148761,0.353741497,-0.000644091,1,-0.000420699,0.728682171,-0.001295307,1,16,0.46,23652,pr,68,140,3,close,6,16,"buy,sell",18744074.88,0,FALSE
