,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,44619.29077217075,0.6813347937104447,0.1309077965762012,0.9000420228679665,0.4552556649191377,9.021123867034223,54.05615122304624,64,36,100,0.35,0.13,0.87,0.8,-25.615991632006413,-48.79892303530916,-52.51829094196627,-98.58380851765736,pr,48,144,5,open,0.24,74,"buy,sell",44619.29077217075,0,True
