,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,value_front_intervals_pr_upper,value_front_intervals_pr_lower,value_back_intervals_pr_upper,value_back_intervals_pr_lower,methode,fast_period,slow_period,signal_period,apply_to,alpha,num_extreme,signal,score_buy,score_sell,permit
0,0,6732.477424847717,0.8183634153752658,0.2794202977921952,0.86,0.8,0.8,7.74,9,1,10,0.8,0.83,0.86,0.87,-37.07509685242903,-264.20341730300845,-154.61172874271327,-437.32347947318783,pr,265,1371,43,high,0.49,386,"buy,sell",6732.477424847717,0,True
