,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_st_power,min_st,min_st_power,max_tp,max_tp_power,min_tp,min_tp_power,value_front_intervals_pr_upper,value_front_intervals_pr_upper_power,value_front_intervals_pr_lower,value_front_intervals_pr_lower_power,value_back_intervals_pr_upper,value_back_intervals_pr_upper_power,value_back_intervals_pr_lower,value_back_intervals_pr_lower_power,diff_extereme_pr,alpha,money,methode,fast_period,slow_period,signal_period,apply_to,num_extreme,diff_extereme,signal,score_buy,score_sell,permit
0,0,569339.4447163384,0.1972288104788729,0.1958591890917187,0.4627479234686198,0.6245691642380261,52.03281163490978,72.41294639709257,313,112,425,1.05,0.3028571428571429,0.14,0.3028571428571429,0.39,1.0,0.27,1.0,-0.0002795441995599,1.0,-0.0007221729313718,0.8476190476190476,-0.0009499945021278,0.8725490196078431,-0.0015752213460058,1.0,21,0.23,776.0,pr,60,140,3,HL/2,42,25,"buy,sell",569339.4447163384,0,False
