,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,min_st,max_tp,min_tp,distance,ramp_candle_lower,ramp_candle_upper,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,alpha,signal,score_buy,score_sell,score_learn,permit
0,0,0,0,0,0,291133.4400000002,0.405652029,0.341784969,0.49,0.59,14.75,28.42,58,25,83,0.86,0.59,0.74,0.49,14.35786364,3.3e-05,0.000280031,-26.864704821537867,pr,2014,768,104,0,0.31,"buy,sell",365399.1,0,291133.4400000002,False
