score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_tp,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,signal,score_buy,score_sell
0,49377.37711594674,0.12888101973733604,0.12937544584928634,0.4913193327512584,0.6430868167203748,7.7669902912635225,19.719877513714923,63,12,75,0.2743634724527716,0.28977152918923105,-139.96406331468262,pr,1128,866.0,3,83,"buy,sell",24688.68855797337,0
