,mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell,permit
0,0.0866502197428634,0.0367600757602084,0.8381090752549247,0.1581209287239511,5.599979230995862,11.991805055176634,116,70,186,65443.85910861792,0.1604467473160509,0.1269946642155489,0.5007917924285745,0.601587864567706,7.657637873647718,24.32488204745714,144,22,166,0.4827739890626423,0.4825782532886364,49587.74095681423,min_max,13,6,3,0.34,0.02,0.052,"buy,sell",0,0,False
