mean_tp_min_max,mean_st_min_max,max_tp_min_max,max_st_min_max,sum_st_min_max,sum_tp_min_max,num_tp_min_max,num_st_min_max,num_trade_min_max,score_min_max,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,diff_top_upper_pr,diff_top_lower_pr,score_pr,methode,high_period,low_period,distance_lines,min_tp,max_st,alfa,signal,score_buy,score_sell
0.07281358328049842,0.04429945738155579,0.3952068995726658,0.21836189584917626,5.3456853393047,6.687824253142147,75,66,141,399.63440764097123,0.16860975116538987,0.3539414718642187,0.5016559516851732,1.2969730866030842,17.335385519014185,5.7741900937086905,24,59,83,0.5872966383905444,0.29549463699571377,1.0,min_max,31,10,4,0.14,0.05,0.112,"buy,sell",0,0
