score_min_max,score_pr,mean_tp_pr,mean_st_pr,max_tp_pr,max_st_pr,sum_st_pr,sum_tp_pr,num_tp_pr,num_st_pr,num_trade_pr,max_st,max_tp,value_min_upper_cci_pr,methode,high_period,low_period,distance_lines,cross_line,signal,score_buy,score_sell
0,11757.430752441942,0.07931291615386912,0.07404675408717605,0.5479241583903005,0.7567957854765177,1.513591570953032,7.824611835280431,25,2,27,0.3040039631748672,0.3349743963605728,-137.8427644400685,pr,825.0,440.0,3.0,57.0,"buy,sell",5878.715376220971,0.0
